crew_id,department,gang_designation,home_depot,assigned_section_id,latitude,longitude,shift_start,shift_end,headcount,skill_certification,is_available,safety_certification_valid,corridor_id,source_type,source
RB-CREW-004888,SIGNAL,Signal & Interlocking Maintenance Gang,Chennai Egmore,SEC_063,9.941929,78.106056,00:00:00,14:00:00,18,CERTIFIED_WELD_FITTER,True,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-004889,ENGINEERING,Deep Screening & Ballasting Crew,Tiruchirappalli,SEC_010,12.934307,80.127667,12:00:00,14:00:00,6,CERTIFIED_WELD_FITTER,True,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-004890,SIGNAL,Signal & Interlocking Maintenance Gang,Tiruchirappalli,SEC_056,10.692099,78.535618,12:00:00,08:00:00,9,SENIOR_TECHNICIAN,True,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-004891,ENGINEERING,Track Maintenance Gang (SSE/P-Way),Viluppuram,SEC_016,12.779139,80.010981,06:00:00,02:00:00,19,LINEMAN_P-WAY,True,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-004892,SIGNAL,Signal & Interlocking Maintenance Gang,Tiruchirappalli,SEC_006,12.980711,80.166343,12:00:00,14:00:00,10,SENIOR_TECHNICIAN,True,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-004893,SIGNAL,Signal & Interlocking Maintenance Gang,Tambaram,SEC_057,10.585698,78.383631,12:00:00,14:00:00,17,SENIOR_TECHNICIAN,True,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-004894,ENGINEERING,Track Maintenance Gang (SSE/P-Way),Chennai Egmore,SEC_033,11.621304,79.323978,00:00:00,02:00:00,9,SENIOR_TECHNICIAN,True,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-004895,TRACTION,OHE Tower Wagon Line Crew (SSE/TRD),Viluppuram,SEC_043,11.038471,79.011014,00:00:00,14:00:00,20,LINEMAN_P-WAY,True,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-004896,ENGINEERING,Deep Screening & Ballasting Crew,Madurai,SEC_045,10.943736,78.922042,06:00:00,20:00:00,7,LINEMAN_P-WAY,True,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-004897,SIGNAL,Signal & Interlocking Maintenance Gang,Thoothukudi,SEC_063,9.927856,78.108674,12:00:00,08:00:00,9,CERTIFIED_WELD_FITTER,True,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-004898,ENGINEERING,Deep Screening & Ballasting Crew,Madurai,SEC_048,10.874892,78.804762,06:00:00,08:00:00,20,SENIOR_TECHNICIAN,True,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-004899,SIGNAL,Signal & Interlocking Maintenance Gang,Madurai,SEC_037,11.385797,79.220242,12:00:00,20:00:00,6,GRADE_A_LEAD,True,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-004900,ENGINEERING,Track Maintenance Gang (SSE/P-Way),Tambaram,SEC_058,10.566543,78.351542,00:00:00,14:00:00,7,CERTIFIED_WELD_FITTER,True,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-004901,SIGNAL,Axle Counter & Point Machine Team,Madurai,SEC_041,11.180627,79.083924,06:00:00,20:00:00,15,LINEMAN_P-WAY,True,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-004902,SIGNAL,Signal & Interlocking Maintenance Gang,Tiruchirappalli,SEC_015,12.840691,80.054102,06:00:00,20:00:00,15,GRADE_A_LEAD,False,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-004903,SIGNAL,Signal & Interlocking Maintenance Gang,Tambaram,SEC_016,12.772413,80.006996,12:00:00,02:00:00,20,GRADE_A_LEAD,True,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-004904,TRACTION,OHE Tower Wagon Line Crew (SSE/TRD),Madurai,SEC_046,10.915662,78.883175,00:00:00,20:00:00,21,CERTIFIED_WELD_FITTER,False,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-004905,TRACTION,OHE Tower Wagon Line Crew (SSE/TRD),Viluppuram,SEC_007,12.974002,80.158905,00:00:00,02:00:00,12,SENIOR_TECHNICIAN,True,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-004906,SIGNAL,Axle Counter & Point Machine Team,Viluppuram,SEC_047,10.890426,78.844501,18:00:00,14:00:00,10,GRADE_A_LEAD,True,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-004907,TRACTION,OHE Tower Wagon Line Crew (SSE/TRD),Viluppuram,SEC_066,9.137836,78.058653,00:00:00,08:00:00,6,LINEMAN_P-WAY,True,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-004908,ENGINEERING,Deep Screening & Ballasting Crew,Viluppuram,SEC_014,12.849472,80.060404,00:00:00,14:00:00,12,CERTIFIED_WELD_FITTER,True,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-004909,TRACTION,Substation & Switching Post Maintenance Team,Madurai,SEC_066,9.411614,78.089958,18:00:00,14:00:00,19,SENIOR_TECHNICIAN,True,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-004910,ENGINEERING,Deep Screening & Ballasting Crew,Chennai Egmore,SEC_059,10.533556,78.279411,18:00:00,20:00:00,12,LINEMAN_P-WAY,True,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-004911,TRACTION,Substation & Switching Post Maintenance Team,Tiruchirappalli,SEC_057,10.581229,78.37651,18:00:00,08:00:00,16,GRADE_A_LEAD,True,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-004912,ENGINEERING,Deep Screening & Ballasting Crew,Thoothukudi,SEC_012,12.89652,80.088603,12:00:00,02:00:00,20,LINEMAN_P-WAY,True,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-004913,ENGINEERING,Track Maintenance Gang (SSE/P-Way),Thoothukudi,SEC_012,12.900933,80.091863,06:00:00,20:00:00,12,CERTIFIED_WELD_FITTER,True,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-004914,TRACTION,Substation & Switching Post Maintenance Team,Viluppuram,SEC_014,12.846435,80.058433,00:00:00,14:00:00,8,CERTIFIED_WELD_FITTER,False,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-004915,SIGNAL,Signal & Interlocking Maintenance Gang,Madurai,SEC_039,11.279814,79.18253,12:00:00,08:00:00,9,CERTIFIED_WELD_FITTER,True,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-004916,SIGNAL,Signal & Interlocking Maintenance Gang,Thoothukudi,SEC_016,12.770608,80.005926,06:00:00,08:00:00,17,LINEMAN_P-WAY,True,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-004917,ENGINEERING,Deep Screening & Ballasting Crew,Viluppuram,SEC_001,13.040889,80.230157,18:00:00,08:00:00,9,CERTIFIED_WELD_FITTER,False,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-004918,ENGINEERING,Track Maintenance Gang (SSE/P-Way),Tiruchirappalli,SEC_024,12.324577,79.74039,18:00:00,14:00:00,12,LINEMAN_P-WAY,False,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-004919,SIGNAL,Axle Counter & Point Machine Team,Thoothukudi,SEC_029,12.025282,79.53019,18:00:00,14:00:00,12,LINEMAN_P-WAY,True,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-004920,ENGINEERING,Deep Screening & Ballasting Crew,Chennai Egmore,SEC_043,11.036931,79.010321,18:00:00,08:00:00,16,SENIOR_TECHNICIAN,True,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-004921,SIGNAL,Axle Counter & Point Machine Team,Viluppuram,SEC_041,11.15735,79.072707,12:00:00,08:00:00,12,SENIOR_TECHNICIAN,True,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-004922,TRACTION,OHE Tower Wagon Line Crew (SSE/TRD),Thoothukudi,SEC_040,11.241956,79.144822,06:00:00,02:00:00,23,GRADE_A_LEAD,True,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-004923,ENGINEERING,Deep Screening & Ballasting Crew,Viluppuram,SEC_018,12.640323,79.976569,00:00:00,14:00:00,12,SENIOR_TECHNICIAN,True,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-004924,SIGNAL,Axle Counter & Point Machine Team,Thoothukudi,SEC_015,12.810884,80.030798,18:00:00,08:00:00,14,LINEMAN_P-WAY,True,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-004925,TRACTION,Substation & Switching Post Maintenance Team,Tambaram,SEC_048,10.872958,78.766069,06:00:00,02:00:00,15,LINEMAN_P-WAY,False,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-004926,SIGNAL,Axle Counter & Point Machine Team,Madurai,SEC_044,11.019713,78.99988,00:00:00,20:00:00,18,CERTIFIED_WELD_FITTER,True,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-004927,SIGNAL,Axle Counter & Point Machine Team,Madurai,SEC_066,9.436803,78.092839,00:00:00,08:00:00,21,SENIOR_TECHNICIAN,True,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-004928,ENGINEERING,Track Maintenance Gang (SSE/P-Way),Madurai,SEC_013,12.871965,80.074479,00:00:00,02:00:00,7,GRADE_A_LEAD,True,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-004929,TRACTION,OHE Tower Wagon Line Crew (SSE/TRD),Thoothukudi,SEC_061,10.440106,78.106402,06:00:00,14:00:00,6,CERTIFIED_WELD_FITTER,True,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-004930,TRACTION,OHE Tower Wagon Line Crew (SSE/TRD),Thoothukudi,SEC_024,12.324199,79.740015,12:00:00,20:00:00,11,CERTIFIED_WELD_FITTER,True,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-004931,TRACTION,Substation & Switching Post Maintenance Team,Thoothukudi,SEC_028,12.067583,79.546372,18:00:00,20:00:00,12,CERTIFIED_WELD_FITTER,True,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-004932,ENGINEERING,Track Maintenance Gang (SSE/P-Way),Tiruchirappalli,SEC_055,10.732004,78.595479,12:00:00,08:00:00,13,LINEMAN_P-WAY,True,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-004933,TRACTION,OHE Tower Wagon Line Crew (SSE/TRD),Madurai,SEC_010,12.934511,80.127901,06:00:00,02:00:00,11,SENIOR_TECHNICIAN,True,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-004934,TRACTION,Substation & Switching Post Maintenance Team,Viluppuram,SEC_050,10.83693,78.70114,12:00:00,20:00:00,21,CERTIFIED_WELD_FITTER,True,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-004935,SIGNAL,Signal & Interlocking Maintenance Gang,Thoothukudi,SEC_016,12.772632,80.007125,06:00:00,02:00:00,22,SENIOR_TECHNICIAN,True,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-004936,ENGINEERING,Track Maintenance Gang (SSE/P-Way),Viluppuram,SEC_019,12.539361,79.916621,06:00:00,14:00:00,12,SENIOR_TECHNICIAN,True,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-004937,SIGNAL,Signal & Interlocking Maintenance Gang,Tambaram,SEC_059,10.536663,78.288638,06:00:00,20:00:00,19,GRADE_A_LEAD,False,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-004938,SIGNAL,Axle Counter & Point Machine Team,Madurai,SEC_001,13.057237,80.243951,18:00:00,02:00:00,10,CERTIFIED_WELD_FITTER,True,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-004939,TRACTION,Substation & Switching Post Maintenance Team,Madurai,SEC_040,11.243544,79.147531,12:00:00,14:00:00,22,LINEMAN_P-WAY,False,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-004940,TRACTION,OHE Tower Wagon Line Crew (SSE/TRD),Thoothukudi,SEC_058,10.564617,78.347971,18:00:00,14:00:00,15,GRADE_A_LEAD,True,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-004941,SIGNAL,Signal & Interlocking Maintenance Gang,Thoothukudi,SEC_065,9.793654,78.074246,06:00:00,08:00:00,10,SENIOR_TECHNICIAN,True,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-004942,ENGINEERING,Deep Screening & Ballasting Crew,Viluppuram,SEC_054,10.753265,78.627317,12:00:00,14:00:00,18,SENIOR_TECHNICIAN,True,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-004943,SIGNAL,Axle Counter & Point Machine Team,Viluppuram,SEC_060,10.510072,78.215445,06:00:00,14:00:00,21,SENIOR_TECHNICIAN,True,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-004944,ENGINEERING,Deep Screening & Ballasting Crew,Thoothukudi,SEC_066,8.880946,78.029279,18:00:00,20:00:00,13,GRADE_A_LEAD,True,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-004945,ENGINEERING,Track Maintenance Gang (SSE/P-Way),Tambaram,SEC_039,11.314821,79.203904,12:00:00,02:00:00,23,CERTIFIED_WELD_FITTER,True,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-004946,SIGNAL,Signal & Interlocking Maintenance Gang,Viluppuram,SEC_019,12.562572,79.932948,18:00:00,02:00:00,23,SENIOR_TECHNICIAN,True,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-004947,ENGINEERING,Deep Screening & Ballasting Crew,Tambaram,SEC_011,12.909282,80.099542,12:00:00,14:00:00,7,LINEMAN_P-WAY,True,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-004948,TRACTION,Substation & Switching Post Maintenance Team,Viluppuram,SEC_040,11.243634,79.147685,12:00:00,20:00:00,23,SENIOR_TECHNICIAN,True,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-004949,SIGNAL,Signal & Interlocking Maintenance Gang,Tambaram,SEC_029,12.016024,79.524466,18:00:00,14:00:00,8,CERTIFIED_WELD_FITTER,False,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-004950,ENGINEERING,Deep Screening & Ballasting Crew,Chennai Egmore,SEC_001,13.067231,80.252383,00:00:00,20:00:00,13,CERTIFIED_WELD_FITTER,True,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-004951,TRACTION,Substation & Switching Post Maintenance Team,Viluppuram,SEC_031,11.936617,79.494033,18:00:00,20:00:00,17,GRADE_A_LEAD,False,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-004952,ENGINEERING,Track Maintenance Gang (SSE/P-Way),Thoothukudi,SEC_003,12.995712,80.200272,00:00:00,14:00:00,16,GRADE_A_LEAD,True,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-004953,TRACTION,Substation & Switching Post Maintenance Team,Chennai Egmore,SEC_032,11.887848,79.447682,12:00:00,20:00:00,21,SENIOR_TECHNICIAN,True,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-004954,TRACTION,Substation & Switching Post Maintenance Team,Madurai,SEC_062,10.35467,78.103039,00:00:00,20:00:00,18,GRADE_A_LEAD,True,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-004955,ENGINEERING,Track Maintenance Gang (SSE/P-Way),Viluppuram,SEC_017,12.730001,79.991331,12:00:00,08:00:00,20,CERTIFIED_WELD_FITTER,True,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-004956,ENGINEERING,Track Maintenance Gang (SSE/P-Way),Chennai Egmore,SEC_004,12.992835,80.194025,06:00:00,08:00:00,7,GRADE_A_LEAD,True,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-004957,ENGINEERING,Track Maintenance Gang (SSE/P-Way),Viluppuram,SEC_045,10.952684,78.932922,00:00:00,20:00:00,9,CERTIFIED_WELD_FITTER,False,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-004958,SIGNAL,Signal & Interlocking Maintenance Gang,Viluppuram,SEC_045,10.959067,78.940684,06:00:00,14:00:00,14,LINEMAN_P-WAY,True,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-004959,ENGINEERING,Track Maintenance Gang (SSE/P-Way),Tiruchirappalli,SEC_004,12.991818,80.191207,00:00:00,08:00:00,19,CERTIFIED_WELD_FITTER,True,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-004960,ENGINEERING,Deep Screening & Ballasting Crew,Viluppuram,SEC_051,10.826216,78.69107,12:00:00,08:00:00,16,SENIOR_TECHNICIAN,True,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-004961,SIGNAL,Axle Counter & Point Machine Team,Thoothukudi,SEC_048,10.874734,78.801603,00:00:00,08:00:00,13,CERTIFIED_WELD_FITTER,True,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-004962,TRACTION,Substation & Switching Post Maintenance Team,Viluppuram,SEC_029,12.00914,79.520209,00:00:00,08:00:00,20,LINEMAN_P-WAY,True,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-004963,TRACTION,Substation & Switching Post Maintenance Team,Thoothukudi,SEC_032,11.892443,79.451098,18:00:00,02:00:00,18,LINEMAN_P-WAY,True,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-004964,TRACTION,Substation & Switching Post Maintenance Team,Viluppuram,SEC_014,12.862475,80.068846,00:00:00,20:00:00,22,LINEMAN_P-WAY,True,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-004965,TRACTION,Substation & Switching Post Maintenance Team,Tambaram,SEC_047,10.876592,78.817604,18:00:00,20:00:00,22,CERTIFIED_WELD_FITTER,True,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-004966,SIGNAL,Axle Counter & Point Machine Team,Tambaram,SEC_061,10.470196,78.140809,00:00:00,02:00:00,11,SENIOR_TECHNICIAN,True,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-004967,SIGNAL,Axle Counter & Point Machine Team,Tiruchirappalli,SEC_004,12.991077,80.189157,18:00:00,02:00:00,15,SENIOR_TECHNICIAN,True,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-004968,TRACTION,Substation & Switching Post Maintenance Team,Tiruchirappalli,SEC_023,12.355,79.770779,06:00:00,20:00:00,7,GRADE_A_LEAD,False,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-004969,ENGINEERING,Deep Screening & Ballasting Crew,Tiruchirappalli,SEC_044,11.003585,78.984676,06:00:00,02:00:00,15,CERTIFIED_WELD_FITTER,True,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-004970,SIGNAL,Signal & Interlocking Maintenance Gang,Tambaram,SEC_032,11.883944,79.44478,06:00:00,20:00:00,23,GRADE_A_LEAD,False,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-004971,TRACTION,OHE Tower Wagon Line Crew (SSE/TRD),Madurai,SEC_006,12.981148,80.167301,12:00:00,14:00:00,9,GRADE_A_LEAD,True,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-004972,SIGNAL,Signal & Interlocking Maintenance Gang,Thoothukudi,SEC_065,9.638719,78.090737,12:00:00,02:00:00,22,CERTIFIED_WELD_FITTER,True,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-004973,SIGNAL,Axle Counter & Point Machine Team,Madurai,SEC_044,10.976134,78.958799,18:00:00,14:00:00,8,SENIOR_TECHNICIAN,False,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-004974,TRACTION,Substation & Switching Post Maintenance Team,Tambaram,SEC_033,11.799736,79.396234,00:00:00,14:00:00,17,CERTIFIED_WELD_FITTER,True,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-004975,SIGNAL,Signal & Interlocking Maintenance Gang,Tiruchirappalli,SEC_003,13.006498,80.21054,12:00:00,14:00:00,16,GRADE_A_LEAD,True,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-004976,ENGINEERING,Deep Screening & Ballasting Crew,Chennai Egmore,SEC_066,8.952278,78.037435,12:00:00,02:00:00,8,SENIOR_TECHNICIAN,True,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-004977,TRACTION,OHE Tower Wagon Line Crew (SSE/TRD),Chennai Egmore,SEC_009,12.941925,80.134115,12:00:00,02:00:00,8,GRADE_A_LEAD,False,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-004978,TRACTION,OHE Tower Wagon Line Crew (SSE/TRD),Madurai,SEC_025,12.270055,79.688987,18:00:00,08:00:00,8,CERTIFIED_WELD_FITTER,True,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
RB-CREW-004979,ENGINEERING,Deep Screening & Ballasting Crew,Madurai,SEC_045,10.954558,78.935201,12:00:00,20:00:00,8,LINEMAN_P-WAY,True,True,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Workforce Management Model / CAG Gang Audit
