financial_year,track_type,metric,value,unit,aggregation_level,source,source_url
1980-81,meter_gauge,net_tonne_km_per_route_km_per_annum,802.0,000s_net_tonne_km/route_km/year,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
1981-82,broad_gauge,train_km_per_running_track_km_per_day,23.0,train_km/running_track_km/day,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
1981-82,broad_gauge,passenger_km_per_route_km_per_annum,5430.0,000s_passenger_km/route_km/year,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
1981-82,broad_gauge,net_tonne_km_per_route_km_per_annum,4768.0,000s_net_tonne_km/route_km/year,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
1981-82,meter_gauge,train_km_per_running_track_km_per_day,12.5,train_km/running_track_km/day,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
1981-82,meter_gauge,passenger_km_per_route_km_per_annum,1781.0,000s_passenger_km/route_km/year,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
1981-82,meter_gauge,net_tonne_km_per_route_km_per_annum,812.0,000s_net_tonne_km/route_km/year,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
1982-83,broad_gauge,train_km_per_running_track_km_per_day,23.0,train_km/running_track_km/day,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
1982-83,broad_gauge,passenger_km_per_route_km_per_annum,5546.0,000s_passenger_km/route_km/year,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
1982-83,broad_gauge,net_tonne_km_per_route_km_per_annum,4794.0,000s_net_tonne_km/route_km/year,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
1982-83,meter_gauge,train_km_per_running_track_km_per_day,13.0,train_km/running_track_km/day,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
1982-83,meter_gauge,passenger_km_per_route_km_per_annum,1814.0,000s_passenger_km/route_km/year,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
1982-83,meter_gauge,net_tonne_km_per_route_km_per_annum,854.0,000s_net_tonne_km/route_km/year,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
1983-84,broad_gauge,train_km_per_running_track_km_per_day,24.0,train_km/running_track_km/day,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
1983-84,broad_gauge,passenger_km_per_route_km_per_annum,5546.0,000s_passenger_km/route_km/year,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
1983-84,broad_gauge,net_tonne_km_per_route_km_per_annum,4820.0,000s_net_tonne_km/route_km/year,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
1983-84,meter_gauge,train_km_per_running_track_km_per_day,13.2,train_km/running_track_km/day,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
1983-84,meter_gauge,passenger_km_per_route_km_per_annum,1636.0,000s_passenger_km/route_km/year,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
1983-84,meter_gauge,net_tonne_km_per_route_km_per_annum,842.0,000s_net_tonne_km/route_km/year,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
1984-85,broad_gauge,train_km_per_running_track_km_per_day,23.9,train_km/running_track_km/day,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
1984-85,broad_gauge,passenger_km_per_route_km_per_annum,5514.0,000s_passenger_km/route_km/year,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
1984-85,broad_gauge,net_tonne_km_per_route_km_per_annum,4849.0,000s_net_tonne_km/route_km/year,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
1984-85,meter_gauge,train_km_per_running_track_km_per_day,13.4,train_km/running_track_km/day,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
1984-85,meter_gauge,passenger_km_per_route_km_per_annum,1680.0,000s_passenger_km/route_km/year,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
1984-85,meter_gauge,net_tonne_km_per_route_km_per_annum,802.0,000s_net_tonne_km/route_km/year,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
1985-86,broad_gauge,train_km_per_running_track_km_per_day,24.8,train_km/running_track_km/day,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
1985-86,broad_gauge,passenger_km_per_route_km_per_annum,5881.0,000s_passenger_km/route_km/year,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
1985-86,broad_gauge,net_tonne_km_per_route_km_per_annum,5459.0,000s_net_tonne_km/route_km/year,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
1985-86,meter_gauge,train_km_per_running_track_km_per_day,13.9,train_km/running_track_km/day,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
1985-86,meter_gauge,passenger_km_per_route_km_per_annum,1730.0,000s_passenger_km/route_km/year,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
1985-86,meter_gauge,net_tonne_km_per_route_km_per_annum,918.0,000s_net_tonne_km/route_km/year,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
1986-87,broad_gauge,train_km_per_running_track_km_per_day,25.3,train_km/running_track_km/day,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
1986-87,broad_gauge,passenger_km_per_route_km_per_annum,6287.0,000s_passenger_km/route_km/year,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
1986-87,broad_gauge,net_tonne_km_per_route_km_per_annum,5967.0,000s_net_tonne_km/route_km/year,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
1986-87,meter_gauge,train_km_per_running_track_km_per_day,14.1,train_km/running_track_km/day,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
1986-87,meter_gauge,passenger_km_per_route_km_per_annum,1815.0,000s_passenger_km/route_km/year,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
1986-87,meter_gauge,net_tonne_km_per_route_km_per_annum,923.0,000s_net_tonne_km/route_km/year,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
1987-88,broad_gauge,train_km_per_running_track_km_per_day,25.6,train_km/running_track_km/day,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
1987-88,broad_gauge,passenger_km_per_route_km_per_annum,6576.0,000s_passenger_km/route_km/year,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
1987-88,broad_gauge,net_tonne_km_per_route_km_per_annum,6191.0,000s_net_tonne_km/route_km/year,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
1987-88,meter_gauge,train_km_per_running_track_km_per_day,13.8,train_km/running_track_km/day,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
1987-88,meter_gauge,passenger_km_per_route_km_per_annum,1904.0,000s_passenger_km/route_km/year,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
1987-88,meter_gauge,net_tonne_km_per_route_km_per_annum,906.0,000s_net_tonne_km/route_km/year,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
1988-89,broad_gauge,train_km_per_running_track_km_per_day,26.3,train_km/running_track_km/day,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
1988-89,broad_gauge,passenger_km_per_route_km_per_annum,6421.0,000s_passenger_km/route_km/year,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
1988-89,broad_gauge,net_tonne_km_per_route_km_per_annum,6120.0,000s_net_tonne_km/route_km/year,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
1988-89,meter_gauge,train_km_per_running_track_km_per_day,13.7,train_km/running_track_km/day,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
1988-89,meter_gauge,passenger_km_per_route_km_per_annum,1845.0,000s_passenger_km/route_km/year,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
1988-89,meter_gauge,net_tonne_km_per_route_km_per_annum,899.0,000s_net_tonne_km/route_km/year,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
1989-90,broad_gauge,train_km_per_running_track_km_per_day,26.6,train_km/running_track_km/day,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
1989-90,broad_gauge,passenger_km_per_route_km_per_annum,6760.0,000s_passenger_km/route_km/year,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
1989-90,broad_gauge,net_tonne_km_per_route_km_per_annum,6207.0,000s_net_tonne_km/route_km/year,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
1989-90,meter_gauge,train_km_per_running_track_km_per_day,14.0,train_km/running_track_km/day,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
1989-90,meter_gauge,passenger_km_per_route_km_per_annum,1955.0,000s_passenger_km/route_km/year,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
1989-90,meter_gauge,net_tonne_km_per_route_km_per_annum,946.0,000s_net_tonne_km/route_km/year,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
1990-91,broad_gauge,train_km_per_running_track_km_per_day,26.4,train_km/running_track_km/day,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
1990-91,broad_gauge,passenger_km_per_route_km_per_annum,7119.0,000s_passenger_km/route_km/year,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
1990-91,broad_gauge,net_tonne_km_per_route_km_per_annum,6305.0,000s_net_tonne_km/route_km/year,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
1990-91,meter_gauge,train_km_per_running_track_km_per_day,14.0,train_km/running_track_km/day,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
1990-91,meter_gauge,passenger_km_per_route_km_per_annum,1968.0,000s_passenger_km/route_km/year,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
1990-91,meter_gauge,net_tonne_km_per_route_km_per_annum,967.0,000s_net_tonne_km/route_km/year,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
1991-92,broad_gauge,train_km_per_running_track_km_per_day,26.7,train_km/running_track_km/day,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
1991-92,broad_gauge,passenger_km_per_route_km_per_annum,7576.0,000s_passenger_km/route_km/year,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
1991-92,broad_gauge,net_tonne_km_per_route_km_per_annum,6633.0,000s_net_tonne_km/route_km/year,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
1991-92,meter_gauge,train_km_per_running_track_km_per_day,14.9,train_km/running_track_km/day,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
1991-92,meter_gauge,passenger_km_per_route_km_per_annum,2029.0,000s_passenger_km/route_km/year,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
1991-92,meter_gauge,net_tonne_km_per_route_km_per_annum,1026.0,000s_net_tonne_km/route_km/year,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
1992-93,broad_gauge,train_km_per_running_track_km_per_day,26.4,train_km/running_track_km/day,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
1992-93,broad_gauge,passenger_km_per_route_km_per_annum,7061.0,000s_passenger_km/route_km/year,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
1992-93,broad_gauge,net_tonne_km_per_route_km_per_annum,6455.0,000s_net_tonne_km/route_km/year,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
1992-93,meter_gauge,train_km_per_running_track_km_per_day,14.4,train_km/running_track_km/day,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
1992-93,meter_gauge,passenger_km_per_route_km_per_annum,1867.0,000s_passenger_km/route_km/year,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
1992-93,meter_gauge,net_tonne_km_per_route_km_per_annum,1017.0,000s_net_tonne_km/route_km/year,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
1993-94,broad_gauge,train_km_per_running_track_km_per_day,26.6,train_km/running_track_km/day,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
1993-94,broad_gauge,passenger_km_per_route_km_per_annum,6825.0,000s_passenger_km/route_km/year,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
1993-94,broad_gauge,net_tonne_km_per_route_km_per_annum,6305.0,000s_net_tonne_km/route_km/year,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
1993-94,meter_gauge,train_km_per_running_track_km_per_day,13.4,train_km/running_track_km/day,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
1993-94,meter_gauge,passenger_km_per_route_km_per_annum,1788.0,000s_passenger_km/route_km/year,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
1993-94,meter_gauge,net_tonne_km_per_route_km_per_annum,897.0,000s_net_tonne_km/route_km/year,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
1994-95,broad_gauge,train_km_per_running_track_km_per_day,26.6,train_km/running_track_km/day,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
1994-95,broad_gauge,passenger_km_per_route_km_per_annum,7154.0,000s_passenger_km/route_km/year,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
1994-95,broad_gauge,net_tonne_km_per_route_km_per_annum,6057.0,000s_net_tonne_km/route_km/year,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
1994-95,meter_gauge,train_km_per_running_track_km_per_day,12.6,train_km/running_track_km/day,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
1994-95,meter_gauge,passenger_km_per_route_km_per_annum,1820.0,000s_passenger_km/route_km/year,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
1994-95,meter_gauge,net_tonne_km_per_route_km_per_annum,672.0,000s_net_tonne_km/route_km/year,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
1995-96,broad_gauge,train_km_per_running_track_km_per_day,27.0,train_km/running_track_km/day,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
1995-96,broad_gauge,passenger_km_per_route_km_per_annum,7546.0,000s_passenger_km/route_km/year,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
1995-96,broad_gauge,net_tonne_km_per_route_km_per_annum,6454.0,000s_net_tonne_km/route_km/year,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
1995-96,meter_gauge,train_km_per_running_track_km_per_day,11.8,train_km/running_track_km/day,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
1995-96,meter_gauge,passenger_km_per_route_km_per_annum,1871.0,000s_passenger_km/route_km/year,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
1995-96,meter_gauge,net_tonne_km_per_route_km_per_annum,608.0,000s_net_tonne_km/route_km/year,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
1996-97,broad_gauge,train_km_per_running_track_km_per_day,26.9,train_km/running_track_km/day,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
1996-97,broad_gauge,passenger_km_per_route_km_per_annum,7729.0,000s_passenger_km/route_km/year,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
1996-97,broad_gauge,net_tonne_km_per_route_km_per_annum,6453.0,000s_net_tonne_km/route_km/year,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
1996-97,meter_gauge,train_km_per_running_track_km_per_day,12.2,train_km/running_track_km/day,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
1996-97,meter_gauge,passenger_km_per_route_km_per_annum,1868.0,000s_passenger_km/route_km/year,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
1996-97,meter_gauge,net_tonne_km_per_route_km_per_annum,530.0,000s_net_tonne_km/route_km/year,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
1997-98,broad_gauge,train_km_per_running_track_km_per_day,27.1,train_km/running_track_km/day,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
1997-98,broad_gauge,passenger_km_per_route_km_per_annum,8044.0,000s_passenger_km/route_km/year,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
1997-98,broad_gauge,net_tonne_km_per_route_km_per_annum,6522.0,000s_net_tonne_km/route_km/year,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
1997-98,meter_gauge,train_km_per_running_track_km_per_day,11.2,train_km/running_track_km/day,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
1997-98,meter_gauge,passenger_km_per_route_km_per_annum,2046.0,000s_passenger_km/route_km/year,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
1997-98,meter_gauge,net_tonne_km_per_route_km_per_annum,359.0,000s_net_tonne_km/route_km/year,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
1998-99,broad_gauge,train_km_per_running_track_km_per_day,27.1,train_km/running_track_km/day,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
1998-99,broad_gauge,passenger_km_per_route_km_per_annum,8404.0,000s_passenger_km/route_km/year,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
1998-99,broad_gauge,net_tonne_km_per_route_km_per_annum,6322.0,000s_net_tonne_km/route_km/year,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
1998-99,meter_gauge,train_km_per_running_track_km_per_day,11.0,train_km/running_track_km/day,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
1998-99,meter_gauge,passenger_km_per_route_km_per_annum,2065.0,000s_passenger_km/route_km/year,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
1998-99,meter_gauge,net_tonne_km_per_route_km_per_annum,304.0,000s_net_tonne_km/route_km/year,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
1999-00,broad_gauge,train_km_per_running_track_km_per_day,28.3,train_km/running_track_km/day,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
1999-00,broad_gauge,passenger_km_per_route_km_per_annum,8977.0,000s_passenger_km/route_km/year,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
1999-00,broad_gauge,net_tonne_km_per_route_km_per_annum,6854.0,000s_net_tonne_km/route_km/year,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
1999-00,meter_gauge,train_km_per_running_track_km_per_day,11.1,train_km/running_track_km/day,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
1999-00,meter_gauge,passenger_km_per_route_km_per_annum,2096.0,000s_passenger_km/route_km/year,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
1999-00,meter_gauge,net_tonne_km_per_route_km_per_annum,250.0,000s_net_tonne_km/route_km/year,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
2000-01,broad_gauge,train_km_per_running_track_km_per_day,28.4,train_km/running_track_km/day,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
2000-01,broad_gauge,passenger_km_per_route_km_per_annum,9493.0,000s_passenger_km/route_km/year,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
2000-01,broad_gauge,net_tonne_km_per_route_km_per_annum,6964.0,000s_net_tonne_km/route_km/year,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
2000-01,meter_gauge,train_km_per_running_track_km_per_day,10.9,train_km/running_track_km/day,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
2000-01,meter_gauge,passenger_km_per_route_km_per_annum,2083.0,000s_passenger_km/route_km/year,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
2000-01,meter_gauge,net_tonne_km_per_route_km_per_annum,242.0,000s_net_tonne_km/route_km/year,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
2001-02,broad_gauge,train_km_per_running_track_km_per_day,29.4,train_km/running_track_km/day,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
2001-02,broad_gauge,passenger_km_per_route_km_per_annum,10182.0,000s_passenger_km/route_km/year,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
2001-02,broad_gauge,net_tonne_km_per_route_km_per_annum,7379.0,000s_net_tonne_km/route_km/year,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
2001-02,meter_gauge,train_km_per_running_track_km_per_day,11.1,train_km/running_track_km/day,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
2001-02,meter_gauge,passenger_km_per_route_km_per_annum,2268.0,000s_passenger_km/route_km/year,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
2001-02,meter_gauge,net_tonne_km_per_route_km_per_annum,241.0,000s_net_tonne_km/route_km/year,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
2002-03,broad_gauge,train_km_per_running_track_km_per_day,30.3,train_km/running_track_km/day,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
2002-03,broad_gauge,passenger_km_per_route_km_per_annum,10518.0,000s_passenger_km/route_km/year,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
2002-03,broad_gauge,net_tonne_km_per_route_km_per_annum,7741.0,000s_net_tonne_km/route_km/year,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
2002-03,meter_gauge,train_km_per_running_track_km_per_day,11.1,train_km/running_track_km/day,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
2002-03,meter_gauge,passenger_km_per_route_km_per_annum,2397.0,000s_passenger_km/route_km/year,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
2002-03,meter_gauge,net_tonne_km_per_route_km_per_annum,193.0,000s_net_tonne_km/route_km/year,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
2003-04,broad_gauge,train_km_per_running_track_km_per_day,29.6,train_km/running_track_km/day,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
2003-04,broad_gauge,passenger_km_per_route_km_per_annum,10764.0,000s_passenger_km/route_km/year,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
2003-04,broad_gauge,net_tonne_km_per_route_km_per_annum,8140.0,000s_net_tonne_km/route_km/year,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
2003-04,meter_gauge,train_km_per_running_track_km_per_day,10.9,train_km/running_track_km/day,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
