task_id,department,section_id,location_reference_type,location_reference_id,start_km,end_km,defect_type,severity_class,logged_date,target_completion_date,deferred_count,status,overdue_days,required_resource_type,estimated_duration_minutes,gps_latitude,gps_longitude,mapped_chainage_km,spatial_mapping_method,spatial_mapping_confidence,srs,seasonal_risk_score,live_weather_severity,live_weather_risk_score,weather_maintenance_suitability,seasonal_risk_factor,criticality_score,priority_rank,priority_band,cluster_id,cluster_size,departments_involved,integrated_block_candidate,spatial_overlap_score,traffic_feasible,machine_feasible,crew_feasible,time_feasible,spatially_feasible,weather_feasible,overall_feasible,rejection_reason
TMS_TASK_018124,Engineering,SEC_045,CHAINAGE,TMS_TASK_018124,178.673,179.108,Deep Screening Overdue,C,2024-08-28,2024-09-25,2,Deferred,97,Ballast Cleaning Machine,240,10.966485,78.949703,178.891,LINEAR_SEGMENT_INTERPOLATION,0.98,33.2,33.2,5.3,5.3,0.84,0.33,56.54,64416,High,CLUST_SEC_045_0001,152,Engineering,True,1.0,True,True,True,True,True,True,True,NONE
TMS_TASK_022551,Engineering,SEC_045,CHAINAGE,TMS_TASK_022551,178.197,179.612,Rail Fracture Risk,A,2024-01-22,2024-01-28,1,Deferred,338,Engineering crew,180,10.966485,78.949703,178.904,LINEAR_SEGMENT_INTERPOLATION,0.98,33.2,33.2,5.3,5.3,0.84,0.33,87.36,2537,Critical,CLUST_SEC_045_0001,152,Engineering,True,1.0,True,True,True,True,True,True,True,NONE
TMS_TASK_027683,Engineering,SEC_045,CHAINAGE,TMS_TASK_027683,178.47,179.409,Ballast Issue,B,2024-11-16,2024-11-23,0,Open,38,Ballast Cleaning Machine,120,10.966485,78.949703,178.94,LINEAR_SEGMENT_INTERPOLATION,0.98,33.2,33.2,5.3,5.3,0.84,0.33,63.21,61066,High,CLUST_SEC_045_0001,152,Engineering,True,1.0,True,True,True,True,True,True,True,NONE
TMS_TASK_005925,Engineering,SEC_045,CHAINAGE,TMS_TASK_005925,178.364,179.529,Weld Failure,A,2024-10-04,2024-10-09,0,Completed,83,Engineering crew,120,10.966485,78.949703,178.947,LINEAR_SEGMENT_INTERPOLATION,0.98,33.2,33.2,5.3,5.3,0.84,0.33,83.65,3477,Critical,CLUST_SEC_045_0001,152,Engineering,True,1.0,True,True,True,True,True,True,True,NONE
TMS_TASK_028883,Engineering,SEC_045,CHAINAGE,TMS_TASK_028883,178.419,179.49,Rail Fracture Risk,B,2024-11-07,2024-11-16,0,In-Progress,45,Engineering crew,180,10.966485,78.949703,178.954,LINEAR_SEGMENT_INTERPOLATION,0.98,33.2,33.2,5.3,5.3,0.84,0.33,63.22,40989,High,CLUST_SEC_045_0001,152,Engineering,True,1.0,True,True,True,True,True,True,True,NONE
TMS_TASK_027068,Engineering,SEC_045,CHAINAGE,TMS_TASK_027068,178.319,179.634,Deep Screening Overdue,B,2024-01-08,2024-01-27,0,Completed,339,Ballast Cleaning Machine,240,10.966485,78.949703,178.976,LINEAR_SEGMENT_INTERPOLATION,0.98,33.2,33.2,5.3,5.3,0.84,0.33,63.22,40989,High,CLUST_SEC_045_0001,152,Engineering,True,1.0,True,True,True,True,True,True,True,NONE
TMS_TASK_009962,Engineering,SEC_045,CHAINAGE,TMS_TASK_009962,178.295,179.671,Rail Fracture Risk,A,2024-09-08,2024-09-12,0,Completed,110,Engineering crew,180,10.966485,78.949703,178.983,LINEAR_SEGMENT_INTERPOLATION,0.98,33.2,33.2,5.3,5.3,0.84,0.33,83.65,3477,Critical,CLUST_SEC_045_0001,152,Engineering,True,1.0,True,True,True,True,True,True,True,NONE
TMS_TASK_001315,Engineering,SEC_045,CHAINAGE,TMS_TASK_001315,178.488,179.485,Rail Fracture Risk,A,2024-05-03,2024-05-10,0,Completed,235,Engineering crew,180,10.966485,78.949703,178.987,LINEAR_SEGMENT_INTERPOLATION,0.98,33.2,33.2,5.3,5.3,0.84,0.33,83.65,3477,Critical,CLUST_SEC_045_0001,152,Engineering,True,1.0,True,True,True,True,True,True,True,NONE
TMS_TASK_025397,Engineering,SEC_045,CHAINAGE,TMS_TASK_025397,178.906,179.115,Ballast Issue,B,2024-01-20,2024-01-31,0,Open,335,Ballast Cleaning Machine,120,10.966485,78.949703,179.011,LINEAR_SEGMENT_INTERPOLATION,0.98,33.2,33.2,5.3,5.3,0.84,0.33,63.22,40989,High,CLUST_SEC_045_0001,152,Engineering,True,1.0,True,True,True,True,True,True,True,NONE
TMS_TASK_029007,Engineering,SEC_045,CHAINAGE,TMS_TASK_029007,178.368,179.67,Rail Fracture Risk,A,2024-02-11,2024-02-13,0,Open,322,Engineering crew,180,10.966485,78.949703,179.019,LINEAR_SEGMENT_INTERPOLATION,0.98,33.2,33.2,5.3,5.3,0.84,0.33,83.65,3477,Critical,CLUST_SEC_045_0001,152,Engineering,True,1.0,True,True,True,True,True,True,True,NONE
TMS_TASK_007860,Engineering,SEC_045,CHAINAGE,TMS_TASK_007860,178.98,179.065,Weld Failure,A,2024-06-13,2024-06-18,0,Deferred,196,Engineering crew,120,10.966485,78.949703,179.022,LINEAR_SEGMENT_INTERPOLATION,0.98,33.2,33.2,5.3,5.3,0.84,0.33,83.65,3477,Critical,CLUST_SEC_045_0001,152,Engineering,True,1.0,True,True,True,True,True,True,True,NONE
TMS_TASK_018507,Engineering,SEC_045,CHAINAGE,TMS_TASK_018507,178.405,179.703,Rail Fracture Risk,A,2024-03-20,2024-03-25,4,Open,281,Engineering crew,180,10.966485,78.949703,179.054,LINEAR_SEGMENT_INTERPOLATION,0.98,33.2,33.2,5.3,5.3,0.84,0.33,98.97,11,Critical,CLUST_SEC_045_0001,152,Engineering,True,1.0,True,True,True,True,True,True,True,NONE
TMS_TASK_002939,Engineering,SEC_045,CHAINAGE,TMS_TASK_002939,178.776,179.347,Ballast Issue,C,2024-10-06,2024-11-14,4,In-Progress,47,Ballast Cleaning Machine,120,10.966485,78.949703,179.062,LINEAR_SEGMENT_INTERPOLATION,0.98,33.2,33.2,5.3,5.3,0.84,0.33,65.79,39346,High,CLUST_SEC_045_0001,152,Engineering,True,1.0,True,True,True,True,True,True,True,NONE
TMS_TASK_018064,Engineering,SEC_045,CHAINAGE,TMS_TASK_018064,178.68,179.476,Weld Failure,A,2024-02-02,2024-02-09,0,Completed,326,Engineering crew,120,10.966485,78.949703,179.078,LINEAR_SEGMENT_INTERPOLATION,0.98,33.2,33.2,5.3,5.3,0.84,0.33,83.65,3477,Critical,CLUST_SEC_045_0001,152,Engineering,True,1.0,True,True,True,True,True,True,True,NONE
TMS_TASK_018483,Engineering,SEC_045,CHAINAGE,TMS_TASK_018483,178.471,179.691,Track Parameter Deviation,B,2024-07-16,2024-08-03,0,Completed,150,Tamping Machine,90,10.966485,78.949703,179.081,LINEAR_SEGMENT_INTERPOLATION,0.98,33.2,33.2,5.3,5.3,0.84,0.33,63.22,40989,High,CLUST_SEC_045_0001,152,Engineering,True,1.0,True,True,True,True,True,True,True,NONE
TMS_TASK_001708,Engineering,SEC_045,CHAINAGE,TMS_TASK_001708,178.692,179.493,Track Parameter Deviation,B,2024-04-25,2024-05-09,0,Completed,236,Tamping Machine,90,10.966485,78.949703,179.093,LINEAR_SEGMENT_INTERPOLATION,0.98,33.2,33.2,5.3,5.3,0.84,0.33,63.22,40989,High,CLUST_SEC_045_0001,152,Engineering,True,1.0,True,True,True,True,True,True,True,NONE
TMS_TASK_013755,Engineering,SEC_045,CHAINAGE,TMS_TASK_013755,178.758,179.445,Track Parameter Deviation,B,2024-03-02,2024-03-09,3,Deferred,297,Tamping Machine,90,10.966485,78.949703,179.101,LINEAR_SEGMENT_INTERPOLATION,0.98,33.2,33.2,5.3,5.3,0.84,0.33,76.62,30945,Critical,CLUST_SEC_045_0001,152,Engineering,True,1.0,True,True,True,True,True,True,True,NONE
TMS_TASK_017135,Engineering,SEC_045,CHAINAGE,TMS_TASK_017135,178.593,179.678,Track Parameter Deviation,B,2024-02-17,2024-03-04,0,Completed,302,Tamping Machine,90,10.966485,78.949703,179.135,LINEAR_SEGMENT_INTERPOLATION,0.98,33.2,33.2,5.3,5.3,0.84,0.33,63.22,40989,High,CLUST_SEC_045_0001,152,Engineering,True,1.0,True,True,True,True,True,True,True,NONE
TMS_TASK_016996,Engineering,SEC_045,CHAINAGE,TMS_TASK_016996,178.804,179.471,Weld Failure,B,2024-03-24,2024-04-08,0,Open,267,Engineering crew,120,10.966485,78.949703,179.137,LINEAR_SEGMENT_INTERPOLATION,0.98,33.2,33.2,5.3,5.3,0.84,0.33,63.22,40989,High,CLUST_SEC_045_0001,152,Engineering,True,1.0,True,True,True,True,True,True,True,NONE
TMS_TASK_006184,Engineering,SEC_045,CHAINAGE,TMS_TASK_006184,178.495,179.787,Deep Screening Overdue,B,2024-05-03,2024-05-22,0,Completed,223,Ballast Cleaning Machine,240,10.966485,78.949703,179.141,LINEAR_SEGMENT_INTERPOLATION,0.98,33.2,33.2,5.3,5.3,0.84,0.33,63.22,40989,High,CLUST_SEC_045_0001,152,Engineering,True,1.0,True,True,True,True,True,True,True,NONE
TMS_TASK_024987,Engineering,SEC_045,CHAINAGE,TMS_TASK_024987,178.495,179.787,Ballast Issue,C,2024-06-05,2024-06-27,0,Deferred,187,Ballast Cleaning Machine,120,10.966485,78.949703,179.141,LINEAR_SEGMENT_INTERPOLATION,0.98,33.2,33.2,5.3,5.3,0.84,0.33,48.3,68883,Medium,CLUST_SEC_045_0001,152,Engineering,True,1.0,True,True,True,True,True,True,True,NONE
TMS_TASK_020067,Engineering,SEC_045,CHAINAGE,TMS_TASK_020067,178.674,179.629,Weld Failure,B,2024-03-23,2024-04-01,0,Open,274,Engineering crew,120,10.966485,78.949703,179.151,LINEAR_SEGMENT_INTERPOLATION,0.98,33.2,33.2,5.3,5.3,0.84,0.33,63.22,40989,High,CLUST_SEC_045_0001,152,Engineering,True,1.0,True,True,True,True,True,True,True,NONE
TMS_TASK_021527,Engineering,SEC_045,CHAINAGE,TMS_TASK_021527,178.848,179.456,Weld Failure,C,2024-07-13,2024-08-20,2,Deferred,133,Engineering crew,120,10.966485,78.949703,179.152,LINEAR_SEGMENT_INTERPOLATION,0.98,33.2,33.2,5.3,5.3,0.84,0.33,56.54,64416,High,CLUST_SEC_045_0001,152,Engineering,True,1.0,True,True,True,True,True,True,True,NONE
TMS_TASK_022314,Engineering,SEC_045,CHAINAGE,TMS_TASK_022314,178.791,179.527,Track Parameter Deviation,A,2024-12-26,2024-12-28,0,Completed,3,Tamping Machine,90,10.966485,78.949703,179.159,LINEAR_SEGMENT_INTERPOLATION,0.98,33.2,33.2,5.3,5.3,0.84,0.33,52.47,67842,High,CLUST_SEC_045_0001,152,Engineering,True,1.0,True,True,True,True,True,True,True,NONE
TMS_TASK_024834,Engineering,SEC_045,CHAINAGE,TMS_TASK_024834,178.78,179.561,Track Parameter Deviation,B,2024-02-11,2024-02-19,0,Completed,316,Tamping Machine,90,10.966485,78.949703,179.171,LINEAR_SEGMENT_INTERPOLATION,0.98,33.2,33.2,5.3,5.3,0.84,0.33,63.22,40989,High,CLUST_SEC_045_0001,152,Engineering,True,1.0,True,True,True,True,True,True,True,NONE
TMS_TASK_016264,Engineering,SEC_045,CHAINAGE,TMS_TASK_016264,178.642,179.7,Deep Screening Overdue,B,2024-04-07,2024-04-20,0,In-Progress,255,Ballast Cleaning Machine,240,10.966485,78.949703,179.171,LINEAR_SEGMENT_INTERPOLATION,0.98,33.2,33.2,5.3,5.3,0.84,0.33,63.22,40989,High,CLUST_SEC_045_0001,152,Engineering,True,1.0,True,True,True,True,True,True,True,NONE
TMS_TASK_007323,Engineering,SEC_045,CHAINAGE,TMS_TASK_007323,178.895,179.487,Deep Screening Overdue,B,2024-02-08,2024-02-20,0,Completed,315,Ballast Cleaning Machine,240,10.966485,78.949703,179.191,LINEAR_SEGMENT_INTERPOLATION,0.98,33.2,33.2,5.3,5.3,0.84,0.33,63.22,40989,High,CLUST_SEC_045_0001,152,Engineering,True,1.0,True,True,True,True,True,True,True,NONE
TMS_TASK_027293,Engineering,SEC_045,CHAINAGE,TMS_TASK_027293,178.496,179.929,Rail Fracture Risk,A,2024-08-30,2024-08-31,0,Completed,122,Engineering crew,180,10.966485,78.949703,179.213,LINEAR_SEGMENT_INTERPOLATION,0.98,33.2,33.2,5.3,5.3,0.84,0.33,83.65,3477,Critical,CLUST_SEC_045_0001,152,Engineering,True,1.0,True,True,True,True,True,True,True,NONE
TMS_TASK_006075,Engineering,SEC_045,CHAINAGE,TMS_TASK_006075,178.704,179.731,Deep Screening Overdue,B,2024-09-15,2024-09-23,0,Open,99,Ballast Cleaning Machine,240,10.966485,78.949703,179.218,LINEAR_SEGMENT_INTERPOLATION,0.98,33.2,33.2,5.3,5.3,0.84,0.33,63.22,40989,High,CLUST_SEC_045_0001,152,Engineering,True,1.0,True,True,True,True,True,True,True,NONE
TMS_TASK_003128,Engineering,SEC_045,CHAINAGE,TMS_TASK_003128,178.54,179.908,Track Parameter Deviation,B,2024-05-25,2024-06-07,0,Completed,207,Tamping Machine,90,10.966485,78.949703,179.224,LINEAR_SEGMENT_INTERPOLATION,0.98,33.2,33.2,5.3,5.3,0.84,0.33,63.22,40989,High,CLUST_SEC_045_0001,152,Engineering,True,1.0,True,True,True,True,True,True,True,NONE
TMS_TASK_008955,Engineering,SEC_045,CHAINAGE,TMS_TASK_008955,179.006,179.453,Weld Failure,A,2024-06-04,2024-06-09,0,In-Progress,205,Engineering crew,120,10.966485,78.949703,179.23,LINEAR_SEGMENT_INTERPOLATION,0.98,33.2,33.2,5.3,5.3,0.84,0.33,83.65,3477,Critical,CLUST_SEC_045_0001,152,Engineering,True,1.0,True,True,True,True,True,True,True,NONE
TMS_TASK_000179,Engineering,SEC_045,CHAINAGE,TMS_TASK_000179,179.076,179.424,Rail Fracture Risk,A,2024-03-17,2024-03-21,2,Deferred,285,Engineering crew,180,10.966485,78.949703,179.25,LINEAR_SEGMENT_INTERPOLATION,0.98,33.2,33.2,5.3,5.3,0.84,0.33,92.61,1686,Critical,CLUST_SEC_045_0001,152,Engineering,True,1.0,True,True,True,True,True,True,True,NONE
TMS_TASK_019186,Engineering,SEC_045,CHAINAGE,TMS_TASK_019186,178.668,179.832,Track Parameter Deviation,C,2024-11-18,2024-12-28,0,Completed,3,Tamping Machine,90,10.966485,78.949703,179.25,LINEAR_SEGMENT_INTERPOLATION,0.98,33.2,33.2,5.3,5.3,0.84,0.33,17.99,79356,Low,CLUST_SEC_045_0001,152,Engineering,True,1.0,True,True,True,True,True,True,True,NONE
TMS_TASK_012462,Engineering,SEC_045,CHAINAGE,TMS_TASK_012462,179.193,179.309,Rail Fracture Risk,B,2024-12-19,2024-12-26,3,Deferred,5,Engineering crew,180,10.966485,78.949703,179.251,LINEAR_SEGMENT_INTERPOLATION,0.98,33.2,33.2,5.3,5.3,0.84,0.33,48.65,68804,Medium,CLUST_SEC_045_0001,152,Engineering,True,1.0,True,True,True,True,True,True,True,NONE
TMS_TASK_015122,Engineering,SEC_045,CHAINAGE,TMS_TASK_015122,178.963,179.603,Deep Screening Overdue,C,2024-09-21,2024-10-10,0,Completed,82,Ballast Cleaning Machine,240,10.966485,78.949703,179.283,LINEAR_SEGMENT_INTERPOLATION,0.98,33.2,33.2,5.3,5.3,0.84,0.33,48.3,68883,Medium,CLUST_SEC_045_0001,152,Engineering,True,1.0,True,True,True,True,True,True,True,NONE
TMS_TASK_005037,Engineering,SEC_045,CHAINAGE,TMS_TASK_005037,178.567,180.017,Weld Failure,A,2024-07-28,2024-08-01,0,Deferred,152,Engineering crew,120,10.966485,78.949703,179.292,LINEAR_SEGMENT_INTERPOLATION,0.98,33.2,33.2,5.3,5.3,0.84,0.33,83.65,3477,Critical,CLUST_SEC_045_0001,152,Engineering,True,1.0,True,True,True,True,True,True,True,NONE
TMS_TASK_022242,Engineering,SEC_045,CHAINAGE,TMS_TASK_022242,178.583,180.003,Ballast Issue,B,2024-10-07,2024-10-21,1,Deferred,71,Ballast Cleaning Machine,120,10.966485,78.949703,179.293,LINEAR_SEGMENT_INTERPOLATION,0.98,33.2,33.2,5.3,5.3,0.84,0.33,67.45,36608,High,CLUST_SEC_045_0001,152,Engineering,True,1.0,True,True,True,True,True,True,True,NONE
TMS_TASK_027740,Engineering,SEC_045,CHAINAGE,TMS_TASK_027740,178.696,179.901,Rail Fracture Risk,B,2024-08-08,2024-08-27,0,In-Progress,126,Engineering crew,180,10.966485,78.949703,179.298,LINEAR_SEGMENT_INTERPOLATION,0.98,33.2,33.2,5.3,5.3,0.84,0.33,63.22,40989,High,CLUST_SEC_045_0001,152,Engineering,True,1.0,True,True,True,True,True,True,True,NONE
TMS_TASK_000153,Engineering,SEC_045,CHAINAGE,TMS_TASK_000153,179.15,179.463,Rail Fracture Risk,A,2024-03-30,2024-04-04,0,Completed,271,Engineering crew,180,10.966485,78.949703,179.306,LINEAR_SEGMENT_INTERPOLATION,0.98,33.2,33.2,5.3,5.3,0.84,0.33,83.65,3477,Critical,CLUST_SEC_045_0001,152,Engineering,True,1.0,True,True,True,True,True,True,True,NONE
TMS_TASK_011901,Engineering,SEC_045,CHAINAGE,TMS_TASK_011901,178.969,179.659,Ballast Issue,C,2024-05-28,2024-07-09,4,In-Progress,175,Ballast Cleaning Machine,120,10.966485,78.949703,179.314,LINEAR_SEGMENT_INTERPOLATION,0.98,33.2,33.2,5.3,5.3,0.84,0.33,65.79,39346,High,CLUST_SEC_045_0001,152,Engineering,True,1.0,True,True,True,True,True,True,True,NONE
TMS_TASK_017839,Engineering,SEC_045,CHAINAGE,TMS_TASK_017839,178.736,179.898,Track Parameter Deviation,A,2024-01-25,2024-01-29,0,In-Progress,337,Tamping Machine,90,10.966485,78.949703,179.317,LINEAR_SEGMENT_INTERPOLATION,0.98,33.2,33.2,5.3,5.3,0.84,0.33,83.65,3477,Critical,CLUST_SEC_045_0001,152,Engineering,True,1.0,True,True,True,True,True,True,True,NONE
TMS_TASK_012851,Engineering,SEC_045,CHAINAGE,TMS_TASK_012851,179.213,179.44,Deep Screening Overdue,B,2024-11-04,2024-11-18,1,Deferred,43,Ballast Cleaning Machine,240,10.966485,78.949703,179.327,LINEAR_SEGMENT_INTERPOLATION,0.98,33.2,33.2,5.3,5.3,0.84,0.33,67.23,39109,High,CLUST_SEC_045_0001,152,Engineering,True,1.0,True,True,True,True,True,True,True,NONE
TMS_TASK_016469,Engineering,SEC_045,CHAINAGE,TMS_TASK_016469,178.857,179.819,Deep Screening Overdue,C,2024-06-04,2024-06-26,1,Open,188,Ballast Cleaning Machine,240,10.966485,78.949703,179.338,LINEAR_SEGMENT_INTERPOLATION,0.98,33.2,33.2,5.3,5.3,0.84,0.33,52.71,66410,High,CLUST_SEC_045_0001,152,Engineering,True,1.0,True,True,True,True,True,True,True,NONE
TMS_TASK_020144,Engineering,SEC_045,CHAINAGE,TMS_TASK_020144,179.152,179.572,Weld Failure,B,2024-03-06,2024-03-19,0,Completed,287,Engineering crew,120,10.966485,78.949703,179.362,LINEAR_SEGMENT_INTERPOLATION,0.98,33.2,33.2,5.3,5.3,0.84,0.33,63.22,40989,High,CLUST_SEC_045_0001,152,Engineering,True,1.0,True,True,True,True,True,True,True,NONE
TMS_TASK_017065,Engineering,SEC_045,CHAINAGE,TMS_TASK_017065,179.164,179.613,Deep Screening Overdue,B,2024-02-02,2024-02-17,2,In-Progress,318,Ballast Cleaning Machine,240,10.966485,78.949703,179.388,LINEAR_SEGMENT_INTERPOLATION,0.98,33.2,33.2,5.3,5.3,0.84,0.33,71.85,33663,High,CLUST_SEC_045_0001,152,Engineering,True,1.0,True,True,True,True,True,True,True,NONE
TMS_TASK_009464,Engineering,SEC_045,CHAINAGE,TMS_TASK_009464,179.099,179.683,Weld Failure,C,2024-09-22,2024-10-08,3,Deferred,84,Engineering crew,120,10.966485,78.949703,179.391,LINEAR_SEGMENT_INTERPOLATION,0.98,33.2,33.2,5.3,5.3,0.84,0.33,60.98,62305,High,CLUST_SEC_045_0001,152,Engineering,True,1.0,True,True,True,True,True,True,True,NONE
TMS_TASK_014739,Engineering,SEC_045,CHAINAGE,TMS_TASK_014739,179.358,179.464,Weld Failure,B,2024-03-20,2024-03-31,4,Deferred,275,Engineering crew,120,10.966485,78.949703,179.411,LINEAR_SEGMENT_INTERPOLATION,0.98,33.2,33.2,5.3,5.3,0.84,0.33,81.11,28211,Critical,CLUST_SEC_045_0001,152,Engineering,True,1.0,True,True,True,True,True,True,True,NONE
TMS_TASK_008891,Engineering,SEC_045,CHAINAGE,TMS_TASK_008891,178.902,179.986,Track Parameter Deviation,B,2024-07-13,2024-07-27,4,In-Progress,157,Tamping Machine,90,10.966485,78.949703,179.444,LINEAR_SEGMENT_INTERPOLATION,0.98,33.2,33.2,5.3,5.3,0.84,0.33,81.11,28211,Critical,CLUST_SEC_045_0001,152,Engineering,True,1.0,True,True,True,True,True,True,True,NONE
TMS_TASK_018873,Engineering,SEC_045,CHAINAGE,TMS_TASK_018873,178.946,179.942,Deep Screening Overdue,C,2024-06-10,2024-06-27,0,Completed,187,Ballast Cleaning Machine,240,10.966485,78.949703,179.444,LINEAR_SEGMENT_INTERPOLATION,0.98,33.2,33.2,5.3,5.3,0.84,0.33,48.3,68883,Medium,CLUST_SEC_045_0001,152,Engineering,True,1.0,True,True,True,True,True,True,True,NONE
TMS_TASK_023395,Engineering,SEC_045,CHAINAGE,TMS_TASK_023395,178.914,179.981,Weld Failure,A,2024-09-06,2024-09-10,0,Completed,112,Engineering crew,120,10.966485,78.949703,179.447,LINEAR_SEGMENT_INTERPOLATION,0.98,33.2,33.2,5.3,5.3,0.84,0.33,83.65,3477,Critical,CLUST_SEC_045_0001,152,Engineering,True,1.0,True,True,True,True,True,True,True,NONE
TMS_TASK_016225,Engineering,SEC_045,CHAINAGE,TMS_TASK_016225,179.179,179.717,Rail Fracture Risk,A,2024-05-01,2024-05-05,0,Open,240,Engineering crew,180,10.966485,78.949703,179.448,LINEAR_SEGMENT_INTERPOLATION,0.98,33.2,33.2,5.3,5.3,0.84,0.33,83.65,3477,Critical,CLUST_SEC_045_0001,152,Engineering,True,1.0,True,True,True,True,True,True,True,NONE
TMS_TASK_018081,Engineering,SEC_045,CHAINAGE,TMS_TASK_018081,179.178,179.77,Track Parameter Deviation,B,2024-10-26,2024-11-07,0,In-Progress,54,Tamping Machine,90,10.966485,78.949703,179.474,LINEAR_SEGMENT_INTERPOLATION,0.98,33.2,33.2,5.3,5.3,0.84,0.33,63.22,40989,High,CLUST_SEC_045_0001,152,Engineering,True,1.0,True,True,True,True,True,True,True,NONE
TMS_TASK_015453,Engineering,SEC_045,CHAINAGE,TMS_TASK_015453,178.975,179.982,Track Parameter Deviation,B,2024-10-11,2024-10-29,0,Completed,63,Tamping Machine,90,10.966485,78.949703,179.478,LINEAR_SEGMENT_INTERPOLATION,0.98,33.2,33.2,5.3,5.3,0.84,0.33,63.22,40989,High,CLUST_SEC_045_0001,152,Engineering,True,1.0,True,True,True,True,True,True,True,NONE
TMS_TASK_006756,Engineering,SEC_045,CHAINAGE,TMS_TASK_006756,179.064,179.894,Track Parameter Deviation,A,2024-08-06,2024-08-12,0,Completed,141,Tamping Machine,90,10.966485,78.949703,179.479,LINEAR_SEGMENT_INTERPOLATION,0.98,33.2,33.2,5.3,5.3,0.84,0.33,83.65,3477,Critical,CLUST_SEC_045_0001,152,Engineering,True,1.0,True,True,True,True,True,True,True,NONE
TMS_TASK_024826,Engineering,SEC_045,CHAINAGE,TMS_TASK_024826,178.842,180.151,Ballast Issue,B,2024-10-06,2024-10-14,0,Completed,78,Ballast Cleaning Machine,120,10.966485,78.949703,179.497,LINEAR_SEGMENT_INTERPOLATION,0.98,33.2,33.2,5.3,5.3,0.84,0.33,63.22,40989,High,CLUST_SEC_045_0001,152,Engineering,True,1.0,True,True,True,True,True,True,True,NONE
TMS_TASK_012586,Engineering,SEC_045,CHAINAGE,TMS_TASK_012586,178.933,180.067,Rail Fracture Risk,C,2024-09-03,2024-10-13,0,Open,79,Engineering crew,180,10.966485,78.949703,179.5,LINEAR_SEGMENT_INTERPOLATION,0.98,33.2,33.2,5.3,5.3,0.84,0.33,48.3,68883,Medium,CLUST_SEC_045_0001,152,Engineering,True,1.0,True,True,True,True,True,True,True,NONE
TMS_TASK_000095,Engineering,SEC_045,CHAINAGE,TMS_TASK_000095,179.242,179.781,Deep Screening Overdue,B,2024-09-01,2024-09-14,0,In-Progress,108,Ballast Cleaning Machine,240,10.966485,78.949703,179.512,LINEAR_SEGMENT_INTERPOLATION,0.98,33.2,33.2,5.3,5.3,0.84,0.33,63.22,40989,High,CLUST_SEC_045_0001,152,Engineering,True,1.0,True,True,True,True,True,True,True,NONE
TMS_TASK_020876,Engineering,SEC_045,CHAINAGE,TMS_TASK_020876,178.886,180.145,Weld Failure,B,2024-01-31,2024-02-10,0,Open,325,Engineering crew,120,10.966485,78.949703,179.516,LINEAR_SEGMENT_INTERPOLATION,0.98,33.2,33.2,5.3,5.3,0.84,0.33,63.22,40989,High,CLUST_SEC_045_0001,152,Engineering,True,1.0,True,True,True,True,True,True,True,NONE
TMS_TASK_021925,Engineering,SEC_045,CHAINAGE,TMS_TASK_021925,178.952,180.115,Weld Failure,B,2024-12-31,2025-01-18,0,Deferred,0,Engineering crew,120,10.966485,78.949703,179.534,LINEAR_SEGMENT_INTERPOLATION,0.98,33.2,33.2,5.3,5.3,0.84,0.33,30.05,77903,Medium,CLUST_SEC_045_0001,152,Engineering,True,1.0,True,True,True,True,True,True,True,NONE
TMS_TASK_005325,Engineering,SEC_045,CHAINAGE,TMS_TASK_005325,179.105,179.982,Track Parameter Deviation,A,2024-07-28,2024-08-04,0,Completed,149,Tamping Machine,90,10.966485,78.949703,179.543,LINEAR_SEGMENT_INTERPOLATION,0.98,33.2,33.2,5.3,5.3,0.84,0.33,83.65,3477,Critical,CLUST_SEC_045_0001,152,Engineering,True,1.0,True,True,True,True,True,True,True,NONE
TMS_TASK_003109,Engineering,SEC_045,CHAINAGE,TMS_TASK_003109,178.953,180.142,Weld Failure,B,2024-08-27,2024-09-03,3,Deferred,119,Engineering crew,120,10.966485,78.949703,179.548,LINEAR_SEGMENT_INTERPOLATION,0.98,33.2,33.2,5.3,5.3,0.84,0.33,76.62,30945,Critical,CLUST_SEC_045_0001,152,Engineering,True,1.0,True,True,True,True,True,True,True,NONE
TMS_TASK_014928,Engineering,SEC_045,CHAINAGE,TMS_TASK_014928,178.819,180.304,Ballast Issue,C,2024-12-07,2024-12-28,0,Open,3,Ballast Cleaning Machine,120,10.966485,78.949703,179.561,LINEAR_SEGMENT_INTERPOLATION,0.98,33.2,33.2,5.3,5.3,0.84,0.33,17.99,79356,Low,CLUST_SEC_045_0001,152,Engineering,True,1.0,True,True,True,True,True,True,True,NONE
TMS_TASK_007469,Engineering,SEC_045,CHAINAGE,TMS_TASK_007469,179.076,180.096,Ballast Issue,B,2024-08-14,2024-08-30,0,Completed,123,Ballast Cleaning Machine,120,10.966485,78.949703,179.586,LINEAR_SEGMENT_INTERPOLATION,0.98,33.2,33.2,5.3,5.3,0.84,0.33,63.22,40989,High,CLUST_SEC_045_0001,152,Engineering,True,1.0,True,True,True,True,True,True,True,NONE
TMS_TASK_011524,Engineering,SEC_045,CHAINAGE,TMS_TASK_011524,179.156,180.028,Ballast Issue,B,2024-01-03,2024-01-24,0,Open,342,Ballast Cleaning Machine,120,10.966485,78.949703,179.592,LINEAR_SEGMENT_INTERPOLATION,0.98,33.2,33.2,5.3,5.3,0.84,0.33,63.22,40989,High,CLUST_SEC_045_0001,152,Engineering,True,1.0,True,True,True,True,True,True,True,NONE
