task_id,criticality_score,priority_band,overall_feasible,rejection_reason
TMS_TASK_007720,60.98,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_024871,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_021272,63.22,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_025952,63.22,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_003533,83.63,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_006839,63.22,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_006802,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_002804,63.22,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_007361,63.22,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_022858,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_023284,52.71,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_004399,76.62,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_013091,63.22,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_006338,52.71,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_004394,63.22,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_003134,63.22,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_004105,81.11,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_029090,60.62,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_008382,48.3,Medium,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_006329,30.05,Medium,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_019236,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_014753,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_017847,76.62,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_004644,32.42,Medium,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_012543,63.22,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_012791,63.22,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_008586,81.11,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_010920,63.22,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_028906,48.3,Medium,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_019470,48.3,Medium,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_016271,48.3,Medium,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_003916,63.22,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_011406,72.46,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_011933,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_014614,61.47,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_000387,52.71,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_020976,81.11,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_003536,63.22,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_012143,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_006288,81.11,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_012161,63.22,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_004624,92.61,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_011624,65.79,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_002331,96.41,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_010692,48.3,Medium,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_001215,52.71,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_003652,44.26,Medium,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_021064,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_012194,48.3,Medium,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_017672,71.85,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_024263,63.22,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_021077,58.02,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_029534,67.45,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_018580,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_016646,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_029703,27.87,Medium,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_018575,48.3,Medium,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_005166,67.45,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_011213,48.3,Medium,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_006372,76.62,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_013211,96.41,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_014370,60.98,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_027360,62.25,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_007125,60.98,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_010749,47.55,Medium,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_018841,60.98,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_022219,87.36,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_025858,40.3,Medium,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_013199,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_002025,63.04,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_015469,69.5,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_006632,76.62,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_013585,56.33,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_021773,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_006287,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_003561,63.22,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_011257,63.22,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_029795,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_005970,65.79,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_005139,48.3,Medium,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_029137,48.3,Medium,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_002232,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_006919,48.3,Medium,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_022370,63.22,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_013692,98.97,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_013625,81.89,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_023532,67.45,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_022693,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_002705,81.11,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_006314,63.22,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_025611,76.62,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_022120,49.82,Medium,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_026119,57.61,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_016577,63.22,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_006797,63.22,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_026658,52.71,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_008299,63.22,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_007871,15.14,Low,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_008470,48.3,Medium,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_003988,81.11,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_017730,48.3,Medium,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_029931,60.98,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_017662,98.97,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_016350,65.79,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_010310,48.3,Medium,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_000659,63.22,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_009705,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_015561,63.22,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_011618,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_028663,52.71,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_015294,71.85,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_004838,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_008666,59.33,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_011477,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_009490,53.21,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_003532,52.71,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_001953,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_017549,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_011175,63.22,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_001571,63.22,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_007160,48.3,Medium,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_014747,63.22,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_020242,51.23,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_010031,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_011997,48.3,Medium,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_003580,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_009613,63.22,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_012663,63.22,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_021455,57.12,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_018060,63.22,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_007939,63.22,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_018462,96.41,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_009831,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_004593,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_027064,48.3,Medium,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_026228,47.35,Medium,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_026915,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_021812,56.54,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_012182,63.22,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_007275,63.22,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_019349,60.98,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_026052,65.79,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_018092,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_026790,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_004648,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_005530,63.22,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_024425,56.54,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_029156,60.98,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_027075,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_022342,76.61,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_013512,63.22,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_013878,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_001027,54.21,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_023215,48.3,Medium,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_013427,71.85,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_013977,67.45,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_027124,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_008584,44.72,Medium,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_001769,67.45,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_027617,44.39,Medium,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_009431,63.22,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_029659,63.22,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_012659,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_018445,63.22,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_015216,81.11,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_014553,48.3,Medium,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_008178,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_011444,48.3,Medium,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_004737,56.54,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_021577,60.98,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_013762,63.22,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_012415,48.3,Medium,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_022917,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_024330,76.62,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_012158,63.21,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_010504,56.54,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_021191,37.63,Medium,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_022973,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_008316,63.22,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_029049,48.3,Medium,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_026932,63.22,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_017886,81.11,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_018025,48.3,Medium,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_018720,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_025623,63.22,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_014303,48.3,Medium,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_020590,46.51,Medium,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_010293,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_010881,63.22,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_022484,63.22,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_021672,76.62,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_022428,30.05,Medium,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_017952,96.41,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_012617,87.36,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_011749,63.22,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_000045,63.22,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_014022,63.22,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_016431,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_024213,63.22,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_002440,48.3,Medium,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_008071,52.71,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_005301,63.22,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_022568,48.3,Medium,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_006661,98.97,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_011446,63.22,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_006131,63.22,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_024468,48.3,Medium,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_025413,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_012850,83.19,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_017815,63.22,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_015146,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_004697,60.98,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_009173,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_024332,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_001022,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_025716,71.85,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_007687,49.82,Medium,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_026175,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_004684,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_006145,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_020315,63.22,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_026100,52.71,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_025334,96.41,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_023229,81.11,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_005584,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_017342,63.22,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_012549,48.3,Medium,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_007671,74.97,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_021608,65.9,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_018701,63.22,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_023054,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_006439,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_016432,47.92,Medium,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_020023,76.62,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_000036,48.3,Medium,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_021256,63.22,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_000899,63.22,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_008436,63.22,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_001834,15.14,Low,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_025053,60.98,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_010065,81.11,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_029141,52.53,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_012472,63.22,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_016509,71.93,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_013459,63.22,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_025771,30.05,Medium,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_019160,48.3,Medium,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_006667,92.61,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_013337,76.62,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_018027,32.42,Medium,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_009450,63.22,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_012003,63.22,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_010635,32.42,Medium,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_014111,63.22,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_020167,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_020631,52.71,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_007272,63.22,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_014125,63.22,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_023222,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_006835,65.79,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_022550,67.45,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_026378,76.62,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_015851,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_008403,81.89,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_011679,52.71,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_016976,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_012613,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_022824,67.45,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_020128,81.11,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_020952,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_010603,63.21,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_009518,48.3,Medium,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_026487,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_024432,52.27,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_015123,60.98,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_029016,63.22,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_026169,23.21,Low,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_009225,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_002479,76.33,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_028591,63.22,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_002711,83.63,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_029293,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_021347,52.71,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_016666,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_011104,63.22,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_021198,60.98,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_011204,76.62,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_014227,60.98,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_027937,63.22,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_020456,63.22,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_023641,15.14,Low,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_006933,56.54,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_006249,52.71,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_025391,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_024082,52.71,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_006526,41.61,Medium,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_000217,63.22,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_025646,65.79,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_029682,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_025004,71.85,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_019917,63.22,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_004456,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_024019,63.22,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_013695,60.98,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_021386,81.11,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_008672,48.3,Medium,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_019867,63.22,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_002669,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_027144,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_028666,67.45,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_015863,65.85,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_023481,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_007411,48.3,Medium,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_009275,67.45,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_027803,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_029608,48.3,Medium,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_020047,81.13,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_022819,81.11,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_016912,63.22,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_006614,63.22,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_019862,65.79,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_002856,81.11,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_007910,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_020475,87.36,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_026329,65.79,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_026101,49.82,Medium,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_007699,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_019069,63.22,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_011492,48.3,Medium,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_005309,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_025159,81.11,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_023152,81.11,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_011141,63.22,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_009156,81.11,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_017977,60.98,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_014387,63.22,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_020730,67.45,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_025942,63.22,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_011923,49.82,Medium,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_000279,76.62,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_028360,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_008512,59.33,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_006416,48.3,Medium,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_026641,60.07,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_013809,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_005696,48.3,Medium,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_013447,76.62,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_001096,81.11,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_005508,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_003798,60.98,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_017471,63.11,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_006620,56.54,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_021197,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_004277,65.79,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_024928,52.71,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_005697,92.61,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_012943,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
