log_id,entity,entity_id,action,actor,old_value,new_value,reason,timestamp,model_version
AUDIT_D16D06C820,DISRUPTION_RESCHEDULE,RB-TEST-01-D60,ACCEPT_RESCHEDULE,Chief Controller,,ACCEPTED (plan_updated=False),,2026-09-07T18:23:01.292246,1.0.0
AUDIT_D4A06E53DD,BLOCK_PLAN,RB-528,APPROVE,Section Controller (Controller),APPROVED,APPROVED,Approved in test,2026-09-07T18:51:39.147614,1.0.0
AUDIT_7ED0534D6F,BLOCK_PLAN,RB-529,APPROVE,Section Controller (Controller),APPROVED,APPROVED,Approved after traffic gap verification,2026-09-07T18:51:39.212891,1.0.0
AUDIT_A3F6F0C0B8,BLOCK_PLAN,RB-530,REJECT,Section Controller (Controller),REJECTED,REJECTED,Traffic density conflict during peak hours,2026-09-07T18:51:41.683367,1.0.0
AUDIT_50014AB688,DISRUPTION_RESCHEDULE,BLK_101,GENERATE_OPTIONS,system,,"feasible=6, infeasible=0, rl_used=True",,2026-09-07T18:52:18.570108,1.0.0
AUDIT_E27A47F3DC,DISRUPTION_RESCHEDULE,OPT_101,ACCEPT_RESCHEDULE,Controller,,ACCEPTED (plan_updated=False),,2026-09-07T18:52:18.666092,1.0.0
AUDIT_7A5457A77D,DISRUPTION_RESCHEDULE,BLK-RESCHED-A-01,ACCEPT_RESCHEDULE,TestController,,ACCEPTED (plan_updated=False),,2026-09-07T18:52:21.677348,1.0.0
AUDIT_9058A6C5C4,DISRUPTION_RESCHEDULE,RB-TEST-01,GENERATE_OPTIONS,system,,"feasible=6, infeasible=0, rl_used=True",,2026-09-07T18:52:22.358061,1.0.0
AUDIT_7071A04E42,DISRUPTION_RESCHEDULE,RB-TEST-01-D60,ACCEPT_RESCHEDULE,Chief Controller,,ACCEPTED (plan_updated=False),,2026-09-07T18:52:22.428882,1.0.0
AUDIT_71B88F6228,DISRUPTION_RESCHEDULE,RB-402,GENERATE_OPTIONS,system,,"feasible=5, infeasible=1, rl_used=True",,2026-09-07T19:21:51.185597,1.0.0
AUDIT_A4826CA041,BLOCK_PLAN,RB-528,APPROVE,Section Controller (Controller),APPROVED,APPROVED,Approved in test,2026-09-07T20:06:22.797713,1.0.0
AUDIT_CD03FBB8D7,BLOCK_PLAN,RB-529,APPROVE,Section Controller (Controller),APPROVED,APPROVED,Approved after traffic gap verification,2026-09-07T20:06:23.065831,1.0.0
AUDIT_E7AA931975,BLOCK_PLAN,RB-530,REJECT,Section Controller (Controller),REJECTED,REJECTED,Traffic density conflict during peak hours,2026-09-07T20:06:32.215766,1.0.0
AUDIT_B3E01D8D28,BLOCK_PLAN,RB-528,APPROVE,Section Controller (Controller),APPROVED,APPROVED,Approved in test,2026-09-07T20:07:03.400245,1.0.0
AUDIT_90AA591557,BLOCK_PLAN,RB-529,APPROVE,Section Controller (Controller),APPROVED,APPROVED,Approved after traffic gap verification,2026-09-07T20:07:03.488366,1.0.0
AUDIT_0F9483DCF8,DISRUPTION_RESCHEDULE,BLK_101,GENERATE_OPTIONS,system,,"feasible=6, infeasible=0, rl_used=True",,2026-09-07T20:08:22.316539,1.0.0
AUDIT_E9496E295C,DISRUPTION_RESCHEDULE,OPT_101,ACCEPT_RESCHEDULE,Controller,,ACCEPTED (plan_updated=False),,2026-09-07T20:08:22.542905,1.0.0
AUDIT_39F854E00C,DISRUPTION_RESCHEDULE,BLK-RESCHED-A-01,ACCEPT_RESCHEDULE,TestController,,ACCEPTED (plan_updated=False),,2026-09-07T20:08:34.348176,1.0.0
AUDIT_16C6B7FCBC,DISRUPTION_RESCHEDULE,RB-TEST-01,GENERATE_OPTIONS,system,,"feasible=6, infeasible=0, rl_used=True",,2026-09-07T20:08:37.409491,1.0.0
AUDIT_7BD6C942A3,DISRUPTION_RESCHEDULE,RB-TEST-01-D60,ACCEPT_RESCHEDULE,Chief Controller,,ACCEPTED (plan_updated=False),,2026-09-07T20:08:37.551667,1.0.0
AUDIT_6605C943DD,DISRUPTION_RESCHEDULE,BLK_101,GENERATE_OPTIONS,system,,"feasible=6, infeasible=0, rl_used=True",,2026-09-10T20:09:10.807935,1.0.0
AUDIT_DB0F9DD5FB,DISRUPTION_RESCHEDULE,OPT_101,ACCEPT_RESCHEDULE,Controller,,ACCEPTED (plan_updated=False),,2026-09-10T20:09:10.923201,1.0.0
AUDIT_3C2132A3DA,BLOCK_PLAN,RB-528,APPROVE,Section Controller (Controller),PROPOSED,APPROVED,Approved in test,2026-09-10T20:15:43.346070,1.0.0
AUDIT_1DD6E23BB0,BLOCK_PLAN,RB-529,APPROVE,Section Controller (Controller),PROPOSED,APPROVED,Approved after traffic gap verification,2026-09-10T20:15:43.502546,1.0.0
AUDIT_1DF7EB4F3D,BLOCK_PLAN,RB-530,REJECT,Section Controller (Controller),PROPOSED,REJECTED,Traffic density conflict during peak hours,2026-09-10T20:15:49.946082,1.0.0
AUDIT_58D1CB67A6,BLOCK_PLAN,RB-528,APPROVE,Section Controller (Controller),APPROVED,APPROVED,Approved in test,2026-09-10T20:17:08.270181,1.0.0
AUDIT_089FB07E39,BLOCK_PLAN,RB-529,APPROVE,Section Controller (Controller),APPROVED,APPROVED,Approved after traffic gap verification,2026-09-10T20:17:08.465192,1.0.0
AUDIT_C7CA37913D,BLOCK_PLAN,RB-530,REJECT,Section Controller (Controller),REJECTED,REJECTED,Traffic density conflict during peak hours,2026-09-10T20:17:16.979671,1.0.0
AUDIT_8F7EDE4987,DISRUPTION_RESCHEDULE,BLK_101,GENERATE_OPTIONS,system,,"feasible=6, infeasible=0, rl_used=True",,2026-09-10T20:17:46.179055,1.0.0
AUDIT_AB2CEA95F1,DISRUPTION_RESCHEDULE,OPT_101,ACCEPT_RESCHEDULE,Controller,,ACCEPTED (plan_updated=False),,2026-09-10T20:17:46.280441,1.0.0
AUDIT_3D806E1161,DISRUPTION_RESCHEDULE,BLK-RESCHED-A-01,ACCEPT_RESCHEDULE,TestController,,ACCEPTED (plan_updated=False),,2026-09-10T20:17:49.919104,1.0.0
AUDIT_342D85B3AC,DISRUPTION_RESCHEDULE,RB-TEST-01,GENERATE_OPTIONS,system,,"feasible=6, infeasible=0, rl_used=True",,2026-09-10T20:17:50.973337,1.0.0
AUDIT_9AA56A2138,DISRUPTION_RESCHEDULE,RB-TEST-01-D60,ACCEPT_RESCHEDULE,Chief Controller,,ACCEPTED (plan_updated=False),,2026-09-10T20:17:51.045928,1.0.0
AUDIT_2540208ABE,BLOCK_PLAN,RB-528,APPROVE,Section Controller (Controller),APPROVED,APPROVED,Approved in test,2026-09-10T20:17:55.214321,1.0.0
AUDIT_26CC7F9419,BLOCK_PLAN,RB-529,APPROVE,Section Controller (Controller),APPROVED,APPROVED,Approved after traffic gap verification,2026-09-10T20:17:55.289339,1.0.0
AUDIT_D838BFDF75,BLOCK_PLAN,RB-530,REJECT,Section Controller (Controller),REJECTED,REJECTED,Traffic density conflict during peak hours,2026-09-10T20:17:58.083602,1.0.0
AUDIT_5A6AAE7ADC,DISRUPTION_RESCHEDULE,BLK_101,GENERATE_OPTIONS,system,,"feasible=6, infeasible=0, rl_used=True",,2026-09-10T20:18:31.915590,1.0.0
AUDIT_5CD36CA190,DISRUPTION_RESCHEDULE,OPT_101,ACCEPT_RESCHEDULE,Controller,,ACCEPTED (plan_updated=False),,2026-09-10T20:18:31.956526,1.0.0
AUDIT_EB9486C54A,DISRUPTION_RESCHEDULE,BLK-RESCHED-A-01,ACCEPT_RESCHEDULE,TestController,,ACCEPTED (plan_updated=False),,2026-09-10T20:18:35.234212,1.0.0
AUDIT_C84438DD41,DISRUPTION_RESCHEDULE,RB-TEST-01,GENERATE_OPTIONS,system,,"feasible=6, infeasible=0, rl_used=True",,2026-09-10T20:18:37.530464,1.0.0
AUDIT_1CB802B337,DISRUPTION_RESCHEDULE,RB-TEST-01-D60,ACCEPT_RESCHEDULE,Chief Controller,,ACCEPTED (plan_updated=False),,2026-09-10T20:18:37.675696,1.0.0
AUDIT_462FCC9025,DISRUPTION_RESCHEDULE,BLK_101,GENERATE_OPTIONS,system,,"feasible=6, infeasible=0, rl_used=True",,2026-09-10T20:19:31.764038,1.0.0
AUDIT_8324BE141C,DISRUPTION_RESCHEDULE,OPT_101,ACCEPT_RESCHEDULE,Controller,,ACCEPTED (plan_updated=False),,2026-09-10T20:19:31.900277,1.0.0
AUDIT_56E785D695,DISRUPTION_RESCHEDULE,BLK-RESCHED-A-01,ACCEPT_RESCHEDULE,TestController,,ACCEPTED (plan_updated=False),,2026-09-10T20:19:36.231775,1.0.0
AUDIT_09EE320835,DISRUPTION_RESCHEDULE,RB-TEST-01,GENERATE_OPTIONS,system,,"feasible=6, infeasible=0, rl_used=True",,2026-09-10T20:19:37.014926,1.0.0
AUDIT_D82D1DFD80,DISRUPTION_RESCHEDULE,RB-TEST-01-D60,ACCEPT_RESCHEDULE,Chief Controller,,ACCEPTED (plan_updated=False),,2026-09-10T20:19:37.069391,1.0.0
AUDIT_24D647692E,BLOCK_PLAN,RB-528,APPROVE,Section Controller (Controller),PROPOSED,APPROVED,Approved in test,2026-09-10T20:22:20.510188,1.0.0
AUDIT_263F5B5400,BLOCK_PLAN,RB-529,APPROVE,Section Controller (Controller),PROPOSED,APPROVED,Approved after traffic gap verification,2026-09-10T20:22:20.620664,1.0.0
AUDIT_B7B0FAC1B8,BLOCK_PLAN,RB-530,REJECT,Section Controller (Controller),PROPOSED,REJECTED,Traffic density conflict during peak hours,2026-09-10T20:22:22.759846,1.0.0
AUDIT_2256B101E9,DISRUPTION_RESCHEDULE,BLK_101,GENERATE_OPTIONS,system,,"feasible=6, infeasible=0, rl_used=True",,2026-09-10T20:23:35.270119,1.0.0
AUDIT_CDB7791CE0,DISRUPTION_RESCHEDULE,OPT_101,ACCEPT_RESCHEDULE,Controller,,ACCEPTED (plan_updated=False),,2026-09-10T20:23:35.389860,1.0.0
AUDIT_D01AC01A50,DISRUPTION_RESCHEDULE,BLK-RESCHED-A-01,ACCEPT_RESCHEDULE,TestController,,ACCEPTED (plan_updated=False),,2026-09-10T20:23:39.399864,1.0.0
AUDIT_910AD5073D,DISRUPTION_RESCHEDULE,RB-TEST-01,GENERATE_OPTIONS,system,,"feasible=6, infeasible=0, rl_used=True",,2026-09-10T20:23:40.791121,1.0.0
AUDIT_017B7CBFE6,DISRUPTION_RESCHEDULE,RB-TEST-01-D60,ACCEPT_RESCHEDULE,Chief Controller,,ACCEPTED (plan_updated=False),,2026-09-10T20:23:40.899992,1.0.0
AUDIT_74768427A7,BLOCK_PLAN,RB-528,APPROVE,Section Controller (Controller),APPROVED,APPROVED,Approved in test,2026-09-10T20:45:10.225246,1.0.0
AUDIT_1AEB675557,BLOCK_PLAN,RB-529,APPROVE,Section Controller (Controller),APPROVED,APPROVED,Approved after traffic gap verification,2026-09-10T20:45:10.407652,1.0.0
AUDIT_2C08E77482,BLOCK_PLAN,RB-530,REJECT,Section Controller (Controller),REJECTED,REJECTED,Traffic density conflict during peak hours,2026-09-10T20:45:14.702736,1.0.0
AUDIT_3B45FD950D,DISRUPTION_RESCHEDULE,BLK_101,GENERATE_OPTIONS,system,,"feasible=6, infeasible=0, rl_used=True",,2026-09-10T20:46:03.113070,1.0.0
AUDIT_5E8FF8C8A1,DISRUPTION_RESCHEDULE,OPT_101,ACCEPT_RESCHEDULE,Controller,,ACCEPTED (plan_updated=False),,2026-09-10T20:46:03.220585,1.0.0
AUDIT_3FD4024570,DISRUPTION_RESCHEDULE,BLK-RESCHED-A-01,ACCEPT_RESCHEDULE,TestController,,ACCEPTED (plan_updated=False),,2026-09-10T20:46:06.608907,1.0.0
AUDIT_DBBC962DDE,DISRUPTION_RESCHEDULE,RB-TEST-01,GENERATE_OPTIONS,system,,"feasible=6, infeasible=0, rl_used=True",,2026-09-10T20:46:07.828335,1.0.0
AUDIT_00C85D11DF,DISRUPTION_RESCHEDULE,RB-TEST-01-D60,ACCEPT_RESCHEDULE,Chief Controller,,ACCEPTED (plan_updated=False),,2026-09-10T20:46:07.922526,1.0.0
AUDIT_00629A12B1,DISRUPTION_RESCHEDULE,BLK_TEST_001,GENERATE_OPTIONS,system,,"feasible=6, infeasible=0, rl_used=True",,2026-09-10T20:56:41.949436,1.0.0
AUDIT_737962523C,BLOCK_PLAN,RB-528,APPROVE,Section Controller (Controller),APPROVED,APPROVED,Approved in test,2026-09-10T21:11:39.513933,1.0.0
AUDIT_E1FEA54814,BLOCK_PLAN,RB-529,APPROVE,Section Controller (Controller),APPROVED,APPROVED,Approved after traffic gap verification,2026-09-10T21:11:39.606318,1.0.0
AUDIT_92B4B86A1C,BLOCK_PLAN,RB-530,REJECT,Section Controller (Controller),REJECTED,REJECTED,Traffic density conflict during peak hours,2026-09-10T21:11:42.923229,1.0.0
AUDIT_ED5A7F2F32,DISRUPTION_RESCHEDULE,BLK_101,GENERATE_OPTIONS,system,,"feasible=6, infeasible=0, rl_used=True",,2026-09-10T21:12:32.798417,1.0.0
AUDIT_84965750E0,DISRUPTION_RESCHEDULE,OPT_101,ACCEPT_RESCHEDULE,Controller,,ACCEPTED (plan_updated=False),,2026-09-10T21:12:32.890229,1.0.0
AUDIT_A717CC047F,DISRUPTION_RESCHEDULE,BLK-RESCHED-A-01,ACCEPT_RESCHEDULE,TestController,,ACCEPTED (plan_updated=False),,2026-09-10T21:12:36.325519,1.0.0
AUDIT_A851A4EA35,DISRUPTION_RESCHEDULE,RB-TEST-01,GENERATE_OPTIONS,system,,"feasible=6, infeasible=0, rl_used=True",,2026-09-10T21:12:37.453131,1.0.0
AUDIT_F52F31DA83,DISRUPTION_RESCHEDULE,RB-TEST-01-D60,ACCEPT_RESCHEDULE,Chief Controller,,ACCEPTED (plan_updated=False),,2026-09-10T21:12:37.551268,1.0.0
AUDIT_757AC92B43,BLOCK_PLAN,RB-528,APPROVE,Section Controller (Controller),APPROVED,APPROVED,Approved in test,2026-09-10T21:25:23.713305,1.0.0
AUDIT_D75175701A,BLOCK_PLAN,RB-529,APPROVE,Section Controller (Controller),APPROVED,APPROVED,Approved after traffic gap verification,2026-09-10T21:25:23.839796,1.0.0
AUDIT_7F6B719DB0,BLOCK_PLAN,RB-530,REJECT,Section Controller (Controller),REJECTED,REJECTED,Traffic density conflict during peak hours,2026-09-10T21:25:27.038612,1.0.0
AUDIT_813B3E54DA,DISRUPTION_RESCHEDULE,BLK_101,GENERATE_OPTIONS,system,,"feasible=6, infeasible=0, rl_used=True",,2026-09-10T21:26:13.953439,1.0.0
AUDIT_D30765486D,DISRUPTION_RESCHEDULE,OPT_101,ACCEPT_RESCHEDULE,Controller,,ACCEPTED (plan_updated=False),,2026-09-10T21:26:14.198443,1.0.0
AUDIT_43E867E844,DISRUPTION_RESCHEDULE,BLK-RESCHED-A-01,ACCEPT_RESCHEDULE,TestController,,ACCEPTED (plan_updated=False),,2026-09-10T21:26:23.410310,1.0.0
AUDIT_4E79ABDAC9,DISRUPTION_RESCHEDULE,RB-TEST-01,GENERATE_OPTIONS,system,,"feasible=6, infeasible=0, rl_used=True",,2026-09-10T21:26:26.074252,1.0.0
AUDIT_574E918A2B,DISRUPTION_RESCHEDULE,RB-TEST-01-D60,ACCEPT_RESCHEDULE,Chief Controller,,ACCEPTED (plan_updated=False),,2026-09-10T21:26:26.255027,1.0.0
AUDIT_8B17F10B62,BLOCK_PLAN,RB-528,APPROVE,Section Controller (Controller),APPROVED,APPROVED,Approved in test,2026-09-10T21:56:56.697554,1.0.0
AUDIT_200781FF91,BLOCK_PLAN,RB-529,APPROVE,Section Controller (Controller),APPROVED,APPROVED,Approved after traffic gap verification,2026-09-10T21:56:56.783462,1.0.0
AUDIT_851BD40CFF,BLOCK_PLAN,RB-530,REJECT,Section Controller (Controller),REJECTED,REJECTED,Traffic density conflict during peak hours,2026-09-10T21:56:59.981639,1.0.0
AUDIT_92F831BCDE,DISRUPTION_RESCHEDULE,BLK_101,GENERATE_OPTIONS,system,,"feasible=6, infeasible=0, rl_used=True",,2026-09-10T21:58:19.388778,1.0.0
AUDIT_27FF70330F,DISRUPTION_RESCHEDULE,OPT_101,ACCEPT_RESCHEDULE,Controller,,ACCEPTED (plan_updated=False),,2026-09-10T21:58:19.489806,1.0.0
AUDIT_646A2174CA,DISRUPTION_RESCHEDULE,BLK-RESCHED-A-01,ACCEPT_RESCHEDULE,TestController,,ACCEPTED (plan_updated=False),,2026-09-10T21:58:22.886918,1.0.0
AUDIT_788F370FE1,DISRUPTION_RESCHEDULE,RB-TEST-01,GENERATE_OPTIONS,system,,"feasible=6, infeasible=0, rl_used=True",,2026-09-10T21:58:23.978113,1.0.0
AUDIT_267D6DC007,DISRUPTION_RESCHEDULE,RB-TEST-01-D60,ACCEPT_RESCHEDULE,Chief Controller,,ACCEPTED (plan_updated=False),,2026-09-10T21:58:24.048674,1.0.0
AUDIT_5849052D4C,BLOCK_PLAN,RB-528,APPROVE,Section Controller (Controller),APPROVED,APPROVED,Approved in test,2026-09-10T22:19:01.348204,1.0.0
AUDIT_D20E7A2FB7,BLOCK_PLAN,RB-529,APPROVE,Section Controller (Controller),APPROVED,APPROVED,Approved after traffic gap verification,2026-09-10T22:19:01.469575,1.0.0
AUDIT_C33F66A9DF,BLOCK_PLAN,RB-530,REJECT,Section Controller (Controller),REJECTED,REJECTED,Traffic density conflict during peak hours,2026-09-10T22:19:03.786740,1.0.0
AUDIT_C211E204AE,DISRUPTION_RESCHEDULE,BLK_101,GENERATE_OPTIONS,system,,"feasible=6, infeasible=0, rl_used=True",,2026-09-10T22:19:32.887422,1.0.0
AUDIT_E6F744DA17,DISRUPTION_RESCHEDULE,OPT_101,ACCEPT_RESCHEDULE,Controller,,ACCEPTED (plan_updated=False),,2026-09-10T22:19:32.940129,1.0.0
AUDIT_891BB68427,DISRUPTION_RESCHEDULE,BLK-RESCHED-A-01,ACCEPT_RESCHEDULE,TestController,,ACCEPTED (plan_updated=False),,2026-09-10T22:19:35.473306,1.0.0
AUDIT_F8BE98EC60,DISRUPTION_RESCHEDULE,RB-TEST-01,GENERATE_OPTIONS,system,,"feasible=6, infeasible=0, rl_used=True",,2026-09-10T22:19:36.088851,1.0.0
AUDIT_08644B2454,DISRUPTION_RESCHEDULE,RB-TEST-01-D60,ACCEPT_RESCHEDULE,Chief Controller,,ACCEPTED (plan_updated=False),,2026-09-10T22:19:36.153822,1.0.0
AUDIT_C7E3574F08,BLOCK_PLAN,RB-528,APPROVE,Section Controller (Controller),APPROVED,APPROVED,Approved in test,2026-09-10T22:19:40.404194,1.0.0
AUDIT_C07F20265D,BLOCK_PLAN,RB-529,APPROVE,Section Controller (Controller),APPROVED,APPROVED,Approved after traffic gap verification,2026-09-10T22:19:40.523647,1.0.0
AUDIT_1FAA384AE0,BLOCK_PLAN,RB-530,REJECT,Section Controller (Controller),REJECTED,REJECTED,Traffic density conflict during peak hours,2026-09-10T22:19:47.386530,1.0.0
AUDIT_7FFD358570,DISRUPTION_RESCHEDULE,BLK_101,GENERATE_OPTIONS,system,,"feasible=6, infeasible=0, rl_used=True",,2026-09-10T22:20:37.766625,1.0.0
AUDIT_57967AAF85,DISRUPTION_RESCHEDULE,OPT_101,ACCEPT_RESCHEDULE,Controller,,ACCEPTED (plan_updated=False),,2026-09-10T22:20:37.847719,1.0.0
AUDIT_D05C64549A,DISRUPTION_RESCHEDULE,BLK-RESCHED-A-01,ACCEPT_RESCHEDULE,TestController,,ACCEPTED (plan_updated=False),,2026-09-10T22:20:43.917878,1.0.0
AUDIT_442E0EEF90,DISRUPTION_RESCHEDULE,RB-TEST-01,GENERATE_OPTIONS,system,,"feasible=6, infeasible=0, rl_used=True",,2026-09-10T22:20:45.680986,1.0.0
AUDIT_0F884D0D20,DISRUPTION_RESCHEDULE,RB-TEST-01-D60,ACCEPT_RESCHEDULE,Chief Controller,,ACCEPTED (plan_updated=False),,2026-09-10T22:20:45.781174,1.0.0
AUDIT_6BB1670E54,BLOCK_PLAN,RB-528,APPROVE,Section Controller (Controller),APPROVED,APPROVED,Approved in test,2026-09-10T22:22:07.722730,1.0.0
AUDIT_A063C057D1,BLOCK_PLAN,RB-529,APPROVE,Section Controller (Controller),APPROVED,APPROVED,Approved after traffic gap verification,2026-09-10T22:22:07.833690,1.0.0
AUDIT_9C68073910,BLOCK_PLAN,RB-530,REJECT,Section Controller (Controller),REJECTED,REJECTED,Traffic density conflict during peak hours,2026-09-10T22:22:10.563798,1.0.0
AUDIT_807DB4E088,DISRUPTION_RESCHEDULE,BLK_101,GENERATE_OPTIONS,system,,"feasible=6, infeasible=0, rl_used=True",,2026-09-10T22:22:43.253055,1.0.0
AUDIT_76A6DFA9AE,DISRUPTION_RESCHEDULE,OPT_101,ACCEPT_RESCHEDULE,Controller,,ACCEPTED (plan_updated=False),,2026-09-10T22:22:43.317200,1.0.0
AUDIT_799DAB62AE,DISRUPTION_RESCHEDULE,BLK-RESCHED-A-01,ACCEPT_RESCHEDULE,TestController,,ACCEPTED (plan_updated=False),,2026-09-10T22:22:45.842263,1.0.0
AUDIT_15C8319F94,DISRUPTION_RESCHEDULE,RB-TEST-01,GENERATE_OPTIONS,system,,"feasible=6, infeasible=0, rl_used=True",,2026-09-10T22:22:46.594065,1.0.0
AUDIT_697906E6F4,DISRUPTION_RESCHEDULE,RB-TEST-01-D60,ACCEPT_RESCHEDULE,Chief Controller,,ACCEPTED (plan_updated=False),,2026-09-10T22:22:46.678720,1.0.0
AUDIT_FFE77A8CC5,BLOCK_PLAN,RB-528,APPROVE,Section Controller (Controller),APPROVED,APPROVED,Approved in test,2026-09-10T22:28:42.886292,1.0.0
AUDIT_DC06272B33,BLOCK_PLAN,RB-529,APPROVE,Section Controller (Controller),APPROVED,APPROVED,Approved after traffic gap verification,2026-09-10T22:28:42.960455,1.0.0
AUDIT_6A648CBD90,BLOCK_PLAN,RB-530,REJECT,Section Controller (Controller),REJECTED,REJECTED,Traffic density conflict during peak hours,2026-09-10T22:28:45.967449,1.0.0
AUDIT_E9225C33EC,DISRUPTION_RESCHEDULE,BLK_101,GENERATE_OPTIONS,system,,"feasible=6, infeasible=0, rl_used=True",,2026-09-10T22:29:23.412083,1.0.0
AUDIT_F7599D5860,DISRUPTION_RESCHEDULE,OPT_101,ACCEPT_RESCHEDULE,Controller,,ACCEPTED (plan_updated=False),,2026-09-10T22:29:23.467294,1.0.0
AUDIT_D170256454,DISRUPTION_RESCHEDULE,BLK-RESCHED-A-01,ACCEPT_RESCHEDULE,TestController,,ACCEPTED (plan_updated=False),,2026-09-10T22:29:26.056861,1.0.0
AUDIT_1EE743F08C,DISRUPTION_RESCHEDULE,RB-TEST-01,GENERATE_OPTIONS,system,,"feasible=6, infeasible=0, rl_used=True",,2026-09-10T22:29:26.833834,1.0.0
AUDIT_012A6F0224,DISRUPTION_RESCHEDULE,RB-TEST-01-D60,ACCEPT_RESCHEDULE,Chief Controller,,ACCEPTED (plan_updated=False),,2026-09-10T22:29:26.940732,1.0.0
AUDIT_EC143FCD2D,DISRUPTION_RESCHEDULE,RB-402,GENERATE_OPTIONS,system,,"feasible=5, infeasible=1, rl_used=True",,2026-09-10T22:32:12.319395,1.0.0
AUDIT_A8D01BDD53,DISRUPTION_RESCHEDULE,SLOT_028315,GENERATE_OPTIONS,system,,"feasible=5, infeasible=1, rl_used=True",,2026-09-10T22:32:31.377856,1.0.0
AUDIT_1F3055CB76,BLOCK_PLAN,RB-W12-SEC_023-01,APPROVE,Chief Power & Traffic Controller (CPTC),PROPOSED,APPROVED,Approved 26-week rolling block on SEC_023 (Week 12).,2026-09-17T22:17:52.985641,1.0.0
AUDIT_69E20B5183,BLOCK_PLAN,RB-W12-SEC_024-02,REJECT,Senior Divisional Operations Manager (SrDOM),PROPOSED,REJECTED,Reason,2026-09-17T22:18:29.231422,1.0.0
AUDIT_2D6595BFF6,BLOCK_PLAN,RB-SEC_045-0001,APPROVE,Section Controller (Controller),PROPOSED,APPROVED,Approved after traffic gap verification,2026-09-17T22:27:21.674033,1.0.0
AUDIT_8CE756BB79,BLOCK_PLAN,RB-SEC_045-0001,REJECT,Section Controller (Controller),APPROVED,REJECTED,Rejected by controller during review,2026-09-17T22:27:48.716410,1.0.0
AUDIT_73B5310E47,BLOCK_PLAN,RB-SEC_045-0001,MODIFY,Section Controller (Controller),2026-09-17 22:27:16,2026-09-17 22:27:00 to 2026-09-17 23:57:00,Abcde,2026-09-17T22:28:37.326874,1.0.0
AUDIT_FFF1B54820,DISRUPTION_RESCHEDULE,SLOT_028315,GENERATE_OPTIONS,system,,"feasible=5, infeasible=1, rl_used=True",,2026-09-17T22:30:16.746935,1.0.0
AUDIT_0308224BD2,DISRUPTION_RESCHEDULE,SLOT_012346,GENERATE_OPTIONS,system,,"feasible=5, infeasible=1, rl_used=True",,2026-09-17T22:33:44.098855,1.0.0
AUDIT_BAEBD6A936,DISRUPTION_RESCHEDULE,RB-402,GENERATE_OPTIONS,system,,"feasible=5, infeasible=1, rl_used=True",,2026-09-17T22:37:34.952234,1.0.0
AUDIT_717C968188,DISRUPTION_RESCHEDULE,SLOT_028315,GENERATE_OPTIONS,system,,"feasible=5, infeasible=1, rl_used=True",,2026-09-18T18:59:32.353175,1.0.0
AUDIT_B9C56DCA77,BLOCK_PLAN,RB-528,APPROVE,Section Controller (Controller),PROPOSED,APPROVED,Approved in test,2026-09-18T19:11:42.190856,1.0.0
AUDIT_27B47853E1,BLOCK_PLAN,RB-529,APPROVE,Section Controller (Controller),PROPOSED,APPROVED,Approved after traffic gap verification,2026-09-18T19:11:42.297656,1.0.0
AUDIT_98FAD2C5C1,BLOCK_PLAN,RB-530,REJECT,Section Controller (Controller),PROPOSED,REJECTED,Traffic density conflict during peak hours,2026-09-18T19:11:46.143541,1.0.0
AUDIT_336D83208F,DISRUPTION_RESCHEDULE,BLK_101,GENERATE_OPTIONS,system,,"feasible=6, infeasible=0, rl_used=True",,2026-09-18T19:12:28.291101,1.0.0
AUDIT_38FFB862D1,DISRUPTION_RESCHEDULE,OPT_101,ACCEPT_RESCHEDULE,Controller,,ACCEPTED (plan_updated=False),,2026-09-18T19:12:28.367394,1.0.0
AUDIT_59D5B2B60D,DISRUPTION_RESCHEDULE,BLK-RESCHED-A-01,ACCEPT_RESCHEDULE,TestController,,ACCEPTED (plan_updated=False),,2026-09-18T19:12:31.945055,1.0.0
AUDIT_CD36114878,DISRUPTION_RESCHEDULE,RB-TEST-01,GENERATE_OPTIONS,system,,"feasible=6, infeasible=0, rl_used=True",,2026-09-18T19:12:32.870126,1.0.0
AUDIT_006F5D8A49,DISRUPTION_RESCHEDULE,RB-TEST-01-D60,ACCEPT_RESCHEDULE,Chief Controller,,ACCEPTED (plan_updated=False),,2026-09-18T19:12:32.941069,1.0.0
AUDIT_F3D43FDDEA,BLOCK_PLAN,RB-528,APPROVE,Section Controller (Controller),APPROVED,APPROVED,Approved in test,2026-09-18T19:53:52.498667,1.0.0
AUDIT_B890242889,BLOCK_PLAN,RB-529,APPROVE,Section Controller (Controller),APPROVED,APPROVED,Approved after traffic gap verification,2026-09-18T19:53:52.692377,1.0.0
AUDIT_A8E10CB941,BLOCK_PLAN,RB-530,REJECT,Section Controller (Controller),REJECTED,REJECTED,Traffic density conflict during peak hours,2026-09-18T19:54:03.855661,1.0.0
AUDIT_ACA1FC5339,DISRUPTION_RESCHEDULE,BLK_101,GENERATE_OPTIONS,system,,"feasible=6, infeasible=0, rl_used=True",,2026-09-18T19:56:50.295378,1.0.0
AUDIT_17083A605F,DISRUPTION_RESCHEDULE,OPT_101,ACCEPT_RESCHEDULE,Controller,,ACCEPTED (plan_updated=False),,2026-09-18T19:56:50.452781,1.0.0
