date,location,station_code,latitude,longitude,event_type,severity,rainfall_mm,temperature_c,humidity,wind_speed,visibility,pressure,monsoon_phase,spatial_resolution,source,source_url
2024-03-11,Ariyalur,ALU,11.1401,79.0768,normal_weather,LOW,0.0,28.2,50,17.0,9.2,1009.0,Summer,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-03-11,Tiruchchirappalli Junction,TPJ,10.7937,78.6853,normal_weather,LOW,0.0,23.9,62,9.7,8.2,1014.2,Summer,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-03-11,Dindigul Junction,DG,10.3644,77.9803,normal_weather,LOW,0.0,30.4,60,13.2,7.9,1013.7,Summer,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-03-11,Madurai Junction,MDU,9.9195,78.1111,normal_weather,LOW,0.0,26.0,40,15.1,6.9,1009.7,Summer,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-03-11,Virudhunagar Junction,VPT,9.5872,77.9575,normal_weather,LOW,0.0,32.3,49,8.5,9.4,1010.6,Summer,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-03-11,Satur,SRT,9.3592,77.9255,normal_weather,LOW,0.0,27.4,50,18.1,5.1,1012.6,Summer,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-03-11,Kovilpatti,CVP,9.1725,77.8683,normal_weather,LOW,0.0,27.4,73,10.5,10.8,1010.7,Summer,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-03-11,Maniyachchi Junction,MEJ,8.8658,77.8931,normal_weather,LOW,0.0,27.5,31,23.4,7.8,1008.7,Summer,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-03-11,Thoothukudi,TN,8.8053,78.146,normal_weather,LOW,0.0,24.5,75,16.0,8.8,1007.5,Summer,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-03-12,Chennai Egmore,MS,13.0777,80.2613,normal_weather,LOW,0.0,30.5,42,18.1,7.6,1010.5,Summer,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-03-12,Tambaram,TBM,12.9248,80.1202,normal_weather,LOW,0.0,29.8,63,9.1,7.9,1015.5,Summer,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-03-12,Chengalpattu,CGL,12.6934,79.9757,normal_weather,LOW,0.0,30.3,57,14.7,8.2,1006.4,Summer,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-03-12,Tindivanam,TMV,12.2312,79.6508,normal_weather,LOW,0.0,23.2,57,9.6,8.1,1009.6,Summer,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-03-12,Viluppuram Junction,VM,11.9398,79.4975,normal_weather,LOW,0.0,29.4,46,19.6,7.6,1007.9,Summer,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-03-12,Vriddhachalam Junction,VRI,11.5305,79.3242,normal_weather,LOW,0.0,26.6,50,11.0,8.5,1009.0,Summer,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-03-12,Ariyalur,ALU,11.1401,79.0768,normal_weather,LOW,0.0,24.5,48,9.8,10.7,1007.3,Summer,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-03-12,Tiruchchirappalli Junction,TPJ,10.7937,78.6853,normal_weather,LOW,0.0,26.3,46,9.0,7.2,1009.2,Summer,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-03-12,Dindigul Junction,DG,10.3644,77.9803,normal_weather,LOW,0.0,26.4,58,17.2,8.4,1011.6,Summer,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-03-12,Madurai Junction,MDU,9.9195,78.1111,normal_weather,LOW,0.0,28.8,43,13.6,9.8,1010.7,Summer,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-03-12,Virudhunagar Junction,VPT,9.5872,77.9575,normal_weather,LOW,0.0,29.6,60,14.5,5.3,1012.2,Summer,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-03-12,Satur,SRT,9.3592,77.9255,normal_weather,LOW,0.0,26.6,43,14.4,8.8,1009.8,Summer,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-03-12,Kovilpatti,CVP,9.1725,77.8683,normal_weather,LOW,0.0,32.0,50,9.6,8.4,1010.4,Summer,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-03-12,Maniyachchi Junction,MEJ,8.8658,77.8931,normal_weather,LOW,0.0,28.3,58,14.1,8.6,1007.8,Summer,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-03-12,Thoothukudi,TN,8.8053,78.146,normal_weather,LOW,0.0,28.1,50,16.8,8.7,1010.0,Summer,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-03-13,Chennai Egmore,MS,13.0777,80.2613,normal_weather,LOW,0.0,27.0,43,9.6,10.0,1007.6,Summer,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-03-13,Tambaram,TBM,12.9248,80.1202,normal_weather,LOW,0.0,30.2,51,10.6,7.8,1007.8,Summer,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-03-13,Chengalpattu,CGL,12.6934,79.9757,normal_weather,LOW,0.0,30.6,66,9.5,6.4,1007.9,Summer,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-03-13,Tindivanam,TMV,12.2312,79.6508,normal_weather,LOW,0.0,27.8,54,9.0,7.1,1009.4,Summer,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-03-13,Viluppuram Junction,VM,11.9398,79.4975,normal_weather,LOW,0.0,27.2,55,16.7,6.8,1012.7,Summer,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-03-13,Vriddhachalam Junction,VRI,11.5305,79.3242,normal_weather,LOW,0.0,24.6,51,12.7,9.7,1009.8,Summer,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-03-13,Ariyalur,ALU,11.1401,79.0768,normal_weather,LOW,0.0,28.4,66,16.3,9.7,1012.7,Summer,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-03-13,Tiruchchirappalli Junction,TPJ,10.7937,78.6853,normal_weather,LOW,0.0,26.9,48,13.3,7.4,1014.2,Summer,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-03-13,Dindigul Junction,DG,10.3644,77.9803,normal_weather,LOW,0.0,28.3,46,12.5,7.7,1010.9,Summer,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-03-13,Madurai Junction,MDU,9.9195,78.1111,normal_weather,LOW,3.3,29.9,57,11.5,6.7,1006.1,Summer,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-03-13,Virudhunagar Junction,VPT,9.5872,77.9575,normal_weather,LOW,0.0,26.0,43,14.8,7.0,1008.8,Summer,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-03-13,Satur,SRT,9.3592,77.9255,normal_weather,LOW,0.0,30.0,49,10.5,6.7,1009.5,Summer,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-03-13,Kovilpatti,CVP,9.1725,77.8683,normal_weather,LOW,0.0,30.1,53,22.3,9.0,1010.4,Summer,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-03-13,Maniyachchi Junction,MEJ,8.8658,77.8931,normal_weather,LOW,0.0,26.7,40,7.2,7.7,1014.1,Summer,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-03-13,Thoothukudi,TN,8.8053,78.146,normal_weather,LOW,0.0,27.9,55,20.7,7.0,1007.9,Summer,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-03-14,Chennai Egmore,MS,13.0777,80.2613,normal_weather,LOW,0.0,27.9,45,6.8,8.1,1009.4,Summer,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-03-14,Tambaram,TBM,12.9248,80.1202,normal_weather,LOW,0.0,28.0,38,14.2,7.0,1009.3,Summer,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-03-14,Chengalpattu,CGL,12.6934,79.9757,normal_weather,LOW,0.0,26.4,35,13.2,8.0,1009.8,Summer,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-03-14,Tindivanam,TMV,12.2312,79.6508,normal_weather,LOW,0.0,29.8,47,23.0,7.0,1007.7,Summer,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-03-14,Viluppuram Junction,VM,11.9398,79.4975,normal_weather,LOW,0.0,25.0,80,21.3,6.4,1004.8,Summer,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-03-14,Vriddhachalam Junction,VRI,11.5305,79.3242,normal_weather,LOW,0.0,28.5,49,12.5,7.3,1006.7,Summer,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-03-14,Ariyalur,ALU,11.1401,79.0768,normal_weather,LOW,0.0,28.0,66,13.8,6.7,1005.1,Summer,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-03-14,Tiruchchirappalli Junction,TPJ,10.7937,78.6853,normal_weather,LOW,0.0,28.0,48,21.1,8.4,1011.3,Summer,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-03-14,Dindigul Junction,DG,10.3644,77.9803,normal_weather,LOW,1.2,28.1,98,17.2,8.0,1009.6,Summer,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-03-14,Madurai Junction,MDU,9.9195,78.1111,normal_weather,LOW,0.0,28.9,45,12.1,10.4,1011.2,Summer,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-03-14,Virudhunagar Junction,VPT,9.5872,77.9575,normal_weather,LOW,0.0,26.2,38,18.2,6.9,1009.2,Summer,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-03-14,Satur,SRT,9.3592,77.9255,normal_weather,LOW,3.7,25.5,80,15.8,8.3,1010.3,Summer,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-03-14,Kovilpatti,CVP,9.1725,77.8683,normal_weather,LOW,0.0,29.6,69,8.1,7.5,1008.0,Summer,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-03-14,Maniyachchi Junction,MEJ,8.8658,77.8931,normal_weather,LOW,0.0,31.4,55,14.6,10.7,1009.3,Summer,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-03-14,Thoothukudi,TN,8.8053,78.146,normal_weather,LOW,0.0,28.1,63,15.9,8.8,1014.8,Summer,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-03-15,Chennai Egmore,MS,13.0777,80.2613,normal_weather,LOW,0.0,28.0,67,10.9,10.3,1011.8,Summer,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-03-15,Tambaram,TBM,12.9248,80.1202,normal_weather,LOW,0.0,30.2,44,21.4,9.5,1007.8,Summer,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-03-15,Chengalpattu,CGL,12.6934,79.9757,normal_weather,LOW,0.0,23.6,44,11.1,6.5,1009.5,Summer,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-03-15,Tindivanam,TMV,12.2312,79.6508,normal_weather,LOW,0.0,26.8,43,10.9,12.7,1012.5,Summer,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-03-15,Viluppuram Junction,VM,11.9398,79.4975,normal_weather,LOW,0.0,25.5,60,12.4,7.9,1011.4,Summer,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-03-15,Vriddhachalam Junction,VRI,11.5305,79.3242,normal_weather,LOW,0.0,31.1,56,13.3,9.2,1011.4,Summer,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-03-15,Ariyalur,ALU,11.1401,79.0768,normal_weather,LOW,0.0,27.5,43,10.6,8.5,1007.8,Summer,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-03-15,Tiruchchirappalli Junction,TPJ,10.7937,78.6853,normal_weather,LOW,0.0,26.9,45,12.7,9.9,1008.3,Summer,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-03-15,Dindigul Junction,DG,10.3644,77.9803,normal_weather,LOW,0.0,30.1,39,12.0,8.4,1001.6,Summer,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-03-15,Madurai Junction,MDU,9.9195,78.1111,normal_weather,LOW,0.0,27.9,55,16.2,10.6,1008.8,Summer,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-03-15,Virudhunagar Junction,VPT,9.5872,77.9575,normal_weather,LOW,0.0,25.9,51,13.7,5.9,1007.3,Summer,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-03-15,Satur,SRT,9.3592,77.9255,normal_weather,LOW,0.0,27.8,74,15.3,7.9,1013.6,Summer,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-03-15,Kovilpatti,CVP,9.1725,77.8683,normal_weather,LOW,0.0,27.1,39,19.2,8.7,1006.8,Summer,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-03-15,Maniyachchi Junction,MEJ,8.8658,77.8931,normal_weather,LOW,0.0,27.5,36,13.0,6.9,1012.5,Summer,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-03-15,Thoothukudi,TN,8.8053,78.146,normal_weather,LOW,0.0,26.0,35,10.0,7.0,1005.6,Summer,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-03-16,Chennai Egmore,MS,13.0777,80.2613,normal_weather,LOW,0.0,30.2,62,16.6,8.8,1012.8,Summer,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-03-16,Tambaram,TBM,12.9248,80.1202,normal_weather,LOW,6.6,29.0,65,14.8,7.9,1011.3,Summer,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-03-16,Chengalpattu,CGL,12.6934,79.9757,normal_weather,LOW,0.0,28.4,41,14.0,8.4,1007.3,Summer,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-03-16,Tindivanam,TMV,12.2312,79.6508,normal_weather,LOW,0.0,31.8,68,15.2,9.2,1010.7,Summer,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-03-16,Viluppuram Junction,VM,11.9398,79.4975,normal_weather,LOW,0.0,29.6,52,8.4,8.2,1011.6,Summer,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-03-16,Vriddhachalam Junction,VRI,11.5305,79.3242,normal_weather,LOW,12.9,28.8,59,9.5,6.0,1006.3,Summer,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-03-16,Ariyalur,ALU,11.1401,79.0768,normal_weather,LOW,0.3,29.3,46,8.5,7.9,1011.9,Summer,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-03-16,Tiruchchirappalli Junction,TPJ,10.7937,78.6853,normal_weather,LOW,0.8,28.0,74,17.1,6.1,1005.6,Summer,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-03-16,Dindigul Junction,DG,10.3644,77.9803,normal_weather,LOW,0.0,28.6,61,5.2,10.2,1013.4,Summer,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-03-16,Madurai Junction,MDU,9.9195,78.1111,normal_weather,LOW,0.0,28.6,55,15.8,10.3,1010.8,Summer,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-03-16,Virudhunagar Junction,VPT,9.5872,77.9575,normal_weather,LOW,0.0,29.3,56,14.5,8.9,1009.2,Summer,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-03-16,Satur,SRT,9.3592,77.9255,normal_weather,LOW,0.0,31.2,74,8.5,8.3,1008.7,Summer,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-03-16,Kovilpatti,CVP,9.1725,77.8683,normal_weather,LOW,0.0,27.6,42,19.7,7.6,1004.3,Summer,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-03-16,Maniyachchi Junction,MEJ,8.8658,77.8931,normal_weather,LOW,0.0,29.5,50,7.5,9.1,1011.4,Summer,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-03-16,Thoothukudi,TN,8.8053,78.146,normal_weather,LOW,0.0,26.7,37,15.2,9.3,1008.9,Summer,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-03-17,Chennai Egmore,MS,13.0777,80.2613,normal_weather,LOW,4.1,22.4,83,17.9,8.1,1014.3,Summer,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-03-17,Tambaram,TBM,12.9248,80.1202,normal_weather,LOW,0.0,25.4,66,20.4,7.6,1009.7,Summer,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-03-17,Chengalpattu,CGL,12.6934,79.9757,normal_weather,LOW,0.0,24.1,62,8.5,9.4,1012.9,Summer,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-03-17,Tindivanam,TMV,12.2312,79.6508,normal_weather,LOW,0.0,29.5,36,19.5,8.3,1011.4,Summer,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-03-17,Viluppuram Junction,VM,11.9398,79.4975,normal_weather,LOW,0.0,28.7,69,11.6,7.6,1007.2,Summer,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-03-17,Vriddhachalam Junction,VRI,11.5305,79.3242,normal_weather,LOW,0.0,28.5,48,19.0,8.7,1014.4,Summer,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-03-17,Ariyalur,ALU,11.1401,79.0768,normal_weather,LOW,0.0,32.0,43,16.7,8.9,1005.7,Summer,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-03-17,Tiruchchirappalli Junction,TPJ,10.7937,78.6853,normal_weather,LOW,0.0,27.1,79,11.9,8.3,1009.4,Summer,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-03-17,Dindigul Junction,DG,10.3644,77.9803,normal_weather,LOW,0.0,28.2,51,13.8,10.2,1012.7,Summer,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-03-17,Madurai Junction,MDU,9.9195,78.1111,normal_weather,LOW,0.0,28.1,43,10.7,10.0,1009.6,Summer,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-03-17,Virudhunagar Junction,VPT,9.5872,77.9575,normal_weather,LOW,0.0,26.9,58,10.6,8.2,1011.7,Summer,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-03-17,Satur,SRT,9.3592,77.9255,normal_weather,LOW,0.0,25.8,76,10.4,6.2,1013.4,Summer,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-03-17,Kovilpatti,CVP,9.1725,77.8683,normal_weather,LOW,0.0,28.0,62,11.8,9.1,1010.1,Summer,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-03-17,Maniyachchi Junction,MEJ,8.8658,77.8931,normal_weather,LOW,0.0,27.7,63,7.3,9.1,1011.0,Summer,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-03-17,Thoothukudi,TN,8.8053,78.146,normal_weather,LOW,0.0,28.2,25,14.1,9.7,1005.8,Summer,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-03-18,Chennai Egmore,MS,13.0777,80.2613,normal_weather,LOW,0.0,27.3,43,14.1,7.6,1013.4,Summer,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-03-18,Tambaram,TBM,12.9248,80.1202,normal_weather,LOW,0.0,29.4,63,11.6,9.3,1007.2,Summer,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-03-18,Chengalpattu,CGL,12.6934,79.9757,normal_weather,LOW,0.0,29.6,64,19.6,10.9,1007.0,Summer,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-03-18,Tindivanam,TMV,12.2312,79.6508,normal_weather,LOW,0.0,28.0,45,18.3,10.4,1010.1,Summer,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-03-18,Viluppuram Junction,VM,11.9398,79.4975,normal_weather,LOW,0.0,28.2,48,9.6,8.1,1010.8,Summer,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-03-18,Vriddhachalam Junction,VRI,11.5305,79.3242,normal_weather,LOW,0.0,29.5,43,24.0,8.6,1014.3,Summer,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-03-18,Ariyalur,ALU,11.1401,79.0768,normal_weather,LOW,0.0,27.1,75,9.4,8.0,1015.2,Summer,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-03-18,Tiruchchirappalli Junction,TPJ,10.7937,78.6853,normal_weather,LOW,0.0,27.5,65,21.1,10.8,1006.3,Summer,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-03-18,Dindigul Junction,DG,10.3644,77.9803,normal_weather,LOW,0.0,28.7,61,7.9,9.9,1006.8,Summer,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-03-18,Madurai Junction,MDU,9.9195,78.1111,normal_weather,LOW,0.0,32.7,50,21.0,8.8,1010.2,Summer,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-03-18,Virudhunagar Junction,VPT,9.5872,77.9575,normal_weather,LOW,9.0,22.6,62,16.2,7.2,1010.0,Summer,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-03-18,Satur,SRT,9.3592,77.9255,normal_weather,LOW,0.0,27.9,54,20.6,7.4,1012.7,Summer,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-03-18,Kovilpatti,CVP,9.1725,77.8683,normal_weather,LOW,0.0,28.3,41,11.3,8.8,1010.8,Summer,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-03-18,Maniyachchi Junction,MEJ,8.8658,77.8931,normal_weather,LOW,0.0,26.9,45,16.8,9.2,1008.9,Summer,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-03-18,Thoothukudi,TN,8.8053,78.146,normal_weather,LOW,0.0,30.6,82,18.6,8.5,1009.7,Summer,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-03-19,Chennai Egmore,MS,13.0777,80.2613,normal_weather,LOW,0.0,24.2,37,18.8,8.4,1012.6,Summer,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-03-19,Tambaram,TBM,12.9248,80.1202,normal_weather,LOW,0.0,30.5,54,18.9,8.0,1010.6,Summer,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-03-19,Chengalpattu,CGL,12.6934,79.9757,normal_weather,LOW,0.0,28.2,57,13.7,8.5,1011.6,Summer,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-03-19,Tindivanam,TMV,12.2312,79.6508,normal_weather,LOW,0.0,30.1,61,10.6,10.1,1011.0,Summer,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-03-19,Viluppuram Junction,VM,11.9398,79.4975,normal_weather,LOW,2.0,27.7,62,17.5,9.2,1010.2,Summer,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-03-19,Vriddhachalam Junction,VRI,11.5305,79.3242,normal_weather,LOW,0.0,30.4,36,10.8,8.2,1012.3,Summer,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-03-19,Ariyalur,ALU,11.1401,79.0768,normal_weather,LOW,0.0,30.9,46,20.7,9.0,1009.2,Summer,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-03-19,Tiruchchirappalli Junction,TPJ,10.7937,78.6853,normal_weather,LOW,0.0,25.9,52,10.0,9.8,1012.7,Summer,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-03-19,Dindigul Junction,DG,10.3644,77.9803,normal_weather,LOW,0.0,27.9,77,2.2,10.0,1008.4,Summer,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-03-19,Madurai Junction,MDU,9.9195,78.1111,normal_weather,LOW,0.0,28.3,62,15.5,9.8,1008.2,Summer,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-03-19,Virudhunagar Junction,VPT,9.5872,77.9575,normal_weather,LOW,0.0,26.7,48,13.5,6.2,1007.3,Summer,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-03-19,Satur,SRT,9.3592,77.9255,normal_weather,LOW,0.0,26.5,63,16.7,8.0,1008.2,Summer,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-03-19,Kovilpatti,CVP,9.1725,77.8683,normal_weather,LOW,0.0,26.0,41,9.5,6.9,1013.8,Summer,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-03-19,Maniyachchi Junction,MEJ,8.8658,77.8931,normal_weather,LOW,0.0,29.7,55,17.9,8.8,1008.9,Summer,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-03-19,Thoothukudi,TN,8.8053,78.146,normal_weather,LOW,0.0,28.9,63,12.5,11.5,1013.0,Summer,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-03-20,Chennai Egmore,MS,13.0777,80.2613,normal_weather,LOW,0.0,25.8,68,19.9,7.9,1009.3,Summer,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-03-20,Tambaram,TBM,12.9248,80.1202,normal_weather,LOW,0.0,30.4,54,11.6,9.8,1011.0,Summer,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-03-20,Chengalpattu,CGL,12.6934,79.9757,normal_weather,LOW,0.0,28.0,44,8.9,10.2,1007.7,Summer,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-03-20,Tindivanam,TMV,12.2312,79.6508,normal_weather,LOW,0.0,26.2,56,19.8,9.3,1006.8,Summer,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-03-20,Viluppuram Junction,VM,11.9398,79.4975,normal_weather,LOW,0.0,25.2,54,15.1,7.2,1008.5,Summer,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-03-20,Vriddhachalam Junction,VRI,11.5305,79.3242,normal_weather,LOW,0.0,29.2,66,20.9,10.2,1008.8,Summer,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-03-20,Ariyalur,ALU,11.1401,79.0768,normal_weather,LOW,0.0,26.3,75,17.1,10.9,1011.2,Summer,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-03-20,Tiruchchirappalli Junction,TPJ,10.7937,78.6853,normal_weather,LOW,32.3,28.9,77,24.3,6.7,1006.0,Summer,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-03-20,Dindigul Junction,DG,10.3644,77.9803,normal_weather,LOW,0.0,24.6,62,11.9,8.9,1009.2,Summer,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-03-20,Madurai Junction,MDU,9.9195,78.1111,normal_weather,LOW,0.0,28.9,64,12.8,9.2,1013.0,Summer,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-03-20,Virudhunagar Junction,VPT,9.5872,77.9575,normal_weather,LOW,0.0,29.1,42,22.4,7.2,1012.0,Summer,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-03-20,Satur,SRT,9.3592,77.9255,normal_weather,LOW,0.0,30.0,52,6.5,9.2,1012.9,Summer,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-03-20,Kovilpatti,CVP,9.1725,77.8683,normal_weather,LOW,0.0,30.1,56,11.1,7.4,1012.0,Summer,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-03-20,Maniyachchi Junction,MEJ,8.8658,77.8931,normal_weather,LOW,0.0,28.0,52,16.1,8.2,1005.6,Summer,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
2024-03-20,Thoothukudi,TN,8.8053,78.146,normal_weather,LOW,4.5,26.9,73,11.9,8.9,1008.9,Summer,station,IMD Daily Climatological Observations,https://mausam.imd.gov.in
