task_id,date,department,section_id,severity_level,severity_num,priority_code,priority_rank,estimated_duration_hours,deferred_count,days_until_target,passenger_trains_daily,freight_rakes_daily,total_trains_daily,capacity_utilization_percent,festival_flag,festival_traffic_multiplier,latitude,longitude,status,source_type
TMS_TASK_022123,2024-05-08,ENGINEERING,SEC_043,MEDIUM,2,P3_NORMAL,2,3.2,3,7,25,14,39,65.0,0,1.0,11.08008,79.02974,Open,CALIBRATED_SYNTHETIC
TMS_TASK_022124,2024-03-03,ENGINEERING,SEC_042,MEDIUM,2,P3_NORMAL,2,2.5,0,7,52,8,60,100.0,0,1.0,11.145406,79.066532,Deferred,CALIBRATED_SYNTHETIC
TMS_TASK_022125,2024-04-09,ENGINEERING,SEC_060,HIGH,3,P2_URGENT,3,2.1,0,7,35,12,47,78.3,0,1.0,10.509076,78.213085,Deferred,CALIBRATED_SYNTHETIC
TMS_TASK_022126,2024-01-27,ENGINEERING,SEC_068,HIGH,3,P2_URGENT,3,2.2,0,7,59,18,77,275.0,0,1.0,8.810216,78.104853,Completed,CALIBRATED_SYNTHETIC
TMS_TASK_022127,2024-07-12,ENGINEERING,SEC_059,CRITICAL,4,P1_EMERGENCY,4,4.4,0,7,39,12,51,85.0,0,1.0,10.533254,78.278512,Open,CALIBRATED_SYNTHETIC
TMS_TASK_022128,2024-06-29,ENGINEERING,SEC_006,CRITICAL,4,P1_EMERGENCY,4,2.5,0,7,52,10,62,103.3,0,1.0,12.981592,80.168275,Open,CALIBRATED_SYNTHETIC
TMS_TASK_022129,2024-08-05,ENGINEERING,SEC_028,CRITICAL,4,P1_EMERGENCY,4,2.7,0,7,43,16,59,98.3,0,1.0,12.073691,79.547389,In-Progress,CALIBRATED_SYNTHETIC
TMS_TASK_022130,2024-08-19,ENGINEERING,SEC_031,CRITICAL,4,P1_EMERGENCY,4,2.5,0,7,35,8,43,71.7,0,1.0,11.909557,79.46678,Completed,CALIBRATED_SYNTHETIC
TMS_TASK_022131,2024-03-21,ENGINEERING,SEC_039,HIGH,3,P2_URGENT,3,2.4,0,7,42,18,60,100.0,0,1.0,11.296197,79.192532,Completed,CALIBRATED_SYNTHETIC
TMS_TASK_022132,2024-01-15,ENGINEERING,SEC_050,CRITICAL,4,P1_EMERGENCY,4,3.9,0,7,30,12,42,70.0,1,1.8,10.855946,78.6964,Open,CALIBRATED_SYNTHETIC
TMS_TASK_022133,2024-12-10,ENGINEERING,SEC_037,MEDIUM,2,P3_NORMAL,2,3.7,3,7,31,14,45,75.0,0,1.0,11.373919,79.219566,In-Progress,CALIBRATED_SYNTHETIC
TMS_TASK_022134,2024-08-19,ENGINEERING,SEC_015,HIGH,3,P2_URGENT,3,2.7,0,7,34,16,50,83.3,0,1.0,12.83201,80.047314,In-Progress,CALIBRATED_SYNTHETIC
TMS_TASK_022135,2024-03-28,ENGINEERING,SEC_051,HIGH,3,P2_URGENT,3,2.6,4,7,31,16,47,78.3,0,1.0,10.827413,78.695707,Deferred,CALIBRATED_SYNTHETIC
TMS_TASK_022136,2024-03-22,ENGINEERING,SEC_023,HIGH,3,P2_URGENT,3,3.7,0,7,60,8,68,113.3,0,1.0,12.352801,79.768573,Completed,CALIBRATED_SYNTHETIC
TMS_TASK_022137,2024-07-20,ENGINEERING,SEC_025,HIGH,3,P2_URGENT,3,4.6,2,7,29,8,37,61.7,0,1.0,12.261382,79.681044,In-Progress,CALIBRATED_SYNTHETIC
TMS_TASK_022138,2024-06-02,ENGINEERING,SEC_046,CRITICAL,4,P1_EMERGENCY,4,3.0,0,7,61,14,75,125.0,0,1.0,10.902792,78.86499,Completed,CALIBRATED_SYNTHETIC
TMS_TASK_022139,2024-02-20,ENGINEERING,SEC_023,CRITICAL,4,P1_EMERGENCY,4,2.2,0,7,60,8,68,113.3,0,1.0,12.340579,79.756312,Deferred,CALIBRATED_SYNTHETIC
TMS_TASK_022140,2024-09-29,ENGINEERING,SEC_010,HIGH,3,P2_URGENT,3,3.5,1,7,38,10,48,80.0,0,1.0,12.926541,80.118776,Deferred,CALIBRATED_SYNTHETIC
TMS_TASK_022141,2024-07-31,ENGINEERING,SEC_032,CRITICAL,4,P1_EMERGENCY,4,2.4,0,7,58,10,68,113.3,0,1.0,11.868347,79.433184,Completed,CALIBRATED_SYNTHETIC
TMS_TASK_022142,2024-06-08,ENGINEERING,SEC_051,MEDIUM,2,P3_NORMAL,2,3.5,0,7,31,16,47,78.3,0,1.0,10.826127,78.690727,In-Progress,CALIBRATED_SYNTHETIC
TMS_TASK_022143,2024-11-01,ENGINEERING,SEC_041,HIGH,3,P2_URGENT,3,4.3,0,7,29,8,37,61.7,0,1.0,11.18369,79.0854,Open,CALIBRATED_SYNTHETIC
TMS_TASK_022144,2024-01-30,ENGINEERING,SEC_065,HIGH,3,P2_URGENT,3,4.2,3,7,50,18,68,113.3,0,1.0,9.847201,78.068546,Open,CALIBRATED_SYNTHETIC
TMS_TASK_022145,2024-06-10,ENGINEERING,SEC_065,HIGH,3,P2_URGENT,3,1.9,0,7,50,18,68,113.3,0,1.0,9.814728,78.072003,Open,CALIBRATED_SYNTHETIC
TMS_TASK_022146,2024-04-20,ENGINEERING,SEC_040,CRITICAL,4,P1_EMERGENCY,4,4.2,0,7,45,14,59,98.3,0,1.0,11.24163,79.144266,Open,CALIBRATED_SYNTHETIC
TMS_TASK_022147,2024-03-24,ENGINEERING,SEC_018,HIGH,3,P2_URGENT,3,3.5,0,7,32,12,44,73.3,0,1.0,12.643741,79.976823,In-Progress,CALIBRATED_SYNTHETIC
TMS_TASK_022148,2024-03-07,ENGINEERING,SEC_036,HIGH,3,P2_URGENT,3,2.2,4,7,29,8,37,61.7,0,1.0,11.460932,79.263376,Deferred,CALIBRATED_SYNTHETIC
TMS_TASK_022149,2024-08-20,ENGINEERING,SEC_031,HIGH,3,P2_URGENT,3,3.9,0,7,35,8,43,71.7,0,1.0,11.92542,79.482756,Completed,CALIBRATED_SYNTHETIC
TMS_TASK_022150,2024-01-01,ENGINEERING,SEC_054,MEDIUM,2,P3_NORMAL,2,3.3,0,7,50,18,68,113.3,1,1.3,10.750376,78.623233,In-Progress,CALIBRATED_SYNTHETIC
TMS_TASK_022151,2024-10-18,ENGINEERING,SEC_063,MEDIUM,2,P3_NORMAL,2,2.5,0,7,41,18,59,98.3,0,1.0,9.92615,78.108992,Deferred,CALIBRATED_SYNTHETIC
TMS_TASK_022152,2024-04-13,ENGINEERING,SEC_001,CRITICAL,4,P1_EMERGENCY,4,2.5,0,7,53,16,69,115.0,0,1.0,13.055336,80.242346,In-Progress,CALIBRATED_SYNTHETIC
TMS_TASK_022153,2024-05-25,ENGINEERING,SEC_052,MEDIUM,2,P3_NORMAL,2,4.8,1,7,36,16,52,86.7,0,1.0,10.823809,78.68959,Deferred,CALIBRATED_SYNTHETIC
TMS_TASK_022154,2024-12-07,ENGINEERING,SEC_057,HIGH,3,P2_URGENT,3,2.6,0,7,48,16,64,106.7,0,1.0,10.605142,78.414611,Open,CALIBRATED_SYNTHETIC
TMS_TASK_022155,2024-04-30,ENGINEERING,SEC_009,HIGH,3,P2_URGENT,3,4.2,2,7,35,12,47,78.3,0,1.0,12.949986,80.139653,Open,CALIBRATED_SYNTHETIC
TMS_TASK_022156,2024-03-25,ENGINEERING,SEC_056,CRITICAL,4,P1_EMERGENCY,4,2.4,0,7,61,10,71,118.3,0,1.0,10.668382,78.502738,Open,CALIBRATED_SYNTHETIC
TMS_TASK_022157,2024-12-25,ENGINEERING,SEC_047,MEDIUM,2,P3_NORMAL,2,4.3,1,7,37,18,55,91.7,1,1.45,10.88378,78.83158,Deferred,CALIBRATED_SYNTHETIC
TMS_TASK_022158,2024-04-21,ENGINEERING,SEC_003,HIGH,3,P2_URGENT,3,1.8,4,7,50,10,60,100.0,1,1.45,13.005503,80.209592,Deferred,CALIBRATED_SYNTHETIC
TMS_TASK_022159,2024-03-28,ENGINEERING,SEC_002,HIGH,3,P2_URGENT,3,4.5,0,7,58,12,70,116.7,0,1.0,13.035243,80.226318,In-Progress,CALIBRATED_SYNTHETIC
TMS_TASK_022160,2024-12-05,ENGINEERING,SEC_054,CRITICAL,4,P1_EMERGENCY,4,3.9,1,7,50,18,68,113.3,0,1.0,10.788077,78.67654,Deferred,CALIBRATED_SYNTHETIC
TMS_TASK_022161,2024-05-20,ENGINEERING,SEC_037,CRITICAL,4,P1_EMERGENCY,4,2.9,1,7,31,14,45,75.0,0,1.0,11.386342,79.220273,Deferred,CALIBRATED_SYNTHETIC
TMS_TASK_022162,2024-08-22,ENGINEERING,SEC_056,HIGH,3,P2_URGENT,3,2.6,0,7,61,10,71,118.3,0,1.0,10.631007,78.450923,In-Progress,CALIBRATED_SYNTHETIC
TMS_TASK_022163,2024-11-08,ENGINEERING,SEC_031,HIGH,3,P2_URGENT,3,3.7,0,7,35,8,43,71.7,0,1.0,11.907488,79.464696,Completed,CALIBRATED_SYNTHETIC
TMS_TASK_022164,2024-09-27,ENGINEERING,SEC_012,HIGH,3,P2_URGENT,3,4.5,1,7,53,16,69,115.0,0,1.0,12.900989,80.091904,In-Progress,CALIBRATED_SYNTHETIC
TMS_TASK_022165,2024-06-13,ENGINEERING,SEC_058,CRITICAL,4,P1_EMERGENCY,4,2.5,4,7,56,16,72,120.0,0,1.0,10.553675,78.32768,Open,CALIBRATED_SYNTHETIC
TMS_TASK_022166,2024-11-06,ENGINEERING,SEC_067,HIGH,3,P2_URGENT,3,1.8,0,7,47,12,59,210.7,0,1.0,8.821259,78.049231,Completed,CALIBRATED_SYNTHETIC
TMS_TASK_022167,2024-01-24,ENGINEERING,SEC_026,HIGH,3,P2_URGENT,3,3.7,0,7,31,14,45,75.0,0,1.0,12.165408,79.605831,Open,CALIBRATED_SYNTHETIC
TMS_TASK_022168,2024-07-08,ENGINEERING,SEC_012,HIGH,3,P2_URGENT,3,2.5,0,7,53,16,69,115.0,0,1.0,12.899591,80.090872,Open,CALIBRATED_SYNTHETIC
TMS_TASK_022169,2024-08-02,ENGINEERING,SEC_016,CRITICAL,4,P1_EMERGENCY,4,4.2,0,7,60,12,72,120.0,0,1.0,12.787829,80.016129,Completed,CALIBRATED_SYNTHETIC
TMS_TASK_022170,2024-05-19,ENGINEERING,SEC_053,MEDIUM,2,P3_NORMAL,2,3.5,4,7,41,16,57,95.0,0,1.0,10.80103,78.689714,In-Progress,CALIBRATED_SYNTHETIC
TMS_TASK_022171,2024-05-21,ENGINEERING,SEC_049,CRITICAL,4,P1_EMERGENCY,4,2.3,0,7,59,12,71,118.3,0,1.0,10.871472,78.753483,Completed,CALIBRATED_SYNTHETIC
TMS_TASK_022172,2024-03-30,ENGINEERING,SEC_049,CRITICAL,4,P1_EMERGENCY,4,2.6,0,7,59,12,71,118.3,0,1.0,10.866226,78.731569,Completed,CALIBRATED_SYNTHETIC
TMS_TASK_022173,2024-07-25,ENGINEERING,SEC_007,CRITICAL,4,P1_EMERGENCY,4,4.4,0,7,26,14,40,66.7,0,1.0,12.970205,80.154856,Open,CALIBRATED_SYNTHETIC
TMS_TASK_022174,2024-02-03,ENGINEERING,SEC_015,CRITICAL,4,P1_EMERGENCY,4,3.8,0,7,34,16,50,83.3,0,1.0,12.821392,80.039013,Completed,CALIBRATED_SYNTHETIC
TMS_TASK_022175,2024-11-18,ENGINEERING,SEC_036,HIGH,3,P2_URGENT,3,2.5,0,7,29,8,37,61.7,0,1.0,11.403964,79.224712,Completed,CALIBRATED_SYNTHETIC
TMS_TASK_022176,2024-11-25,ENGINEERING,SEC_015,CRITICAL,4,P1_EMERGENCY,4,4.4,0,7,34,16,50,83.3,0,1.0,12.83162,80.04701,Deferred,CALIBRATED_SYNTHETIC
TMS_TASK_022177,2024-10-04,ENGINEERING,SEC_062,MEDIUM,2,P3_NORMAL,2,3.7,3,7,54,10,64,106.7,0,1.0,10.341045,78.10311,Deferred,CALIBRATED_SYNTHETIC
TMS_TASK_022178,2024-02-28,ENGINEERING,SEC_018,CRITICAL,4,P1_EMERGENCY,4,2.6,0,7,32,12,44,73.3,0,1.0,12.642142,79.976704,In-Progress,CALIBRATED_SYNTHETIC
TMS_TASK_022179,2024-02-21,ENGINEERING,SEC_046,MEDIUM,2,P3_NORMAL,2,1.8,2,7,61,14,75,125.0,0,1.0,10.935789,78.911613,Open,CALIBRATED_SYNTHETIC
TMS_TASK_022180,2024-12-07,ENGINEERING,SEC_061,HIGH,3,P2_URGENT,3,2.1,0,7,25,12,37,61.7,0,1.0,10.476787,78.148346,In-Progress,CALIBRATED_SYNTHETIC
TMS_TASK_022181,2024-09-12,ENGINEERING,SEC_043,HIGH,3,P2_URGENT,3,2.3,2,7,25,14,39,65.0,0,1.0,11.060503,79.020929,Deferred,CALIBRATED_SYNTHETIC
TMS_TASK_022182,2024-06-13,ENGINEERING,SEC_044,CRITICAL,4,P1_EMERGENCY,4,4.3,2,7,27,18,45,75.0,0,1.0,10.982439,78.964743,Open,CALIBRATED_SYNTHETIC
TMS_TASK_022183,2024-07-24,ENGINEERING,SEC_066,CRITICAL,4,P1_EMERGENCY,4,2.2,1,7,59,12,71,253.6,0,1.0,9.112867,78.055798,Open,CALIBRATED_SYNTHETIC
TMS_TASK_022184,2024-08-01,ENGINEERING,SEC_055,MEDIUM,2,P3_NORMAL,2,3.6,0,7,53,16,69,115.0,0,1.0,10.703008,78.551109,In-Progress,CALIBRATED_SYNTHETIC
TMS_TASK_022185,2024-06-05,ENGINEERING,SEC_039,MEDIUM,2,P3_NORMAL,2,2.0,4,7,42,18,60,100.0,0,1.0,11.278082,79.181472,Deferred,CALIBRATED_SYNTHETIC
TMS_TASK_022186,2024-04-23,ENGINEERING,SEC_005,MEDIUM,2,P3_NORMAL,2,3.9,0,7,60,12,72,120.0,1,1.7,12.986465,80.178915,Open,CALIBRATED_SYNTHETIC
TMS_TASK_022187,2024-09-12,ENGINEERING,SEC_057,HIGH,3,P2_URGENT,3,2.0,0,7,48,16,64,106.7,0,1.0,10.574483,78.365762,Open,CALIBRATED_SYNTHETIC
TMS_TASK_022188,2024-01-02,ENGINEERING,SEC_015,CRITICAL,4,P1_EMERGENCY,4,2.5,0,7,34,16,50,83.3,0,1.0,12.822093,80.039561,Open,CALIBRATED_SYNTHETIC
TMS_TASK_022189,2024-11-18,ENGINEERING,SEC_016,HIGH,3,P2_URGENT,3,2.7,0,7,60,12,72,120.0,0,1.0,12.775312,80.008713,Completed,CALIBRATED_SYNTHETIC
TMS_TASK_022190,2024-08-08,ENGINEERING,SEC_057,HIGH,3,P2_URGENT,3,4.6,0,7,48,16,64,106.7,0,1.0,10.59626,78.400459,In-Progress,CALIBRATED_SYNTHETIC
TMS_TASK_022191,2024-06-30,ENGINEERING,SEC_025,HIGH,3,P2_URGENT,3,2.8,4,7,29,8,37,61.7,0,1.0,12.264541,79.683938,In-Progress,CALIBRATED_SYNTHETIC
TMS_TASK_022192,2024-12-14,ENGINEERING,SEC_022,MEDIUM,2,P3_NORMAL,2,1.7,3,7,44,10,54,90.0,0,1.0,12.376639,79.790957,Deferred,CALIBRATED_SYNTHETIC
TMS_TASK_022193,2024-09-12,ENGINEERING,SEC_031,HIGH,3,P2_URGENT,3,3.6,0,7,35,8,43,71.7,0,1.0,11.90623,79.463429,Open,CALIBRATED_SYNTHETIC
TMS_TASK_022194,2024-03-02,ENGINEERING,SEC_034,HIGH,3,P2_URGENT,3,3.7,0,7,40,16,56,93.3,0,1.0,11.578899,79.315979,Open,CALIBRATED_SYNTHETIC
TMS_TASK_022195,2024-07-10,ENGINEERING,SEC_016,CRITICAL,4,P1_EMERGENCY,4,2.6,0,7,60,12,72,120.0,0,1.0,12.789348,80.017029,Open,CALIBRATED_SYNTHETIC
TMS_TASK_022196,2024-07-31,ENGINEERING,SEC_059,CRITICAL,4,P1_EMERGENCY,4,2.8,0,7,39,12,51,85.0,0,1.0,10.524165,78.251517,Open,CALIBRATED_SYNTHETIC
TMS_TASK_022197,2024-08-23,ENGINEERING,SEC_015,MEDIUM,2,P3_NORMAL,2,4.4,0,7,34,16,50,83.3,0,1.0,12.833082,80.048153,Deferred,CALIBRATED_SYNTHETIC
TMS_TASK_022198,2024-06-18,ENGINEERING,SEC_013,HIGH,3,P2_URGENT,3,4.4,0,7,42,8,50,83.3,0,1.0,12.87103,80.07398,Open,CALIBRATED_SYNTHETIC
TMS_TASK_022199,2024-06-11,ENGINEERING,SEC_024,HIGH,3,P2_URGENT,3,4.5,0,7,60,8,68,113.3,0,1.0,12.312508,79.728437,Open,CALIBRATED_SYNTHETIC
TMS_TASK_022200,2024-10-19,ENGINEERING,SEC_013,CRITICAL,4,P1_EMERGENCY,4,4.2,1,7,42,8,50,83.3,0,1.0,12.88707,80.08255,Open,CALIBRATED_SYNTHETIC
TMS_TASK_022201,2024-04-19,ENGINEERING,SEC_065,HIGH,3,P2_URGENT,3,2.2,0,7,50,18,68,113.3,0,1.0,9.631749,78.091479,Completed,CALIBRATED_SYNTHETIC
TMS_TASK_022202,2024-10-18,ENGINEERING,SEC_036,CRITICAL,4,P1_EMERGENCY,4,3.9,0,7,29,8,37,61.7,0,1.0,11.412631,79.230594,Open,CALIBRATED_SYNTHETIC
TMS_TASK_022203,2024-06-19,ENGINEERING,SEC_049,MEDIUM,2,P3_NORMAL,2,3.5,0,7,59,12,71,118.3,0,1.0,10.869883,78.746847,Open,CALIBRATED_SYNTHETIC
TMS_TASK_022204,2024-07-25,ENGINEERING,SEC_048,MEDIUM,2,P3_NORMAL,2,3.6,0,7,28,8,36,60.0,0,1.0,10.874097,78.788867,Completed,CALIBRATED_SYNTHETIC
TMS_TASK_022205,2024-07-05,ENGINEERING,SEC_043,HIGH,3,P2_URGENT,3,4.6,0,7,25,14,39,65.0,0,1.0,11.037602,79.010623,Completed,CALIBRATED_SYNTHETIC
TMS_TASK_022206,2024-09-15,ENGINEERING,SEC_006,MEDIUM,2,P3_NORMAL,2,2.6,1,7,52,10,62,103.3,0,1.0,12.983729,80.172965,Deferred,CALIBRATED_SYNTHETIC
TMS_TASK_022207,2024-01-28,ENGINEERING,SEC_068,HIGH,3,P2_URGENT,3,4.1,0,7,59,18,77,275.0,0,1.0,8.809087,78.118391,In-Progress,CALIBRATED_SYNTHETIC
TMS_TASK_022208,2024-04-14,ENGINEERING,SEC_014,HIGH,3,P2_URGENT,3,2.4,0,7,45,10,55,91.7,1,1.4,12.854051,80.063377,Completed,CALIBRATED_SYNTHETIC
TMS_TASK_022209,2024-12-30,ENGINEERING,SEC_030,MEDIUM,2,P3_NORMAL,2,4.4,4,7,46,10,56,93.3,0,1.0,11.987812,79.50986,Deferred,CALIBRATED_SYNTHETIC
TMS_TASK_022210,2024-01-11,ENGINEERING,SEC_008,HIGH,3,P2_URGENT,3,2.3,2,7,40,10,50,83.3,0,1.0,12.963869,80.149429,Deferred,CALIBRATED_SYNTHETIC
TMS_TASK_022211,2024-07-09,ENGINEERING,SEC_054,MEDIUM,2,P3_NORMAL,2,1.8,0,7,50,18,68,113.3,0,1.0,10.772181,78.654064,Open,CALIBRATED_SYNTHETIC
TMS_TASK_022212,2024-09-17,ENGINEERING,SEC_066,MEDIUM,2,P3_NORMAL,2,3.5,0,7,59,12,71,253.6,0,1.0,9.255418,78.072098,In-Progress,CALIBRATED_SYNTHETIC
TMS_TASK_022213,2024-06-08,ENGINEERING,SEC_004,CRITICAL,4,P1_EMERGENCY,4,4.0,0,7,56,14,70,116.7,0,1.0,12.993352,80.195458,Open,CALIBRATED_SYNTHETIC
TMS_TASK_022214,2024-01-02,ENGINEERING,SEC_060,HIGH,3,P2_URGENT,3,2.4,2,7,35,12,47,78.3,0,1.0,10.517251,78.232459,Open,CALIBRATED_SYNTHETIC
TMS_TASK_022215,2024-08-29,ENGINEERING,SEC_053,HIGH,3,P2_URGENT,3,2.5,4,7,41,16,57,95.0,0,1.0,10.795826,78.686312,Deferred,CALIBRATED_SYNTHETIC
TMS_TASK_022216,2024-12-10,ENGINEERING,SEC_015,CRITICAL,4,P1_EMERGENCY,4,3.7,4,7,34,16,50,83.3,0,1.0,12.812132,80.031774,In-Progress,CALIBRATED_SYNTHETIC
TMS_TASK_022217,2024-10-14,ENGINEERING,SEC_001,MEDIUM,2,P3_NORMAL,2,2.1,0,7,53,16,69,115.0,0,1.0,13.061743,80.247752,Completed,CALIBRATED_SYNTHETIC
TMS_TASK_022218,2024-02-02,ENGINEERING,SEC_022,MEDIUM,2,P3_NORMAL,2,4.6,0,7,44,10,54,90.0,0,1.0,12.415932,79.822603,Completed,CALIBRATED_SYNTHETIC
TMS_TASK_022219,2024-04-29,ENGINEERING,SEC_015,CRITICAL,4,P1_EMERGENCY,4,4.0,1,7,34,16,50,83.3,0,1.0,12.840781,80.054172,Open,CALIBRATED_SYNTHETIC
TMS_TASK_022220,2024-06-11,ENGINEERING,SEC_022,CRITICAL,4,P1_EMERGENCY,4,2.7,0,7,44,10,54,90.0,0,1.0,12.419061,79.825124,Completed,CALIBRATED_SYNTHETIC
TMS_TASK_022221,2024-03-25,ENGINEERING,SEC_050,HIGH,3,P2_URGENT,3,3.5,0,7,30,12,42,70.0,0,1.0,10.840896,78.700151,Completed,CALIBRATED_SYNTHETIC
TMS_TASK_022222,2024-10-02,ENGINEERING,SEC_048,CRITICAL,4,P1_EMERGENCY,4,2.4,0,7,28,8,36,60.0,1,1.25,10.873384,78.774601,Completed,CALIBRATED_SYNTHETIC
TMS_TASK_022223,2024-09-02,ENGINEERING,SEC_051,HIGH,3,P2_URGENT,3,2.8,0,7,31,16,47,78.3,0,1.0,10.828616,78.700371,Deferred,CALIBRATED_SYNTHETIC
TMS_TASK_022224,2024-07-21,ENGINEERING,SEC_017,HIGH,3,P2_URGENT,3,4.4,0,7,52,12,64,106.7,0,1.0,12.751551,79.99771,In-Progress,CALIBRATED_SYNTHETIC
TMS_TASK_022225,2024-11-17,ENGINEERING,SEC_051,HIGH,3,P2_URGENT,3,4.8,0,7,31,16,47,78.3,0,1.0,10.826879,78.69364,Completed,CALIBRATED_SYNTHETIC
TMS_TASK_022226,2024-07-27,ENGINEERING,SEC_037,MEDIUM,2,P3_NORMAL,2,3.8,0,7,31,14,45,75.0,0,1.0,11.38408,79.220144,Open,CALIBRATED_SYNTHETIC
TMS_TASK_022227,2024-08-13,ENGINEERING,SEC_049,CRITICAL,4,P1_EMERGENCY,4,3.9,0,7,59,12,71,118.3,0,1.0,10.866842,78.734143,Completed,CALIBRATED_SYNTHETIC
TMS_TASK_022228,2024-06-01,ENGINEERING,SEC_059,MEDIUM,2,P3_NORMAL,2,4.7,0,7,39,12,51,85.0,0,1.0,10.526751,78.259198,In-Progress,CALIBRATED_SYNTHETIC
TMS_TASK_022229,2024-08-29,ENGINEERING,SEC_010,MEDIUM,2,P3_NORMAL,2,4.6,0,7,38,10,48,80.0,0,1.0,12.931821,80.124821,Deferred,CALIBRATED_SYNTHETIC
TMS_TASK_022230,2024-05-14,ENGINEERING,SEC_030,CRITICAL,4,P1_EMERGENCY,4,4.0,0,7,46,10,56,93.3,0,1.0,11.970109,79.505748,Open,CALIBRATED_SYNTHETIC
TMS_TASK_022231,2024-08-27,ENGINEERING,SEC_021,HIGH,3,P2_URGENT,3,3.6,0,7,24,12,36,60.0,0,1.0,12.499862,79.889454,Deferred,CALIBRATED_SYNTHETIC
TMS_TASK_022232,2024-01-23,ENGINEERING,SEC_034,MEDIUM,2,P3_NORMAL,2,2.4,2,7,40,16,56,93.3,0,1.0,11.578307,79.315986,Deferred,CALIBRATED_SYNTHETIC
TMS_TASK_022233,2024-05-25,ENGINEERING,SEC_050,HIGH,3,P2_URGENT,3,2.1,0,7,30,12,42,70.0,0,1.0,10.856154,78.696348,Open,CALIBRATED_SYNTHETIC
TMS_TASK_022234,2024-06-05,ENGINEERING,SEC_047,MEDIUM,2,P3_NORMAL,2,4.5,4,7,37,18,55,91.7,0,1.0,10.877871,78.820091,Deferred,CALIBRATED_SYNTHETIC
TMS_TASK_022235,2024-04-02,ENGINEERING,SEC_006,CRITICAL,4,P1_EMERGENCY,4,1.9,0,7,52,10,62,103.3,0,1.0,12.983365,80.172168,Open,CALIBRATED_SYNTHETIC
TMS_TASK_022236,2024-03-18,ENGINEERING,SEC_050,CRITICAL,4,P1_EMERGENCY,4,2.2,0,7,30,12,42,70.0,0,1.0,10.851669,78.697466,Open,CALIBRATED_SYNTHETIC
TMS_TASK_022237,2024-07-26,ENGINEERING,SEC_063,HIGH,3,P2_URGENT,3,2.7,1,7,41,18,59,98.3,0,1.0,9.943141,78.10583,Deferred,CALIBRATED_SYNTHETIC
TMS_TASK_022238,2024-06-10,ENGINEERING,SEC_012,HIGH,3,P2_URGENT,3,4.3,0,7,53,16,69,115.0,0,1.0,12.903989,80.09412,In-Progress,CALIBRATED_SYNTHETIC
TMS_TASK_022239,2024-06-17,ENGINEERING,SEC_041,HIGH,3,P2_URGENT,3,4.0,3,7,29,8,37,61.7,1,1.3,11.159196,79.073597,Deferred,CALIBRATED_SYNTHETIC
TMS_TASK_022240,2024-07-31,ENGINEERING,SEC_031,MEDIUM,2,P3_NORMAL,2,2.0,0,7,35,8,43,71.7,0,1.0,11.932953,79.490343,Open,CALIBRATED_SYNTHETIC
TMS_TASK_022241,2024-05-27,ENGINEERING,SEC_002,HIGH,3,P2_URGENT,3,4.8,0,7,58,12,70,116.7,0,1.0,13.020259,80.218587,Open,CALIBRATED_SYNTHETIC
TMS_TASK_022242,2024-10-07,ENGINEERING,SEC_016,HIGH,3,P2_URGENT,3,3.4,1,7,60,12,72,120.0,0,1.0,12.777802,80.010188,Deferred,CALIBRATED_SYNTHETIC
TMS_TASK_022243,2024-04-30,ENGINEERING,SEC_001,MEDIUM,2,P3_NORMAL,2,3.3,0,7,53,16,69,115.0,0,1.0,13.064424,80.250014,Deferred,CALIBRATED_SYNTHETIC
TMS_TASK_022244,2024-11-16,ENGINEERING,SEC_004,HIGH,3,P2_URGENT,3,2.4,0,7,56,14,70,116.7,0,1.0,12.991464,80.190227,In-Progress,CALIBRATED_SYNTHETIC
TMS_TASK_022245,2024-02-07,ENGINEERING,SEC_047,CRITICAL,4,P1_EMERGENCY,4,4.2,0,7,37,18,55,91.7,0,1.0,10.891083,78.845779,Completed,CALIBRATED_SYNTHETIC
TMS_TASK_022246,2024-10-22,ENGINEERING,SEC_065,HIGH,3,P2_URGENT,3,3.8,0,7,50,18,68,113.3,0,1.0,9.83857,78.069465,In-Progress,CALIBRATED_SYNTHETIC
TMS_TASK_022247,2024-01-09,ENGINEERING,SEC_052,HIGH,3,P2_URGENT,3,2.2,0,7,36,16,52,86.7,0,1.0,10.8237,78.689622,In-Progress,CALIBRATED_SYNTHETIC
TMS_TASK_022248,2024-01-01,ENGINEERING,SEC_047,HIGH,3,P2_URGENT,3,2.0,0,7,37,18,55,91.7,1,1.3,10.889475,78.842653,Deferred,CALIBRATED_SYNTHETIC
TMS_TASK_022249,2024-05-25,ENGINEERING,SEC_050,MEDIUM,2,P3_NORMAL,2,3.2,0,7,30,12,42,70.0,0,1.0,10.844443,78.699267,Open,CALIBRATED_SYNTHETIC
TMS_TASK_022250,2024-09-19,ENGINEERING,SEC_045,MEDIUM,2,P3_NORMAL,2,4.2,0,7,29,14,43,71.7,0,1.0,10.949962,78.929612,Open,CALIBRATED_SYNTHETIC
TMS_TASK_022251,2024-05-04,ENGINEERING,SEC_042,MEDIUM,2,P3_NORMAL,2,2.0,0,7,52,8,60,100.0,0,1.0,11.112071,79.046468,Completed,CALIBRATED_SYNTHETIC
TMS_TASK_022252,2024-07-03,ENGINEERING,SEC_056,CRITICAL,4,P1_EMERGENCY,4,3.9,0,7,61,10,71,118.3,0,1.0,10.680821,78.519983,Completed,CALIBRATED_SYNTHETIC
