mast_number,section_id,equivalent_km
OHE_SEC_030_2764,SEC_030,161.786
OHE_SEC_030_2765,SEC_030,161.963
OHE_SEC_030_2766,SEC_030,162.141
OHE_SEC_030_2767,SEC_030,162.318
OHE_SEC_030_2768,SEC_030,162.492
OHE_SEC_030_2769,SEC_030,162.67
OHE_SEC_030_2770,SEC_030,162.847
OHE_SEC_031_2771,SEC_031,162.847
OHE_SEC_031_2772,SEC_031,163.687
OHE_SEC_031_2773,SEC_031,164.542
OHE_SEC_031_2774,SEC_031,165.381
OHE_SEC_031_2775,SEC_031,166.221
OHE_SEC_031_2776,SEC_031,167.076
OHE_SEC_031_2777,SEC_031,167.916
OHE_SEC_031_2778,SEC_031,168.756
OHE_SEC_031_2779,SEC_031,169.595
OHE_SEC_031_2780,SEC_031,170.45
OHE_SEC_031_2781,SEC_031,171.29
OHE_SEC_032_2782,SEC_032,171.29
OHE_SEC_032_2783,SEC_032,171.337
OHE_SEC_032_2784,SEC_032,171.384
OHE_SEC_032_2785,SEC_032,171.432
OHE_SEC_032_2786,SEC_032,171.479
OHE_SEC_032_2787,SEC_032,171.527
OHE_SEC_032_2788,SEC_032,171.574
OHE_SEC_032_2789,SEC_032,171.622
OHE_SEC_032_2790,SEC_032,171.669
OHE_SEC_032_2791,SEC_032,171.716
OHE_SEC_032_2792,SEC_032,171.763
OHE_SEC_032_2793,SEC_032,171.811
OHE_SEC_032_2794,SEC_032,171.858
OHE_SEC_032_2795,SEC_032,171.906
OHE_SEC_032_2796,SEC_032,171.953
OHE_SEC_032_2797,SEC_032,172.001
OHE_SEC_032_2798,SEC_032,172.048
OHE_SEC_032_2799,SEC_032,172.095
OHE_SEC_032_2800,SEC_032,172.142
OHE_SEC_032_2801,SEC_032,172.19
OHE_SEC_032_2802,SEC_032,172.237
OHE_SEC_032_2803,SEC_032,172.285
OHE_SEC_032_2804,SEC_032,172.332
OHE_SEC_032_2805,SEC_032,172.38
OHE_SEC_032_2806,SEC_032,172.427
OHE_SEC_032_2807,SEC_032,172.474
OHE_SEC_032_2808,SEC_032,172.521
OHE_SEC_032_2809,SEC_032,172.568
OHE_SEC_032_2810,SEC_032,172.616
OHE_SEC_032_2811,SEC_032,172.663
OHE_SEC_032_2812,SEC_032,172.711
OHE_SEC_032_2813,SEC_032,172.758
OHE_SEC_032_2814,SEC_032,172.806
OHE_SEC_032_2815,SEC_032,172.853
OHE_SEC_032_2816,SEC_032,172.9
OHE_SEC_032_2817,SEC_032,172.947
OHE_SEC_032_2818,SEC_032,172.995
OHE_SEC_032_2819,SEC_032,173.042
OHE_SEC_032_2820,SEC_032,173.09
OHE_SEC_032_2821,SEC_032,173.137
OHE_SEC_032_2822,SEC_032,173.185
OHE_SEC_032_2823,SEC_032,173.232
OHE_SEC_032_2824,SEC_032,173.279
OHE_SEC_032_2825,SEC_032,173.326
OHE_SEC_032_2826,SEC_032,173.374
OHE_SEC_032_2827,SEC_032,173.421
OHE_SEC_032_2828,SEC_032,173.469
OHE_SEC_032_2829,SEC_032,173.516
OHE_SEC_032_2830,SEC_032,173.564
OHE_SEC_032_2831,SEC_032,173.611
OHE_SEC_032_2832,SEC_032,173.658
OHE_SEC_032_2833,SEC_032,173.705
OHE_SEC_032_2834,SEC_032,173.752
OHE_SEC_032_2835,SEC_032,173.8
OHE_SEC_032_2836,SEC_032,173.847
OHE_SEC_032_2837,SEC_032,173.895
OHE_SEC_032_2838,SEC_032,173.942
OHE_SEC_032_2839,SEC_032,173.99
OHE_SEC_032_2840,SEC_032,174.037
OHE_SEC_032_2841,SEC_032,174.084
OHE_SEC_032_2842,SEC_032,174.131
OHE_SEC_032_2843,SEC_032,174.179
OHE_SEC_032_2844,SEC_032,174.226
OHE_SEC_032_2845,SEC_032,174.274
OHE_SEC_032_2846,SEC_032,174.321
OHE_SEC_032_2847,SEC_032,174.369
OHE_SEC_032_2848,SEC_032,174.416
OHE_SEC_032_2849,SEC_032,174.463
OHE_SEC_032_2850,SEC_032,174.51
OHE_SEC_032_2851,SEC_032,174.558
OHE_SEC_032_2852,SEC_032,174.605
OHE_SEC_032_2853,SEC_032,174.653
OHE_SEC_032_2854,SEC_032,174.7
OHE_SEC_032_2855,SEC_032,174.748
OHE_SEC_032_2856,SEC_032,174.795
OHE_SEC_032_2857,SEC_032,174.842
OHE_SEC_032_2858,SEC_032,174.889
OHE_SEC_032_2859,SEC_032,174.936
OHE_SEC_032_2860,SEC_032,174.984
OHE_SEC_032_2861,SEC_032,175.031
OHE_SEC_032_2862,SEC_032,175.079
OHE_SEC_032_2863,SEC_032,175.126
OHE_SEC_032_2864,SEC_032,175.174
OHE_SEC_032_2865,SEC_032,175.221
OHE_SEC_032_2866,SEC_032,175.268
OHE_SEC_032_2867,SEC_032,175.315
OHE_SEC_032_2868,SEC_032,175.363
OHE_SEC_032_2869,SEC_032,175.41
OHE_SEC_032_2870,SEC_032,175.458
OHE_SEC_032_2871,SEC_032,175.505
OHE_SEC_032_2872,SEC_032,175.553
OHE_SEC_032_2873,SEC_032,175.6
OHE_SEC_032_2874,SEC_032,175.647
OHE_SEC_032_2875,SEC_032,175.694
OHE_SEC_032_2876,SEC_032,175.742
OHE_SEC_032_2877,SEC_032,175.789
OHE_SEC_032_2878,SEC_032,175.837
OHE_SEC_032_2879,SEC_032,175.884
OHE_SEC_032_2880,SEC_032,175.932
OHE_SEC_032_2881,SEC_032,175.979
OHE_SEC_032_2882,SEC_032,176.026
OHE_SEC_032_2883,SEC_032,176.073
OHE_SEC_032_2884,SEC_032,176.12
OHE_SEC_032_2885,SEC_032,176.168
OHE_SEC_032_2886,SEC_032,176.215
OHE_SEC_032_2887,SEC_032,176.263
OHE_SEC_032_2888,SEC_032,176.31
OHE_SEC_032_2889,SEC_032,176.358
OHE_SEC_032_2890,SEC_032,176.405
OHE_SEC_032_2891,SEC_032,176.452
OHE_SEC_032_2892,SEC_032,176.499
OHE_SEC_032_2893,SEC_032,176.547
OHE_SEC_032_2894,SEC_032,176.594
OHE_SEC_032_2895,SEC_032,176.642
OHE_SEC_032_2896,SEC_032,176.689
OHE_SEC_032_2897,SEC_032,176.737
OHE_SEC_032_2898,SEC_032,176.784
OHE_SEC_032_2899,SEC_032,176.831
OHE_SEC_032_2900,SEC_032,176.878
OHE_SEC_032_2901,SEC_032,176.926
OHE_SEC_032_2902,SEC_032,176.973
OHE_SEC_032_2903,SEC_032,177.021
OHE_SEC_032_2904,SEC_032,177.068
OHE_SEC_032_2905,SEC_032,177.116
OHE_SEC_032_2906,SEC_032,177.163
OHE_SEC_032_2907,SEC_032,177.21
OHE_SEC_032_2908,SEC_032,177.257
OHE_SEC_032_2909,SEC_032,177.304
OHE_SEC_032_2910,SEC_032,177.352
OHE_SEC_032_2911,SEC_032,177.399
OHE_SEC_032_2912,SEC_032,177.447
OHE_SEC_032_2913,SEC_032,177.494
OHE_SEC_032_2914,SEC_032,177.542
OHE_SEC_032_2915,SEC_032,177.589
OHE_SEC_032_2916,SEC_032,177.636
OHE_SEC_032_2917,SEC_032,177.683
OHE_SEC_032_2918,SEC_032,177.731
OHE_SEC_032_2919,SEC_032,177.778
OHE_SEC_032_2920,SEC_032,177.826
OHE_SEC_032_2921,SEC_032,177.873
OHE_SEC_032_2922,SEC_032,177.921
OHE_SEC_032_2923,SEC_032,177.968
OHE_SEC_032_2924,SEC_032,178.015
OHE_SEC_032_2925,SEC_032,178.062
OHE_SEC_032_2926,SEC_032,178.11
OHE_SEC_032_2927,SEC_032,178.157
OHE_SEC_032_2928,SEC_032,178.205
OHE_SEC_032_2929,SEC_032,178.252
OHE_SEC_032_2930,SEC_032,178.3
OHE_SEC_032_2931,SEC_032,178.347
OHE_SEC_032_2932,SEC_032,178.394
OHE_SEC_032_2933,SEC_032,178.441
OHE_SEC_032_2934,SEC_032,178.488
OHE_SEC_032_2935,SEC_032,178.536
OHE_SEC_032_2936,SEC_032,178.583
OHE_SEC_032_2937,SEC_032,178.631
OHE_SEC_032_2938,SEC_032,178.678
OHE_SEC_032_2939,SEC_032,178.726
OHE_SEC_032_2940,SEC_032,178.773
OHE_SEC_032_2941,SEC_032,178.82
OHE_SEC_032_2942,SEC_032,178.867
OHE_SEC_032_2943,SEC_032,178.915
OHE_SEC_032_2944,SEC_032,178.962
OHE_SEC_032_2945,SEC_032,179.01
OHE_SEC_032_2946,SEC_032,179.057
OHE_SEC_032_2947,SEC_032,179.105
OHE_SEC_032_2948,SEC_032,179.152
OHE_SEC_032_2949,SEC_032,179.199
OHE_SEC_032_2950,SEC_032,179.246
OHE_SEC_032_2951,SEC_032,179.294
OHE_SEC_032_2952,SEC_032,179.341
OHE_SEC_032_2953,SEC_032,179.389
OHE_SEC_032_2954,SEC_032,179.436
OHE_SEC_032_2955,SEC_032,179.484
OHE_SEC_032_2956,SEC_032,179.531
OHE_SEC_032_2957,SEC_032,179.578
OHE_SEC_033_2958,SEC_033,179.578
OHE_SEC_033_2959,SEC_033,180.149
OHE_SEC_033_2960,SEC_033,180.719
OHE_SEC_033_2961,SEC_033,181.29
OHE_SEC_033_2962,SEC_033,181.861
OHE_SEC_033_2963,SEC_033,182.431
OHE_SEC_033_2964,SEC_033,183.002
OHE_SEC_033_2965,SEC_033,183.573
OHE_SEC_033_2966,SEC_033,184.143
OHE_SEC_033_2967,SEC_033,184.703
OHE_SEC_033_2968,SEC_033,185.274
OHE_SEC_033_2969,SEC_033,185.844
OHE_SEC_033_2970,SEC_033,186.415
OHE_SEC_033_2971,SEC_033,186.986
OHE_SEC_033_2972,SEC_033,187.556
OHE_SEC_033_2973,SEC_033,188.127
OHE_SEC_033_2974,SEC_033,188.698
OHE_SEC_033_2975,SEC_033,189.268
OHE_SEC_033_2976,SEC_033,189.839
OHE_SEC_033_2977,SEC_033,190.41
OHE_SEC_033_2978,SEC_033,190.98
OHE_SEC_033_2979,SEC_033,191.551
OHE_SEC_033_2980,SEC_033,192.122
OHE_SEC_033_2981,SEC_033,192.692
OHE_SEC_033_2982,SEC_033,193.263
OHE_SEC_033_2983,SEC_033,193.834
OHE_SEC_033_2984,SEC_033,194.393
OHE_SEC_033_2985,SEC_033,194.964
OHE_SEC_033_2986,SEC_033,195.535
OHE_SEC_033_2987,SEC_033,196.105
OHE_SEC_033_2988,SEC_033,196.676
OHE_SEC_033_2989,SEC_033,197.247
OHE_SEC_033_2990,SEC_033,197.817
OHE_SEC_033_2991,SEC_033,198.388
OHE_SEC_033_2992,SEC_033,198.959
OHE_SEC_033_2993,SEC_033,199.529
OHE_SEC_033_2994,SEC_033,200.1
OHE_SEC_033_2995,SEC_033,200.671
OHE_SEC_033_2996,SEC_033,201.241
OHE_SEC_033_2997,SEC_033,201.812
OHE_SEC_033_2998,SEC_033,202.383
OHE_SEC_033_2999,SEC_033,202.953
OHE_SEC_033_3000,SEC_033,203.524
OHE_SEC_033_3001,SEC_033,204.084
OHE_SEC_033_3002,SEC_033,204.654
OHE_SEC_033_3003,SEC_033,205.225
OHE_SEC_033_3004,SEC_033,205.796
OHE_SEC_033_3005,SEC_033,206.366
OHE_SEC_033_3006,SEC_033,206.937
OHE_SEC_033_3007,SEC_033,207.508
OHE_SEC_033_3008,SEC_033,208.078
OHE_SEC_033_3009,SEC_033,208.649
OHE_SEC_034_3010,SEC_034,208.649
OHE_SEC_034_3011,SEC_034,209.887
OHE_SEC_034_3012,SEC_034,211.149
OHE_SEC_034_3013,SEC_034,212.387
OHE_SEC_034_3014,SEC_034,213.625
OHE_SEC_034_3015,SEC_034,214.888
OHE_SEC_034_3016,SEC_034,216.125
OHE_SEC_034_3017,SEC_034,217.388
OHE_SEC_034_3018,SEC_034,218.626
OHE_SEC_034_3019,SEC_034,219.864
OHE_SEC_034_3020,SEC_034,221.126
OHE_SEC_034_3021,SEC_034,222.364
OHE_SEC_035_3022,SEC_035,222.364
OHE_SEC_035_3023,SEC_035,222.545
OHE_SEC_035_3024,SEC_035,222.726
OHE_SEC_035_3025,SEC_035,222.907
OHE_SEC_035_3026,SEC_035,223.088
OHE_SEC_035_3027,SEC_035,223.269
OHE_SEC_035_3028,SEC_035,223.45
OHE_SEC_035_3029,SEC_035,223.631
OHE_SEC_035_3030,SEC_035,223.812
OHE_SEC_035_3031,SEC_035,223.993
OHE_SEC_035_3032,SEC_035,224.174
OHE_SEC_035_3033,SEC_035,224.355
OHE_SEC_035_3034,SEC_035,224.536
OHE_SEC_035_3035,SEC_035,224.713
OHE_SEC_035_3036,SEC_035,224.894
OHE_SEC_035_3037,SEC_035,225.075
OHE_SEC_035_3038,SEC_035,225.256
OHE_SEC_035_3039,SEC_035,225.437
OHE_SEC_035_3040,SEC_035,225.618
OHE_SEC_035_3041,SEC_035,225.799
OHE_SEC_035_3042,SEC_035,225.98
OHE_SEC_035_3043,SEC_035,226.161
OHE_SEC_035_3044,SEC_035,226.342
OHE_SEC_035_3045,SEC_035,226.523
OHE_SEC_035_3046,SEC_035,226.704
OHE_SEC_035_3047,SEC_035,226.885
OHE_SEC_035_3048,SEC_035,227.066
OHE_SEC_035_3049,SEC_035,227.247
OHE_SEC_035_3050,SEC_035,227.428
OHE_SEC_035_3051,SEC_035,227.609
OHE_SEC_035_3052,SEC_035,227.79
OHE_SEC_035_3053,SEC_035,227.971
OHE_SEC_035_3054,SEC_035,228.152
OHE_SEC_035_3055,SEC_035,228.333
OHE_SEC_035_3056,SEC_035,228.514
OHE_SEC_035_3057,SEC_035,228.695
OHE_SEC_035_3058,SEC_035,228.876
OHE_SEC_035_3059,SEC_035,229.053
OHE_SEC_035_3060,SEC_035,229.234
OHE_SEC_035_3061,SEC_035,229.415
OHE_SEC_035_3062,SEC_035,229.596
OHE_SEC_035_3063,SEC_035,229.777
OHE_SEC_035_3064,SEC_035,229.958
OHE_SEC_035_3065,SEC_035,230.139
OHE_SEC_035_3066,SEC_035,230.32
OHE_SEC_035_3067,SEC_035,230.501
OHE_SEC_035_3068,SEC_035,230.682
OHE_SEC_035_3069,SEC_035,230.863
OHE_SEC_035_3070,SEC_035,231.044
OHE_SEC_035_3071,SEC_035,231.225
OHE_SEC_036_3072,SEC_036,231.225
OHE_SEC_036_3073,SEC_036,231.837
OHE_SEC_036_3074,SEC_036,232.46
OHE_SEC_036_3075,SEC_036,233.072
OHE_SEC_036_3076,SEC_036,233.684
OHE_SEC_036_3077,SEC_036,234.308
OHE_SEC_036_3078,SEC_036,234.919
OHE_SEC_036_3079,SEC_036,235.531
OHE_SEC_036_3080,SEC_036,236.155
OHE_SEC_036_3081,SEC_036,236.767
OHE_SEC_036_3082,SEC_036,237.379
OHE_SEC_036_3083,SEC_036,237.99
OHE_SEC_036_3084,SEC_036,238.614
OHE_SEC_036_3085,SEC_036,239.226
OHE_SEC_036_3086,SEC_036,239.838
OHE_SEC_036_3087,SEC_036,240.461
OHE_SEC_036_3088,SEC_036,241.073
OHE_SEC_037_3089,SEC_037,241.073
OHE_SEC_037_3090,SEC_037,241.185
OHE_SEC_037_3091,SEC_037,241.296
OHE_SEC_037_3092,SEC_037,241.408
OHE_SEC_037_3093,SEC_037,241.52
OHE_SEC_037_3094,SEC_037,241.632
OHE_SEC_037_3095,SEC_037,241.743
OHE_SEC_037_3096,SEC_037,241.855
OHE_SEC_037_3097,SEC_037,241.969
OHE_SEC_037_3098,SEC_037,242.081
OHE_SEC_037_3099,SEC_037,242.192
OHE_SEC_037_3100,SEC_037,242.304
OHE_SEC_037_3101,SEC_037,242.416
OHE_SEC_037_3102,SEC_037,242.527
OHE_SEC_037_3103,SEC_037,242.639
OHE_SEC_037_3104,SEC_037,242.751
OHE_SEC_037_3105,SEC_037,242.863
OHE_SEC_037_3106,SEC_037,242.974
OHE_SEC_037_3107,SEC_037,243.086
OHE_SEC_037_3108,SEC_037,243.198
OHE_SEC_037_3109,SEC_037,243.309
OHE_SEC_037_3110,SEC_037,243.421
OHE_SEC_037_3111,SEC_037,243.535
OHE_SEC_037_3112,SEC_037,243.647
OHE_SEC_037_3113,SEC_037,243.758
OHE_SEC_037_3114,SEC_037,243.87
OHE_SEC_037_3115,SEC_037,243.982
OHE_SEC_037_3116,SEC_037,244.094
OHE_SEC_037_3117,SEC_037,244.205
OHE_SEC_037_3118,SEC_037,244.317
OHE_SEC_038_3119,SEC_038,244.317
OHE_SEC_038_3120,SEC_038,244.401
OHE_SEC_038_3121,SEC_038,244.484
OHE_SEC_038_3122,SEC_038,244.568
OHE_SEC_038_3123,SEC_038,244.653
OHE_SEC_038_3124,SEC_038,244.736
OHE_SEC_038_3125,SEC_038,244.82
OHE_SEC_038_3126,SEC_038,244.904
OHE_SEC_038_3127,SEC_038,244.987
OHE_SEC_038_3128,SEC_038,245.071
OHE_SEC_038_3129,SEC_038,245.156
OHE_SEC_038_3130,SEC_038,245.24
OHE_SEC_038_3131,SEC_038,245.323
OHE_SEC_038_3132,SEC_038,245.407
OHE_SEC_038_3133,SEC_038,245.49
OHE_SEC_038_3134,SEC_038,245.574
OHE_SEC_038_3135,SEC_038,245.659
OHE_SEC_038_3136,SEC_038,245.743
OHE_SEC_038_3137,SEC_038,245.826
OHE_SEC_038_3138,SEC_038,245.91
OHE_SEC_038_3139,SEC_038,245.993
OHE_SEC_038_3140,SEC_038,246.077
OHE_SEC_038_3141,SEC_038,246.162
OHE_SEC_038_3142,SEC_038,246.246
OHE_SEC_038_3143,SEC_038,246.329
OHE_SEC_038_3144,SEC_038,246.413
OHE_SEC_038_3145,SEC_038,246.496
OHE_SEC_038_3146,SEC_038,246.58
OHE_SEC_038_3147,SEC_038,246.665
OHE_SEC_038_3148,SEC_038,246.749
OHE_SEC_038_3149,SEC_038,246.832
OHE_SEC_038_3150,SEC_038,246.916
OHE_SEC_038_3151,SEC_038,246.999
OHE_SEC_038_3152,SEC_038,247.083
OHE_SEC_038_3153,SEC_038,247.168
OHE_SEC_038_3154,SEC_038,247.252
OHE_SEC_038_3155,SEC_038,247.335
OHE_SEC_038_3156,SEC_038,247.419
OHE_SEC_038_3157,SEC_038,247.502
OHE_SEC_038_3158,SEC_038,247.586
OHE_SEC_038_3159,SEC_038,247.671
OHE_SEC_038_3160,SEC_038,247.755
OHE_SEC_038_3161,SEC_038,247.838
OHE_SEC_038_3162,SEC_038,247.922
OHE_SEC_038_3163,SEC_038,248.005
OHE_SEC_038_3164,SEC_038,248.089
OHE_SEC_038_3165,SEC_038,248.174
OHE_SEC_038_3166,SEC_038,248.258
OHE_SEC_038_3167,SEC_038,248.341
OHE_SEC_038_3168,SEC_038,248.425
OHE_SEC_038_3169,SEC_038,248.508
OHE_SEC_038_3170,SEC_038,248.592
OHE_SEC_038_3171,SEC_038,248.677
OHE_SEC_038_3172,SEC_038,248.761
OHE_SEC_038_3173,SEC_038,248.844
OHE_SEC_038_3174,SEC_038,248.928
OHE_SEC_038_3175,SEC_038,249.011
OHE_SEC_038_3176,SEC_038,249.095
OHE_SEC_038_3177,SEC_038,249.18
OHE_SEC_038_3178,SEC_038,249.264
OHE_SEC_038_3179,SEC_038,249.347
OHE_SEC_038_3180,SEC_038,249.431
OHE_SEC_038_3181,SEC_038,249.514
OHE_SEC_038_3182,SEC_038,249.598
OHE_SEC_038_3183,SEC_038,249.683
OHE_SEC_038_3184,SEC_038,249.767
OHE_SEC_038_3185,SEC_038,249.85
OHE_SEC_038_3186,SEC_038,249.934
OHE_SEC_038_3187,SEC_038,250.018
OHE_SEC_038_3188,SEC_038,250.101
OHE_SEC_038_3189,SEC_038,250.186
OHE_SEC_038_3190,SEC_038,250.27
OHE_SEC_038_3191,SEC_038,250.353
OHE_SEC_038_3192,SEC_038,250.437
OHE_SEC_039_3193,SEC_039,250.437
OHE_SEC_039_3194,SEC_039,250.556
OHE_SEC_039_3195,SEC_039,250.678
OHE_SEC_039_3196,SEC_039,250.798
OHE_SEC_039_3197,SEC_039,250.917
OHE_SEC_039_3198,SEC_039,251.039
OHE_SEC_039_3199,SEC_039,251.158
OHE_SEC_039_3200,SEC_039,251.278
OHE_SEC_039_3201,SEC_039,251.399
OHE_SEC_039_3202,SEC_039,251.519
OHE_SEC_039_3203,SEC_039,251.638
OHE_SEC_039_3204,SEC_039,251.76
OHE_SEC_039_3205,SEC_039,251.879
OHE_SEC_039_3206,SEC_039,251.999
OHE_SEC_039_3207,SEC_039,252.12
OHE_SEC_039_3208,SEC_039,252.24
OHE_SEC_039_3209,SEC_039,252.359
OHE_SEC_039_3210,SEC_039,252.481
OHE_SEC_039_3211,SEC_039,252.6
OHE_SEC_039_3212,SEC_039,252.722
OHE_SEC_039_3213,SEC_039,252.842
OHE_SEC_039_3214,SEC_039,252.961
OHE_SEC_039_3215,SEC_039,253.083
OHE_SEC_039_3216,SEC_039,253.202
OHE_SEC_039_3217,SEC_039,253.322
OHE_SEC_039_3218,SEC_039,253.443
OHE_SEC_039_3219,SEC_039,253.563
OHE_SEC_039_3220,SEC_039,253.682
OHE_SEC_039_3221,SEC_039,253.804
OHE_SEC_039_3222,SEC_039,253.923
OHE_SEC_039_3223,SEC_039,254.043
OHE_SEC_039_3224,SEC_039,254.165
OHE_SEC_039_3225,SEC_039,254.284
OHE_SEC_039_3226,SEC_039,254.403
OHE_SEC_039_3227,SEC_039,254.525
OHE_SEC_039_3228,SEC_039,254.644
OHE_SEC_039_3229,SEC_039,254.764
OHE_SEC_039_3230,SEC_039,254.886
OHE_SEC_039_3231,SEC_039,255.005
OHE_SEC_039_3232,SEC_039,255.124
OHE_SEC_039_3233,SEC_039,255.246
OHE_SEC_039_3234,SEC_039,255.366
OHE_SEC_039_3235,SEC_039,255.485
OHE_SEC_039_3236,SEC_039,255.607
OHE_SEC_039_3237,SEC_039,255.726
OHE_SEC_039_3238,SEC_039,255.846
OHE_SEC_039_3239,SEC_039,255.967
OHE_SEC_039_3240,SEC_039,256.087
OHE_SEC_039_3241,SEC_039,256.206
OHE_SEC_039_3242,SEC_039,256.328
OHE_SEC_039_3243,SEC_039,256.447
OHE_SEC_039_3244,SEC_039,256.567
OHE_SEC_039_3245,SEC_039,256.689
OHE_SEC_039_3246,SEC_039,256.808
OHE_SEC_039_3247,SEC_039,256.93
OHE_SEC_039_3248,SEC_039,257.049
OHE_SEC_039_3249,SEC_039,257.169
OHE_SEC_039_3250,SEC_039,257.29
OHE_SEC_039_3251,SEC_039,257.41
OHE_SEC_039_3252,SEC_039,257.529
OHE_SEC_039_3253,SEC_039,257.651
OHE_SEC_039_3254,SEC_039,257.77
OHE_SEC_039_3255,SEC_039,257.89
OHE_SEC_039_3256,SEC_039,258.011
OHE_SEC_039_3257,SEC_039,258.131
OHE_SEC_039_3258,SEC_039,258.25
OHE_SEC_039_3259,SEC_039,258.372
OHE_SEC_039_3260,SEC_039,258.491
OHE_SEC_039_3261,SEC_039,258.611
OHE_SEC_039_3262,SEC_039,258.733
OHE_SEC_039_3263,SEC_039,258.852
OHE_SEC_040_3264,SEC_040,258.852
OHE_SEC_040_3265,SEC_040,259.321
OHE_SEC_040_3266,SEC_040,259.798
OHE_SEC_040_3267,SEC_040,260.267
OHE_SEC_040_3268,SEC_040,260.735
OHE_SEC_040_3269,SEC_040,261.213
OHE_SEC_040_3270,SEC_040,261.682
OHE_SEC_040_3271,SEC_040,262.15
OHE_SEC_040_3272,SEC_040,262.628
OHE_SEC_040_3273,SEC_040,263.097
OHE_SEC_040_3274,SEC_040,263.565
OHE_SEC_040_3275,SEC_040,264.043
OHE_SEC_040_3276,SEC_040,264.511
OHE_SEC_040_3277,SEC_040,264.98
OHE_SEC_040_3278,SEC_040,265.458
OHE_SEC_040_3279,SEC_040,265.926
OHE_SEC_040_3280,SEC_040,266.395
OHE_SEC_040_3281,SEC_040,266.872
OHE_SEC_040_3282,SEC_040,267.341
OHE_SEC_041_3283,SEC_041,267.341
OHE_SEC_041_3284,SEC_041,267.85
OHE_SEC_041_3285,SEC_041,268.348
OHE_SEC_041_3286,SEC_041,268.857
OHE_SEC_041_3287,SEC_041,269.356
OHE_SEC_041_3288,SEC_041,269.864
OHE_SEC_041_3289,SEC_041,270.363
OHE_SEC_041_3290,SEC_041,270.872
OHE_SEC_041_3291,SEC_041,271.371
OHE_SEC_041_3292,SEC_041,271.879
OHE_SEC_041_3293,SEC_041,272.378
OHE_SEC_041_3294,SEC_041,272.887
OHE_SEC_041_3295,SEC_041,273.386
OHE_SEC_041_3296,SEC_041,273.894
OHE_SEC_041_3297,SEC_041,274.393
OHE_SEC_041_3298,SEC_041,274.902
OHE_SEC_041_3299,SEC_041,275.4
OHE_SEC_041_3300,SEC_041,275.909
OHE_SEC_042_3301,SEC_042,275.909
OHE_SEC_042_3302,SEC_042,282.838
OHE_SEC_043_3303,SEC_043,282.838
OHE_SEC_043_3304,SEC_043,282.925
OHE_SEC_043_3305,SEC_043,283.014
OHE_SEC_043_3306,SEC_043,283.102
OHE_SEC_043_3307,SEC_043,283.191
OHE_SEC_043_3308,SEC_043,283.278
OHE_SEC_043_3309,SEC_043,283.365
OHE_SEC_043_3310,SEC_043,283.454
OHE_SEC_043_3311,SEC_043,283.541
OHE_SEC_043_3312,SEC_043,283.63
OHE_SEC_043_3313,SEC_043,283.718
OHE_SEC_043_3314,SEC_043,283.807
OHE_SEC_043_3315,SEC_043,283.894
OHE_SEC_043_3316,SEC_043,283.981
OHE_SEC_043_3317,SEC_043,284.07
OHE_SEC_043_3318,SEC_043,284.158
OHE_SEC_043_3319,SEC_043,284.247
OHE_SEC_043_3320,SEC_043,284.334
OHE_SEC_043_3321,SEC_043,284.421
OHE_SEC_043_3322,SEC_043,284.51
OHE_SEC_043_3323,SEC_043,284.597
OHE_SEC_043_3324,SEC_043,284.686
OHE_SEC_043_3325,SEC_043,284.774
OHE_SEC_043_3326,SEC_043,284.863
OHE_SEC_043_3327,SEC_043,284.95
OHE_SEC_043_3328,SEC_043,285.037
OHE_SEC_043_3329,SEC_043,285.126
OHE_SEC_043_3330,SEC_043,285.214
OHE_SEC_043_3331,SEC_043,285.303
OHE_SEC_043_3332,SEC_043,285.39
OHE_SEC_043_3333,SEC_043,285.477
OHE_SEC_043_3334,SEC_043,285.566
OHE_SEC_043_3335,SEC_043,285.653
OHE_SEC_043_3336,SEC_043,285.742
OHE_SEC_043_3337,SEC_043,285.83
OHE_SEC_043_3338,SEC_043,285.919
OHE_SEC_043_3339,SEC_043,286.006
OHE_SEC_043_3340,SEC_043,286.093
OHE_SEC_043_3341,SEC_043,286.182
OHE_SEC_043_3342,SEC_043,286.27
OHE_SEC_043_3343,SEC_043,286.359
OHE_SEC_043_3344,SEC_043,286.446
OHE_SEC_043_3345,SEC_043,286.533
OHE_SEC_043_3346,SEC_043,286.622
OHE_SEC_043_3347,SEC_043,286.709
OHE_SEC_043_3348,SEC_043,286.799
OHE_SEC_043_3349,SEC_043,286.886
OHE_SEC_043_3350,SEC_043,286.975
OHE_SEC_043_3351,SEC_043,287.062
OHE_SEC_043_3352,SEC_043,287.149
OHE_SEC_043_3353,SEC_043,287.238
OHE_SEC_043_3354,SEC_043,287.326
OHE_SEC_043_3355,SEC_043,287.415
OHE_SEC_043_3356,SEC_043,287.502
OHE_SEC_043_3357,SEC_043,287.589
OHE_SEC_043_3358,SEC_043,287.678
OHE_SEC_043_3359,SEC_043,287.765
OHE_SEC_043_3360,SEC_043,287.855
OHE_SEC_043_3361,SEC_043,287.942
OHE_SEC_043_3362,SEC_043,288.031
OHE_SEC_043_3363,SEC_043,288.118
OHE_SEC_043_3364,SEC_043,288.205
OHE_SEC_043_3365,SEC_043,288.294
OHE_SEC_043_3366,SEC_043,288.382
OHE_SEC_043_3367,SEC_043,288.471
OHE_SEC_043_3368,SEC_043,288.558
OHE_SEC_043_3369,SEC_043,288.645
OHE_SEC_043_3370,SEC_043,288.734
OHE_SEC_043_3371,SEC_043,288.822
