sev_num,overdue_days,traffic_num,deferred_count,actual_priority_rank
1,22,3,4,57.7
2,33,1,3,81.67
3,21,1,2,83.35
1,31,3,2,59.97
2,5,2,2,46.09
2,19,1,3,64.63
2,39,1,5,86.38
3,11,3,2,77.34
2,29,3,3,84.44
2,16,1,0,46.3
2,36,1,1,74.47
1,29,2,1,50.73
1,37,1,0,52.97
3,16,1,3,89.76
3,12,3,0,71.68
2,42,1,2,70.42
1,42,1,5,71.82
2,14,2,4,63.99
1,15,1,2,46.28
1,22,3,5,67.41
1,33,1,0,56.89
2,30,2,4,81.17
2,12,1,1,53.06
1,34,3,2,61.84
2,8,1,0,36.04
3,34,3,4,100.0
1,39,1,1,53.98
2,7,2,4,52.61
3,44,2,1,90.45
2,7,1,0,49.94
1,27,1,3,58.17
1,33,1,3,67.3
2,33,2,0,67.48
1,5,1,4,47.51
1,11,1,5,48.89
3,44,3,2,98.61
1,16,3,2,48.35
2,28,1,3,78.08
2,43,1,2,78.02
2,25,2,5,82.79
3,7,3,4,84.6
2,19,2,3,66.66
1,35,1,1,51.25
1,31,2,5,73.46
2,21,3,3,69.83
2,34,2,0,58.33
2,40,2,1,69.43
3,39,2,4,100.0
2,27,1,1,72.03
1,14,3,2,50.49
3,8,1,5,83.91
2,25,1,3,72.61
2,10,3,0,45.79
1,0,3,3,37.25
2,41,2,4,83.02
2,43,1,0,75.94
1,40,3,5,71.04
2,41,1,5,98.15
2,30,2,1,66.78
2,10,1,2,65.92
1,0,1,4,50.39
1,43,1,3,57.3
1,40,2,3,57.62
1,22,3,0,42.49
1,8,2,3,34.43
2,20,2,2,60.45
2,19,2,5,73.32
2,34,3,5,91.92
2,22,1,5,80.32
3,24,2,1,82.1
2,23,2,0,56.07
1,34,2,1,55.43
1,7,2,2,30.52
1,35,1,0,51.9
1,4,3,0,24.8
2,10,1,0,48.28
3,15,1,4,91.62
2,32,1,2,75.63
2,3,1,1,40.78
2,17,2,5,65.99
2,20,1,1,63.77
2,34,1,3,87.78
2,30,1,0,71.71
3,9,2,2,72.99
3,1,3,5,78.16
2,28,1,5,91.14
2,20,3,1,60.01
2,10,1,4,73.06
3,35,3,5,100.0
2,3,2,4,53.02
2,24,1,3,80.44
2,29,3,3,78.11
3,6,1,1,68.82
1,1,2,2,27.02
2,13,1,0,47.07
2,10,2,0,40.31
3,16,1,5,87.11
2,41,1,2,80.39
2,21,1,5,81.61
1,27,2,1,53.06
2,35,3,3,78.31
1,5,1,0,29.17
2,15,1,0,42.79
3,20,1,4,85.74
1,39,1,4,68.25
2,18,3,3,66.25
3,26,1,1,81.9
3,16,1,0,70.81
3,11,1,3,78.2
2,17,3,3,67.18
1,42,2,0,49.17
3,4,3,2,69.73
2,18,1,4,71.95
2,36,1,2,87.16
2,8,1,2,45.03
3,3,2,0,54.91
2,2,1,4,64.31
3,33,1,5,100.0
2,13,1,4,65.31
2,10,1,1,39.77
1,19,1,5,56.95
1,2,1,1,32.95
3,22,1,5,100.0
1,33,1,0,49.29
1,7,3,0,31.37
3,1,1,0,52.04
3,41,3,1,95.7
1,1,2,4,38.65
3,44,2,3,98.88
3,33,2,4,100.0
2,3,3,2,45.07
1,18,1,3,58.32
2,27,3,4,84.44
3,18,3,1,71.62
2,39,3,2,74.34
2,22,1,1,68.24
1,43,2,2,54.59
2,25,2,4,77.42
1,15,2,0,31.45
2,4,2,3,46.23
1,10,3,0,34.31
1,44,2,4,69.27
3,2,2,5,71.4
2,22,3,4,78.66
2,18,2,1,55.77
3,6,1,2,78.39
2,12,2,5,71.3
2,36,1,3,74.35
2,17,2,0,49.0
2,29,2,2,75.86
2,0,1,0,29.16
1,9,1,1,33.36
2,12,1,5,74.0
3,31,3,4,100.0
1,31,3,4,69.3
2,26,1,0,62.66
1,31,2,3,63.62
2,33,3,1,76.18
2,12,3,1,52.57
2,26,3,4,81.02
2,43,3,0,71.08
3,18,1,5,100.0
3,27,1,2,100.0
1,15,2,1,37.18
3,5,2,0,57.14
2,16,1,0,50.0
3,31,3,3,100.0
1,18,3,2,48.19
2,29,1,0,71.84
1,24,3,2,57.95
2,31,2,3,73.99
2,24,1,5,81.21
2,19,2,5,69.67
3,40,1,0,87.12
1,1,1,4,46.28
2,31,3,2,79.75
1,13,1,2,39.39
2,11,3,3,60.82
1,6,1,2,33.35
3,44,3,1,98.18
2,9,2,2,48.93
2,27,1,0,69.16
3,19,1,5,94.01
1,9,1,2,39.49
2,40,2,0,61.08
3,3,2,5,75.29
2,24,3,0,58.19
2,16,1,2,50.26
2,33,1,3,74.33
2,3,3,0,34.55
1,6,1,4,46.51
2,24,1,4,70.0
3,2,1,4,80.02
2,25,1,0,61.39
2,26,1,1,64.21
2,7,2,4,51.32
3,11,3,2,81.85
3,21,3,1,79.75
3,5,2,2,61.75
1,11,3,0,30.68
1,26,1,1,51.08
2,1,1,0,41.45
2,21,2,2,57.27
2,44,1,4,83.26
2,7,1,4,54.65
3,5,2,1,57.9
1,26,2,4,60.46
3,4,1,1,58.96
3,4,3,4,77.88
2,26,2,0,59.83
2,17,1,0,47.12
1,16,2,3,44.27
1,6,1,4,49.91
2,20,1,3,73.62
2,26,3,0,67.7
2,27,3,2,77.58
3,4,2,1,61.29
1,25,2,2,50.05
2,6,3,5,63.3
1,3,3,1,25.86
3,18,3,0,75.91
2,21,1,1,57.68
1,19,3,0,38.62
1,3,1,5,47.37
3,22,3,3,95.67
2,34,3,4,82.77
3,37,2,1,85.13
3,32,2,3,94.67
1,16,1,1,48.89
3,33,1,2,93.95
1,32,2,0,42.55
2,29,2,3,77.55
3,6,1,0,64.42
2,6,1,1,47.76
1,35,2,2,56.24
1,22,2,0,38.19
2,10,1,3,61.07
3,23,1,1,89.61
2,14,1,5,64.85
1,2,1,2,38.07
2,24,3,0,61.21
2,22,1,2,79.58
3,42,2,3,95.59
2,37,2,0,62.45
2,11,2,5,59.53
2,36,1,1,69.77
3,16,1,3,82.2
1,23,2,5,68.43
2,40,2,0,67.35
3,9,2,1,67.73
3,20,1,4,89.77
2,2,2,4,50.45
1,37,1,1,52.11
2,43,1,2,70.13
3,40,1,0,94.24
2,35,1,5,95.2
2,14,1,4,76.13
2,16,2,1,51.73
2,10,3,4,69.2
2,8,1,1,57.93
2,27,2,3,78.31
3,16,1,5,99.73
2,36,2,1,64.25
3,18,2,3,79.51
2,5,1,3,51.02
3,37,3,2,94.72
2,41,1,2,69.52
2,7,1,2,49.21
3,23,2,5,93.37
2,30,1,1,66.23
2,32,2,0,63.04
2,15,1,2,68.71
2,38,1,0,67.37
1,9,2,4,46.19
1,29,3,0,52.78
3,29,1,2,100.0
2,20,3,2,64.63
1,26,1,3,66.24
2,28,1,4,80.02
2,20,3,1,66.47
2,22,1,0,64.37
2,43,1,0,57.64
2,23,2,4,73.01
2,1,1,4,56.83
1,38,1,2,59.13
2,26,1,5,87.73
1,20,1,3,49.52
2,40,2,2,69.47
2,3,1,3,62.14
1,5,1,4,45.56
2,7,1,5,67.04
1,26,1,2,51.87
2,11,1,0,43.45
2,17,1,3,69.3
2,26,3,1,65.27
2,13,1,0,45.3
1,11,1,0,20.87
3,2,1,0,58.65
2,20,2,3,60.72
2,27,2,1,62.47
1,31,1,5,81.88
2,9,2,4,58.73
2,10,2,1,49.67
2,2,3,3,50.99
2,27,2,1,68.22
3,28,1,4,100.0
1,43,2,1,58.56
2,19,1,5,84.59
2,9,3,2,54.62
3,30,1,2,93.62
2,5,2,1,40.45
2,11,2,5,62.86
3,25,1,4,90.54
2,5,2,0,36.06
2,43,1,2,80.9
2,19,1,0,52.19
2,23,1,5,80.91
2,6,1,2,54.37
3,35,1,3,97.79
2,7,1,3,55.28
2,4,3,4,59.86
2,20,3,1,57.13
3,25,1,4,100.0
2,10,1,2,61.14
3,31,3,3,100.0
2,30,3,3,83.06
2,27,3,5,94.18
1,27,2,5,69.67
2,11,1,0,52.41
1,33,1,3,71.01
1,44,1,0,52.79
3,20,3,3,88.55
1,13,3,4,49.22
2,44,1,2,76.6
1,37,1,0,46.08
2,17,1,4,78.42
2,5,2,2,48.33
2,33,3,0,61.3
3,14,1,3,88.13
3,31,3,2,100.0
3,37,1,2,100.0
2,11,2,5,69.06
2,39,3,5,91.12
3,3,2,3,67.04
1,32,2,5,67.37
3,15,3,3,87.31
2,38,1,1,66.07
2,18,3,0,57.48
3,20,1,4,98.89
2,20,1,0,50.04
2,8,1,3,48.37
2,4,3,5,62.26
1,43,2,5,72.24
2,10,2,1,48.94
2,30,1,1,70.61
3,31,2,1,90.09
3,0,1,3,66.56
1,35,1,1,63.48
2,32,3,0,68.66
2,39,2,1,67.34
2,1,3,3,51.71
2,0,2,4,47.33
2,27,2,1,63.29
3,26,1,5,100.0
2,14,3,0,48.89
3,32,1,0,92.09
2,34,2,4,84.61
2,42,2,1,65.01
3,20,3,3,86.86
1,3,2,2,27.45
1,15,3,4,60.77
2,40,1,0,72.33
2,29,1,3,75.03
3,17,1,1,68.92
2,0,3,0,37.33
1,40,1,5,85.41
2,14,2,2,53.06
2,24,1,1,71.05
3,28,2,5,100.0
3,28,3,4,100.0
2,21,1,2,72.28
2,4,3,5,59.99
1,1,1,4,42.76
2,15,1,1,61.27
2,34,1,4,88.91
2,19,2,0,51.71
3,29,3,1,93.75
1,42,3,1,59.62
2,21,3,4,73.2
3,19,1,1,79.33
1,9,2,0,27.19
2,32,2,0,62.46
1,8,3,1,37.05
3,24,1,4,100.0
1,13,2,5,49.13
1,39,2,4,68.98
1,42,1,3,63.09
1,4,1,2,27.15
2,5,1,0,48.52
2,7,1,0,46.72
1,25,1,5,65.64
2,14,1,1,52.32
2,12,1,4,71.35
2,29,2,1,67.41
2,22,2,4,68.4
2,38,1,5,88.95
1,41,2,0,49.82
3,31,2,2,91.55
2,10,1,4,67.84
1,5,1,4,41.99
2,13,1,4,73.45
1,14,1,2,51.64
2,28,2,4,80.32
1,32,3,1,57.98
2,31,2,3,76.98
2,31,1,5,83.77
1,13,3,2,44.28
1,39,1,1,53.42
2,33,3,2,76.59
2,30,2,2,72.33
2,12,1,1,51.45
2,24,1,5,82.71
2,15,1,3,71.75
3,25,3,4,98.68
3,18,2,5,94.75
2,42,3,1,76.18
1,3,2,1,22.03
1,18,2,2,44.38
1,32,1,3,65.48
1,12,1,2,45.46
1,15,2,3,43.16
3,16,1,4,99.15
3,41,3,4,100.0
3,17,1,0,77.44
3,25,2,4,93.05
3,14,1,2,79.17
3,44,2,2,93.08
3,8,1,5,83.11
2,41,1,1,65.57
2,31,3,3,83.02
1,44,1,4,69.2
3,7,1,5,85.62
3,36,2,2,94.09
3,5,3,2,69.48
1,28,1,2,71.84
2,39,1,0,56.13
1,33,1,2,70.17
1,42,3,0,53.79
3,5,3,1,55.56
3,40,2,3,100.0
1,28,3,2,56.24
2,11,2,2,51.76
3,29,1,2,91.18
2,43,1,0,74.26
3,32,1,5,100.0
2,14,1,4,62.65
3,26,2,4,93.55
3,1,3,1,61.19
1,37,1,4,73.59
2,43,1,5,81.25
2,36,2,4,82.58
2,19,1,0,53.59
2,6,3,5,66.95
2,28,3,1,71.74
3,6,3,3,76.19
2,1,3,5,57.55
2,42,1,5,82.8
2,26,1,0,70.85
3,16,1,5,92.7
2,35,3,0,63.39
1,6,1,0,21.16
2,38,1,1,69.64
2,30,1,3,89.31
2,23,2,1,61.46
2,36,2,4,80.27
3,32,1,2,100.0
2,21,1,1,68.1
3,15,1,5,95.95
3,10,1,4,86.63
3,42,1,0,93.06
1,12,2,2,36.21
2,7,3,5,64.3
2,41,1,1,68.98
3,24,3,5,100.0
1,15,1,1,35.55
2,18,2,1,53.46
2,22,3,5,83.88
2,16,3,2,64.49
1,15,2,3,50.16
3,18,2,5,88.58
2,7,2,0,33.57
1,25,2,1,50.01
3,16,1,4,85.7
1,7,2,4,40.61
2,11,2,5,70.76
2,2,1,3,43.1
2,44,2,0,64.45
1,12,2,5,46.88
2,42,1,4,81.74
2,10,3,1,45.81
1,5,2,4,34.53
3,41,3,5,100.0
2,32,3,0,62.97
2,22,1,3,70.13
3,5,3,0,62.21
2,35,2,1,69.61
3,10,3,4,86.82
2,32,1,2,72.98
3,33,2,4,100.0
2,44,1,3,76.51
2,35,1,3,76.55
3,29,3,5,100.0
2,8,3,0,42.14
3,38,1,4,100.0
2,34,1,2,75.03
3,13,1,5,91.27
2,4,1,3,46.77
2,37,3,1,78.15
3,30,1,4,100.0
3,0,2,5,74.49
2,40,2,5,85.89
2,28,3,1,73.31
3,33,1,5,100.0
2,7,3,3,55.23
2,4,2,3,46.37
2,30,1,1,77.56
2,42,2,1,66.0
2,27,2,2,61.48
3,18,2,2,78.67
2,26,1,1,64.3
1,28,1,5,69.19
2,35,2,1,66.96
2,38,3,5,90.59
3,15,2,2,76.99
3,14,3,5,90.18
3,0,1,0,49.28
1,17,3,1,45.77
1,23,3,0,42.87
1,24,1,3,65.54
2,1,2,1,35.67
1,9,2,0,21.67
1,44,3,3,65.7
2,4,3,0,37.81
3,4,3,1,66.86
2,4,1,4,62.74
3,33,2,4,98.69
2,6,1,2,52.9
3,35,1,1,91.22
2,28,3,3,84.33
2,10,1,3,64.07
3,23,1,4,100.0
1,39,3,1,54.02
1,31,1,5,68.3
1,27,1,5,78.93
3,15,3,5,91.32
2,21,2,0,54.97
3,35,3,3,99.3
3,12,1,2,81.6
1,10,1,1,27.8
2,11,1,5,77.38
3,38,1,0,91.81
2,16,1,3,75.97
3,24,1,5,100.0
2,39,3,3,84.62
2,44,1,1,62.82
1,26,1,3,57.12
1,20,3,0,44.21
1,24,2,3,54.64
1,42,1,0,57.36
2,32,2,4,81.25
2,12,1,4,71.4
2,42,2,2,69.41
1,24,1,2,50.9
3,23,3,0,81.16
3,22,1,4,94.29
2,24,1,3,79.74
3,3,2,5,77.16
2,6,2,1,43.97
3,5,1,1,70.22
3,39,3,1,94.23
2,31,2,4,82.05
1,19,1,5,69.52
3,3,2,5,76.87
2,5,1,0,42.42
3,12,2,5,94.38
3,12,2,3,71.68
2,41,3,4,84.2
1,30,2,0,47.47
3,26,1,4,100.0
2,38,1,3,78.96
3,30,1,3,92.43
2,10,3,5,72.62
2,0,1,0,31.7
1,21,1,3,62.29
2,7,2,0,38.92
2,8,1,3,61.53
3,36,1,3,95.11
2,38,3,2,79.39
2,34,3,5,93.86
2,24,3,5,85.82
3,14,2,3,78.5
2,34,2,4,83.31
2,44,2,3,79.21
2,37,3,4,82.88
3,3,1,4,73.41
3,22,3,2,87.06
3,4,1,1,67.93
1,36,1,0,56.74
2,8,1,3,62.06
2,30,1,4,88.99
2,6,1,2,45.64
1,24,1,2,50.19
1,32,3,0,52.8
1,17,1,2,42.78
1,39,3,2,60.41
1,28,2,5,68.2
2,33,2,4,80.9
3,19,3,2,81.92
3,12,1,1,77.4
2,14,1,2,62.09
1,11,2,3,39.46
2,36,1,5,84.25
2,8,2,0,37.91
2,36,2,5,85.8
3,37,1,0,91.21
1,0,2,1,24.22
1,8,1,4,55.97
3,34,1,2,90.98
1,38,3,5,76.45
3,5,2,4,72.3
2,17,1,0,59.77
1,44,1,0,60.36
2,0,3,0,32.63
2,15,1,0,40.34
3,32,3,3,100.0
1,43,3,1,60.02
2,25,1,5,78.56
2,21,1,2,68.33
3,19,1,0,78.78
3,0,2,4,64.31
2,29,2,4,80.63
2,18,1,2,60.31
2,17,3,5,74.74
2,33,3,0,72.31
2,21,1,2,73.28
1,5,2,0,18.53
2,8,1,4,57.84
2,35,1,0,73.5
1,16,2,0,40.62
1,13,1,3,36.45
2,26,1,3,85.77
2,0,2,2,32.32
2,21,2,4,78.22
3,41,3,3,100.0
2,43,3,2,79.21
2,13,2,1,51.46
3,41,1,3,96.78
1,40,3,0,50.22
2,16,1,5,67.23
1,4,2,2,30.51
2,10,1,1,55.97
2,26,2,0,58.62
3,7,1,5,85.72
2,40,2,4,78.66
3,44,1,1,87.83
2,41,3,5,90.52
1,16,1,4,62.47
2,44,3,2,75.32
1,13,1,0,42.54
3,31,3,5,100.0
3,39,1,2,100.0
1,23,1,4,73.7
2,36,2,4,78.05
1,33,2,4,64.15
2,28,3,2,75.22
2,6,3,5,61.4
1,32,1,3,59.71
2,35,2,3,80.09
3,17,1,1,83.63
2,44,2,5,81.31
2,33,1,2,72.98
3,38,2,4,100.0
2,22,1,1,68.98
3,31,3,3,98.76
2,18,2,0,45.94
2,28,3,1,70.15
2,4,3,2,48.66
2,41,1,0,77.19
2,14,1,1,52.87
2,11,1,3,55.6
1,37,1,4,66.68
3,22,1,5,100.0
3,13,2,2,69.0
1,37,1,3,67.99
2,36,1,0,60.57
2,9,2,3,49.61
2,36,1,0,60.74
1,19,1,2,43.08
2,2,1,0,42.18
2,19,3,3,71.33
2,33,3,4,85.01
3,17,1,0,68.77
2,6,3,3,56.31
2,39,2,0,61.58
1,1,3,0,25.4
1,42,1,3,72.19
2,30,1,0,71.27
1,13,3,3,52.0
1,22,1,0,48.65
1,28,1,3,60.14
1,20,1,3,52.92
2,25,3,1,65.4
1,23,2,5,60.6
1,3,1,3,30.26
3,13,2,0,68.04
3,9,1,3,83.15
2,44,1,3,89.34
2,14,2,3,58.49
3,2,3,1,64.47
2,38,1,5,80.41
3,1,3,5,77.75
2,17,2,0,47.88
1,31,3,3,70.44
3,12,1,4,89.11
3,8,1,3,70.94
2,27,2,1,68.1
3,37,2,3,98.33
1,40,1,3,64.83
3,38,3,2,99.41
2,17,1,4,82.73
2,16,3,3,67.92
3,39,2,2,90.97
1,0,1,0,29.19
2,34,2,2,70.29
2,27,3,2,71.91
2,6,1,4,51.84
3,32,1,2,100.0
3,28,3,0,84.67
2,31,2,3,76.22
1,33,1,0,52.16
2,8,1,2,44.98
1,26,2,1,47.12
2,24,3,3,77.19
2,34,1,5,84.91
2,20,1,3,75.36
2,10,1,1,53.72
1,28,1,4,69.8
3,2,3,2,65.95
1,22,1,3,48.59
1,40,2,4,69.91
3,25,1,0,72.36
2,37,3,0,67.36
2,35,3,1,71.38
2,44,2,0,62.54
2,9,1,4,67.68
1,30,2,3,65.65
2,43,2,3,74.03
2,5,1,1,52.76
3,38,3,3,100.0
3,39,2,5,100.0
2,8,3,1,46.9
1,36,3,5,72.65
3,6,1,0,50.0
1,27,3,0,52.87
2,38,1,1,72.93
2,29,2,5,89.11
2,31,1,4,79.02
2,33,1,1,78.15
3,23,1,4,98.82
3,29,3,0,89.3
2,17,2,4,68.57
3,15,3,4,88.33
3,20,1,0,73.53
2,12,2,5,65.43
2,5,1,1,49.99
1,36,2,0,48.99
2,8,2,1,44.41
2,5,3,0,38.71
2,31,2,2,70.66
2,35,2,2,68.22
2,42,3,5,91.19
2,18,2,4,72.59
3,30,1,3,93.55
3,18,1,0,74.93
2,36,1,5,83.97
2,38,1,3,87.5
2,20,2,3,64.95
1,27,1,1,46.8
1,14,2,2,40.17
3,41,1,3,95.01
2,17,1,0,50.06
1,6,3,5,52.0
2,6,1,3,57.85
2,31,1,3,84.8
2,9,2,0,39.71
2,28,1,0,69.37
2,34,1,5,85.22
1,12,2,5,55.25
1,6,3,1,30.05
2,42,1,4,81.68
1,14,1,3,44.21
2,7,1,4,63.71
3,16,1,0,80.43
1,26,2,1,44.68
2,34,2,0,63.14
1,34,1,5,69.2
3,8,1,2,65.6
3,24,2,4,92.98
1,37,1,4,67.34
2,23,2,0,51.27
1,25,2,3,56.98
2,40,2,1,71.88
1,37,3,3,59.1
1,42,3,3,67.3
1,28,2,2,54.44
3,35,1,3,100.0
2,17,1,0,45.13
2,22,2,3,69.2
1,9,2,3,30.84
3,9,2,1,66.62
1,43,1,4,67.9
2,34,1,2,69.5
2,13,2,3,63.09
2,33,1,1,77.69
1,12,1,4,54.2
1,43,1,1,59.8
2,32,1,1,80.68
1,27,3,0,48.37
2,37,3,5,83.32
2,31,1,4,91.6
2,22,3,0,55.7
2,13,2,4,59.11
1,12,2,0,26.36
2,44,1,0,61.32
2,3,1,3,56.57
2,37,2,4,80.79
1,10,1,3,33.9
2,28,1,1,73.33
3,12,3,2,76.66
1,1,1,5,45.46
2,15,3,1,50.41
3,24,1,0,86.92
2,32,1,0,62.38
2,36,3,3,84.72
2,44,2,4,82.23
1,6,1,0,20.84
2,21,3,5,73.74
2,17,1,2,52.9
3,39,2,1,87.84
2,31,1,3,77.56
1,16,3,5,59.12
1,12,1,1,40.7
3,22,1,0,80.86
1,5,1,2,39.92
2,0,1,0,31.55
2,42,1,2,71.03
2,1,2,4,51.05
2,6,2,2,42.57
3,29,2,2,95.48
3,24,1,1,80.33
1,36,1,4,65.64
1,3,1,1,38.47
1,23,2,3,52.41
1,0,3,2,24.02
3,20,3,3,96.96
1,37,3,2,62.01
2,5,1,3,48.44
3,27,3,0,83.01
2,15,1,2,67.87
3,23,1,4,100.0
2,15,3,4,64.3
3,12,2,2,72.96
1,6,2,1,25.36
2,24,1,3,68.54
3,18,3,5,100.0
3,41,1,1,85.15
2,5,2,0,33.58
1,44,1,1,52.9
3,27,1,1,88.65
1,1,3,5,44.26
3,40,2,2,99.87
3,6,1,2,76.39
2,27,2,0,62.55
2,26,2,1,58.27
3,31,2,1,90.23
3,28,3,5,100.0
1,42,1,0,58.44
1,30,1,4,66.49
1,24,2,0,45.2
3,27,2,0,83.13
2,42,1,4,89.12
3,8,1,0,59.55
2,2,2,3,46.28
2,38,3,3,84.94
2,42,2,1,66.75
1,38,1,3,78.15
2,15,2,0,48.18
2,43,1,1,74.42
3,14,2,2,75.19
2,8,1,0,38.22
1,43,1,0,59.04
2,29,1,5,95.42
3,24,1,5,95.63
1,37,2,5,71.96
1,7,3,0,25.42
2,2,2,1,32.91
1,12,1,3,57.53
3,11,2,4,71.82
1,2,3,5,53.31
2,15,1,5,78.29
2,33,3,4,80.81
1,38,1,2,52.08
3,22,1,5,90.26
1,6,1,1,34.97
2,40,3,3,77.73
2,23,1,2,67.3
1,6,3,2,35.61
2,40,2,5,82.24
1,1,1,2,28.62
3,31,1,0,91.35
2,17,1,1,50.24
3,15,1,1,81.18
2,19,2,1,54.9
1,40,3,2,63.31
3,44,2,2,93.45
3,5,3,0,59.83
2,30,3,0,66.31
3,40,2,4,100.0
3,22,1,2,89.18
3,18,2,5,95.18
2,1,3,3,51.47
2,9,1,2,51.13
2,34,1,2,78.91
2,24,1,0,58.96
2,26,3,0,61.41
1,22,1,2,44.89
2,11,3,1,44.18
2,11,2,4,56.71
3,11,2,4,83.3
2,28,1,3,77.91
1,31,1,5,80.73
2,4,3,4,60.71
2,29,3,5,88.59
2,27,1,2,69.2
1,19,2,0,37.02
2,38,3,4,87.14
1,44,3,1,60.6
3,35,1,4,92.51
3,2,1,3,76.96
2,19,1,3,73.5
2,25,3,5,86.87
1,28,3,2,59.81
1,16,1,5,52.53
2,37,2,4,84.3
2,42,1,3,87.41
2,5,1,5,72.18
3,10,1,4,79.87
1,24,1,4,74.28
2,27,1,3,75.96
2,1,1,5,59.88
2,35,2,2,73.02
2,25,1,5,82.83
2,13,1,4,59.74
3,2,1,1,61.99
2,4,1,1,46.67
3,8,2,5,81.73
2,25,2,2,67.5
2,40,1,1,73.03
3,4,2,0,53.12
1,22,3,5,68.25
2,35,3,5,89.47
2,23,3,4,74.29
1,38,2,5,74.35
3,40,1,0,95.34
3,16,1,5,100.0
2,37,1,3,72.56
2,38,1,1,77.28
1,24,1,3,48.09
3,27,3,5,100.0
1,41,1,0,45.48
2,18,2,3,67.61
1,13,3,5,57.88
2,32,1,1,68.69
2,33,1,5,82.74
2,7,3,2,44.2
3,13,1,3,75.08
3,31,2,5,100.0
2,28,3,1,66.75
1,7,3,1,35.79
3,10,3,4,79.33
2,27,1,0,62.93
3,13,1,3,74.91
3,26,1,1,93.23
3,8,1,5,92.36
2,17,1,4,75.09
1,33,3,2,61.41
2,14,3,1,51.91
3,18,1,2,76.12
3,41,1,2,89.48
3,33,2,5,100.0
1,12,1,2,45.66
3,24,3,4,100.0
2,10,2,2,49.36
2,40,2,4,80.83
2,7,1,5,67.57
1,17,3,3,53.48
2,1,3,1,41.8
2,2,2,2,49.43
1,7,2,1,31.0
3,10,3,3,83.43
1,10,2,5,48.89
3,24,2,3,86.11
3,35,1,4,99.21
2,19,2,0,48.14
2,1,2,1,35.82
1,39,1,3,75.47
2,42,1,2,83.3
2,12,1,1,62.11
2,26,2,1,64.67
1,29,1,4,72.95
2,44,2,3,78.11
3,18,3,5,100.0
1,8,3,2,36.02
2,10,1,4,55.0
3,34,2,3,97.3
3,12,2,0,66.84
2,31,2,2,70.62
3,13,1,2,72.65
3,31,1,2,100.0
2,4,1,2,53.75
2,40,1,3,85.56
1,24,1,5,64.61
2,44,1,5,93.39
3,12,1,0,66.67
2,21,3,3,66.31
2,4,1,1,45.28
2,10,1,3,61.54
1,15,2,2,40.42
3,17,3,1,78.91
2,32,1,5,85.5
2,22,1,0,49.55
2,32,1,1,73.98
1,36,1,5,81.22
2,17,1,0,63.27
2,43,1,2,82.94
2,22,1,2,72.35
3,15,3,5,96.4
3,33,1,3,100.0
2,18,3,3,71.22
2,26,3,2,75.27
3,28,1,1,97.17
1,0,1,3,25.77
3,6,1,4,79.41
3,23,3,5,97.94
2,16,1,5,72.12
1,42,1,5,81.73
1,41,2,1,51.46
3,23,1,3,98.7
2,2,1,3,47.9
3,5,1,4,81.87
1,39,3,0,52.67
2,14,2,3,61.01
1,30,1,4,75.36
2,28,1,3,72.45
1,44,2,3,60.41
2,25,1,4,83.69
3,18,1,5,100.0
2,10,2,4,60.13
1,11,1,0,43.23
2,39,1,0,71.11
3,25,1,3,90.79
1,8,1,3,47.8
2,40,2,0,63.33
1,26,1,1,52.64
3,1,2,0,52.9
3,15,3,3,82.88
3,20,1,2,89.83
1,8,1,4,49.06
1,38,3,4,76.17
2,13,1,1,48.94
1,21,2,4,52.16
2,20,1,0,60.56
1,35,2,4,70.9
3,29,3,1,90.44
2,44,2,4,77.2
3,38,1,1,92.02
2,9,3,5,64.19
1,33,3,0,45.8
2,6,2,4,57.33
2,10,1,2,47.42
2,4,1,1,35.98
3,13,1,5,84.74
3,3,3,3,70.9
3,40,3,3,100.0
1,11,1,1,40.84
2,22,1,5,88.33
1,1,1,1,23.74
1,19,1,5,57.36
2,5,2,5,55.4
2,43,1,1,70.1
2,8,2,0,34.21
1,33,2,1,61.73
3,6,3,5,83.53
3,5,1,2,66.23
1,23,3,4,64.74
3,15,1,2,83.86
2,42,1,3,74.8
2,20,3,4,78.2
1,20,2,2,47.25
2,21,2,3,67.0
2,43,1,3,77.84
2,32,3,2,79.75
3,35,2,4,100.0
2,4,1,0,34.53
2,33,3,0,65.87
2,0,1,3,41.96
3,43,1,3,100.0
1,34,3,5,75.08
3,26,1,2,98.5
3,8,1,3,79.86
2,18,1,5,82.95
3,43,2,0,83.61
1,37,1,0,59.94
3,21,1,5,100.0
3,7,3,4,84.89
2,18,2,5,76.06
3,38,1,4,100.0
3,12,3,5,93.31
2,15,3,2,64.85
3,7,1,2,60.61
2,0,3,3,50.18
2,37,2,0,60.6
2,16,3,3,67.94
2,36,1,2,71.98
2,39,2,5,83.9
3,43,3,5,100.0
2,16,2,5,75.07
2,28,3,1,74.24
2,40,1,5,82.9
1,28,3,4,70.84
1,3,1,0,28.19
1,36,1,3,61.76
3,4,3,3,77.94
3,29,3,3,98.47
2,40,3,2,78.22
1,13,3,3,40.87
1,28,3,4,67.42
1,25,3,4,64.73
1,18,1,1,52.58
1,6,1,3,46.23
1,13,2,3,41.69
2,13,1,3,71.55
2,41,1,4,88.67
3,13,1,4,83.61
2,25,3,0,67.6
2,4,3,4,60.17
2,42,1,4,81.1
2,0,2,4,44.36
2,33,1,5,88.13
1,31,2,0,46.34
2,36,2,4,77.33
3,44,3,1,93.84
2,4,1,4,51.43
3,33,2,2,93.79
