task_id,section_id,mast_number,defect_type,severity_class,logged_date,target_completion_date,deferred_count,status
TDMS_TASK_001584,SEC_018,OHE_SEC_018_1649,Substation Feed Issue,A,2024-02-02,2024-02-08,0,Open
TDMS_TASK_001585,SEC_027,OHE_SEC_027_2531,Neutral Section Fault,A,2024-06-23,2024-06-26,0,Completed
TDMS_TASK_001586,SEC_013,OHE_SEC_013_1265,Substation Feed Issue,B,2024-07-07,2024-07-18,1,Deferred
TDMS_TASK_001587,SEC_040,OHE_SEC_040_3278,Neutral Section Fault,A,2024-08-06,2024-08-09,0,Deferred
TDMS_TASK_001588,SEC_003,OHE_SEC_003_0311,Catenary Wear,A,2024-10-13,2024-10-17,0,Completed
TDMS_TASK_001589,SEC_044,OHE_SEC_044_3432,Neutral Section Fault,A,2024-12-06,2024-12-08,0,Completed
TDMS_TASK_001590,SEC_001,OHE_SEC_001_0119,Catenary Wear,B,2024-06-03,2024-06-14,0,Completed
TDMS_TASK_001591,SEC_032,OHE_SEC_032_2930,Insulator Damage,B,2024-11-19,2024-11-26,0,Completed
TDMS_TASK_001592,SEC_014,OHE_SEC_014_1380,Neutral Section Fault,A,2024-11-04,2024-11-10,0,Open
TDMS_TASK_001593,SEC_017,OHE_SEC_017_1527,Insulator Damage,C,2024-04-22,2024-05-11,2,Deferred
TDMS_TASK_001594,SEC_001,OHE_SEC_001_0076,Neutral Section Fault,B,2024-04-16,2024-04-22,0,Open
TDMS_TASK_001595,SEC_032,OHE_SEC_032_2796,Neutral Section Fault,A,2024-07-15,2024-07-19,0,Deferred
TDMS_TASK_001596,SEC_007,OHE_SEC_007_0659,Catenary Wear,B,2024-06-30,2024-07-06,1,In-Progress
TDMS_TASK_001597,SEC_028,OHE_SEC_028_2625,Insulator Damage,B,2024-05-16,2024-05-24,1,Open
TDMS_TASK_001598,SEC_032,OHE_SEC_032_2887,Substation Feed Issue,A,2024-02-03,2024-02-07,0,Deferred
TDMS_TASK_001599,SEC_043,OHE_SEC_043_3365,Neutral Section Fault,C,2024-10-17,2024-11-16,0,Completed
TDMS_TASK_001600,SEC_032,OHE_SEC_032_2819,Substation Feed Issue,B,2024-07-11,2024-07-20,0,Deferred
TDMS_TASK_001601,SEC_012,OHE_SEC_012_1201,Insulator Damage,B,2024-03-05,2024-03-17,0,Open
TDMS_TASK_001602,SEC_032,OHE_SEC_032_2941,Substation Feed Issue,A,2024-11-11,2024-11-17,0,Completed
TDMS_TASK_001603,SEC_041,OHE_SEC_041_3289,Neutral Section Fault,C,2024-12-04,2024-12-16,4,Deferred
TDMS_TASK_001604,SEC_013,OHE_SEC_013_1263,Insulator Damage,A,2024-02-25,2024-02-29,0,In-Progress
TDMS_TASK_001605,SEC_004,OHE_SEC_004_0495,Insulator Damage,A,2024-07-11,2024-07-13,0,Completed
TDMS_TASK_001606,SEC_045,OHE_SEC_045_3544,Insulator Damage,C,2024-08-11,2024-08-31,3,Deferred
TDMS_TASK_001607,SEC_006,OHE_SEC_006_0589,Catenary Wear,A,2024-03-27,2024-03-29,0,In-Progress
TDMS_TASK_001608,SEC_026,OHE_SEC_026_2365,Insulator Damage,B,2024-04-25,2024-05-01,0,Completed
TDMS_TASK_001609,SEC_011,OHE_SEC_011_0941,Catenary Wear,B,2024-05-21,2024-06-01,0,Deferred
TDMS_TASK_001610,SEC_004,OHE_SEC_004_0502,Substation Feed Issue,A,2024-05-09,2024-05-11,0,Completed
TDMS_TASK_001611,SEC_037,OHE_SEC_037_3091,Substation Feed Issue,A,2024-09-04,2024-09-08,0,Open
TDMS_TASK_001612,SEC_006,OHE_SEC_006_0573,Catenary Wear,B,2024-01-04,2024-01-13,1,Deferred
TDMS_TASK_001613,SEC_029,OHE_SEC_029_2669,Catenary Wear,A,2024-08-26,2024-08-29,3,Deferred
TDMS_TASK_001614,SEC_030,OHE_SEC_030_2760,Insulator Damage,A,2024-07-14,2024-07-17,0,Deferred
TDMS_TASK_001615,SEC_002,OHE_SEC_002_0240,Insulator Damage,B,2024-10-04,2024-10-11,0,Deferred
TDMS_TASK_001616,SEC_007,OHE_SEC_007_0689,Catenary Wear,A,2024-12-26,2024-12-30,0,Completed
TDMS_TASK_001617,SEC_038,OHE_SEC_038_3163,Substation Feed Issue,A,2024-06-07,2024-06-10,0,In-Progress
TDMS_TASK_001618,SEC_025,OHE_SEC_025_2020,Catenary Wear,C,2024-02-23,2024-03-21,0,Completed
TDMS_TASK_001619,SEC_004,OHE_SEC_004_0484,Substation Feed Issue,B,2024-06-08,2024-06-14,0,Completed
TDMS_TASK_001620,SEC_049,OHE_SEC_049_3949,Neutral Section Fault,B,2024-03-26,2024-04-07,0,Open
TDMS_TASK_001621,SEC_011,OHE_SEC_011_1055,Insulator Damage,B,2024-07-05,2024-07-18,0,Deferred
TDMS_TASK_001622,SEC_001,OHE_SEC_001_0016,Substation Feed Issue,C,2024-03-23,2024-04-17,3,Deferred
TDMS_TASK_001623,SEC_046,OHE_SEC_046_3680,Neutral Section Fault,B,2024-01-04,2024-01-19,0,Completed
TDMS_TASK_001624,SEC_001,OHE_SEC_001_0067,Substation Feed Issue,B,2024-07-24,2024-08-06,0,In-Progress
TDMS_TASK_001625,SEC_025,OHE_SEC_025_2203,Neutral Section Fault,A,2024-04-27,2024-05-01,0,Open
TDMS_TASK_001626,SEC_049,OHE_SEC_049_3954,Catenary Wear,A,2024-03-10,2024-03-11,0,Completed
TDMS_TASK_001627,SEC_026,OHE_SEC_026_2301,Substation Feed Issue,A,2024-01-01,2024-01-03,0,Completed
TDMS_TASK_001628,SEC_026,OHE_SEC_026_2328,Insulator Damage,B,2024-12-14,2024-12-27,2,Open
TDMS_TASK_001629,SEC_017,OHE_SEC_017_1546,Neutral Section Fault,A,2024-11-02,2024-11-06,0,Deferred
TDMS_TASK_001630,SEC_004,OHE_SEC_004_0506,Catenary Wear,B,2024-09-11,2024-09-28,2,Open
TDMS_TASK_001631,SEC_026,OHE_SEC_026_2280,Catenary Wear,A,2024-05-15,2024-05-16,0,Completed
TDMS_TASK_001632,SEC_045,OHE_SEC_045_3573,Neutral Section Fault,A,2024-08-16,2024-08-18,0,In-Progress
TDMS_TASK_001633,SEC_003,OHE_SEC_003_0363,Insulator Damage,C,2024-07-15,2024-08-08,0,Completed
TDMS_TASK_001634,SEC_044,OHE_SEC_044_3505,Neutral Section Fault,C,2024-01-02,2024-01-28,0,Completed
TDMS_TASK_001635,SEC_018,OHE_SEC_018_1653,Insulator Damage,B,2024-11-30,2024-12-17,0,Completed
TDMS_TASK_001636,SEC_025,OHE_SEC_025_2135,Neutral Section Fault,A,2024-06-21,2024-06-27,0,Completed
TDMS_TASK_001637,SEC_007,OHE_SEC_007_0659,Neutral Section Fault,B,2024-06-19,2024-06-30,1,Deferred
TDMS_TASK_001638,SEC_026,OHE_SEC_026_2476,Insulator Damage,C,2024-10-23,2024-11-19,1,In-Progress
TDMS_TASK_001639,SEC_007,OHE_SEC_007_0726,Substation Feed Issue,A,2024-09-17,2024-09-20,0,In-Progress
TDMS_TASK_001640,SEC_011,OHE_SEC_011_1088,Catenary Wear,B,2024-07-04,2024-07-19,0,Open
TDMS_TASK_001641,SEC_032,OHE_SEC_032_2873,Catenary Wear,B,2024-11-07,2024-11-20,0,Deferred
TDMS_TASK_001642,SEC_002,OHE_SEC_002_0202,Catenary Wear,B,2024-09-27,2024-10-05,0,Open
TDMS_TASK_001643,SEC_021,OHE_SEC_021_1781,Insulator Damage,A,2024-07-29,2024-07-31,0,In-Progress
TDMS_TASK_001644,SEC_026,OHE_SEC_026_2367,Catenary Wear,B,2024-09-06,2024-09-15,2,Open
TDMS_TASK_001645,SEC_004,OHE_SEC_004_0526,Catenary Wear,B,2024-02-29,2024-03-09,0,Completed
TDMS_TASK_001646,SEC_012,OHE_SEC_012_1174,Insulator Damage,C,2024-12-06,2025-01-05,0,In-Progress
TDMS_TASK_001647,SEC_014,OHE_SEC_014_1368,Substation Feed Issue,A,2024-11-18,2024-11-22,0,Completed
TDMS_TASK_001648,SEC_028,OHE_SEC_028_2642,Insulator Damage,C,2024-05-14,2024-05-26,0,Deferred
TDMS_TASK_001649,SEC_049,OHE_SEC_049_3889,Catenary Wear,B,2024-01-15,2024-01-29,4,Open
TDMS_TASK_001650,SEC_043,OHE_SEC_043_3330,Substation Feed Issue,A,2024-10-29,2024-11-01,0,Completed
TDMS_TASK_001651,SEC_007,OHE_SEC_007_0756,Catenary Wear,A,2024-07-03,2024-07-04,0,Open
TDMS_TASK_001652,SEC_001,OHE_SEC_001_0073,Substation Feed Issue,A,2024-04-05,2024-04-10,0,Open
TDMS_TASK_001653,SEC_002,OHE_SEC_002_0207,Catenary Wear,C,2024-12-30,2025-01-19,0,Completed
TDMS_TASK_001654,SEC_026,OHE_SEC_026_2372,Insulator Damage,A,2024-07-23,2024-07-24,0,Completed
TDMS_TASK_001655,SEC_006,OHE_SEC_006_0623,Neutral Section Fault,B,2024-03-15,2024-03-29,0,Completed
TDMS_TASK_001656,SEC_011,OHE_SEC_011_0921,Neutral Section Fault,A,2024-08-14,2024-08-19,0,In-Progress
TDMS_TASK_001657,SEC_043,OHE_SEC_043_3374,Insulator Damage,C,2024-10-05,2024-11-07,0,Open
TDMS_TASK_001658,SEC_044,OHE_SEC_044_3479,Catenary Wear,C,2024-06-11,2024-06-23,0,Completed
TDMS_TASK_001659,SEC_043,OHE_SEC_043_3341,Insulator Damage,C,2024-09-07,2024-09-22,0,Completed
TDMS_TASK_001660,SEC_011,OHE_SEC_011_1010,Substation Feed Issue,B,2024-02-07,2024-02-16,3,In-Progress
TDMS_TASK_001661,SEC_026,OHE_SEC_026_2467,Substation Feed Issue,A,2024-04-10,2024-04-14,0,Completed
TDMS_TASK_001662,SEC_026,OHE_SEC_026_2432,Neutral Section Fault,A,2024-06-07,2024-06-13,0,Completed
TDMS_TASK_001663,SEC_007,OHE_SEC_007_0738,Insulator Damage,B,2024-02-11,2024-02-27,0,Completed
TDMS_TASK_001664,SEC_025,OHE_SEC_025_2204,Neutral Section Fault,B,2024-03-13,2024-03-25,0,Completed
TDMS_TASK_001665,SEC_025,OHE_SEC_025_2092,Neutral Section Fault,A,2024-07-16,2024-07-17,0,Open
TDMS_TASK_001666,SEC_018,OHE_SEC_018_1578,Neutral Section Fault,A,2024-06-27,2024-07-02,0,Completed
TDMS_TASK_001667,SEC_033,OHE_SEC_033_2993,Neutral Section Fault,A,2024-05-12,2024-05-14,0,In-Progress
TDMS_TASK_001668,SEC_029,OHE_SEC_029_2698,Neutral Section Fault,B,2024-01-08,2024-01-15,2,Deferred
TDMS_TASK_001669,SEC_025,OHE_SEC_025_2121,Catenary Wear,A,2024-05-25,2024-05-30,0,Open
TDMS_TASK_001670,SEC_032,OHE_SEC_032_2890,Neutral Section Fault,A,2024-06-25,2024-07-01,0,Completed
TDMS_TASK_001671,SEC_035,OHE_SEC_035_3038,Neutral Section Fault,A,2024-12-26,2024-12-31,0,Open
TDMS_TASK_001672,SEC_026,OHE_SEC_026_2257,Neutral Section Fault,A,2024-05-18,2024-05-22,0,Completed
TDMS_TASK_001673,SEC_011,OHE_SEC_011_1066,Insulator Damage,C,2024-07-07,2024-07-22,0,In-Progress
TDMS_TASK_001674,SEC_034,OHE_SEC_034_3020,Catenary Wear,B,2024-01-05,2024-01-14,1,Open
TDMS_TASK_001675,SEC_032,OHE_SEC_032_2857,Insulator Damage,C,2024-03-06,2024-04-05,3,In-Progress
TDMS_TASK_001676,SEC_049,OHE_SEC_049_3915,Insulator Damage,B,2024-08-15,2024-08-23,0,In-Progress
TDMS_TASK_001677,SEC_006,OHE_SEC_006_0597,Catenary Wear,A,2024-06-26,2024-06-30,0,Completed
TDMS_TASK_001678,SEC_018,OHE_SEC_018_1670,Substation Feed Issue,B,2024-04-24,2024-05-11,0,Open
TDMS_TASK_001679,SEC_046,OHE_SEC_046_3680,Catenary Wear,A,2024-05-24,2024-05-30,2,Deferred
TDMS_TASK_001680,SEC_025,OHE_SEC_025_2049,Catenary Wear,B,2024-08-01,2024-08-15,0,In-Progress
TDMS_TASK_001681,SEC_046,OHE_SEC_046_3753,Insulator Damage,C,2024-06-06,2024-07-05,1,Deferred
TDMS_TASK_001682,SEC_001,OHE_SEC_001_0050,Catenary Wear,A,2024-11-20,2024-11-26,0,In-Progress
TDMS_TASK_001683,SEC_001,OHE_SEC_001_0141,Neutral Section Fault,B,2024-03-21,2024-04-07,0,Deferred
TDMS_TASK_001684,SEC_038,OHE_SEC_038_3169,Catenary Wear,B,2024-11-12,2024-11-22,0,Deferred
TDMS_TASK_001685,SEC_015,OHE_SEC_015_1427,Catenary Wear,A,2024-12-03,2024-12-05,0,Deferred
TDMS_TASK_001686,SEC_025,OHE_SEC_025_2072,Catenary Wear,B,2024-07-03,2024-07-09,0,In-Progress
TDMS_TASK_001687,SEC_018,OHE_SEC_018_1704,Insulator Damage,B,2024-03-04,2024-03-16,0,Open
TDMS_TASK_001688,SEC_018,OHE_SEC_018_1625,Catenary Wear,C,2024-06-21,2024-07-03,2,Deferred
TDMS_TASK_001689,SEC_046,OHE_SEC_046_3741,Insulator Damage,B,2024-11-27,2024-12-09,0,Open
TDMS_TASK_001690,SEC_003,OHE_SEC_003_0375,Catenary Wear,B,2024-07-14,2024-07-27,0,Open
TDMS_TASK_001691,SEC_036,OHE_SEC_036_3075,Insulator Damage,B,2024-08-17,2024-08-29,0,Completed
TDMS_TASK_001692,SEC_045,OHE_SEC_045_3542,Insulator Damage,B,2024-05-22,2024-06-05,4,Open
TDMS_TASK_001693,SEC_028,OHE_SEC_028_2618,Substation Feed Issue,A,2024-07-31,2024-08-06,0,Completed
TDMS_TASK_001694,SEC_018,OHE_SEC_018_1573,Insulator Damage,C,2024-04-18,2024-05-11,0,Completed
TDMS_TASK_001695,SEC_007,OHE_SEC_007_0638,Neutral Section Fault,B,2024-04-06,2024-04-13,0,Completed
TDMS_TASK_001696,SEC_030,OHE_SEC_030_2718,Insulator Damage,C,2024-02-27,2024-03-22,0,In-Progress
TDMS_TASK_001697,SEC_023,OHE_SEC_023_1867,Catenary Wear,A,2024-09-12,2024-09-15,0,Completed
TDMS_TASK_001698,SEC_006,OHE_SEC_006_0595,Substation Feed Issue,A,2024-11-30,2024-12-03,0,Deferred
TDMS_TASK_001699,SEC_015,OHE_SEC_015_1432,Insulator Damage,B,2024-05-11,2024-05-23,0,In-Progress
TDMS_TASK_001700,SEC_046,OHE_SEC_046_3828,Substation Feed Issue,B,2024-01-23,2024-01-30,0,In-Progress
TDMS_TASK_001701,SEC_011,OHE_SEC_011_1057,Neutral Section Fault,A,2024-05-27,2024-05-29,0,Open
TDMS_TASK_001702,SEC_007,OHE_SEC_007_0711,Substation Feed Issue,A,2024-05-06,2024-05-08,0,Deferred
TDMS_TASK_001703,SEC_030,OHE_SEC_030_2715,Insulator Damage,C,2024-08-15,2024-08-28,2,Deferred
TDMS_TASK_001704,SEC_009,OHE_SEC_009_0795,Insulator Damage,B,2024-03-01,2024-03-10,0,Open
TDMS_TASK_001705,SEC_045,OHE_SEC_045_3663,Substation Feed Issue,A,2024-10-13,2024-10-17,0,Deferred
TDMS_TASK_001706,SEC_044,OHE_SEC_044_3420,Substation Feed Issue,C,2024-01-23,2024-02-15,0,Completed
TDMS_TASK_001707,SEC_049,OHE_SEC_049_3916,Insulator Damage,B,2024-05-20,2024-05-29,3,Deferred
TDMS_TASK_001708,SEC_045,OHE_SEC_045_3633,Substation Feed Issue,A,2024-03-04,2024-03-06,0,In-Progress
TDMS_TASK_001709,SEC_011,OHE_SEC_011_0971,Catenary Wear,C,2024-11-15,2024-12-17,0,Completed
TDMS_TASK_001710,SEC_009,OHE_SEC_009_0845,Insulator Damage,C,2024-06-15,2024-07-16,0,Open
TDMS_TASK_001711,SEC_014,OHE_SEC_014_1365,Catenary Wear,A,2024-11-29,2024-12-01,0,Open
TDMS_TASK_001712,SEC_023,OHE_SEC_023_1871,Substation Feed Issue,B,2024-07-23,2024-08-08,1,In-Progress
TDMS_TASK_001713,SEC_044,OHE_SEC_044_3504,Neutral Section Fault,A,2024-10-04,2024-10-06,0,Open
TDMS_TASK_001714,SEC_032,OHE_SEC_032_2921,Catenary Wear,B,2024-11-23,2024-12-09,0,Open
TDMS_TASK_001715,SEC_028,OHE_SEC_028_2566,Neutral Section Fault,A,2024-10-28,2024-11-01,0,Open
TDMS_TASK_001716,SEC_044,OHE_SEC_044_3497,Catenary Wear,A,2024-09-07,2024-09-08,0,Completed
TDMS_TASK_001717,SEC_028,OHE_SEC_028_2572,Neutral Section Fault,B,2024-10-17,2024-10-30,0,Completed
TDMS_TASK_001718,SEC_017,OHE_SEC_017_1510,Neutral Section Fault,A,2024-10-20,2024-10-23,0,Open
TDMS_TASK_001719,SEC_018,OHE_SEC_018_1645,Neutral Section Fault,B,2024-09-02,2024-09-09,0,Open
TDMS_TASK_001720,SEC_025,OHE_SEC_025_2059,Catenary Wear,B,2024-07-21,2024-07-28,0,Open
TDMS_TASK_001721,SEC_003,OHE_SEC_003_0354,Substation Feed Issue,C,2024-07-05,2024-07-28,4,Open
TDMS_TASK_001722,SEC_032,OHE_SEC_032_2953,Catenary Wear,A,2024-03-14,2024-03-19,0,Completed
TDMS_TASK_001723,SEC_028,OHE_SEC_028_2599,Insulator Damage,B,2024-07-29,2024-08-12,0,Open
TDMS_TASK_001724,SEC_032,OHE_SEC_032_2911,Catenary Wear,A,2024-11-07,2024-11-11,0,Open
TDMS_TASK_001725,SEC_025,OHE_SEC_025_2126,Catenary Wear,A,2024-11-07,2024-11-08,0,Completed
TDMS_TASK_001726,SEC_037,OHE_SEC_037_3117,Neutral Section Fault,A,2024-06-22,2024-06-27,0,Deferred
TDMS_TASK_001727,SEC_046,OHE_SEC_046_3781,Neutral Section Fault,A,2024-06-26,2024-06-29,0,Completed
TDMS_TASK_001728,SEC_026,OHE_SEC_026_2269,Insulator Damage,B,2024-10-09,2024-10-19,0,In-Progress
TDMS_TASK_001729,SEC_021,OHE_SEC_021_1770,Substation Feed Issue,C,2024-12-24,2025-01-08,3,Deferred
TDMS_TASK_001730,SEC_004,OHE_SEC_004_0417,Neutral Section Fault,A,2024-01-03,2024-01-06,0,Open
TDMS_TASK_001731,SEC_037,OHE_SEC_037_3100,Insulator Damage,B,2024-09-13,2024-09-21,2,Deferred
TDMS_TASK_001732,SEC_045,OHE_SEC_045_3599,Catenary Wear,B,2024-06-12,2024-06-22,0,Completed
TDMS_TASK_001733,SEC_032,OHE_SEC_032_2785,Insulator Damage,B,2024-03-25,2024-04-04,0,In-Progress
TDMS_TASK_001734,SEC_044,OHE_SEC_044_3446,Neutral Section Fault,B,2024-05-04,2024-05-13,2,Deferred
TDMS_TASK_001735,SEC_044,OHE_SEC_044_3429,Neutral Section Fault,B,2024-12-29,2025-01-07,4,Deferred
TDMS_TASK_001736,SEC_038,OHE_SEC_038_3178,Neutral Section Fault,B,2024-04-18,2024-04-30,4,In-Progress
TDMS_TASK_001737,SEC_025,OHE_SEC_025_2002,Catenary Wear,B,2024-07-03,2024-07-11,2,In-Progress
TDMS_TASK_001738,SEC_004,OHE_SEC_004_0398,Substation Feed Issue,B,2024-09-03,2024-09-09,2,Open
TDMS_TASK_001739,SEC_001,OHE_SEC_001_0013,Substation Feed Issue,C,2024-04-06,2024-04-22,0,Completed
TDMS_TASK_001740,SEC_009,OHE_SEC_009_0814,Substation Feed Issue,A,2024-10-28,2024-11-02,0,Open
TDMS_TASK_001741,SEC_018,OHE_SEC_018_1716,Substation Feed Issue,A,2024-01-27,2024-01-28,0,Open
TDMS_TASK_001742,SEC_033,OHE_SEC_033_2961,Catenary Wear,B,2024-11-12,2024-11-20,0,Open
TDMS_TASK_001743,SEC_022,OHE_SEC_022_1815,Insulator Damage,A,2024-09-11,2024-09-14,0,Open
TDMS_TASK_001744,SEC_001,OHE_SEC_001_0093,Substation Feed Issue,A,2024-10-20,2024-10-23,0,Open
TDMS_TASK_001745,SEC_009,OHE_SEC_009_0838,Substation Feed Issue,A,2024-02-03,2024-02-07,0,Open
TDMS_TASK_001746,SEC_049,OHE_SEC_049_3899,Catenary Wear,A,2024-10-24,2024-10-27,0,In-Progress
TDMS_TASK_001747,SEC_049,OHE_SEC_049_3934,Insulator Damage,B,2024-04-12,2024-04-28,0,Open
TDMS_TASK_001748,SEC_017,OHE_SEC_017_1502,Substation Feed Issue,B,2024-11-01,2024-11-13,3,Deferred
TDMS_TASK_001749,SEC_039,OHE_SEC_039_3205,Neutral Section Fault,A,2024-05-08,2024-05-11,0,Deferred
TDMS_TASK_001750,SEC_032,OHE_SEC_032_2864,Insulator Damage,A,2024-09-10,2024-09-12,0,In-Progress
TDMS_TASK_001751,SEC_046,OHE_SEC_046_3708,Substation Feed Issue,B,2024-12-29,2025-01-11,0,Completed
TDMS_TASK_001752,SEC_044,OHE_SEC_044_3534,Insulator Damage,C,2024-10-05,2024-11-06,0,Open
TDMS_TASK_001753,SEC_026,OHE_SEC_026_2504,Insulator Damage,B,2024-01-30,2024-02-10,0,Open
TDMS_TASK_001754,SEC_018,OHE_SEC_018_1572,Catenary Wear,B,2024-03-21,2024-04-04,0,Completed
TDMS_TASK_001755,SEC_026,OHE_SEC_026_2495,Insulator Damage,A,2024-02-16,2024-02-22,0,Completed
TDMS_TASK_001756,SEC_013,OHE_SEC_013_1271,Substation Feed Issue,B,2024-12-16,2024-12-24,0,In-Progress
TDMS_TASK_001757,SEC_014,OHE_SEC_014_1386,Catenary Wear,A,2024-04-28,2024-04-30,0,Open
TDMS_TASK_001758,SEC_026,OHE_SEC_026_2424,Insulator Damage,C,2024-07-03,2024-08-04,0,Open
TDMS_TASK_001759,SEC_026,OHE_SEC_026_2275,Neutral Section Fault,B,2024-07-30,2024-08-15,3,In-Progress
TDMS_TASK_001760,SEC_026,OHE_SEC_026_2313,Insulator Damage,A,2024-04-06,2024-04-08,0,Deferred
TDMS_TASK_001761,SEC_017,OHE_SEC_017_1532,Catenary Wear,B,2024-05-15,2024-06-01,4,Deferred
TDMS_TASK_001762,SEC_018,OHE_SEC_018_1629,Neutral Section Fault,C,2024-06-15,2024-07-17,0,Open
TDMS_TASK_001763,SEC_001,OHE_SEC_001_0041,Neutral Section Fault,B,2024-01-06,2024-01-13,0,Completed
TDMS_TASK_001764,SEC_026,OHE_SEC_026_2396,Neutral Section Fault,B,2024-10-28,2024-11-14,0,Completed
TDMS_TASK_001765,SEC_026,OHE_SEC_026_2293,Substation Feed Issue,A,2024-11-27,2024-12-03,0,Open
TDMS_TASK_001766,SEC_046,OHE_SEC_046_3724,Catenary Wear,B,2024-09-10,2024-09-19,3,Deferred
TDMS_TASK_001767,SEC_025,OHE_SEC_025_2008,Substation Feed Issue,A,2024-06-08,2024-06-12,0,Open
TDMS_TASK_001768,SEC_023,OHE_SEC_023_1862,Catenary Wear,B,2024-02-25,2024-03-03,1,Deferred
TDMS_TASK_001769,SEC_002,OHE_SEC_002_0270,Neutral Section Fault,A,2024-04-29,2024-04-30,0,Open
TDMS_TASK_001770,SEC_008,OHE_SEC_008_0784,Substation Feed Issue,B,2024-06-09,2024-06-16,0,Open
TDMS_TASK_001771,SEC_014,OHE_SEC_014_1346,Neutral Section Fault,A,2024-03-13,2024-03-18,0,Open
TDMS_TASK_001772,SEC_017,OHE_SEC_017_1502,Neutral Section Fault,A,2024-10-03,2024-10-07,0,Completed
TDMS_TASK_001773,SEC_015,OHE_SEC_015_1444,Substation Feed Issue,A,2024-06-14,2024-06-16,0,In-Progress
TDMS_TASK_001774,SEC_018,OHE_SEC_018_1569,Catenary Wear,A,2024-09-10,2024-09-16,0,Deferred
TDMS_TASK_001775,SEC_035,OHE_SEC_035_3062,Insulator Damage,B,2024-07-07,2024-07-15,0,Completed
TDMS_TASK_001776,SEC_004,OHE_SEC_004_0522,Insulator Damage,B,2024-03-10,2024-03-27,0,In-Progress
TDMS_TASK_001777,SEC_014,OHE_SEC_014_1323,Insulator Damage,B,2024-08-26,2024-09-07,0,In-Progress
TDMS_TASK_001778,SEC_007,OHE_SEC_007_0649,Neutral Section Fault,A,2024-09-28,2024-10-02,0,Completed
TDMS_TASK_001779,SEC_012,OHE_SEC_012_1226,Neutral Section Fault,A,2024-06-04,2024-06-10,0,Completed
TDMS_TASK_001780,SEC_030,OHE_SEC_030_2726,Insulator Damage,A,2024-09-03,2024-09-06,0,Deferred
TDMS_TASK_001781,SEC_001,OHE_SEC_001_0187,Substation Feed Issue,A,2024-12-25,2024-12-26,0,Open
TDMS_TASK_001782,SEC_014,OHE_SEC_014_1352,Insulator Damage,B,2024-03-30,2024-04-09,0,Deferred
TDMS_TASK_001783,SEC_001,OHE_SEC_001_0095,Catenary Wear,B,2024-11-21,2024-11-28,0,Deferred
TDMS_TASK_001784,SEC_046,OHE_SEC_046_3802,Insulator Damage,C,2024-04-22,2024-05-09,0,In-Progress
TDMS_TASK_001785,SEC_032,OHE_SEC_032_2896,Substation Feed Issue,A,2024-01-16,2024-01-20,0,Completed
TDMS_TASK_001786,SEC_011,OHE_SEC_011_0970,Insulator Damage,B,2024-06-02,2024-06-12,0,Completed
TDMS_TASK_001787,SEC_009,OHE_SEC_009_0790,Insulator Damage,A,2024-10-27,2024-10-30,0,Completed
TDMS_TASK_001788,SEC_004,OHE_SEC_004_0394,Catenary Wear,B,2024-09-03,2024-09-14,4,In-Progress
TDMS_TASK_001789,SEC_024,OHE_SEC_024_1883,Catenary Wear,A,2024-05-01,2024-05-03,0,Completed
TDMS_TASK_001790,SEC_033,OHE_SEC_033_3000,Catenary Wear,B,2024-12-14,2024-12-28,0,Completed
TDMS_TASK_001791,SEC_026,OHE_SEC_026_2326,Substation Feed Issue,A,2024-12-26,2024-12-27,0,Completed
TDMS_TASK_001792,SEC_044,OHE_SEC_044_3508,Insulator Damage,C,2024-12-30,2025-01-11,3,In-Progress
TDMS_TASK_001793,SEC_014,OHE_SEC_014_1369,Catenary Wear,B,2024-07-21,2024-07-28,0,In-Progress
TDMS_TASK_001794,SEC_011,OHE_SEC_011_1108,Catenary Wear,A,2024-09-09,2024-09-15,0,In-Progress
TDMS_TASK_001795,SEC_025,OHE_SEC_025_1904,Neutral Section Fault,A,2024-07-13,2024-07-17,0,Completed
TDMS_TASK_001796,SEC_009,OHE_SEC_009_0805,Neutral Section Fault,C,2024-05-30,2024-06-17,1,Deferred
TDMS_TASK_001797,SEC_049,OHE_SEC_049_3885,Catenary Wear,A,2024-07-11,2024-07-17,0,Completed
TDMS_TASK_001798,SEC_007,OHE_SEC_007_0740,Substation Feed Issue,A,2024-01-26,2024-01-27,0,Open
TDMS_TASK_001799,SEC_025,OHE_SEC_025_1907,Insulator Damage,A,2024-02-29,2024-03-04,0,Completed
TDMS_TASK_001800,SEC_025,OHE_SEC_025_2079,Catenary Wear,C,2024-08-05,2024-08-28,2,In-Progress
TDMS_TASK_001801,SEC_002,OHE_SEC_002_0228,Catenary Wear,C,2024-06-02,2024-06-23,0,In-Progress
TDMS_TASK_001802,SEC_023,OHE_SEC_023_1865,Catenary Wear,A,2024-06-25,2024-06-26,0,Completed
TDMS_TASK_001803,SEC_022,OHE_SEC_022_1811,Catenary Wear,A,2024-12-01,2024-12-05,0,In-Progress
TDMS_TASK_001804,SEC_011,OHE_SEC_011_1033,Neutral Section Fault,B,2024-09-02,2024-09-16,0,Completed
TDMS_TASK_001805,SEC_004,OHE_SEC_004_0510,Catenary Wear,A,2024-01-27,2024-01-28,0,Completed
TDMS_TASK_001806,SEC_001,OHE_SEC_001_0180,Neutral Section Fault,A,2024-12-18,2024-12-19,0,Deferred
TDMS_TASK_001807,SEC_001,OHE_SEC_001_0035,Catenary Wear,B,2024-11-11,2024-11-17,0,Completed
