station_code,in_timetable,in_station_master,match_status,match_confidence,has_coordinates
BWZ,True,True,UNMATCHED,NONE,False
BXA,True,True,UNMATCHED,NONE,False
BXB,True,True,MATCHED,MEDIUM,True
BXC,True,True,UNMATCHED,NONE,False
BXF,True,True,UNMATCHED,NONE,False
BXG,True,True,UNMATCHED,NONE,False
BXHT,True,True,UNMATCHED,NONE,False
BXJ,True,True,UNMATCHED,NONE,False
BXK,True,True,UNMATCHED,NONE,False
BXL,True,True,UNMATCHED,NONE,False
BXLL,True,True,UNMATCHED,NONE,False
BXM,True,True,UNMATCHED,NONE,False
BXN,True,True,UNMATCHED,NONE,False
BXP,True,True,UNMATCHED,NONE,False
BXQ,True,True,UNMATCHED,NONE,False
BXR,True,True,UNMATCHED,NONE,False
BXS,True,True,UNMATCHED,NONE,False
BXT,True,True,UNMATCHED,NONE,False
BXY,True,True,UNMATCHED,NONE,False
BY,True,True,UNMATCHED,NONE,False
BYC,True,True,UNMATCHED,NONE,False
BYD,True,True,UNMATCHED,NONE,False
BYH,True,True,UNMATCHED,NONE,False
BYHA,True,True,UNMATCHED,NONE,False
BYL,True,True,UNMATCHED,NONE,False
BYN,True,True,UNMATCHED,NONE,False
BYNR,True,True,UNMATCHED,NONE,False
BYP,True,True,UNMATCHED,NONE,False
BYPL,True,True,UNMATCHED,NONE,False
BYQ,True,True,UNMATCHED,NONE,False
BYR,True,True,UNMATCHED,NONE,False
BYS,True,True,UNMATCHED,NONE,False
BYSA,True,True,UNMATCHED,NONE,False
BYT,True,True,UNMATCHED,NONE,False
BYXA,True,True,UNMATCHED,NONE,False
BYY,True,True,UNMATCHED,NONE,False
BYZA,True,True,UNMATCHED,NONE,False
BZ,True,True,UNMATCHED,NONE,False
BZA,True,True,UNMATCHED,NONE,False
BZB,True,True,UNMATCHED,NONE,False
BZC,True,True,UNMATCHED,NONE,False
BZG,True,True,UNMATCHED,NONE,False
BZGT,True,True,UNMATCHED,NONE,False
BZJT,True,True,UNMATCHED,NONE,False
BZK,True,True,UNMATCHED,NONE,False
BZL,True,True,UNMATCHED,NONE,False
BZLE,True,True,UNMATCHED,NONE,False
BZM,True,True,UNMATCHED,NONE,False
BZN,True,True,UNMATCHED,NONE,False
BZO,True,True,UNMATCHED,NONE,False
BZR,True,True,UNMATCHED,NONE,False
BZU,True,True,UNMATCHED,NONE,False
BZY,True,True,UNMATCHED,NONE,False
CAA,True,True,UNMATCHED,NONE,False
CABN,True,True,UNMATCHED,NONE,False
CAER,True,True,UNMATCHED,NONE,False
CAF,True,True,UNMATCHED,NONE,False
CAG,True,True,UNMATCHED,NONE,False
CAI,True,True,UNMATCHED,NONE,False
CAJ,True,True,UNMATCHED,NONE,False
CAM,True,True,UNMATCHED,NONE,False
CAMU,True,True,UNMATCHED,NONE,False
CAN,True,True,UNMATCHED,NONE,False
CAO,True,True,UNMATCHED,NONE,False
CAP,True,True,UNMATCHED,NONE,False
CAPC,True,True,UNMATCHED,NONE,False
CAPE,True,True,UNMATCHED,NONE,False
CAPG,True,True,UNMATCHED,NONE,False
CAR,True,True,UNMATCHED,NONE,False
CAS,True,True,UNMATCHED,NONE,False
CASA,True,True,UNMATCHED,NONE,False
CAT,True,True,UNMATCHED,NONE,False
CATA,True,True,UNMATCHED,NONE,False
CATD,True,True,UNMATCHED,NONE,False
CAZ,True,True,UNMATCHED,NONE,False
CBD,True,True,UNMATCHED,NONE,False
CBE,True,True,UNMATCHED,NONE,False
CBF,True,True,UNMATCHED,NONE,False
CBG,True,True,UNMATCHED,NONE,False
CBH,True,True,UNMATCHED,NONE,False
CBJ,True,True,UNMATCHED,NONE,False
CBK,True,True,UNMATCHED,NONE,False
CBM,True,True,UNMATCHED,NONE,False
CBN,True,True,UNMATCHED,NONE,False
CBP,True,True,UNMATCHED,NONE,False
CBR,True,True,UNMATCHED,NONE,False
CBSA,True,True,UNMATCHED,NONE,False
CBT,True,True,UNMATCHED,NONE,False
CBU,True,True,MATCHED,HIGH,True
CBX,True,True,UNMATCHED,NONE,False
CBY,True,True,UNMATCHED,NONE,False
CBZ,True,True,UNMATCHED,NONE,False
CC,True,True,UNMATCHED,NONE,False
CCA,True,True,UNMATCHED,NONE,False
CCAB,True,True,UNMATCHED,NONE,False
CCBG,True,True,UNMATCHED,NONE,False
CCD,True,True,UNMATCHED,NONE,False
CCG,True,True,UNMATCHED,NONE,False
CCH,True,True,UNMATCHED,NONE,False
CCI,True,True,UNMATCHED,NONE,False
CCK,True,True,UNMATCHED,NONE,False
CCL,True,True,UNMATCHED,NONE,False
CCO,True,True,UNMATCHED,NONE,False
CCP,True,True,UNMATCHED,NONE,False
CCT,True,True,UNMATCHED,NONE,False
CD,True,True,UNMATCHED,NONE,False
CDA,True,True,UNMATCHED,NONE,False
CDAE,True,True,UNMATCHED,NONE,False
CDB,True,True,UNMATCHED,NONE,False
CDBH,True,True,UNMATCHED,NONE,False
CDBN,True,True,UNMATCHED,NONE,False
CDG,True,True,UNMATCHED,NONE,False
CDGR,True,True,UNMATCHED,NONE,False
CDH,True,True,UNMATCHED,NONE,False
CDI,True,True,UNMATCHED,NONE,False
CDK,True,True,UNMATCHED,NONE,False
CDL,True,True,UNMATCHED,NONE,False
CDM,True,True,MATCHED,HIGH,True
CDMR,True,True,UNMATCHED,NONE,False
CDNR,True,True,UNMATCHED,NONE,False
CDP,True,True,UNMATCHED,NONE,False
CDRA,True,True,UNMATCHED,NONE,False
CDRL,True,True,UNMATCHED,NONE,False
CDS,True,True,UNMATCHED,NONE,False
CDSL,True,True,UNMATCHED,NONE,False
CE,True,True,UNMATCHED,NONE,False
CEL,True,True,UNMATCHED,NONE,False
CEM,True,True,UNMATCHED,NONE,False
CEME,True,True,UNMATCHED,NONE,False
CEU,True,True,UNMATCHED,NONE,False
CFG,True,True,UNMATCHED,NONE,False
CG,True,True,UNMATCHED,NONE,False
CGA,True,True,UNMATCHED,NONE,False
CGF,True,True,UNMATCHED,NONE,False
CGH,True,True,UNMATCHED,NONE,False
CGHD,True,True,UNMATCHED,NONE,False
CGI,True,True,UNMATCHED,NONE,False
CGKR,True,True,UNMATCHED,NONE,False
CGL,True,True,MATCHED,HIGH,True
CGN,True,True,UNMATCHED,NONE,False
CGON,True,True,UNMATCHED,NONE,False
CGR,True,True,UNMATCHED,NONE,False
CGS,True,True,UNMATCHED,NONE,False
CGTA,True,True,UNMATCHED,NONE,False
CGV,True,True,UNMATCHED,NONE,False
CGX,True,True,UNMATCHED,NONE,False
CGY,True,True,UNMATCHED,NONE,False
CH,True,True,UNMATCHED,NONE,False
CHA,True,True,UNMATCHED,NONE,False
CHAF,True,True,UNMATCHED,NONE,False
CHAR,True,True,UNMATCHED,NONE,False
CHB,True,True,UNMATCHED,NONE,False
CHBN,True,True,UNMATCHED,NONE,False
CHBR,True,True,UNMATCHED,NONE,False
CHBS,True,True,UNMATCHED,NONE,False
CHBT,True,True,UNMATCHED,NONE,False
CHC,True,True,UNMATCHED,NONE,False
CHCR,True,True,UNMATCHED,NONE,False
CHD,True,True,UNMATCHED,NONE,False
CHDX,True,True,UNMATCHED,NONE,False
CHE,True,True,UNMATCHED,NONE,False
CHG,True,True,UNMATCHED,NONE,False
CHH,True,True,UNMATCHED,NONE,False
CHHU,True,True,UNMATCHED,NONE,False
CHI,True,True,UNMATCHED,NONE,False
CHIB,True,True,UNMATCHED,NONE,False
CHIT,True,True,UNMATCHED,NONE,False
CHJ,True,True,UNMATCHED,NONE,False
CHJC,True,True,UNMATCHED,NONE,False
CHK,True,True,UNMATCHED,NONE,False
CHKE,True,True,UNMATCHED,NONE,False
CHL,True,True,UNMATCHED,NONE,False
CHLK,True,True,UNMATCHED,NONE,False
CHLR,True,True,UNMATCHED,NONE,False
CHM,True,True,UNMATCHED,NONE,False
CHN,True,True,UNMATCHED,NONE,False
CHNN,True,True,UNMATCHED,NONE,False
CHNR,True,True,UNMATCHED,NONE,False
CHOD,True,True,UNMATCHED,NONE,False
CHOK,True,True,UNMATCHED,NONE,False
CHP,True,True,UNMATCHED,NONE,False
CHPD,True,True,UNMATCHED,NONE,False
CHPT,True,True,UNMATCHED,NONE,False
CHR,True,True,UNMATCHED,NONE,False
CHRA,True,True,UNMATCHED,NONE,False
CHRG,True,True,UNMATCHED,NONE,False
CHRI,True,True,UNMATCHED,NONE,False
CHRK,True,True,UNMATCHED,NONE,False
CHRM,True,True,UNMATCHED,NONE,False
CHRU,True,True,UNMATCHED,NONE,False
CHSM,True,True,MATCHED,HIGH,True
CHT,True,True,UNMATCHED,NONE,False
CHTL,True,True,UNMATCHED,NONE,False
CHTT,True,True,UNMATCHED,NONE,False
CHU,True,True,MATCHED,HIGH,True
CHV,True,True,MATCHED,MEDIUM,True
CHWT,True,True,UNMATCHED,NONE,False
CHZ,True,True,UNMATCHED,NONE,False
CI,True,True,UNMATCHED,NONE,False
CIA,True,True,UNMATCHED,NONE,False
CIH,True,True,UNMATCHED,NONE,False
CII,True,True,MATCHED,HIGH,True
CIK,True,True,UNMATCHED,NONE,False
CIL,True,True,UNMATCHED,NONE,False
CIT,True,True,UNMATCHED,NONE,False
CIV,True,True,UNMATCHED,NONE,False
CJ,True,True,MATCHED,HIGH,True
CJA,True,True,UNMATCHED,NONE,False
CJE,True,True,MATCHED,HIGH,True
CJL,True,True,UNMATCHED,NONE,False
CJM,True,True,UNMATCHED,NONE,False
CJN,True,True,UNMATCHED,NONE,False
CJQ,True,True,UNMATCHED,NONE,False
CJR,True,True,UNMATCHED,NONE,False
CJS,True,True,UNMATCHED,NONE,False
CJW,True,True,UNMATCHED,NONE,False
CK,True,True,UNMATCHED,NONE,False
CKA,True,True,UNMATCHED,NONE,False
CKB,True,True,UNMATCHED,NONE,False
CKD,True,True,UNMATCHED,NONE,False
CKDL,True,True,UNMATCHED,NONE,False
CKE,True,True,UNMATCHED,NONE,False
CKG,True,True,UNMATCHED,NONE,False
CKH,True,True,UNMATCHED,NONE,False
CKHS,True,True,UNMATCHED,NONE,False
CKI,True,True,UNMATCHED,NONE,False
CKKD,True,True,UNMATCHED,NONE,False
CKLA,True,True,UNMATCHED,NONE,False
CKLT,True,True,UNMATCHED,NONE,False
CKM,True,True,UNMATCHED,NONE,False
CKMI,True,True,UNMATCHED,NONE,False
CKN,True,True,UNMATCHED,NONE,False
CKNI,True,True,UNMATCHED,NONE,False
CKOD,True,True,UNMATCHED,NONE,False
CKP,True,True,UNMATCHED,NONE,False
CKR,True,True,UNMATCHED,NONE,False
CKRD,True,True,UNMATCHED,NONE,False
CKS,True,True,UNMATCHED,NONE,False
CKSR,True,True,UNMATCHED,NONE,False
CKTD,True,True,UNMATCHED,NONE,False
CKU,True,True,UNMATCHED,NONE,False
CKV,True,True,UNMATCHED,NONE,False
CKVD,True,True,MATCHED,MEDIUM,True
CKW,True,True,UNMATCHED,NONE,False
CKX,True,True,UNMATCHED,NONE,False
CKYD,True,True,UNMATCHED,NONE,False
CLA,True,True,UNMATCHED,NONE,False
CLC,True,True,UNMATCHED,NONE,False
CLD,True,True,UNMATCHED,NONE,False
CLDB,True,True,UNMATCHED,NONE,False
CLDR,True,True,UNMATCHED,NONE,False
CLDY,True,True,UNMATCHED,NONE,False
CLE,True,True,UNMATCHED,NONE,False
CLF,True,True,UNMATCHED,NONE,False
CLG,True,True,UNMATCHED,NONE,False
CLI,True,True,UNMATCHED,NONE,False
CLJ,True,True,UNMATCHED,NONE,False
CLKA,True,True,UNMATCHED,NONE,False
CLKN,True,True,UNMATCHED,NONE,False
CLN,True,True,MATCHED,HIGH,True
CLO,True,True,UNMATCHED,NONE,False
CLPE,True,True,UNMATCHED,NONE,False
CLR,True,True,UNMATCHED,NONE,False
CLT,True,True,UNMATCHED,NONE,False
CLU,True,True,UNMATCHED,NONE,False
CLVR,True,True,UNMATCHED,NONE,False
CLX,True,True,UNMATCHED,NONE,False
CM,True,True,UNMATCHED,NONE,False
CMA,True,True,UNMATCHED,NONE,False
CMBR,True,True,UNMATCHED,NONE,False
CMC,True,True,UNMATCHED,NONE,False
CMDG,True,True,UNMATCHED,NONE,False
CMDP,True,True,UNMATCHED,NONE,False
CMGR,True,True,UNMATCHED,NONE,False
CMJ,True,True,UNMATCHED,NONE,False
CMMG,True,True,UNMATCHED,NONE,False
CMNR,True,True,UNMATCHED,NONE,False
CMP,True,True,MATCHED,HIGH,True
CMR,True,True,UNMATCHED,NONE,False
CMU,True,True,UNMATCHED,NONE,False
CMW,True,True,UNMATCHED,NONE,False
CMX,True,True,UNMATCHED,NONE,False
CMY,True,True,UNMATCHED,NONE,False
CMZ,True,True,UNMATCHED,NONE,False
CNA,True,True,UNMATCHED,NONE,False
CNB,True,True,UNMATCHED,NONE,False
CNBI,True,True,UNMATCHED,NONE,False
CNC,True,True,UNMATCHED,NONE,False
CND,True,True,UNMATCHED,NONE,False
CNDB,True,True,UNMATCHED,NONE,False
CNDM,True,True,UNMATCHED,NONE,False
CNDN,True,True,UNMATCHED,NONE,False
CNE,True,True,UNMATCHED,NONE,False
CNF,True,True,UNMATCHED,NONE,False
CNGR,True,True,UNMATCHED,NONE,False
CNH,True,True,UNMATCHED,NONE,False
CNI,True,True,UNMATCHED,NONE,False
CNJ,True,True,UNMATCHED,NONE,False
CNJW,True,True,UNMATCHED,NONE,False
CNK,True,True,UNMATCHED,NONE,False
CNKP,True,True,UNMATCHED,NONE,False
CNL,True,True,UNMATCHED,NONE,False
CNO,True,True,UNMATCHED,NONE,False
CNPA,True,True,UNMATCHED,NONE,False
CNPI,True,True,UNMATCHED,NONE,False
CNPR,True,True,UNMATCHED,NONE,False
CNR,True,True,UNMATCHED,NONE,False
CNS,True,True,UNMATCHED,NONE,False
CNV,True,True,UNMATCHED,NONE,False
CNX,True,True,UNMATCHED,NONE,False
COA,True,True,UNMATCHED,NONE,False
COB,True,True,UNMATCHED,NONE,False
COE,True,True,UNMATCHED,NONE,False
COL,True,True,MATCHED,HIGH,True
COO,True,True,UNMATCHED,NONE,False
COR,True,True,UNMATCHED,NONE,False
CPA,True,True,UNMATCHED,NONE,False
CPB,True,True,UNMATCHED,NONE,False
CPBH,True,True,UNMATCHED,NONE,False
CPD,True,True,UNMATCHED,NONE,False
CPDR,True,True,UNMATCHED,NONE,False
CPE,True,True,UNMATCHED,NONE,False
CPH,True,True,UNMATCHED,NONE,False
CPHT,True,True,UNMATCHED,NONE,False
CPJ,True,True,UNMATCHED,NONE,False
CPK,True,True,UNMATCHED,NONE,False
CPL,True,True,UNMATCHED,NONE,False
CPLE,True,True,UNMATCHED,NONE,False
CPN,True,True,UNMATCHED,NONE,False
CPP,True,True,UNMATCHED,NONE,False
CPQ,True,True,UNMATCHED,NONE,False
CPR,True,True,UNMATCHED,NONE,False
CPS,True,True,UNMATCHED,NONE,False
CPT,True,True,UNMATCHED,NONE,False
CPU,True,True,UNMATCHED,NONE,False
CPW,True,True,UNMATCHED,NONE,False
CQA,True,True,UNMATCHED,NONE,False
CQL,True,True,UNMATCHED,NONE,False
CQR,True,True,UNMATCHED,NONE,False
CQS,True,True,MATCHED,HIGH,True
CRAE,True,True,UNMATCHED,NONE,False
CRC,True,True,UNMATCHED,NONE,False
CRD,True,True,UNMATCHED,NONE,False
CRE,True,True,UNMATCHED,NONE,False
CRJ,True,True,UNMATCHED,NONE,False
CRK,True,True,UNMATCHED,NONE,False
CRKR,True,True,UNMATCHED,NONE,False
CRL,True,True,UNMATCHED,NONE,False
CRLM,True,True,UNMATCHED,NONE,False
CROA,True,True,UNMATCHED,NONE,False
CRP,True,True,UNMATCHED,NONE,False
CRQ,True,True,UNMATCHED,NONE,False
CRR,True,True,UNMATCHED,NONE,False
CRU,True,True,UNMATCHED,NONE,False
CRV,True,True,UNMATCHED,NONE,False
CRW,True,True,UNMATCHED,NONE,False
CRWA,True,True,UNMATCHED,NONE,False
CRWL,True,True,UNMATCHED,NONE,False
CRX,True,True,UNMATCHED,NONE,False
CRY,True,True,UNMATCHED,NONE,False
CRZ,True,True,UNMATCHED,NONE,False
CS,True,True,UNMATCHED,NONE,False
CSA,True,True,UNMATCHED,NONE,False
CSB,True,True,UNMATCHED,NONE,False
CSDR,True,True,UNMATCHED,NONE,False
CSM,True,True,UNMATCHED,NONE,False
CSMA,True,True,UNMATCHED,NONE,False
CSMT,True,True,UNMATCHED,NONE,False
CSN,True,True,UNMATCHED,NONE,False
CSR,True,True,UNMATCHED,NONE,False
CSZ,True,True,UNMATCHED,NONE,False
CT,True,True,UNMATCHED,NONE,False
CTA,True,True,UNMATCHED,NONE,False
CTC,True,True,UNMATCHED,NONE,False
CTD,True,True,UNMATCHED,NONE,False
CTF,True,True,UNMATCHED,NONE,False
CTH,True,True,UNMATCHED,NONE,False
CTHR,True,True,UNMATCHED,NONE,False
CTJ,True,True,UNMATCHED,NONE,False
CTKT,True,True,UNMATCHED,NONE,False
CTL,True,True,UNMATCHED,NONE,False
CTM,True,True,MATCHED,HIGH,True
CTMP,True,True,UNMATCHED,NONE,False
CTND,True,True,MATCHED,HIGH,True
CTO,True,True,UNMATCHED,NONE,False
CTPE,True,True,UNMATCHED,NONE,False
CTPR,True,True,UNMATCHED,NONE,False
CTQ,True,True,UNMATCHED,NONE,False
CTR,True,True,MATCHED,MEDIUM,True
CTRD,True,True,UNMATCHED,NONE,False
CTRE,True,True,MATCHED,HIGH,True
CTS,True,True,UNMATCHED,NONE,False
CTT,True,True,UNMATCHED,NONE,False
CTTP,True,True,UNMATCHED,NONE,False
CTW,True,True,UNMATCHED,NONE,False
CTYL,True,True,UNMATCHED,NONE,False
CTZ,True,True,UNMATCHED,NONE,False
CU,True,True,UNMATCHED,NONE,False
CUE,True,True,UNMATCHED,NONE,False
CUK,True,True,UNMATCHED,NONE,False
CUPJ,True,True,MATCHED,HIGH,True
CUR,True,True,UNMATCHED,NONE,False
CUX,True,True,UNMATCHED,NONE,False
CV,True,True,UNMATCHED,NONE,False
CVB,True,True,UNMATCHED,NONE,False
CVD,True,True,MATCHED,MEDIUM,True
CVJ,True,True,UNMATCHED,NONE,False
CVP,True,True,UNMATCHED,NONE,False
CVR,True,True,UNMATCHED,NONE,False
CVV,True,True,UNMATCHED,NONE,False
CW,True,True,UNMATCHED,NONE,False
CWA,True,True,UNMATCHED,NONE,False
CWDA,True,True,UNMATCHED,NONE,False
CWI,True,True,UNMATCHED,NONE,False
CWLE,True,True,UNMATCHED,NONE,False
CWN,True,True,UNMATCHED,NONE,False
CWR,True,True,UNMATCHED,NONE,False
CX,True,True,UNMATCHED,NONE,False
CXA,True,True,UNMATCHED,NONE,False
CYI,True,True,UNMATCHED,NONE,False
CYN,True,True,UNMATCHED,NONE,False
D,True,True,UNMATCHED,NONE,False
DAA,True,True,UNMATCHED,NONE,False
DAB,True,True,UNMATCHED,NONE,False
DABN,True,True,UNMATCHED,NONE,False
DAC,True,True,UNMATCHED,NONE,False
DAD,True,True,UNMATCHED,NONE,False
DADN,True,True,UNMATCHED,NONE,False
DAE,True,True,UNMATCHED,NONE,False
DAG,True,True,UNMATCHED,NONE,False
DAJ,True,True,UNMATCHED,NONE,False
DAKE,True,True,UNMATCHED,NONE,False
DAL,True,True,UNMATCHED,NONE,False
DAM,True,True,UNMATCHED,NONE,False
DAN,True,True,UNMATCHED,NONE,False
DAO,True,True,UNMATCHED,NONE,False
DAP,True,True,UNMATCHED,NONE,False
DAPD,True,True,UNMATCHED,NONE,False
DAQ,True,True,UNMATCHED,NONE,False
DAR,True,True,UNMATCHED,NONE,False
DARA,True,True,MATCHED,MEDIUM,True
DARI,True,True,UNMATCHED,NONE,False
DAS,True,True,UNMATCHED,NONE,False
DASF,True,True,UNMATCHED,NONE,False
DAU,True,True,UNMATCHED,NONE,False
DAV,True,True,UNMATCHED,NONE,False
DAVC,True,True,UNMATCHED,NONE,False
DAVJ,True,True,UNMATCHED,NONE,False
DAVM,True,True,UNMATCHED,NONE,False
DAYG,True,True,UNMATCHED,NONE,False
DAZ,True,True,UNMATCHED,NONE,False
DB,True,True,UNMATCHED,NONE,False
DBA,True,True,UNMATCHED,NONE,False
DBB,True,True,UNMATCHED,NONE,False
DBD,True,True,UNMATCHED,NONE,False
DBEC,True,True,UNMATCHED,NONE,False
DBF,True,True,UNMATCHED,NONE,False
DBG,True,True,UNMATCHED,NONE,False
DBI,True,True,UNMATCHED,NONE,False
DBL,True,True,UNMATCHED,NONE,False
DBLA,True,True,UNMATCHED,NONE,False
DBLG,True,True,UNMATCHED,NONE,False
DBLI,True,True,UNMATCHED,NONE,False
DBM,True,True,UNMATCHED,NONE,False
DBN,True,True,UNMATCHED,NONE,False
DBNK,True,True,UNMATCHED,NONE,False
DBNR,True,True,UNMATCHED,NONE,False
DBP,True,True,UNMATCHED,NONE,False
DBR,True,True,UNMATCHED,NONE,False
DBRG,True,True,UNMATCHED,NONE,False
DBRT,True,True,UNMATCHED,NONE,False
DBS,True,True,UNMATCHED,NONE,False
DBSI,True,True,UNMATCHED,NONE,False
DBT,True,True,UNMATCHED,NONE,False
DBU,True,True,UNMATCHED,NONE,False
DBV,True,True,UNMATCHED,NONE,False
DBW,True,True,UNMATCHED,NONE,False
DBY,True,True,UNMATCHED,NONE,False
DBZ,True,True,UNMATCHED,NONE,False
DC,True,True,UNMATCHED,NONE,False
DCA,True,True,UNMATCHED,NONE,False
DCAB,True,True,UNMATCHED,NONE,False
DCH,True,True,UNMATCHED,NONE,False
DCK,True,True,UNMATCHED,NONE,False
DCP,True,True,UNMATCHED,NONE,False
DCU,True,True,UNMATCHED,NONE,False
DCX,True,True,UNMATCHED,NONE,False
DD,True,True,UNMATCHED,NONE,False
DDA,True,True,UNMATCHED,NONE,False
DDC,True,True,UNMATCHED,NONE,False
DDCE,True,True,UNMATCHED,NONE,False
DDCL,True,True,UNMATCHED,NONE,False
DDD,True,True,UNMATCHED,NONE,False
DDE,True,True,UNMATCHED,NONE,False
DDG,True,True,UNMATCHED,NONE,False
DDGA,True,True,UNMATCHED,NONE,False
DDGJ,True,True,UNMATCHED,NONE,False
DDJ,True,True,UNMATCHED,NONE,False
DDK,True,True,UNMATCHED,NONE,False
DDL,True,True,UNMATCHED,NONE,False
DDM,True,True,UNMATCHED,NONE,False
DDMT,True,True,UNMATCHED,NONE,False
DDN,True,True,UNMATCHED,NONE,False
DDNA,True,True,UNMATCHED,NONE,False
DDNI,True,True,UNMATCHED,NONE,False
DDP,True,True,UNMATCHED,NONE,False
DDR,True,True,UNMATCHED,NONE,False
DDS,True,True,UNMATCHED,NONE,False
DDV,True,True,UNMATCHED,NONE,False
DDW,True,True,UNMATCHED,NONE,False
DDX,True,True,UNMATCHED,NONE,False
DDY,True,True,UNMATCHED,NONE,False
DEA,True,True,UNMATCHED,NONE,False
DEB,True,True,UNMATCHED,NONE,False
DEC,True,True,UNMATCHED,NONE,False
DEE,True,True,UNMATCHED,NONE,False
DEEG,True,True,UNMATCHED,NONE,False
DEG,True,True,UNMATCHED,NONE,False
DEHR,True,True,UNMATCHED,NONE,False
DEL,True,True,UNMATCHED,NONE,False
DELO,True,True,UNMATCHED,NONE,False
DEMU,True,True,UNMATCHED,NONE,False
DEOR,True,True,UNMATCHED,NONE,False
DEOS,True,True,UNMATCHED,NONE,False
DEP,True,True,UNMATCHED,NONE,False
DER,True,True,UNMATCHED,NONE,False
DES,True,True,UNMATCHED,NONE,False
DET,True,True,UNMATCHED,NONE,False
DEV,True,True,UNMATCHED,NONE,False
DEW,True,True,UNMATCHED,NONE,False
DFR,True,True,UNMATCHED,NONE,False
DG,True,True,UNMATCHED,NONE,False
DGA,True,True,UNMATCHED,NONE,False
DGB,True,True,UNMATCHED,NONE,False
DGBH,True,True,UNMATCHED,NONE,False
DGBZ,True,True,UNMATCHED,NONE,False
DGD,True,True,UNMATCHED,NONE,False
DGDG,True,True,UNMATCHED,NONE,False
DGF,True,True,UNMATCHED,NONE,False
DGFJ,True,True,UNMATCHED,NONE,False
DGG,True,True,UNMATCHED,NONE,False
DGHA,True,True,UNMATCHED,NONE,False
DGHL,True,True,UNMATCHED,NONE,False
DGHR,True,True,UNMATCHED,NONE,False
DGI,True,True,UNMATCHED,NONE,False
DGJ,True,True,UNMATCHED,NONE,False
DGLE,True,True,UNMATCHED,NONE,False
DGN,True,True,UNMATCHED,NONE,False
DGNR,True,True,UNMATCHED,NONE,False
DGO,True,True,UNMATCHED,NONE,False
DGPI,True,True,UNMATCHED,NONE,False
DGPP,True,True,UNMATCHED,NONE,False
DGQ,True,True,UNMATCHED,NONE,False
DGR,True,True,UNMATCHED,NONE,False
DGS,True,True,UNMATCHED,NONE,False
DGU,True,True,UNMATCHED,NONE,False
DGW,True,True,UNMATCHED,NONE,False
DGX,True,True,UNMATCHED,NONE,False
DGY,True,True,UNMATCHED,NONE,False
DH,True,True,UNMATCHED,NONE,False
DHA,True,True,UNMATCHED,NONE,False
DHAE,True,True,UNMATCHED,NONE,False
DHD,True,True,UNMATCHED,NONE,False
DHE,True,True,UNMATCHED,NONE,False
DHG,True,True,UNMATCHED,NONE,False
DHH,True,True,UNMATCHED,NONE,False
DHI,True,True,UNMATCHED,NONE,False
DHJ,True,True,UNMATCHED,NONE,False
DHK,True,True,UNMATCHED,NONE,False
DHKR,True,True,UNMATCHED,NONE,False
DHL,True,True,UNMATCHED,NONE,False
DHLI,True,True,UNMATCHED,NONE,False
DHM,True,True,UNMATCHED,NONE,False
DHMZ,True,True,UNMATCHED,NONE,False
DHN,True,True,UNMATCHED,NONE,False
DHNA,True,True,UNMATCHED,NONE,False
DHND,True,True,UNMATCHED,NONE,False
DHNE,True,True,UNMATCHED,NONE,False
DHNR,True,True,UNMATCHED,NONE,False
DHO,True,True,UNMATCHED,NONE,False
DHOA,True,True,UNMATCHED,NONE,False
DHP,True,True,UNMATCHED,NONE,False
DHPD,True,True,UNMATCHED,NONE,False
DHPR,True,True,UNMATCHED,NONE,False
DHQ,True,True,UNMATCHED,NONE,False
DHR,True,True,UNMATCHED,NONE,False
DHRJ,True,True,UNMATCHED,NONE,False
DHRN,True,True,UNMATCHED,NONE,False
DHRR,True,True,UNMATCHED,NONE,False
DHRY,True,True,UNMATCHED,NONE,False
DHS,True,True,UNMATCHED,NONE,False
DHT,True,True,UNMATCHED,NONE,False
DHU,True,True,UNMATCHED,NONE,False
DHW,True,True,UNMATCHED,NONE,False
DHWN,True,True,UNMATCHED,NONE,False
DHY,True,True,UNMATCHED,NONE,False
DI,True,True,UNMATCHED,NONE,False
DIA,True,True,UNMATCHED,NONE,False
DIB,True,True,UNMATCHED,NONE,False
DIBL,True,True,UNMATCHED,NONE,False
DIG,True,True,UNMATCHED,NONE,False
DIH,True,True,UNMATCHED,NONE,False
DIL,True,True,UNMATCHED,NONE,False
DIM,True,True,UNMATCHED,NONE,False
DING,True,True,MATCHED,MEDIUM,True
DINR,True,True,UNMATCHED,NONE,False
DIP,True,True,UNMATCHED,NONE,False
DIPA,True,True,UNMATCHED,NONE,False
DIR,True,True,UNMATCHED,NONE,False
DISA,True,True,UNMATCHED,NONE,False
DIT,True,True,UNMATCHED,NONE,False
DIU,True,True,UNMATCHED,NONE,False
DIVA,True,True,UNMATCHED,NONE,False
DIW,True,True,UNMATCHED,NONE,False
DJ,True,True,UNMATCHED,NONE,False
DJA,True,True,UNMATCHED,NONE,False
DJD,True,True,UNMATCHED,NONE,False
DJG,True,True,UNMATCHED,NONE,False
DJHR,True,True,UNMATCHED,NONE,False
DJI,True,True,UNMATCHED,NONE,False
DJKR,True,True,UNMATCHED,NONE,False
DJL,True,True,UNMATCHED,NONE,False
DJR,True,True,UNMATCHED,NONE,False
DJS,True,True,UNMATCHED,NONE,False
DJX,True,True,UNMATCHED,NONE,False
DK,True,True,UNMATCHED,NONE,False
