utilization_id,date,time_slot,section_id,total_window_available_minutes,traffic_occupancy_minutes,maintenance_block_utilized_minutes,idle_window_minutes,capacity_utilization_rate_percent,shadow_block_potential,corridor_id,source_type,source
RB-UTL-002251,2024-02-06,EVENING_16_20,SEC_026,240,88,62,90,62.5,HIGH,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-002252,2024-02-07,NIGHT_00_04,SEC_060,240,172,105,0,115.4,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-002253,2024-02-08,LATE_20_24,SEC_066,240,127,73,40,83.3,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-002254,2024-02-09,EVENING_16_20,SEC_065,240,76,34,130,45.8,HIGH,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-002255,2024-02-10,AFTERNOON_12_16,SEC_007,240,159,63,18,92.5,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-002256,2024-02-11,LATE_20_24,SEC_066,240,106,31,103,57.1,HIGH,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-002257,2024-02-12,NIGHT_00_04,SEC_054,240,70,92,78,67.5,MEDIUM,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-002258,2024-02-13,DAY_08_12,SEC_031,240,111,80,49,79.6,MEDIUM,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-002259,2024-02-14,DAY_08_12,SEC_001,240,75,114,51,78.8,MEDIUM,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-002260,2024-02-15,EARLY_04_08,SEC_042,240,147,62,31,87.1,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-002261,2024-02-16,LATE_20_24,SEC_044,240,84,79,77,67.9,MEDIUM,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-002262,2024-02-17,EARLY_04_08,SEC_009,240,127,58,55,77.1,MEDIUM,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-002263,2024-02-18,EVENING_16_20,SEC_013,240,67,22,151,37.1,HIGH,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-002264,2024-02-19,LATE_20_24,SEC_040,240,151,67,22,90.8,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-002265,2024-02-20,AFTERNOON_12_16,SEC_012,240,184,115,0,124.6,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-002266,2024-02-21,EVENING_16_20,SEC_032,240,98,59,83,65.4,MEDIUM,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-002267,2024-02-22,EARLY_04_08,SEC_029,240,168,82,0,104.2,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-002268,2024-02-23,EARLY_04_08,SEC_029,240,111,90,39,83.8,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-002269,2024-02-24,EARLY_04_08,SEC_028,240,130,25,85,64.6,MEDIUM,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-002270,2024-02-25,LATE_20_24,SEC_037,240,90,75,75,68.8,MEDIUM,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-002271,2024-02-26,LATE_20_24,SEC_019,240,77,54,109,54.6,HIGH,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-002272,2024-02-27,LATE_20_24,SEC_003,240,173,53,14,94.2,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-002273,2024-02-28,DAY_08_12,SEC_034,240,100,115,25,89.6,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-002274,2024-02-29,AFTERNOON_12_16,SEC_051,240,116,108,16,93.3,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-002275,2024-03-01,EARLY_04_08,SEC_064,240,102,22,116,51.7,HIGH,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-002276,2024-03-02,NIGHT_00_04,SEC_001,240,66,89,85,64.6,MEDIUM,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-002277,2024-03-03,AFTERNOON_12_16,SEC_023,240,156,97,0,105.4,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-002278,2024-03-04,NIGHT_00_04,SEC_053,240,70,50,120,50.0,HIGH,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-002279,2024-03-05,NIGHT_00_04,SEC_041,240,108,23,109,54.6,HIGH,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-002280,2024-03-06,EARLY_04_08,SEC_067,240,150,112,0,109.2,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-002281,2024-03-07,DAY_08_12,SEC_058,240,181,33,26,89.2,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-002282,2024-03-08,NIGHT_00_04,SEC_063,240,193,28,19,92.1,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-002283,2024-03-09,DAY_08_12,SEC_012,240,108,56,76,68.3,MEDIUM,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-002284,2024-03-10,LATE_20_24,SEC_013,240,98,60,82,65.8,MEDIUM,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-002285,2024-03-11,DAY_08_12,SEC_006,240,71,70,99,58.8,HIGH,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-002286,2024-03-12,AFTERNOON_12_16,SEC_025,240,78,23,139,42.1,HIGH,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-002287,2024-03-13,LATE_20_24,SEC_001,240,110,99,31,87.1,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-002288,2024-03-14,LATE_20_24,SEC_013,240,122,50,68,71.7,MEDIUM,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-002289,2024-03-15,EVENING_16_20,SEC_038,240,130,89,21,91.2,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-002290,2024-03-16,AFTERNOON_12_16,SEC_035,240,64,113,63,73.8,MEDIUM,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-002291,2024-03-17,DAY_08_12,SEC_065,240,155,26,59,75.4,MEDIUM,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-002292,2024-03-18,EVENING_16_20,SEC_031,240,94,111,35,85.4,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-002293,2024-03-19,LATE_20_24,SEC_025,240,190,30,20,91.7,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-002294,2024-03-20,LATE_20_24,SEC_019,240,139,84,17,92.9,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-002295,2024-03-21,DAY_08_12,SEC_013,240,62,72,106,55.8,HIGH,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-002296,2024-03-22,LATE_20_24,SEC_012,240,169,70,1,99.6,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-002297,2024-03-23,EARLY_04_08,SEC_060,240,101,76,63,73.8,MEDIUM,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-002298,2024-03-24,LATE_20_24,SEC_008,240,130,83,27,88.8,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-002299,2024-03-25,EVENING_16_20,SEC_044,240,195,99,0,122.5,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-002300,2024-03-26,EVENING_16_20,SEC_052,240,156,67,17,92.9,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-002301,2024-03-27,EVENING_16_20,SEC_026,240,117,42,81,66.2,MEDIUM,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-002302,2024-03-28,AFTERNOON_12_16,SEC_027,240,176,114,0,120.8,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-002303,2024-03-29,DAY_08_12,SEC_043,240,181,59,0,100.0,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-002304,2024-03-30,DAY_08_12,SEC_009,240,134,91,15,93.8,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-002305,2024-03-31,LATE_20_24,SEC_035,240,84,93,63,73.8,MEDIUM,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-002306,2024-04-01,EVENING_16_20,SEC_044,240,100,41,99,58.8,HIGH,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-002307,2024-04-02,NIGHT_00_04,SEC_061,240,204,35,1,99.6,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-002308,2024-04-03,EVENING_16_20,SEC_026,240,180,32,28,88.3,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-002309,2024-04-04,EARLY_04_08,SEC_019,240,82,61,97,59.6,HIGH,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-002310,2024-04-05,EVENING_16_20,SEC_065,240,157,102,0,107.9,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-002311,2024-04-06,DAY_08_12,SEC_020,240,158,36,46,80.8,MEDIUM,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-002312,2024-04-07,LATE_20_24,SEC_049,240,79,83,78,67.5,MEDIUM,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-002313,2024-04-08,EARLY_04_08,SEC_043,240,176,109,0,118.8,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-002314,2024-04-09,DAY_08_12,SEC_043,240,181,50,9,96.2,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-002315,2024-04-10,LATE_20_24,SEC_048,240,109,41,90,62.5,HIGH,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-002316,2024-04-11,DAY_08_12,SEC_066,240,93,52,95,60.4,HIGH,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-002317,2024-04-12,AFTERNOON_12_16,SEC_060,240,132,79,29,87.9,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-002318,2024-04-13,AFTERNOON_12_16,SEC_021,240,205,85,0,120.8,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-002319,2024-04-14,EARLY_04_08,SEC_026,240,93,110,37,84.6,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-002320,2024-04-15,DAY_08_12,SEC_067,240,143,29,68,71.7,MEDIUM,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-002321,2024-04-16,EVENING_16_20,SEC_066,240,203,116,0,132.9,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-002322,2024-04-17,AFTERNOON_12_16,SEC_047,240,60,20,160,33.3,HIGH,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-002323,2024-04-18,EVENING_16_20,SEC_019,240,87,76,77,67.9,MEDIUM,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-002324,2024-04-19,NIGHT_00_04,SEC_065,240,207,96,0,126.2,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-002325,2024-04-20,EVENING_16_20,SEC_033,240,167,69,4,98.3,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-002326,2024-04-21,EVENING_16_20,SEC_019,240,126,88,26,89.2,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-002327,2024-04-22,NIGHT_00_04,SEC_062,240,165,114,0,116.3,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-002328,2024-04-23,EARLY_04_08,SEC_066,240,115,37,88,63.3,MEDIUM,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-002329,2024-04-24,AFTERNOON_12_16,SEC_015,240,64,25,151,37.1,HIGH,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-002330,2024-04-25,DAY_08_12,SEC_007,240,66,47,127,47.1,HIGH,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-002331,2024-04-26,LATE_20_24,SEC_026,240,164,28,48,80.0,MEDIUM,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-002332,2024-04-27,AFTERNOON_12_16,SEC_039,240,129,56,55,77.1,MEDIUM,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-002333,2024-04-28,LATE_20_24,SEC_021,240,208,58,0,110.8,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-002334,2024-04-29,AFTERNOON_12_16,SEC_029,240,141,38,61,74.6,MEDIUM,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-002335,2024-04-30,LATE_20_24,SEC_058,240,121,26,93,61.3,HIGH,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-002336,2024-05-01,EARLY_04_08,SEC_006,240,100,101,39,83.8,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-002337,2024-05-02,AFTERNOON_12_16,SEC_044,240,126,98,16,93.3,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-002338,2024-05-03,AFTERNOON_12_16,SEC_007,240,158,95,0,105.4,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-002339,2024-05-04,DAY_08_12,SEC_063,240,155,51,34,85.8,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-002340,2024-05-05,LATE_20_24,SEC_022,240,174,51,15,93.8,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-002341,2024-05-06,LATE_20_24,SEC_002,240,202,83,0,118.8,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-002342,2024-05-07,EARLY_04_08,SEC_063,240,199,104,0,126.2,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-002343,2024-05-08,AFTERNOON_12_16,SEC_057,240,154,24,62,74.2,MEDIUM,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-002344,2024-05-09,EARLY_04_08,SEC_029,240,175,85,0,108.3,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-002345,2024-05-10,EARLY_04_08,SEC_058,240,79,35,126,47.5,HIGH,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-002346,2024-05-11,DAY_08_12,SEC_061,240,99,117,24,90.0,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-002347,2024-05-12,DAY_08_12,SEC_038,240,134,62,44,81.7,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-002348,2024-05-13,EARLY_04_08,SEC_035,240,184,62,0,102.5,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-002349,2024-05-14,LATE_20_24,SEC_039,240,156,70,14,94.2,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-002350,2024-05-15,LATE_20_24,SEC_020,240,128,46,66,72.5,MEDIUM,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-002351,2024-05-16,NIGHT_00_04,SEC_061,240,100,117,23,90.4,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-002352,2024-05-17,EVENING_16_20,SEC_058,240,130,83,27,88.8,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-002353,2024-05-18,AFTERNOON_12_16,SEC_023,240,160,55,25,89.6,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-002354,2024-05-19,EVENING_16_20,SEC_047,240,71,32,137,42.9,HIGH,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-002355,2024-05-20,LATE_20_24,SEC_041,240,67,58,115,52.1,HIGH,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-002356,2024-05-21,NIGHT_00_04,SEC_054,240,154,28,58,75.8,MEDIUM,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-002357,2024-05-22,NIGHT_00_04,SEC_028,240,114,97,29,87.9,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-002358,2024-05-23,EARLY_04_08,SEC_007,240,65,98,77,67.9,MEDIUM,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-002359,2024-05-24,AFTERNOON_12_16,SEC_019,240,145,53,42,82.5,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-002360,2024-05-25,EVENING_16_20,SEC_027,240,85,81,74,69.2,MEDIUM,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-002361,2024-05-26,AFTERNOON_12_16,SEC_050,240,195,50,0,102.1,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-002362,2024-05-27,EVENING_16_20,SEC_029,240,99,21,120,50.0,HIGH,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-002363,2024-05-28,EARLY_04_08,SEC_052,240,92,56,92,61.7,HIGH,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-002364,2024-05-29,NIGHT_00_04,SEC_017,240,75,92,73,69.6,MEDIUM,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-002365,2024-05-30,LATE_20_24,SEC_044,240,60,110,70,70.8,MEDIUM,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-002366,2024-05-31,DAY_08_12,SEC_007,240,202,85,0,119.6,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-002367,2024-06-01,LATE_20_24,SEC_001,240,202,60,0,109.2,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-002368,2024-06-02,LATE_20_24,SEC_011,240,97,47,96,60.0,HIGH,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
