machine_id,machine_type,home_depot,assigned_section_id,latitude,longitude,operational_status,daily_productivity_meters,fuel_consumption_litres_per_hour,last_overhaul_date,next_calibration_date,corridor_id,source_type,source
RB-MCH-003528,Utility Track Vehicle (UTV),Chennai Egmore,SEC_031,11.904293,79.461479,UNDER_MAINTENANCE,505,46,2023-01-13,2024-07-13,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-003529,Utility Track Vehicle (UTV),Chennai Egmore,SEC_024,12.323098,79.738925,UNDER_MAINTENANCE,611,82,2023-10-18,2024-10-08,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-003530,Mobile Flash Butt Welding Plant,Tambaram,SEC_053,10.795092,78.685833,ACTIVE,1811,88,2023-07-03,2024-11-09,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-003531,Track Tamping Machine (CSM/Duomatic),Viluppuram,SEC_042,11.110684,79.045633,ACTIVE,1225,59,2023-01-18,2024-08-07,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-003532,Utility Track Vehicle (UTV),Tiruchirappalli,SEC_059,10.52817,78.263413,ACTIVE,1148,92,2023-03-02,2024-07-04,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-003533,Track Relaying Train (TRT),Chennai Egmore,SEC_022,12.417213,79.823635,ACTIVE,1419,38,2023-02-18,2024-08-01,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-003534,Mobile Flash Butt Welding Plant,Tiruchirappalli,SEC_024,12.315662,79.731561,EN_ROUTE,1652,92,2023-11-20,2024-07-21,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-003535,Utility Track Vehicle (UTV),Madurai,SEC_065,9.659393,78.088536,ACTIVE,1118,79,2023-07-22,2024-07-17,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-003536,Track Relaying Train (TRT),Viluppuram,SEC_062,10.349595,78.103065,ACTIVE,496,50,2023-03-19,2024-09-03,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-003537,OHE Tower Wagon (8-Wheeler),Thoothukudi,SEC_040,11.234013,79.131275,ACTIVE,426,32,2023-11-27,2024-10-29,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-003538,Track Tamping Machine (CSM/Duomatic),Viluppuram,SEC_047,10.889326,78.842362,IDLE_STANDBY,781,83,2023-02-21,2024-09-24,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-003539,Ballast Cleaning Machine (BCM),Viluppuram,SEC_034,11.569238,79.316094,ACTIVE,1989,37,2023-09-11,2024-07-19,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-003540,Dynamic Track Stabilizer (DTS),Viluppuram,SEC_059,10.537855,78.292179,ACTIVE,1063,80,2023-01-12,2024-11-14,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-003541,OHE Tower Wagon (8-Wheeler),Thoothukudi,SEC_068,8.809374,78.114949,UNDER_MAINTENANCE,1505,54,2023-02-04,2024-09-22,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-003542,Utility Track Vehicle (UTV),Tambaram,SEC_061,10.481588,78.153836,UNDER_MAINTENANCE,1791,74,2023-10-28,2024-09-12,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-003543,Mobile Flash Butt Welding Plant,Viluppuram,SEC_041,11.171422,79.079488,ACTIVE,2174,33,2023-01-10,2024-09-05,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-003544,Track Relaying Train (TRT),Tambaram,SEC_011,12.916861,80.107977,ACTIVE,1545,54,2023-11-29,2024-06-16,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-003545,Ballast Regulating Machine (BRM),Madurai,SEC_031,11.908056,79.465268,UNDER_MAINTENANCE,1887,92,2023-04-03,2024-10-12,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-003546,Ballast Cleaning Machine (BCM),Viluppuram,SEC_044,10.991064,78.972873,ACTIVE,1566,66,2023-02-23,2024-11-07,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-003547,Track Relaying Train (TRT),Viluppuram,SEC_026,12.212383,79.639504,ACTIVE,1226,49,2023-06-06,2024-07-19,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-003548,Dynamic Track Stabilizer (DTS),Chennai Egmore,SEC_013,12.887457,80.082757,UNDER_MAINTENANCE,1291,72,2023-09-07,2024-11-24,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-003549,Dynamic Track Stabilizer (DTS),Chennai Egmore,SEC_054,10.767032,78.646783,ACTIVE,1786,88,2023-10-12,2024-10-24,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-003550,OHE Tower Wagon (8-Wheeler),Chennai Egmore,SEC_032,11.875139,79.438233,ACTIVE,402,81,2023-09-01,2024-07-10,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-003551,Dynamic Track Stabilizer (DTS),Thoothukudi,SEC_018,12.686443,79.979994,UNDER_MAINTENANCE,1997,54,2023-09-12,2024-06-25,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-003552,Ballast Regulating Machine (BRM),Tambaram,SEC_020,12.507219,79.894979,ACTIVE,579,85,2023-01-17,2024-08-09,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-003553,Dynamic Track Stabilizer (DTS),Thoothukudi,SEC_011,12.918529,80.109835,ACTIVE,1460,81,2023-10-11,2024-09-19,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-003554,Ballast Cleaning Machine (BCM),Tiruchirappalli,SEC_008,12.954314,80.14267,ACTIVE,1425,51,2023-09-16,2024-08-31,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-003555,Ballast Regulating Machine (BRM),Tambaram,SEC_035,11.508732,79.298275,UNDER_MAINTENANCE,450,71,2023-05-30,2024-09-19,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-003556,Track Relaying Train (TRT),Tambaram,SEC_035,11.480408,79.277267,UNDER_MAINTENANCE,807,34,2023-02-25,2024-07-20,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-003557,Utility Track Vehicle (UTV),Viluppuram,SEC_053,10.804413,78.691926,ACTIVE,1867,33,2023-07-31,2024-06-17,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-003558,Mobile Flash Butt Welding Plant,Viluppuram,SEC_046,10.899253,78.85999,ACTIVE,1328,64,2023-02-13,2024-10-17,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-003559,Dynamic Track Stabilizer (DTS),Tiruchirappalli,SEC_038,11.328264,79.208636,UNDER_MAINTENANCE,2110,91,2023-05-23,2024-11-24,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-003560,Track Tamping Machine (CSM/Duomatic),Madurai,SEC_039,11.268506,79.175625,ACTIVE,1384,61,2023-08-09,2024-10-28,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-003561,OHE Tower Wagon (8-Wheeler),Viluppuram,SEC_066,9.212934,78.06724,ACTIVE,2053,92,2023-05-14,2024-09-23,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-003562,Utility Track Vehicle (UTV),Viluppuram,SEC_027,12.131088,79.576776,ACTIVE,1359,78,2023-06-17,2024-09-07,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-003563,Track Relaying Train (TRT),Thoothukudi,SEC_008,12.963264,80.149001,ACTIVE,701,52,2023-04-20,2024-10-02,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-003564,Ballast Regulating Machine (BRM),Tambaram,SEC_029,12.040342,79.539502,ACTIVE,1600,50,2023-05-19,2024-10-08,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-003565,OHE Tower Wagon (8-Wheeler),Viluppuram,SEC_002,13.034976,80.226181,EN_ROUTE,1407,37,2023-07-13,2024-09-02,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-003566,Track Relaying Train (TRT),Tiruchirappalli,SEC_050,10.847254,78.698566,IDLE_STANDBY,403,31,2023-08-12,2024-08-30,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-003567,Mobile Flash Butt Welding Plant,Tambaram,SEC_023,12.349032,79.764792,ACTIVE,447,44,2023-04-08,2024-10-08,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-003568,OHE Tower Wagon (8-Wheeler),Viluppuram,SEC_054,10.785355,78.672691,ACTIVE,2007,50,2023-02-22,2024-09-02,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-003569,Mobile Flash Butt Welding Plant,Viluppuram,SEC_008,12.953449,80.142058,ACTIVE,1430,67,2023-03-20,2024-07-22,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-003570,Track Tamping Machine (CSM/Duomatic),Tambaram,SEC_044,10.987992,78.969977,UNDER_MAINTENANCE,429,90,2023-08-17,2024-11-20,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-003571,Utility Track Vehicle (UTV),Tambaram,SEC_067,8.81875,78.059274,ACTIVE,1216,40,2023-09-20,2024-10-29,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-003572,Utility Track Vehicle (UTV),Chennai Egmore,SEC_061,10.455204,78.123666,IDLE_STANDBY,1192,43,2023-10-03,2024-06-28,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-003573,OHE Tower Wagon (8-Wheeler),Thoothukudi,SEC_025,12.269376,79.688366,ACTIVE,1273,42,2023-06-28,2024-11-15,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-003574,Track Tamping Machine (CSM/Duomatic),Tambaram,SEC_063,9.929975,78.10828,IDLE_STANDBY,1623,42,2023-05-29,2024-06-29,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-003575,Track Tamping Machine (CSM/Duomatic),Viluppuram,SEC_032,11.846969,79.41729,ACTIVE,1000,53,2023-11-10,2024-11-22,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-003576,Utility Track Vehicle (UTV),Tambaram,SEC_006,12.983957,80.173467,IDLE_STANDBY,1591,92,2023-06-28,2024-10-28,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-003577,Mobile Flash Butt Welding Plant,Viluppuram,SEC_027,12.140795,79.585216,EN_ROUTE,547,83,2023-11-04,2024-07-03,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-003578,Track Relaying Train (TRT),Tambaram,SEC_053,10.803816,78.691535,UNDER_MAINTENANCE,1913,28,2023-03-11,2024-11-02,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-003579,Ballast Cleaning Machine (BCM),Tambaram,SEC_044,10.971114,78.954067,IDLE_STANDBY,766,55,2023-05-22,2024-07-13,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-003580,Track Relaying Train (TRT),Tambaram,SEC_006,12.98343,80.17231,ACTIVE,591,64,2023-09-22,2024-07-05,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-003581,Utility Track Vehicle (UTV),Viluppuram,SEC_061,10.444823,78.111795,UNDER_MAINTENANCE,447,32,2023-08-22,2024-09-24,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-003582,Track Tamping Machine (CSM/Duomatic),Thoothukudi,SEC_063,9.943135,78.105831,ACTIVE,1487,92,2023-06-16,2024-09-05,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-003583,Dynamic Track Stabilizer (DTS),Chennai Egmore,SEC_063,9.935548,78.107243,ACTIVE,1978,69,2023-11-21,2024-06-25,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-003584,Track Tamping Machine (CSM/Duomatic),Madurai,SEC_009,12.948314,80.138505,ACTIVE,1454,74,2023-08-21,2024-06-19,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-003585,Ballast Cleaning Machine (BCM),Chennai Egmore,SEC_003,13.00538,80.209475,IDLE_STANDBY,1833,70,2023-02-05,2024-07-15,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-003586,Ballast Cleaning Machine (BCM),Viluppuram,SEC_022,12.413177,79.820384,ACTIVE,2080,29,2023-05-25,2024-11-11,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-003587,Utility Track Vehicle (UTV),Madurai,SEC_039,11.269298,79.176108,ACTIVE,2041,88,2023-07-04,2024-08-20,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-003588,Ballast Regulating Machine (BRM),Madurai,SEC_004,12.994151,80.197671,ACTIVE,1093,58,2023-06-03,2024-10-18,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-003589,OHE Tower Wagon (8-Wheeler),Viluppuram,SEC_010,12.929435,80.122089,ACTIVE,1071,81,2023-11-20,2024-11-06,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-003590,Track Relaying Train (TRT),Tiruchirappalli,SEC_005,12.986908,80.179874,ACTIVE,1828,59,2023-06-19,2024-10-12,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-003591,OHE Tower Wagon (8-Wheeler),Tiruchirappalli,SEC_001,13.074873,80.25883,UNDER_MAINTENANCE,545,74,2023-04-23,2024-06-17,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-003592,Track Relaying Train (TRT),Tiruchirappalli,SEC_011,12.921238,80.11285,UNDER_MAINTENANCE,1383,43,2023-07-24,2024-10-24,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-003593,Track Relaying Train (TRT),Thoothukudi,SEC_041,11.191737,79.089278,ACTIVE,956,26,2023-08-02,2024-10-16,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-003594,Track Relaying Train (TRT),Tambaram,SEC_008,12.953447,80.142057,ACTIVE,2181,63,2023-03-14,2024-09-10,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-003595,Ballast Regulating Machine (BRM),Viluppuram,SEC_055,10.716468,78.571706,ACTIVE,1864,85,2023-05-02,2024-08-04,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-003596,OHE Tower Wagon (8-Wheeler),Thoothukudi,SEC_015,12.829278,80.045178,ACTIVE,1032,91,2023-07-29,2024-06-23,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-003597,OHE Tower Wagon (8-Wheeler),Tiruchirappalli,SEC_034,11.580372,79.315961,ACTIVE,586,66,2023-04-16,2024-07-15,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-003598,Dynamic Track Stabilizer (DTS),Chennai Egmore,SEC_053,10.803269,78.691178,IDLE_STANDBY,1175,38,2023-05-11,2024-11-17,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-003599,Track Tamping Machine (CSM/Duomatic),Thoothukudi,SEC_043,11.06245,79.021806,ACTIVE,1775,55,2023-07-31,2024-07-15,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-003600,Ballast Regulating Machine (BRM),Madurai,SEC_014,12.860077,80.067289,IDLE_STANDBY,1058,60,2023-08-28,2024-10-04,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-003601,Ballast Regulating Machine (BRM),Viluppuram,SEC_049,10.871769,78.754725,ACTIVE,1844,66,2023-06-26,2024-10-11,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-003602,Utility Track Vehicle (UTV),Tiruchirappalli,SEC_011,12.921968,80.113663,ACTIVE,515,40,2023-06-08,2024-07-09,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-003603,Track Tamping Machine (CSM/Duomatic),Viluppuram,SEC_058,10.555516,78.331094,ACTIVE,1017,91,2023-10-16,2024-10-30,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-003604,OHE Tower Wagon (8-Wheeler),Madurai,SEC_042,11.139153,79.062768,IDLE_STANDBY,2054,72,2023-01-03,2024-07-09,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-003605,OHE Tower Wagon (8-Wheeler),Madurai,SEC_068,8.809048,78.118863,ACTIVE,1365,89,2023-09-01,2024-08-05,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-003606,OHE Tower Wagon (8-Wheeler),Tiruchirappalli,SEC_032,11.855539,79.423662,ACTIVE,1131,46,2023-02-06,2024-07-25,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-003607,Mobile Flash Butt Welding Plant,Tiruchirappalli,SEC_007,12.970369,80.155031,UNDER_MAINTENANCE,908,89,2023-03-06,2024-08-21,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-003608,Utility Track Vehicle (UTV),Tambaram,SEC_015,12.841536,80.054762,IDLE_STANDBY,1605,60,2023-08-17,2024-06-26,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-003609,Ballast Cleaning Machine (BCM),Chennai Egmore,SEC_013,12.886488,80.08224,IDLE_STANDBY,661,67,2023-08-21,2024-11-10,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-003610,Track Relaying Train (TRT),Thoothukudi,SEC_023,12.337983,79.753708,ACTIVE,575,57,2023-09-06,2024-08-27,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-003611,Track Relaying Train (TRT),Chennai Egmore,SEC_065,9.789927,78.074642,ACTIVE,420,92,2023-03-07,2024-09-07,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-003612,Dynamic Track Stabilizer (DTS),Tambaram,SEC_011,12.914572,80.10543,IDLE_STANDBY,1752,94,2023-04-16,2024-09-17,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-003613,OHE Tower Wagon (8-Wheeler),Tambaram,SEC_060,10.502613,78.19777,ACTIVE,966,31,2023-10-21,2024-09-16,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-003614,Ballast Cleaning Machine (BCM),Viluppuram,SEC_002,13.014017,80.215366,IDLE_STANDBY,838,65,2023-02-04,2024-10-21,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-003615,Ballast Regulating Machine (BRM),Tiruchirappalli,SEC_061,10.458827,78.127809,UNDER_MAINTENANCE,926,27,2023-02-08,2024-07-27,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-003616,Ballast Regulating Machine (BRM),Viluppuram,SEC_014,12.851964,80.062022,UNDER_MAINTENANCE,1861,34,2023-06-24,2024-10-24,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-003617,Mobile Flash Butt Welding Plant,Tiruchirappalli,SEC_045,10.959731,78.941491,ACTIVE,1174,61,2023-07-27,2024-09-12,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-003618,Ballast Regulating Machine (BRM),Chennai Egmore,SEC_021,12.492282,79.883429,ACTIVE,876,34,2023-03-24,2024-09-18,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-003619,Track Tamping Machine (CSM/Duomatic),Thoothukudi,SEC_050,10.83884,78.700663,ACTIVE,621,61,2023-06-23,2024-11-06,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-003620,Utility Track Vehicle (UTV),Madurai,SEC_035,11.521718,79.307906,EN_ROUTE,2095,45,2023-05-10,2024-09-05,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-003621,Ballast Regulating Machine (BRM),Thoothukudi,SEC_020,12.514475,79.899801,ACTIVE,1584,85,2023-02-15,2024-09-29,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-003622,Utility Track Vehicle (UTV),Viluppuram,SEC_063,9.937256,78.106925,ACTIVE,800,59,2023-10-04,2024-08-09,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-003623,Ballast Regulating Machine (BRM),Chennai Egmore,SEC_039,11.264907,79.173427,ACTIVE,674,34,2023-04-09,2024-06-19,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-003624,OHE Tower Wagon (8-Wheeler),Madurai,SEC_033,11.668988,79.343288,ACTIVE,1028,37,2023-04-09,2024-09-01,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-003625,Ballast Cleaning Machine (BCM),Madurai,SEC_027,12.116865,79.564408,EN_ROUTE,652,50,2023-05-11,2024-08-18,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
