scenario_id,scenario_type,primary_section_id,latitude,longitude,simulated_duration_hours,affected_train_count,required_machines_count,required_gangs_count,urgency_level,corridor_id,source_type,source
RB-SCN-007262,Emergency Broken Rail Renewal,SEC_037,11.395027,79.220768,4.7,12,1,4,CRITICAL,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-007263,Peak Festival Unscheduled Surge,SEC_042,11.132494,79.05876,2.1,18,3,2,MEDIUM,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-007264,Emergency Broken Rail Renewal,SEC_010,12.934284,80.12764,5.5,3,2,5,HIGH,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-007265,Signal Cable Cut by Road Construction,SEC_028,12.060448,79.545185,4.0,9,3,2,CRITICAL,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-007266,High Ambient Temperature Rail Expansion Risk,SEC_012,12.900924,80.091856,5.5,14,1,5,CRITICAL,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-007267,OHE Catenary Parting Incident,SEC_055,10.734228,78.598882,3.9,2,2,2,LOW,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-007268,Post-Derailment Caution Speed Order,SEC_011,12.917112,80.108258,6.4,6,3,5,CRITICAL,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-007269,Emergency Broken Rail Renewal,SEC_010,12.927189,80.119518,6.0,13,1,1,MEDIUM,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-007270,High Ambient Temperature Rail Expansion Risk,SEC_051,10.828392,78.699501,6.3,3,2,5,HIGH,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-007271,Emergency Broken Rail Renewal,SEC_035,11.5009,79.292466,6.4,9,3,2,MEDIUM,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-007272,OHE Catenary Parting Incident,SEC_014,12.86157,80.068259,7.1,15,3,3,CRITICAL,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-007273,High Ambient Temperature Rail Expansion Risk,SEC_047,10.894565,78.852549,7.8,9,3,4,CRITICAL,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-007274,Emergency Broken Rail Renewal,SEC_064,9.908106,78.097472,7.5,2,3,1,MEDIUM,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-007275,Emergency Broken Rail Renewal,SEC_006,12.983102,80.17159,5.5,5,3,3,LOW,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-007276,Monsoon Heavy Flood Waterlogging,SEC_067,8.821034,78.050129,1.8,15,2,4,CRITICAL,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-007277,Emergency Broken Rail Renewal,SEC_033,11.796383,79.394876,3.3,4,2,3,HIGH,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-007278,Emergency Broken Rail Renewal,SEC_049,10.869463,78.745094,5.1,20,2,3,HIGH,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-007279,Peak Festival Unscheduled Surge,SEC_042,11.115481,79.04852,6.4,21,3,1,MEDIUM,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-007280,Peak Festival Unscheduled Surge,SEC_042,11.124301,79.053829,2.1,5,1,1,HIGH,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-007281,Monsoon Heavy Flood Waterlogging,SEC_054,10.765402,78.644478,2.4,17,2,1,HIGH,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-007282,OHE Catenary Parting Incident,SEC_058,10.567428,78.353184,3.9,20,3,4,MEDIUM,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-007283,Post-Derailment Caution Speed Order,SEC_003,12.997385,80.201865,4.2,11,3,2,CRITICAL,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-007284,Emergency Broken Rail Renewal,SEC_018,12.63617,79.976261,3.0,18,3,5,MEDIUM,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-007285,Post-Derailment Caution Speed Order,SEC_056,10.657963,78.488294,5.8,3,1,1,LOW,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-007286,Monsoon Heavy Flood Waterlogging,SEC_031,11.923561,79.480884,5.6,16,2,3,HIGH,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-007287,Monsoon Heavy Flood Waterlogging,SEC_047,10.88275,78.829577,3.7,10,1,1,HIGH,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-007288,High Ambient Temperature Rail Expansion Risk,SEC_003,13.005457,80.209549,5.1,11,1,1,CRITICAL,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-007289,Monsoon Heavy Flood Waterlogging,SEC_029,12.03746,79.53772,4.2,18,3,1,HIGH,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-007290,Monsoon Heavy Flood Waterlogging,SEC_004,12.991446,80.190179,7.1,13,2,2,HIGH,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-007291,Signal Cable Cut by Road Construction,SEC_015,12.813729,80.033022,3.0,16,2,4,MEDIUM,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-007292,Emergency Broken Rail Renewal,SEC_047,10.890644,78.844925,4.1,8,3,4,CRITICAL,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-007293,Emergency Broken Rail Renewal,SEC_057,10.594444,78.397565,2.6,11,1,5,MEDIUM,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-007294,Peak Festival Unscheduled Surge,SEC_029,12.033156,79.535059,2.4,2,2,3,CRITICAL,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-007295,OHE Catenary Parting Incident,SEC_020,12.518827,79.902693,4.7,17,3,4,CRITICAL,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-007296,Monsoon Heavy Flood Waterlogging,SEC_004,12.99307,80.194675,5.2,20,2,1,MEDIUM,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-007297,Signal Cable Cut by Road Construction,SEC_023,12.355041,79.77082,7.8,18,3,5,HIGH,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-007298,Emergency Broken Rail Renewal,SEC_037,11.394127,79.220716,2.7,19,1,2,HIGH,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-007299,Signal Cable Cut by Road Construction,SEC_005,12.985134,80.176036,5.3,8,2,1,LOW,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-007300,Signal Cable Cut by Road Construction,SEC_032,11.872559,79.436315,4.7,18,3,2,CRITICAL,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-007301,Peak Festival Unscheduled Surge,SEC_050,10.844063,78.699362,5.9,14,2,5,HIGH,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-007302,OHE Catenary Parting Incident,SEC_008,12.959257,80.146167,4.4,19,2,5,CRITICAL,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-007303,Signal Cable Cut by Road Construction,SEC_068,8.810001,78.107434,4.0,6,3,3,HIGH,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-007304,Post-Derailment Caution Speed Order,SEC_060,10.493852,78.17701,7.9,18,3,3,MEDIUM,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-007305,Monsoon Heavy Flood Waterlogging,SEC_027,12.106891,79.555735,6.1,4,2,1,HIGH,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-007306,OHE Catenary Parting Incident,SEC_017,12.720535,79.988529,4.5,14,2,3,LOW,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-007307,Post-Derailment Caution Speed Order,SEC_040,11.245652,79.151126,3.9,21,3,4,MEDIUM,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-007308,Emergency Broken Rail Renewal,SEC_018,12.681792,79.979649,7.6,17,3,5,HIGH,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-007309,OHE Catenary Parting Incident,SEC_019,12.568335,79.937002,7.7,3,3,4,HIGH,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-007310,Signal Cable Cut by Road Construction,SEC_031,11.914914,79.472175,5.6,15,3,1,LOW,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-007311,Signal Cable Cut by Road Construction,SEC_035,11.474816,79.27312,6.1,20,1,4,MEDIUM,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-007312,Emergency Broken Rail Renewal,SEC_030,11.992127,79.510862,6.2,2,3,2,HIGH,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-007313,High Ambient Temperature Rail Expansion Risk,SEC_050,10.840259,78.70031,6.0,20,2,2,CRITICAL,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-007314,High Ambient Temperature Rail Expansion Risk,SEC_061,10.474776,78.146046,1.7,5,2,5,CRITICAL,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-007315,Emergency Broken Rail Renewal,SEC_006,12.98082,80.166582,1.7,19,1,3,CRITICAL,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-007316,Peak Festival Unscheduled Surge,SEC_065,9.60748,78.094062,4.5,18,1,5,MEDIUM,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-007317,OHE Catenary Parting Incident,SEC_021,12.474122,79.868993,2.3,13,1,4,CRITICAL,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-007318,Peak Festival Unscheduled Surge,SEC_048,10.872939,78.765694,2.3,16,1,4,HIGH,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-007319,High Ambient Temperature Rail Expansion Risk,SEC_068,8.808249,78.128445,7.9,2,3,4,CRITICAL,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-007320,Signal Cable Cut by Road Construction,SEC_021,12.48903,79.880844,3.0,20,2,5,MEDIUM,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-007321,High Ambient Temperature Rail Expansion Risk,SEC_005,12.987322,80.180769,4.5,2,1,1,CRITICAL,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-007322,Signal Cable Cut by Road Construction,SEC_035,11.521758,79.307935,3.7,13,1,4,CRITICAL,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-007323,Post-Derailment Caution Speed Order,SEC_050,10.851106,78.697606,2.7,6,1,2,HIGH,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-007324,OHE Catenary Parting Incident,SEC_051,10.827091,78.694461,5.9,16,2,2,HIGH,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-007325,OHE Catenary Parting Incident,SEC_054,10.784111,78.670933,2.2,4,1,4,MEDIUM,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-007326,Post-Derailment Caution Speed Order,SEC_062,10.068973,78.104527,6.1,14,1,5,LOW,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-007327,Signal Cable Cut by Road Construction,SEC_065,9.649907,78.089546,3.3,17,1,2,HIGH,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-007328,Emergency Broken Rail Renewal,SEC_016,12.799676,80.023149,5.1,11,1,1,MEDIUM,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-007329,OHE Catenary Parting Incident,SEC_040,11.226004,79.117615,6.4,17,3,1,MEDIUM,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-007330,Signal Cable Cut by Road Construction,SEC_023,12.365002,79.780812,5.7,20,2,4,CRITICAL,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-007331,Peak Festival Unscheduled Surge,SEC_047,10.880598,78.825393,2.2,7,1,2,HIGH,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-007332,Signal Cable Cut by Road Construction,SEC_054,10.760972,78.638214,3.6,16,2,2,HIGH,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-007333,Signal Cable Cut by Road Construction,SEC_025,12.25438,79.67463,4.4,18,3,5,CRITICAL,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-007334,High Ambient Temperature Rail Expansion Risk,SEC_027,12.129513,79.575406,5.8,2,2,2,CRITICAL,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-007335,OHE Catenary Parting Incident,SEC_022,12.399995,79.809768,6.4,11,1,2,MEDIUM,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-007336,OHE Catenary Parting Incident,SEC_061,10.450536,78.118328,6.0,16,2,5,CRITICAL,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-007337,Monsoon Heavy Flood Waterlogging,SEC_011,12.921177,80.112782,1.9,16,1,3,MEDIUM,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-007338,Post-Derailment Caution Speed Order,SEC_062,10.261911,78.103522,4.3,6,2,3,CRITICAL,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-007339,Emergency Broken Rail Renewal,SEC_064,9.889354,78.076585,6.5,4,2,4,HIGH,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-007340,Monsoon Heavy Flood Waterlogging,SEC_003,13.000454,80.204787,3.2,15,3,4,CRITICAL,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-007341,Signal Cable Cut by Road Construction,SEC_047,10.890755,78.84514,1.5,13,3,2,LOW,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-007342,Post-Derailment Caution Speed Order,SEC_040,11.233413,79.130252,4.2,11,2,2,CRITICAL,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-007343,Emergency Broken Rail Renewal,SEC_020,12.514131,79.899573,2.3,4,1,3,LOW,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-007344,Monsoon Heavy Flood Waterlogging,SEC_017,12.733488,79.992363,3.5,13,1,4,MEDIUM,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-007345,Emergency Broken Rail Renewal,SEC_044,10.992274,78.974014,6.0,16,1,5,CRITICAL,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-007346,High Ambient Temperature Rail Expansion Risk,SEC_036,11.412349,79.230402,5.7,14,3,4,HIGH,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-007347,OHE Catenary Parting Incident,SEC_030,11.971222,79.506007,6.7,3,3,2,HIGH,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-007348,High Ambient Temperature Rail Expansion Risk,SEC_008,12.96039,80.146968,2.2,21,3,1,HIGH,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-007349,Monsoon Heavy Flood Waterlogging,SEC_067,8.815063,78.074036,5.2,2,1,3,HIGH,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-007350,Emergency Broken Rail Renewal,SEC_041,11.209928,79.098045,5.6,6,3,5,LOW,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-007351,Signal Cable Cut by Road Construction,SEC_066,9.417906,78.090678,3.9,3,3,5,CRITICAL,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-007352,Post-Derailment Caution Speed Order,SEC_017,12.752539,79.998002,4.6,15,1,1,HIGH,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-007353,OHE Catenary Parting Incident,SEC_066,8.937032,78.035692,2.6,12,2,5,MEDIUM,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-007354,Emergency Broken Rail Renewal,SEC_047,10.881604,78.827348,3.0,3,1,5,MEDIUM,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-007355,OHE Catenary Parting Incident,SEC_011,12.919,80.110358,5.6,7,1,1,CRITICAL,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-007356,High Ambient Temperature Rail Expansion Risk,SEC_044,11.002587,78.983736,3.1,8,3,3,HIGH,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-007357,Emergency Broken Rail Renewal,SEC_002,13.011853,80.214249,7.9,16,3,4,HIGH,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-007358,Peak Festival Unscheduled Surge,SEC_050,10.83141,78.702515,2.1,11,3,5,HIGH,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-007359,OHE Catenary Parting Incident,SEC_039,11.269013,79.175934,6.8,3,3,2,HIGH,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-007360,Monsoon Heavy Flood Waterlogging,SEC_041,11.168798,79.078224,5.5,4,2,2,HIGH,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-007361,Signal Cable Cut by Road Construction,SEC_015,12.825389,80.042138,5.4,6,1,3,CRITICAL,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-007362,Monsoon Heavy Flood Waterlogging,SEC_027,12.113483,79.561467,7.7,18,1,3,CRITICAL,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-007363,Peak Festival Unscheduled Surge,SEC_064,9.888071,78.075156,7.9,6,2,3,HIGH,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-007364,OHE Catenary Parting Incident,SEC_019,12.576693,79.942881,7.1,15,3,5,HIGH,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-007365,Monsoon Heavy Flood Waterlogging,SEC_065,9.75383,78.078485,4.3,13,2,2,MEDIUM,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-007366,Peak Festival Unscheduled Surge,SEC_020,12.515976,79.900799,6.0,12,2,3,MEDIUM,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-007367,Peak Festival Unscheduled Surge,SEC_028,12.097569,79.551361,4.1,9,2,2,MEDIUM,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-007368,Post-Derailment Caution Speed Order,SEC_010,12.927847,80.120271,4.5,15,1,3,HIGH,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-007369,Monsoon Heavy Flood Waterlogging,SEC_013,12.87109,80.074012,6.6,19,3,5,MEDIUM,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-007370,Signal Cable Cut by Road Construction,SEC_059,10.530085,78.269102,4.9,8,2,4,MEDIUM,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-007371,Monsoon Heavy Flood Waterlogging,SEC_024,12.312157,79.728089,7.4,12,1,2,MEDIUM,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-007372,OHE Catenary Parting Incident,SEC_019,12.582736,79.947132,1.5,13,3,1,MEDIUM,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-007373,High Ambient Temperature Rail Expansion Risk,SEC_007,12.972915,80.157746,2.0,11,1,5,CRITICAL,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-007374,OHE Catenary Parting Incident,SEC_051,10.828096,78.698356,2.3,19,2,5,HIGH,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-007375,Monsoon Heavy Flood Waterlogging,SEC_064,9.917018,78.1074,4.5,16,1,5,HIGH,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-007376,Emergency Broken Rail Renewal,SEC_039,11.281735,79.183702,4.8,16,3,1,MEDIUM,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-007377,Post-Derailment Caution Speed Order,SEC_036,11.459163,79.262175,7.9,7,1,3,HIGH,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-007378,OHE Catenary Parting Incident,SEC_009,12.941433,80.133777,1.8,16,3,4,HIGH,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-007379,Post-Derailment Caution Speed Order,SEC_029,12.000297,79.514741,3.6,16,2,4,HIGH,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-007380,Peak Festival Unscheduled Surge,SEC_028,12.061197,79.54531,3.3,20,2,5,HIGH,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-007381,Signal Cable Cut by Road Construction,SEC_015,12.828892,80.044877,6.7,4,1,2,MEDIUM,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-007382,Monsoon Heavy Flood Waterlogging,SEC_068,8.809717,78.110835,4.1,21,2,1,HIGH,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-007383,Peak Festival Unscheduled Surge,SEC_041,11.174225,79.080839,3.4,20,2,5,MEDIUM,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-007384,High Ambient Temperature Rail Expansion Risk,SEC_039,11.277563,79.181155,4.3,19,3,2,MEDIUM,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-007385,High Ambient Temperature Rail Expansion Risk,SEC_021,12.445172,79.84598,6.2,5,2,4,MEDIUM,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-007386,Signal Cable Cut by Road Construction,SEC_043,11.066477,79.023618,7.2,13,3,4,LOW,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-007387,Emergency Broken Rail Renewal,SEC_029,12.005654,79.518054,6.2,7,2,1,CRITICAL,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-007388,Signal Cable Cut by Road Construction,SEC_045,10.960457,78.942374,7.6,7,2,5,HIGH,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-007389,Emergency Broken Rail Renewal,SEC_017,12.717443,79.987614,7.3,20,2,5,HIGH,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-007390,Emergency Broken Rail Renewal,SEC_022,12.418215,79.824442,6.3,18,3,3,MEDIUM,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-007391,Emergency Broken Rail Renewal,SEC_064,9.910742,78.100409,2.4,10,3,5,HIGH,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-007392,Peak Festival Unscheduled Surge,SEC_051,10.826136,78.690758,3.1,7,1,5,HIGH,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-007393,OHE Catenary Parting Incident,SEC_007,12.979495,80.164763,2.9,18,2,4,HIGH,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-007394,Monsoon Heavy Flood Waterlogging,SEC_058,10.561401,78.342006,5.6,17,2,3,LOW,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-007395,Peak Festival Unscheduled Surge,SEC_020,12.507934,79.895454,4.7,19,3,3,HIGH,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
