date,location,station_code,district,latitude,longitude,rainfall_mm,rainfall_category,spatial_resolution,source,source_url
2024-06-11,Chennai Egmore,MS,Chennai,13.0777,80.2613,11.3,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-06-11,Tambaram,TBM,Chengalpattu,12.9248,80.1202,31.8,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-06-11,Ariyalur,ALU,Ariyalur,11.1401,79.0768,24.6,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-06-12,Tambaram,TBM,Chengalpattu,12.9248,80.1202,2.5,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-06-12,Dindigul Junction,DG,Dindigul,10.3644,77.9803,16.0,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-06-13,Satur,SRT,Virudhunagar,9.3592,77.9255,9.6,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-06-14,Viluppuram Junction,VM,Viluppuram,11.9398,79.4975,12.6,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-06-14,Madurai Junction,MDU,Madurai,9.9195,78.1111,3.4,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-06-15,Chennai Egmore,MS,Chennai,13.0777,80.2613,19.1,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-06-15,Chengalpattu,CGL,Chengalpattu,12.6934,79.9757,7.0,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-06-15,Vriddhachalam Junction,VRI,Cuddalore,11.5305,79.3242,9.2,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-06-15,Maniyachchi Junction,MEJ,Thoothukudi,8.8658,77.8931,24.2,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-06-16,Chennai Egmore,MS,Chennai,13.0777,80.2613,8.1,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-06-16,Tambaram,TBM,Chengalpattu,12.9248,80.1202,9.3,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-06-16,Tindivanam,TMV,Viluppuram,12.2312,79.6508,9.4,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-06-16,Maniyachchi Junction,MEJ,Thoothukudi,8.8658,77.8931,29.3,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-06-17,Madurai Junction,MDU,Madurai,9.9195,78.1111,3.3,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-06-17,Thoothukudi,TN,Thoothukudi,8.8053,78.146,13.1,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-06-18,Thoothukudi,TN,Thoothukudi,8.8053,78.146,15.0,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-06-19,Chennai Egmore,MS,Chennai,13.0777,80.2613,3.4,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-06-19,Chengalpattu,CGL,Chengalpattu,12.6934,79.9757,6.8,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-06-19,Tindivanam,TMV,Viluppuram,12.2312,79.6508,22.3,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-06-19,Ariyalur,ALU,Ariyalur,11.1401,79.0768,20.5,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-06-20,Tambaram,TBM,Chengalpattu,12.9248,80.1202,29.6,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-06-20,Maniyachchi Junction,MEJ,Thoothukudi,8.8658,77.8931,29.3,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-06-21,Tambaram,TBM,Chengalpattu,12.9248,80.1202,4.2,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-06-21,Tindivanam,TMV,Viluppuram,12.2312,79.6508,0.4,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-06-21,Viluppuram Junction,VM,Viluppuram,11.9398,79.4975,3.2,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-06-22,Tindivanam,TMV,Viluppuram,12.2312,79.6508,9.2,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-06-22,Ariyalur,ALU,Ariyalur,11.1401,79.0768,11.0,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-06-22,Madurai Junction,MDU,Madurai,9.9195,78.1111,8.3,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-06-24,Tambaram,TBM,Chengalpattu,12.9248,80.1202,5.2,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-06-24,Viluppuram Junction,VM,Viluppuram,11.9398,79.4975,13.1,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-06-24,Kovilpatti,CVP,Thoothukudi,9.1725,77.8683,6.8,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-06-24,Thoothukudi,TN,Thoothukudi,8.8053,78.146,1.2,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-06-25,Kovilpatti,CVP,Thoothukudi,9.1725,77.8683,0.8,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-06-26,Kovilpatti,CVP,Thoothukudi,9.1725,77.8683,23.9,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-06-26,Maniyachchi Junction,MEJ,Thoothukudi,8.8658,77.8931,15.3,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-06-27,Satur,SRT,Virudhunagar,9.3592,77.9255,5.3,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-06-28,Tambaram,TBM,Chengalpattu,12.9248,80.1202,4.3,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-06-28,Chengalpattu,CGL,Chengalpattu,12.6934,79.9757,21.5,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-06-28,Virudhunagar Junction,VPT,Virudhunagar,9.5872,77.9575,15.4,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-06-28,Thoothukudi,TN,Thoothukudi,8.8053,78.146,3.3,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-06-29,Madurai Junction,MDU,Madurai,9.9195,78.1111,2.4,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-06-29,Thoothukudi,TN,Thoothukudi,8.8053,78.146,1.4,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-06-30,Tambaram,TBM,Chengalpattu,12.9248,80.1202,10.5,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-06-30,Chengalpattu,CGL,Chengalpattu,12.6934,79.9757,51.2,Heavy Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-06-30,Ariyalur,ALU,Ariyalur,11.1401,79.0768,1.5,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-06-30,Maniyachchi Junction,MEJ,Thoothukudi,8.8658,77.8931,0.2,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-07-01,Chennai Egmore,MS,Chennai,13.0777,80.2613,0.2,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-07-01,Tindivanam,TMV,Viluppuram,12.2312,79.6508,22.7,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-07-01,Dindigul Junction,DG,Dindigul,10.3644,77.9803,14.6,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-07-02,Chennai Egmore,MS,Chennai,13.0777,80.2613,3.2,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-07-02,Viluppuram Junction,VM,Viluppuram,11.9398,79.4975,5.8,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-07-02,Vriddhachalam Junction,VRI,Cuddalore,11.5305,79.3242,4.6,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-07-03,Chengalpattu,CGL,Chengalpattu,12.6934,79.9757,12.9,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-07-03,Ariyalur,ALU,Ariyalur,11.1401,79.0768,30.3,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-07-03,Madurai Junction,MDU,Madurai,9.9195,78.1111,7.1,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-07-03,Kovilpatti,CVP,Thoothukudi,9.1725,77.8683,17.0,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-07-03,Maniyachchi Junction,MEJ,Thoothukudi,8.8658,77.8931,4.7,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-07-03,Thoothukudi,TN,Thoothukudi,8.8053,78.146,24.5,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-07-04,Vriddhachalam Junction,VRI,Cuddalore,11.5305,79.3242,6.5,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-07-05,Tambaram,TBM,Chengalpattu,12.9248,80.1202,5.5,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-07-05,Viluppuram Junction,VM,Viluppuram,11.9398,79.4975,4.7,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-07-06,Chennai Egmore,MS,Chennai,13.0777,80.2613,15.8,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-07-06,Tambaram,TBM,Chengalpattu,12.9248,80.1202,4.9,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-07-06,Tindivanam,TMV,Viluppuram,12.2312,79.6508,13.6,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-07-06,Thoothukudi,TN,Thoothukudi,8.8053,78.146,9.8,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-07-07,Chennai Egmore,MS,Chennai,13.0777,80.2613,7.2,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-07-07,Tambaram,TBM,Chengalpattu,12.9248,80.1202,3.3,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-07-07,Vriddhachalam Junction,VRI,Cuddalore,11.5305,79.3242,4.8,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-07-07,Kovilpatti,CVP,Thoothukudi,9.1725,77.8683,50.5,Heavy Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-07-08,Viluppuram Junction,VM,Viluppuram,11.9398,79.4975,3.3,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-07-08,Virudhunagar Junction,VPT,Virudhunagar,9.5872,77.9575,3.9,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-07-08,Kovilpatti,CVP,Thoothukudi,9.1725,77.8683,1.1,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-07-09,Virudhunagar Junction,VPT,Virudhunagar,9.5872,77.9575,19.5,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-07-09,Maniyachchi Junction,MEJ,Thoothukudi,8.8658,77.8931,2.5,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-07-10,Ariyalur,ALU,Ariyalur,11.1401,79.0768,22.5,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-07-10,Dindigul Junction,DG,Dindigul,10.3644,77.9803,15.9,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-07-10,Satur,SRT,Virudhunagar,9.3592,77.9255,7.9,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-07-10,Maniyachchi Junction,MEJ,Thoothukudi,8.8658,77.8931,3.5,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-07-11,Chennai Egmore,MS,Chennai,13.0777,80.2613,15.7,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-07-11,Tindivanam,TMV,Viluppuram,12.2312,79.6508,15.6,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-07-11,Vriddhachalam Junction,VRI,Cuddalore,11.5305,79.3242,2.3,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-07-11,Tiruchchirappalli Junction,TPJ,Tiruchirappalli,10.7937,78.6853,3.3,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-07-12,Ariyalur,ALU,Ariyalur,11.1401,79.0768,17.2,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-07-12,Virudhunagar Junction,VPT,Virudhunagar,9.5872,77.9575,13.9,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-07-12,Kovilpatti,CVP,Thoothukudi,9.1725,77.8683,13.6,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-07-13,Tindivanam,TMV,Viluppuram,12.2312,79.6508,6.6,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-07-13,Viluppuram Junction,VM,Viluppuram,11.9398,79.4975,1.6,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-07-13,Vriddhachalam Junction,VRI,Cuddalore,11.5305,79.3242,12.1,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-07-13,Satur,SRT,Virudhunagar,9.3592,77.9255,5.1,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-07-13,Kovilpatti,CVP,Thoothukudi,9.1725,77.8683,35.4,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-07-14,Chengalpattu,CGL,Chengalpattu,12.6934,79.9757,1.7,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-07-14,Ariyalur,ALU,Ariyalur,11.1401,79.0768,0.5,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-07-14,Virudhunagar Junction,VPT,Virudhunagar,9.5872,77.9575,10.3,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-07-14,Kovilpatti,CVP,Thoothukudi,9.1725,77.8683,2.2,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-07-15,Ariyalur,ALU,Ariyalur,11.1401,79.0768,11.7,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-07-15,Tiruchchirappalli Junction,TPJ,Tiruchirappalli,10.7937,78.6853,8.2,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-07-16,Chennai Egmore,MS,Chennai,13.0777,80.2613,7.7,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-07-16,Tindivanam,TMV,Viluppuram,12.2312,79.6508,5.5,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-07-16,Ariyalur,ALU,Ariyalur,11.1401,79.0768,16.9,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-07-16,Maniyachchi Junction,MEJ,Thoothukudi,8.8658,77.8931,4.6,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-07-17,Tambaram,TBM,Chengalpattu,12.9248,80.1202,40.2,Heavy Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-07-17,Ariyalur,ALU,Ariyalur,11.1401,79.0768,50.7,Heavy Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-07-17,Satur,SRT,Virudhunagar,9.3592,77.9255,2.6,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-07-17,Thoothukudi,TN,Thoothukudi,8.8053,78.146,6.0,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-07-18,Vriddhachalam Junction,VRI,Cuddalore,11.5305,79.3242,6.4,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-07-18,Dindigul Junction,DG,Dindigul,10.3644,77.9803,3.8,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-07-18,Maniyachchi Junction,MEJ,Thoothukudi,8.8658,77.8931,1.5,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-07-19,Chennai Egmore,MS,Chennai,13.0777,80.2613,4.0,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-07-19,Vriddhachalam Junction,VRI,Cuddalore,11.5305,79.3242,16.5,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-07-19,Tiruchchirappalli Junction,TPJ,Tiruchirappalli,10.7937,78.6853,14.5,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-07-19,Dindigul Junction,DG,Dindigul,10.3644,77.9803,6.2,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-07-19,Satur,SRT,Virudhunagar,9.3592,77.9255,2.0,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-07-20,Viluppuram Junction,VM,Viluppuram,11.9398,79.4975,6.9,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-07-20,Ariyalur,ALU,Ariyalur,11.1401,79.0768,8.6,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-07-20,Tiruchchirappalli Junction,TPJ,Tiruchirappalli,10.7937,78.6853,14.2,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-07-20,Kovilpatti,CVP,Thoothukudi,9.1725,77.8683,0.1,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-07-21,Tambaram,TBM,Chengalpattu,12.9248,80.1202,2.6,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-07-21,Tindivanam,TMV,Viluppuram,12.2312,79.6508,3.0,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-07-21,Ariyalur,ALU,Ariyalur,11.1401,79.0768,13.4,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-07-21,Dindigul Junction,DG,Dindigul,10.3644,77.9803,9.9,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-07-22,Tambaram,TBM,Chengalpattu,12.9248,80.1202,13.2,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-07-22,Tindivanam,TMV,Viluppuram,12.2312,79.6508,9.0,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-07-22,Tiruchchirappalli Junction,TPJ,Tiruchirappalli,10.7937,78.6853,4.7,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-07-23,Chengalpattu,CGL,Chengalpattu,12.6934,79.9757,12.6,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-07-23,Thoothukudi,TN,Thoothukudi,8.8053,78.146,8.7,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-07-24,Chengalpattu,CGL,Chengalpattu,12.6934,79.9757,12.8,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-07-24,Ariyalur,ALU,Ariyalur,11.1401,79.0768,2.1,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-07-24,Tiruchchirappalli Junction,TPJ,Tiruchirappalli,10.7937,78.6853,6.3,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-07-25,Tambaram,TBM,Chengalpattu,12.9248,80.1202,16.8,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-07-25,Kovilpatti,CVP,Thoothukudi,9.1725,77.8683,8.4,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-07-25,Maniyachchi Junction,MEJ,Thoothukudi,8.8658,77.8931,1.7,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-07-27,Tiruchchirappalli Junction,TPJ,Tiruchirappalli,10.7937,78.6853,4.0,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-07-27,Madurai Junction,MDU,Madurai,9.9195,78.1111,13.2,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-07-28,Tindivanam,TMV,Viluppuram,12.2312,79.6508,8.3,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-07-28,Ariyalur,ALU,Ariyalur,11.1401,79.0768,2.2,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-07-28,Tiruchchirappalli Junction,TPJ,Tiruchirappalli,10.7937,78.6853,1.4,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-07-28,Satur,SRT,Virudhunagar,9.3592,77.9255,26.2,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-07-29,Tambaram,TBM,Chengalpattu,12.9248,80.1202,16.8,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-07-29,Viluppuram Junction,VM,Viluppuram,11.9398,79.4975,8.8,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-07-29,Tiruchchirappalli Junction,TPJ,Tiruchirappalli,10.7937,78.6853,1.2,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-07-29,Dindigul Junction,DG,Dindigul,10.3644,77.9803,1.7,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-07-30,Chennai Egmore,MS,Chennai,13.0777,80.2613,10.4,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-07-30,Chengalpattu,CGL,Chengalpattu,12.6934,79.9757,4.4,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-07-30,Satur,SRT,Virudhunagar,9.3592,77.9255,4.3,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-07-30,Maniyachchi Junction,MEJ,Thoothukudi,8.8658,77.8931,1.1,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-07-31,Tindivanam,TMV,Viluppuram,12.2312,79.6508,5.1,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-07-31,Kovilpatti,CVP,Thoothukudi,9.1725,77.8683,1.4,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-07-31,Maniyachchi Junction,MEJ,Thoothukudi,8.8658,77.8931,1.0,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-08-01,Ariyalur,ALU,Ariyalur,11.1401,79.0768,5.0,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-08-02,Chennai Egmore,MS,Chennai,13.0777,80.2613,5.5,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-08-03,Tindivanam,TMV,Viluppuram,12.2312,79.6508,1.3,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-08-03,Maniyachchi Junction,MEJ,Thoothukudi,8.8658,77.8931,12.1,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-08-03,Thoothukudi,TN,Thoothukudi,8.8053,78.146,1.6,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-08-04,Tambaram,TBM,Chengalpattu,12.9248,80.1202,12.8,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-08-04,Viluppuram Junction,VM,Viluppuram,11.9398,79.4975,3.2,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-08-04,Virudhunagar Junction,VPT,Virudhunagar,9.5872,77.9575,17.6,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-08-05,Chengalpattu,CGL,Chengalpattu,12.6934,79.9757,15.6,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-08-05,Tiruchchirappalli Junction,TPJ,Tiruchirappalli,10.7937,78.6853,23.1,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-08-05,Madurai Junction,MDU,Madurai,9.9195,78.1111,14.7,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-08-05,Virudhunagar Junction,VPT,Virudhunagar,9.5872,77.9575,13.1,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-08-05,Satur,SRT,Virudhunagar,9.3592,77.9255,23.1,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-08-05,Maniyachchi Junction,MEJ,Thoothukudi,8.8658,77.8931,9.9,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-08-05,Thoothukudi,TN,Thoothukudi,8.8053,78.146,7.0,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-08-06,Chengalpattu,CGL,Chengalpattu,12.6934,79.9757,6.1,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-08-06,Viluppuram Junction,VM,Viluppuram,11.9398,79.4975,26.7,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-08-07,Chennai Egmore,MS,Chennai,13.0777,80.2613,33.0,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-08-07,Ariyalur,ALU,Ariyalur,11.1401,79.0768,9.5,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-08-07,Madurai Junction,MDU,Madurai,9.9195,78.1111,2.7,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-08-07,Satur,SRT,Virudhunagar,9.3592,77.9255,5.6,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-08-07,Maniyachchi Junction,MEJ,Thoothukudi,8.8658,77.8931,1.9,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-08-09,Chengalpattu,CGL,Chengalpattu,12.6934,79.9757,2.6,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-08-09,Thoothukudi,TN,Thoothukudi,8.8053,78.146,12.1,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-08-10,Tambaram,TBM,Chengalpattu,12.9248,80.1202,13.0,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-08-10,Tindivanam,TMV,Viluppuram,12.2312,79.6508,5.6,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
