task_id,department,section_id,severity_num,priority_rank,estimated_duration_hours,deferred_count,days_until_target,total_trains_daily,capacity_utilization_percent,festival_traffic_multiplier
TMS_TASK_002645,ENGINEERING,SEC_017,4,4,2.7,3,7,64,106.7,1.0
TMS_TASK_002646,ENGINEERING,SEC_022,2,2,2.7,4,7,54,90.0,1.0
TMS_TASK_002647,ENGINEERING,SEC_068,3,3,3.4,4,7,77,275.0,1.0
TMS_TASK_002648,ENGINEERING,SEC_037,2,2,4.3,0,7,45,75.0,1.0
TMS_TASK_002649,ENGINEERING,SEC_049,4,4,4.1,0,7,71,118.3,1.0
TMS_TASK_002650,ENGINEERING,SEC_013,4,4,3.7,0,7,50,83.3,1.45
TMS_TASK_002651,ENGINEERING,SEC_034,4,4,3.9,0,7,56,93.3,1.0
TMS_TASK_002652,ENGINEERING,SEC_053,3,3,2.2,0,7,57,95.0,1.0
TMS_TASK_002653,ENGINEERING,SEC_051,4,4,3.9,0,7,47,78.3,1.0
TMS_TASK_002654,ENGINEERING,SEC_003,3,3,2.1,0,7,60,100.0,1.0
TMS_TASK_002655,ENGINEERING,SEC_042,3,3,1.6,0,7,60,100.0,1.0
TMS_TASK_002656,ENGINEERING,SEC_032,4,4,4.5,0,7,68,113.3,1.0
TMS_TASK_002657,ENGINEERING,SEC_051,3,3,2.3,0,7,47,78.3,1.0
TMS_TASK_002658,ENGINEERING,SEC_046,4,4,3.6,0,7,75,125.0,1.0
TMS_TASK_002659,ENGINEERING,SEC_021,4,4,3.9,0,7,36,60.0,1.0
TMS_TASK_002660,ENGINEERING,SEC_044,4,4,4.0,0,7,45,75.0,1.0
TMS_TASK_002661,ENGINEERING,SEC_011,4,4,3.9,0,7,73,121.7,1.0
TMS_TASK_002662,ENGINEERING,SEC_068,4,4,2.5,0,7,77,275.0,1.0
TMS_TASK_002663,ENGINEERING,SEC_001,2,2,3.6,4,7,69,115.0,1.0
TMS_TASK_002664,ENGINEERING,SEC_063,3,3,4.6,1,7,59,98.3,1.0
TMS_TASK_002665,ENGINEERING,SEC_024,2,2,2.5,0,7,68,113.3,1.0
TMS_TASK_002666,ENGINEERING,SEC_013,2,2,3.6,0,7,50,83.3,1.0
TMS_TASK_002667,ENGINEERING,SEC_011,2,2,4.2,4,7,73,121.7,1.0
TMS_TASK_002668,ENGINEERING,SEC_051,3,3,4.2,2,7,47,78.3,1.0
TMS_TASK_002669,ENGINEERING,SEC_017,4,4,3.3,0,7,64,106.7,1.0
TMS_TASK_002670,ENGINEERING,SEC_024,3,3,4.5,1,7,68,113.3,1.0
TMS_TASK_002671,ENGINEERING,SEC_019,2,2,3.7,1,7,76,126.7,1.0
TMS_TASK_002672,ENGINEERING,SEC_037,4,4,2.8,0,7,45,75.0,1.0
TMS_TASK_002673,ENGINEERING,SEC_008,3,3,3.6,0,7,50,83.3,1.0
TMS_TASK_002674,ENGINEERING,SEC_028,4,4,3.7,0,7,59,98.3,1.0
TMS_TASK_002675,ENGINEERING,SEC_005,4,4,2.6,3,7,72,120.0,1.0
TMS_TASK_002676,ENGINEERING,SEC_017,3,3,3.7,0,7,64,106.7,1.0
TMS_TASK_002677,ENGINEERING,SEC_036,4,4,3.9,0,7,37,61.7,1.0
TMS_TASK_002678,ENGINEERING,SEC_019,4,4,1.9,0,7,76,126.7,1.0
TMS_TASK_002679,ENGINEERING,SEC_064,4,4,2.7,0,7,56,93.3,1.0
TMS_TASK_002680,ENGINEERING,SEC_011,4,4,4.0,4,7,73,121.7,1.0
TMS_TASK_002681,ENGINEERING,SEC_054,3,3,2.5,0,7,68,113.3,1.0
TMS_TASK_002682,ENGINEERING,SEC_045,2,2,1.9,1,7,43,71.7,1.0
TMS_TASK_002683,ENGINEERING,SEC_047,3,3,4.7,0,7,55,91.7,1.0
TMS_TASK_002684,ENGINEERING,SEC_012,2,2,4.2,1,7,69,115.0,1.0
TMS_TASK_002685,ENGINEERING,SEC_021,4,4,3.9,0,7,36,60.0,1.0
TMS_TASK_002686,ENGINEERING,SEC_011,3,3,2.4,4,7,73,121.7,1.0
TMS_TASK_002687,ENGINEERING,SEC_005,4,4,3.9,0,7,72,120.0,1.0
TMS_TASK_002688,ENGINEERING,SEC_056,3,3,3.8,0,7,71,118.3,1.0
TMS_TASK_002689,ENGINEERING,SEC_020,3,3,2.8,0,7,52,86.7,1.0
TMS_TASK_002690,ENGINEERING,SEC_041,3,3,4.4,0,7,37,61.7,1.0
TMS_TASK_002691,ENGINEERING,SEC_046,4,4,2.4,0,7,75,125.0,1.0
TMS_TASK_002692,ENGINEERING,SEC_012,3,3,4.2,4,7,69,115.0,1.0
TMS_TASK_002693,ENGINEERING,SEC_017,4,4,2.5,0,7,64,106.7,1.0
TMS_TASK_002694,ENGINEERING,SEC_019,3,3,1.7,2,7,76,126.7,1.7
TMS_TASK_002695,ENGINEERING,SEC_026,3,3,2.1,0,7,45,75.0,1.0
TMS_TASK_002696,ENGINEERING,SEC_048,2,2,3.5,0,7,36,60.0,1.25
TMS_TASK_002697,ENGINEERING,SEC_052,2,2,2.1,0,7,52,86.7,1.0
TMS_TASK_002698,ENGINEERING,SEC_055,2,2,3.5,4,7,69,115.0,1.0
TMS_TASK_002699,ENGINEERING,SEC_033,3,3,3.7,0,7,70,116.7,1.0
TMS_TASK_002700,ENGINEERING,SEC_062,4,4,2.7,0,7,64,106.7,1.0
TMS_TASK_002701,ENGINEERING,SEC_023,4,4,3.8,0,7,68,113.3,1.25
TMS_TASK_002702,ENGINEERING,SEC_015,4,4,4.4,0,7,50,83.3,1.0
TMS_TASK_002703,ENGINEERING,SEC_027,2,2,3.5,0,7,51,85.0,1.0
TMS_TASK_002704,ENGINEERING,SEC_064,3,3,2.1,1,7,56,93.3,1.0
TMS_TASK_002705,ENGINEERING,SEC_051,3,3,4.7,4,7,47,78.3,1.0
TMS_TASK_002706,ENGINEERING,SEC_053,3,3,2.6,2,7,57,95.0,1.0
TMS_TASK_002707,ENGINEERING,SEC_051,4,4,4.0,0,7,47,78.3,1.0
TMS_TASK_002708,ENGINEERING,SEC_047,3,3,3.6,0,7,55,91.7,1.0
TMS_TASK_002709,ENGINEERING,SEC_004,2,2,4.4,1,7,70,116.7,1.0
TMS_TASK_002710,ENGINEERING,SEC_007,3,3,4.5,3,7,40,66.7,1.0
TMS_TASK_002711,ENGINEERING,SEC_035,4,4,2.0,0,7,68,113.3,1.0
TMS_TASK_002712,ENGINEERING,SEC_048,2,2,2.0,4,7,36,60.0,1.0
TMS_TASK_002713,ENGINEERING,SEC_045,4,4,2.2,0,7,43,71.7,1.0
TMS_TASK_002714,ENGINEERING,SEC_019,3,3,4.3,3,7,76,126.7,1.0
TMS_TASK_002715,ENGINEERING,SEC_063,3,3,2.4,0,7,59,98.3,1.0
TMS_TASK_002716,ENGINEERING,SEC_038,4,4,2.4,0,7,48,80.0,1.0
TMS_TASK_002717,ENGINEERING,SEC_067,2,2,2.7,2,7,59,210.7,1.0
TMS_TASK_002718,ENGINEERING,SEC_059,2,2,2.0,0,7,51,85.0,1.0
TMS_TASK_002719,ENGINEERING,SEC_013,2,2,3.3,4,7,50,83.3,1.0
TMS_TASK_002720,ENGINEERING,SEC_047,2,2,3.1,0,7,55,91.7,1.0
TMS_TASK_002721,ENGINEERING,SEC_061,3,3,2.2,0,7,37,61.7,1.0
TMS_TASK_002722,ENGINEERING,SEC_031,4,4,2.5,0,7,43,71.7,1.0
TMS_TASK_002723,ENGINEERING,SEC_022,2,2,3.5,0,7,54,90.0,1.0
TMS_TASK_002724,ENGINEERING,SEC_043,3,3,2.5,0,7,39,65.0,1.0
TMS_TASK_002725,ENGINEERING,SEC_067,4,4,2.7,0,7,59,210.7,1.0
TMS_TASK_002726,ENGINEERING,SEC_054,3,3,3.6,0,7,68,113.3,1.0
TMS_TASK_002727,ENGINEERING,SEC_010,4,4,2.1,0,7,48,80.0,1.0
TMS_TASK_002728,ENGINEERING,SEC_042,3,3,2.1,0,7,60,100.0,1.0
TMS_TASK_002729,ENGINEERING,SEC_064,3,3,3.1,2,7,56,93.3,1.0
TMS_TASK_002730,ENGINEERING,SEC_021,2,2,2.6,0,7,36,60.0,1.0
TMS_TASK_002731,ENGINEERING,SEC_066,2,2,4.4,1,7,71,253.6,1.0
TMS_TASK_002732,ENGINEERING,SEC_041,4,4,4.1,0,7,37,61.7,1.0
TMS_TASK_002733,ENGINEERING,SEC_024,3,3,3.7,4,7,68,113.3,1.0
TMS_TASK_002734,ENGINEERING,SEC_035,4,4,1.9,0,7,68,113.3,1.0
TMS_TASK_002735,ENGINEERING,SEC_056,3,3,4.5,0,7,71,118.3,1.0
TMS_TASK_002736,ENGINEERING,SEC_030,3,3,2.0,2,7,56,93.3,1.0
TMS_TASK_002737,ENGINEERING,SEC_057,2,2,1.9,0,7,64,106.7,1.0
TMS_TASK_002738,ENGINEERING,SEC_047,3,3,1.9,0,7,55,91.7,1.0
TMS_TASK_002739,ENGINEERING,SEC_035,3,3,4.1,0,7,68,113.3,1.0
TMS_TASK_002740,ENGINEERING,SEC_019,3,3,2.8,0,7,76,126.7,1.0
TMS_TASK_002741,ENGINEERING,SEC_008,4,4,2.3,2,7,50,83.3,1.0
TMS_TASK_002742,ENGINEERING,SEC_026,2,2,2.6,0,7,45,75.0,1.0
TMS_TASK_002743,ENGINEERING,SEC_030,4,4,2.5,0,7,56,93.3,1.0
TMS_TASK_002744,ENGINEERING,SEC_007,2,2,4.6,1,7,40,66.7,1.0
TMS_TASK_002745,ENGINEERING,SEC_067,2,2,3.6,0,7,59,210.7,1.0
TMS_TASK_002746,ENGINEERING,SEC_065,3,3,3.6,2,7,68,113.3,1.0
TMS_TASK_002747,ENGINEERING,SEC_036,3,3,3.2,1,7,37,61.7,1.6
TMS_TASK_002748,ENGINEERING,SEC_025,3,3,4.9,0,7,37,61.7,1.0
TMS_TASK_002749,ENGINEERING,SEC_037,2,2,2.0,1,7,45,75.0,1.0
TMS_TASK_002750,ENGINEERING,SEC_001,2,2,4.4,2,7,69,115.0,1.0
TMS_TASK_002751,ENGINEERING,SEC_015,4,4,4.1,0,7,50,83.3,1.0
TMS_TASK_002752,ENGINEERING,SEC_037,2,2,3.1,0,7,45,75.0,1.0
TMS_TASK_002753,ENGINEERING,SEC_013,3,3,2.2,0,7,50,83.3,1.0
TMS_TASK_002754,ENGINEERING,SEC_008,4,4,4.2,0,7,50,83.3,1.0
TMS_TASK_002755,ENGINEERING,SEC_005,3,3,1.8,0,7,72,120.0,1.0
TMS_TASK_002756,ENGINEERING,SEC_060,3,3,2.6,0,7,47,78.3,1.2
TMS_TASK_002757,ENGINEERING,SEC_001,3,3,2.5,2,7,69,115.0,1.0
TMS_TASK_002758,ENGINEERING,SEC_036,4,4,4.1,4,7,37,61.7,1.0
TMS_TASK_002759,ENGINEERING,SEC_035,4,4,3.7,0,7,68,113.3,1.0
TMS_TASK_002760,ENGINEERING,SEC_066,3,3,2.7,0,7,71,253.6,1.0
TMS_TASK_002761,ENGINEERING,SEC_063,4,4,2.6,0,7,59,98.3,1.0
TMS_TASK_002762,ENGINEERING,SEC_023,3,3,3.3,1,7,68,113.3,1.0
TMS_TASK_002763,ENGINEERING,SEC_009,4,4,2.4,3,7,47,78.3,1.0
TMS_TASK_002764,ENGINEERING,SEC_034,4,4,2.7,0,7,56,93.3,1.0
TMS_TASK_002765,ENGINEERING,SEC_046,3,3,3.6,3,7,75,125.0,1.0
TMS_TASK_002766,ENGINEERING,SEC_004,2,2,3.4,2,7,70,116.7,1.0
TMS_TASK_002767,ENGINEERING,SEC_030,4,4,4.0,0,7,56,93.3,1.0
TMS_TASK_002768,ENGINEERING,SEC_003,3,3,3.9,1,7,60,100.0,1.0
TMS_TASK_002769,ENGINEERING,SEC_014,2,2,3.8,4,7,55,91.7,1.85
TMS_TASK_002770,ENGINEERING,SEC_060,3,3,2.0,3,7,47,78.3,1.0
TMS_TASK_002771,ENGINEERING,SEC_045,3,3,2.1,1,7,43,71.7,1.0
TMS_TASK_002772,ENGINEERING,SEC_034,4,4,2.4,3,7,56,93.3,1.0
TMS_TASK_002773,ENGINEERING,SEC_045,4,4,4.1,2,7,43,71.7,1.0
TMS_TASK_002774,ENGINEERING,SEC_061,4,4,2.7,0,7,37,61.7,1.0
TMS_TASK_002775,ENGINEERING,SEC_016,3,3,4.6,0,7,72,120.0,1.0
TMS_TASK_002776,ENGINEERING,SEC_066,3,3,2.6,4,7,71,253.6,1.0
TMS_TASK_002777,ENGINEERING,SEC_040,3,3,3.8,0,7,59,98.3,1.0
TMS_TASK_002778,ENGINEERING,SEC_017,3,3,4.4,4,7,64,106.7,1.0
TMS_TASK_002779,ENGINEERING,SEC_034,2,2,4.5,0,7,56,93.3,1.0
TMS_TASK_002780,ENGINEERING,SEC_016,2,2,2.0,4,7,72,120.0,1.0
TMS_TASK_002781,ENGINEERING,SEC_060,2,2,3.7,1,7,47,78.3,1.0
TMS_TASK_002782,ENGINEERING,SEC_066,4,4,3.5,0,7,71,253.6,1.0
TMS_TASK_002783,ENGINEERING,SEC_066,3,3,4.2,0,7,71,253.6,1.0
TMS_TASK_002784,ENGINEERING,SEC_013,2,2,3.7,0,7,50,83.3,1.3
TMS_TASK_002785,ENGINEERING,SEC_056,4,4,3.9,0,7,71,118.3,1.0
TMS_TASK_002786,ENGINEERING,SEC_031,2,2,1.8,0,7,43,71.7,1.0
TMS_TASK_002787,ENGINEERING,SEC_034,3,3,3.7,0,7,56,93.3,1.0
TMS_TASK_002788,ENGINEERING,SEC_039,2,2,3.8,1,7,60,100.0,1.0
TMS_TASK_002789,ENGINEERING,SEC_067,3,3,3.9,0,7,59,210.7,1.55
TMS_TASK_002790,ENGINEERING,SEC_008,3,3,4.1,0,7,50,83.3,1.0
TMS_TASK_002791,ENGINEERING,SEC_055,4,4,2.7,0,7,69,115.0,1.0
TMS_TASK_002792,ENGINEERING,SEC_027,4,4,2.2,0,7,51,85.0,1.0
TMS_TASK_002793,ENGINEERING,SEC_053,4,4,2.8,0,7,57,95.0,1.0
TMS_TASK_002794,ENGINEERING,SEC_039,3,3,1.9,0,7,60,100.0,1.0
TMS_TASK_002795,ENGINEERING,SEC_065,3,3,2.8,0,7,68,113.3,1.0
TMS_TASK_002796,ENGINEERING,SEC_017,4,4,2.2,0,7,64,106.7,1.0
TMS_TASK_002797,ENGINEERING,SEC_030,2,2,3.6,0,7,56,93.3,1.0
TMS_TASK_002798,ENGINEERING,SEC_053,3,3,2.3,0,7,57,95.0,1.0
TMS_TASK_002799,ENGINEERING,SEC_013,3,3,2.6,0,7,50,83.3,1.0
TMS_TASK_002800,ENGINEERING,SEC_021,3,3,2.3,1,7,36,60.0,1.0
TMS_TASK_002801,ENGINEERING,SEC_019,2,2,4.7,0,7,76,126.7,1.0
TMS_TASK_002802,ENGINEERING,SEC_053,3,3,3.4,0,7,57,95.0,1.0
TMS_TASK_002803,ENGINEERING,SEC_019,3,3,3.3,0,7,76,126.7,1.0
TMS_TASK_002804,ENGINEERING,SEC_057,3,3,2.8,0,7,64,106.7,1.0
TMS_TASK_002805,ENGINEERING,SEC_025,3,3,3.5,0,7,37,61.7,1.0
TMS_TASK_002806,ENGINEERING,SEC_031,3,3,3.6,0,7,43,71.7,1.0
TMS_TASK_002807,ENGINEERING,SEC_055,3,3,4.1,4,7,69,115.0,1.0
TMS_TASK_002808,ENGINEERING,SEC_023,2,2,2.1,4,7,68,113.3,1.0
TMS_TASK_002809,ENGINEERING,SEC_032,4,4,4.2,0,7,68,113.3,1.0
TMS_TASK_002810,ENGINEERING,SEC_062,2,2,2.0,0,7,64,106.7,1.0
TMS_TASK_002811,ENGINEERING,SEC_010,4,4,4.3,0,7,48,80.0,1.0
TMS_TASK_002812,ENGINEERING,SEC_054,4,4,2.7,0,7,68,113.3,1.0
TMS_TASK_002813,ENGINEERING,SEC_052,3,3,1.9,0,7,52,86.7,1.0
TMS_TASK_002814,ENGINEERING,SEC_020,4,4,2.4,0,7,52,86.7,1.0
TMS_TASK_002815,ENGINEERING,SEC_032,4,4,3.8,0,7,68,113.3,1.0
TMS_TASK_002816,ENGINEERING,SEC_014,3,3,2.9,0,7,55,91.7,1.0
TMS_TASK_002817,ENGINEERING,SEC_050,3,3,1.9,0,7,42,70.0,1.25
TMS_TASK_002818,ENGINEERING,SEC_028,4,4,4.6,0,7,59,98.3,1.0
TMS_TASK_002819,ENGINEERING,SEC_053,4,4,3.9,0,7,57,95.0,1.0
TMS_TASK_002820,ENGINEERING,SEC_024,3,3,2.1,4,7,68,113.3,1.0
TMS_TASK_002821,ENGINEERING,SEC_022,4,4,4.2,0,7,54,90.0,1.6
TMS_TASK_002822,ENGINEERING,SEC_030,4,4,4.2,0,7,56,93.3,1.0
TMS_TASK_002823,ENGINEERING,SEC_063,4,4,4.2,0,7,59,98.3,1.0
TMS_TASK_002824,ENGINEERING,SEC_004,3,3,4.2,2,7,70,116.7,1.0
TMS_TASK_002825,ENGINEERING,SEC_059,3,3,3.6,3,7,51,85.0,1.0
TMS_TASK_002826,ENGINEERING,SEC_008,2,2,4.9,3,7,50,83.3,1.0
TMS_TASK_002827,ENGINEERING,SEC_012,3,3,2.4,0,7,69,115.0,1.0
TMS_TASK_002828,ENGINEERING,SEC_031,2,2,3.8,3,7,43,71.7,1.0
TMS_TASK_002829,ENGINEERING,SEC_034,3,3,1.8,2,7,56,93.3,1.0
TMS_TASK_002830,ENGINEERING,SEC_049,3,3,2.1,1,7,71,118.3,1.0
TMS_TASK_002831,ENGINEERING,SEC_057,3,3,4.5,0,7,64,106.7,1.0
TMS_TASK_002832,ENGINEERING,SEC_026,2,2,4.1,0,7,45,75.0,1.35
TMS_TASK_002833,ENGINEERING,SEC_018,3,3,1.9,0,7,44,73.3,1.0
TMS_TASK_002834,ENGINEERING,SEC_038,3,3,2.2,2,7,48,80.0,1.0
TMS_TASK_002835,ENGINEERING,SEC_050,4,4,2.6,0,7,42,70.0,1.0
TMS_TASK_002836,ENGINEERING,SEC_008,2,2,4.5,1,7,50,83.3,1.0
TMS_TASK_002837,ENGINEERING,SEC_041,3,3,4.7,0,7,37,61.7,1.0
TMS_TASK_002838,ENGINEERING,SEC_006,3,3,1.7,4,7,62,103.3,1.0
TMS_TASK_002839,ENGINEERING,SEC_044,3,3,4.5,0,7,45,75.0,1.7
TMS_TASK_002840,ENGINEERING,SEC_064,3,3,3.8,2,7,56,93.3,1.0
TMS_TASK_002841,ENGINEERING,SEC_029,2,2,1.6,0,7,57,95.0,1.0
TMS_TASK_002842,ENGINEERING,SEC_028,2,2,3.7,4,7,59,98.3,1.0
TMS_TASK_002843,ENGINEERING,SEC_011,2,2,4.6,2,7,73,121.7,1.0
TMS_TASK_002844,ENGINEERING,SEC_065,3,3,4.4,0,7,68,113.3,1.0
TMS_TASK_002845,ENGINEERING,SEC_019,3,3,3.4,0,7,76,126.7,1.0
TMS_TASK_002846,ENGINEERING,SEC_009,2,2,4.2,0,7,47,78.3,1.0
TMS_TASK_002847,ENGINEERING,SEC_027,3,3,4.5,3,7,51,85.0,1.0
TMS_TASK_002848,ENGINEERING,SEC_034,4,4,2.1,4,7,56,93.3,1.0
TMS_TASK_002849,ENGINEERING,SEC_044,3,3,3.4,0,7,45,75.0,1.0
TMS_TASK_002850,ENGINEERING,SEC_068,3,3,4.7,0,7,77,275.0,1.0
TMS_TASK_002851,ENGINEERING,SEC_015,3,3,1.7,0,7,50,83.3,1.0
TMS_TASK_002852,ENGINEERING,SEC_051,4,4,3.6,0,7,47,78.3,1.0
TMS_TASK_002853,ENGINEERING,SEC_013,2,2,3.5,3,7,50,83.3,1.0
TMS_TASK_002854,ENGINEERING,SEC_049,4,4,2.6,0,7,71,118.3,1.0
TMS_TASK_002855,ENGINEERING,SEC_056,4,4,2.6,0,7,71,118.3,1.0
TMS_TASK_002856,ENGINEERING,SEC_051,3,3,3.7,4,7,47,78.3,1.0
TMS_TASK_002857,ENGINEERING,SEC_037,3,3,2.5,2,7,45,75.0,1.0
TMS_TASK_002858,ENGINEERING,SEC_017,3,3,4.1,4,7,64,106.7,1.3
TMS_TASK_002859,ENGINEERING,SEC_058,4,4,4.2,0,7,72,120.0,1.0
TMS_TASK_002860,ENGINEERING,SEC_029,3,3,3.6,0,7,57,95.0,1.0
TMS_TASK_002861,ENGINEERING,SEC_033,3,3,2.5,4,7,70,116.7,1.7
TMS_TASK_002862,ENGINEERING,SEC_060,3,3,4.6,0,7,47,78.3,1.0
TMS_TASK_002863,ENGINEERING,SEC_055,2,2,3.3,2,7,69,115.0,1.0
TMS_TASK_002864,ENGINEERING,SEC_010,4,4,2.5,2,7,48,80.0,1.0
TMS_TASK_002865,ENGINEERING,SEC_047,3,3,1.8,0,7,55,91.7,1.0
TMS_TASK_002866,ENGINEERING,SEC_023,2,2,3.6,0,7,68,113.3,1.0
TMS_TASK_002867,ENGINEERING,SEC_021,3,3,4.7,1,7,36,60.0,1.0
TMS_TASK_002868,ENGINEERING,SEC_013,4,4,3.3,0,7,50,83.3,1.0
TMS_TASK_002869,ENGINEERING,SEC_033,3,3,1.8,1,7,70,116.7,1.0
TMS_TASK_002870,ENGINEERING,SEC_024,3,3,4.2,0,7,68,113.3,1.0
TMS_TASK_002871,ENGINEERING,SEC_011,3,3,4.1,3,7,73,121.7,1.0
TMS_TASK_002872,ENGINEERING,SEC_017,3,3,4.6,0,7,64,106.7,1.0
TMS_TASK_002873,ENGINEERING,SEC_068,2,2,3.8,0,7,77,275.0,1.0
TMS_TASK_002874,ENGINEERING,SEC_047,4,4,2.1,0,7,55,91.7,1.0
TMS_TASK_002875,ENGINEERING,SEC_025,4,4,2.5,0,7,37,61.7,1.0
TMS_TASK_002876,ENGINEERING,SEC_021,3,3,3.7,0,7,36,60.0,1.0
TMS_TASK_002877,ENGINEERING,SEC_012,2,2,3.6,0,7,69,115.0,1.0
TMS_TASK_002878,ENGINEERING,SEC_037,2,2,2.0,0,7,45,75.0,1.0
TMS_TASK_002879,ENGINEERING,SEC_042,2,2,1.9,3,7,60,100.0,1.0
TMS_TASK_002880,ENGINEERING,SEC_017,3,3,2.7,0,7,64,106.7,1.0
TMS_TASK_002881,ENGINEERING,SEC_048,3,3,4.6,1,7,36,60.0,1.0
TMS_TASK_002882,ENGINEERING,SEC_028,4,4,2.2,0,7,59,98.3,1.0
TMS_TASK_002883,ENGINEERING,SEC_041,3,3,4.3,0,7,37,61.7,1.0
TMS_TASK_002884,ENGINEERING,SEC_047,3,3,3.7,0,7,55,91.7,1.0
TMS_TASK_002885,ENGINEERING,SEC_018,4,4,3.6,0,7,44,73.3,1.0
TMS_TASK_002886,ENGINEERING,SEC_013,4,4,2.3,0,7,50,83.3,1.0
TMS_TASK_002887,ENGINEERING,SEC_013,4,4,2.7,0,7,50,83.3,1.0
TMS_TASK_002888,ENGINEERING,SEC_031,3,3,3.3,0,7,43,71.7,1.0
TMS_TASK_002889,ENGINEERING,SEC_002,4,4,4.2,0,7,70,116.7,1.0
TMS_TASK_002890,ENGINEERING,SEC_016,2,2,3.9,0,7,72,120.0,1.0
TMS_TASK_002891,ENGINEERING,SEC_009,4,4,2.4,0,7,47,78.3,1.0
TMS_TASK_002892,ENGINEERING,SEC_038,2,2,4.4,0,7,48,80.0,1.35
TMS_TASK_002893,ENGINEERING,SEC_054,3,3,3.4,0,7,68,113.3,1.0
TMS_TASK_002894,ENGINEERING,SEC_056,2,2,2.1,3,7,71,118.3,1.0
TMS_TASK_002895,ENGINEERING,SEC_045,4,4,4.3,0,7,43,71.7,1.0
TMS_TASK_002896,ENGINEERING,SEC_034,4,4,3.8,0,7,56,93.3,1.0
TMS_TASK_002897,ENGINEERING,SEC_009,4,4,3.8,0,7,47,78.3,1.0
TMS_TASK_002898,ENGINEERING,SEC_008,4,4,4.2,0,7,50,83.3,1.0
TMS_TASK_002899,ENGINEERING,SEC_007,2,2,2.3,1,7,40,66.7,1.0
TMS_TASK_002900,ENGINEERING,SEC_036,4,4,2.2,0,7,37,61.7,1.0
TMS_TASK_002901,ENGINEERING,SEC_018,4,4,2.5,2,7,44,73.3,1.0
TMS_TASK_002902,ENGINEERING,SEC_003,3,3,4.6,0,7,60,100.0,1.0
TMS_TASK_002903,ENGINEERING,SEC_028,3,3,2.0,2,7,59,98.3,1.0
TMS_TASK_002904,ENGINEERING,SEC_044,3,3,4.2,4,7,45,75.0,1.0
TMS_TASK_002905,ENGINEERING,SEC_021,4,4,2.3,0,7,36,60.0,1.0
TMS_TASK_002906,ENGINEERING,SEC_028,3,3,2.0,0,7,59,98.3,1.0
TMS_TASK_002907,ENGINEERING,SEC_054,3,3,3.0,0,7,68,113.3,1.0
TMS_TASK_002908,ENGINEERING,SEC_054,3,3,2.1,1,7,68,113.3,1.0
TMS_TASK_002909,ENGINEERING,SEC_065,3,3,3.4,4,7,68,113.3,1.0
TMS_TASK_002910,ENGINEERING,SEC_021,2,2,4.2,0,7,36,60.0,1.4
TMS_TASK_002911,ENGINEERING,SEC_013,2,2,3.2,4,7,50,83.3,1.0
TMS_TASK_002912,ENGINEERING,SEC_057,3,3,4.5,2,7,64,106.7,1.0
TMS_TASK_002913,ENGINEERING,SEC_049,3,3,2.9,0,7,71,118.3,1.25
TMS_TASK_002914,ENGINEERING,SEC_054,2,2,4.4,4,7,68,113.3,1.0
TMS_TASK_002915,ENGINEERING,SEC_010,2,2,4.6,0,7,48,80.0,1.0
TMS_TASK_002916,ENGINEERING,SEC_053,2,2,3.6,2,7,57,95.0,1.0
TMS_TASK_002917,ENGINEERING,SEC_044,3,3,2.5,0,7,45,75.0,1.0
TMS_TASK_002918,ENGINEERING,SEC_047,3,3,3.8,1,7,55,91.7,1.0
TMS_TASK_002919,ENGINEERING,SEC_053,2,2,4.5,0,7,57,95.0,1.35
TMS_TASK_002920,ENGINEERING,SEC_046,3,3,2.4,0,7,75,125.0,1.0
TMS_TASK_002921,ENGINEERING,SEC_013,3,3,2.5,0,7,50,83.3,1.0
TMS_TASK_002922,ENGINEERING,SEC_037,3,3,2.0,0,7,45,75.0,1.0
TMS_TASK_002923,ENGINEERING,SEC_024,2,2,1.6,1,7,68,113.3,1.0
TMS_TASK_002924,ENGINEERING,SEC_002,2,2,3.5,2,7,70,116.7,1.0
TMS_TASK_002925,ENGINEERING,SEC_014,2,2,3.6,1,7,55,91.7,1.85
TMS_TASK_002926,ENGINEERING,SEC_010,4,4,3.8,0,7,48,80.0,1.0
TMS_TASK_002927,ENGINEERING,SEC_035,4,4,3.6,2,7,68,113.3,1.0
TMS_TASK_002928,ENGINEERING,SEC_025,4,4,3.9,1,7,37,61.7,1.0
TMS_TASK_002929,ENGINEERING,SEC_003,3,3,4.5,0,7,60,100.0,1.0
TMS_TASK_002930,ENGINEERING,SEC_017,4,4,2.9,0,7,64,106.7,1.0
TMS_TASK_002931,ENGINEERING,SEC_012,3,3,4.6,1,7,69,115.0,1.0
TMS_TASK_002932,ENGINEERING,SEC_054,2,2,4.6,0,7,68,113.3,1.0
TMS_TASK_002933,ENGINEERING,SEC_024,4,4,4.3,0,7,68,113.3,1.0
TMS_TASK_002934,ENGINEERING,SEC_029,2,2,4.9,4,7,57,95.0,1.0
TMS_TASK_002935,ENGINEERING,SEC_043,2,2,4.7,4,7,39,65.0,1.0
TMS_TASK_002936,ENGINEERING,SEC_025,2,2,3.7,2,7,37,61.7,1.0
TMS_TASK_002937,ENGINEERING,SEC_060,3,3,4.4,2,7,47,78.3,1.0
TMS_TASK_002938,ENGINEERING,SEC_065,4,4,2.4,0,7,68,113.3,1.0
TMS_TASK_002939,ENGINEERING,SEC_028,2,2,3.4,4,7,59,98.3,1.0
TMS_TASK_002940,ENGINEERING,SEC_016,3,3,2.6,3,7,72,120.0,1.0
