event_id,event_type,section_id,detected_at,affected_block_id,impact_description,severity
DIS_007314,Late Train,SEC_008,2024-12-29 18:04:00,,Late express train delay cascading in section SEC_008 (Severity Low),Low
DIS_007315,Emergency Defect,SEC_044,2024-02-24 21:51:00,SLOT_048971,Emergency rail/OHE defect detected requiring urgent track access in SEC_044,Low
DIS_007316,Late Train,SEC_021,2024-04-21 11:05:00,,Late express train delay cascading in section SEC_021 (Severity High),High
DIS_007317,Late Train,SEC_034,2024-10-13 03:23:00,,Late express train delay cascading in section SEC_034 (Severity Medium),Medium
DIS_007318,Late Train,SEC_044,2024-05-05 04:49:00,SLOT_012394,Late express train delay cascading in section SEC_044 (Severity Medium),Medium
DIS_007319,Emergency Defect,SEC_027,2024-09-20 09:12:00,SLOT_004329,Emergency rail/OHE defect detected requiring urgent track access in SEC_027,Medium
DIS_007320,Machine Breakdown,SEC_003,2024-01-03 21:47:00,SLOT_001931,Tamping/BCM machine breakdown during block operation in SEC_003,High
DIS_007321,Machine Breakdown,SEC_011,2024-08-15 19:33:00,SLOT_016006,Tamping/BCM machine breakdown during block operation in SEC_011,Low
DIS_007322,Late Train,SEC_011,2024-11-20 08:18:00,SLOT_018688,Late express train delay cascading in section SEC_011 (Severity Low),Low
DIS_007323,Late Train,SEC_045,2024-04-08 06:43:00,SLOT_006530,Late express train delay cascading in section SEC_045 (Severity Low),Low
DIS_007324,Machine Breakdown,SEC_045,2024-09-16 07:07:00,SLOT_021640,Tamping/BCM machine breakdown during block operation in SEC_045,Low
DIS_007325,Late Train,SEC_024,2024-02-06 20:42:00,SLOT_035341,Late express train delay cascading in section SEC_024 (Severity Low),Low
DIS_007326,Emergency Defect,SEC_044,2024-04-13 03:36:00,SLOT_006907,Emergency rail/OHE defect detected requiring urgent track access in SEC_044,Low
DIS_007327,Machine Breakdown,SEC_013,2024-03-06 13:05:00,SLOT_042975,Tamping/BCM machine breakdown during block operation in SEC_013,Low
DIS_007328,Late Train,SEC_034,2024-03-09 18:37:00,SLOT_049017,Late express train delay cascading in section SEC_034 (Severity Medium),Medium
DIS_007329,Late Train,SEC_020,2024-06-27 21:10:00,SLOT_031555,Late express train delay cascading in section SEC_020 (Severity Low),Low
DIS_007330,Machine Breakdown,SEC_012,2024-11-21 21:31:00,SLOT_025208,Tamping/BCM machine breakdown during block operation in SEC_012,Low
DIS_007331,Emergency Defect,SEC_013,2024-02-07 04:50:00,,Emergency rail/OHE defect detected requiring urgent track access in SEC_013,Medium
DIS_007332,Machine Breakdown,SEC_021,2024-05-09 01:48:00,SLOT_038553,Tamping/BCM machine breakdown during block operation in SEC_021,Low
DIS_007333,Emergency Defect,SEC_017,2024-01-17 15:38:00,SLOT_009158,Emergency rail/OHE defect detected requiring urgent track access in SEC_017,Medium
DIS_007334,Late Train,SEC_011,2024-07-25 04:50:00,,Late express train delay cascading in section SEC_011 (Severity Medium),Medium
DIS_007335,Machine Breakdown,SEC_017,2024-08-19 22:33:00,,Tamping/BCM machine breakdown during block operation in SEC_017,Low
DIS_007336,Emergency Defect,SEC_007,2024-02-27 13:04:00,,Emergency rail/OHE defect detected requiring urgent track access in SEC_007,Low
DIS_007337,Machine Breakdown,SEC_048,2024-03-27 13:47:00,,Tamping/BCM machine breakdown during block operation in SEC_048,Low
DIS_007338,Late Train,SEC_019,2024-03-05 07:08:00,SLOT_021931,Late express train delay cascading in section SEC_019 (Severity Medium),Medium
DIS_007339,Emergency Defect,SEC_006,2024-01-25 05:44:00,SLOT_034207,Emergency rail/OHE defect detected requiring urgent track access in SEC_006,High
DIS_007340,Late Train,SEC_029,2024-05-21 02:07:00,SLOT_011191,Late express train delay cascading in section SEC_029 (Severity Low),Low
DIS_007341,Late Train,SEC_044,2024-04-20 08:55:00,,Late express train delay cascading in section SEC_044 (Severity Low),Low
DIS_007342,Machine Breakdown,SEC_018,2024-04-01 11:18:00,,Tamping/BCM machine breakdown during block operation in SEC_018,Medium
DIS_007343,Machine Breakdown,SEC_042,2024-11-06 05:10:00,,Tamping/BCM machine breakdown during block operation in SEC_042,Medium
DIS_007344,Emergency Defect,SEC_030,2024-03-22 17:01:00,SLOT_020651,Emergency rail/OHE defect detected requiring urgent track access in SEC_030,Low
DIS_007345,Machine Breakdown,SEC_037,2024-04-05 18:47:00,SLOT_046446,Tamping/BCM machine breakdown during block operation in SEC_037,Medium
DIS_007346,Late Train,SEC_015,2024-05-29 08:56:00,,Late express train delay cascading in section SEC_015 (Severity High),High
DIS_007347,Machine Breakdown,SEC_002,2024-11-10 02:11:00,,Tamping/BCM machine breakdown during block operation in SEC_002,Low
DIS_007348,Emergency Defect,SEC_017,2024-03-17 23:14:00,SLOT_045943,Emergency rail/OHE defect detected requiring urgent track access in SEC_017,Medium
DIS_007349,Emergency Defect,SEC_046,2024-08-06 14:31:00,SLOT_017975,Emergency rail/OHE defect detected requiring urgent track access in SEC_046,Medium
DIS_007350,Emergency Defect,SEC_039,2024-12-11 08:32:00,SLOT_000734,Emergency rail/OHE defect detected requiring urgent track access in SEC_039,Low
DIS_007351,Emergency Defect,SEC_039,2024-11-01 09:48:00,SLOT_015815,Emergency rail/OHE defect detected requiring urgent track access in SEC_039,High
DIS_007352,Machine Breakdown,SEC_044,2024-08-01 20:42:00,,Tamping/BCM machine breakdown during block operation in SEC_044,High
DIS_007353,Late Train,SEC_019,2024-09-26 10:43:00,,Late express train delay cascading in section SEC_019 (Severity Medium),Medium
DIS_007354,Machine Breakdown,SEC_016,2024-01-16 00:24:00,,Tamping/BCM machine breakdown during block operation in SEC_016,Medium
DIS_007355,Late Train,SEC_046,2024-09-12 07:51:00,SLOT_000070,Late express train delay cascading in section SEC_046 (Severity Medium),Medium
DIS_007356,Late Train,SEC_029,2024-03-21 06:49:00,SLOT_000760,Late express train delay cascading in section SEC_029 (Severity Medium),Medium
DIS_007357,Emergency Defect,SEC_015,2024-04-13 06:32:00,SLOT_000951,Emergency rail/OHE defect detected requiring urgent track access in SEC_015,Low
DIS_007358,Emergency Defect,SEC_014,2024-06-13 01:47:00,SLOT_015625,Emergency rail/OHE defect detected requiring urgent track access in SEC_014,Low
DIS_007359,Machine Breakdown,SEC_043,2024-10-22 02:20:00,SLOT_018622,Tamping/BCM machine breakdown during block operation in SEC_043,Low
DIS_007360,Late Train,SEC_003,2024-06-06 03:06:00,SLOT_048616,Late express train delay cascading in section SEC_003 (Severity Low),Low
DIS_007361,Late Train,SEC_004,2024-03-16 03:44:00,SLOT_035597,Late express train delay cascading in section SEC_004 (Severity Medium),Medium
DIS_007362,Emergency Defect,SEC_037,2024-09-08 05:17:00,SLOT_009024,Emergency rail/OHE defect detected requiring urgent track access in SEC_037,High
DIS_007363,Machine Breakdown,SEC_001,2024-08-06 19:00:00,SLOT_046478,Tamping/BCM machine breakdown during block operation in SEC_001,Low
DIS_007364,Machine Breakdown,SEC_009,2024-10-09 04:31:00,,Tamping/BCM machine breakdown during block operation in SEC_009,Medium
DIS_007365,Machine Breakdown,SEC_049,2024-07-02 07:56:00,SLOT_020031,Tamping/BCM machine breakdown during block operation in SEC_049,Medium
DIS_007366,Late Train,SEC_021,2024-07-27 14:17:00,SLOT_025248,Late express train delay cascading in section SEC_021 (Severity Low),Low
DIS_007367,Machine Breakdown,SEC_036,2024-01-30 19:48:00,SLOT_007794,Tamping/BCM machine breakdown during block operation in SEC_036,Medium
DIS_007368,Late Train,SEC_024,2024-05-10 20:50:00,SLOT_011743,Late express train delay cascading in section SEC_024 (Severity Low),Low
DIS_007369,Machine Breakdown,SEC_005,2024-01-14 21:37:00,,Tamping/BCM machine breakdown during block operation in SEC_005,Low
DIS_007370,Emergency Defect,SEC_010,2024-03-09 03:31:00,,Emergency rail/OHE defect detected requiring urgent track access in SEC_010,Low
DIS_007371,Late Train,SEC_038,2024-10-25 23:36:00,SLOT_029722,Late express train delay cascading in section SEC_038 (Severity High),High
DIS_007372,Emergency Defect,SEC_005,2024-01-14 04:41:00,,Emergency rail/OHE defect detected requiring urgent track access in SEC_005,High
DIS_007373,Emergency Defect,SEC_030,2024-04-14 03:48:00,,Emergency rail/OHE defect detected requiring urgent track access in SEC_030,Medium
DIS_007374,Late Train,SEC_018,2024-01-23 01:57:00,SLOT_013911,Late express train delay cascading in section SEC_018 (Severity Medium),Medium
DIS_007375,Late Train,SEC_019,2024-06-09 02:10:00,SLOT_006124,Late express train delay cascading in section SEC_019 (Severity Medium),Medium
DIS_007376,Emergency Defect,SEC_047,2024-05-30 05:38:00,SLOT_041918,Emergency rail/OHE defect detected requiring urgent track access in SEC_047,Low
DIS_007377,Machine Breakdown,SEC_030,2024-09-28 12:24:00,,Tamping/BCM machine breakdown during block operation in SEC_030,Low
DIS_007378,Emergency Defect,SEC_031,2024-01-01 17:53:00,,Emergency rail/OHE defect detected requiring urgent track access in SEC_031,Low
DIS_007379,Late Train,SEC_018,2024-02-19 10:03:00,SLOT_005411,Late express train delay cascading in section SEC_018 (Severity Low),Low
DIS_007380,Emergency Defect,SEC_019,2024-05-03 05:08:00,,Emergency rail/OHE defect detected requiring urgent track access in SEC_019,High
DIS_007381,Late Train,SEC_034,2024-01-22 22:34:00,,Late express train delay cascading in section SEC_034 (Severity Medium),Medium
DIS_007382,Late Train,SEC_002,2024-01-03 13:28:00,,Late express train delay cascading in section SEC_002 (Severity Medium),Medium
DIS_007383,Late Train,SEC_012,2024-08-01 11:32:00,,Late express train delay cascading in section SEC_012 (Severity Medium),Medium
DIS_007384,Late Train,SEC_030,2024-11-11 02:04:00,SLOT_023884,Late express train delay cascading in section SEC_030 (Severity Medium),Medium
DIS_007385,Late Train,SEC_031,2024-01-27 19:34:00,SLOT_033816,Late express train delay cascading in section SEC_031 (Severity Medium),Medium
DIS_007386,Late Train,SEC_005,2024-03-18 20:07:00,SLOT_012018,Late express train delay cascading in section SEC_005 (Severity Medium),Medium
DIS_007387,Late Train,SEC_039,2024-11-18 09:38:00,,Late express train delay cascading in section SEC_039 (Severity Low),Low
DIS_007388,Emergency Defect,SEC_027,2024-08-30 07:29:00,,Emergency rail/OHE defect detected requiring urgent track access in SEC_027,Low
DIS_007389,Late Train,SEC_012,2024-04-17 10:28:00,,Late express train delay cascading in section SEC_012 (Severity Medium),Medium
DIS_007390,Late Train,SEC_037,2024-11-22 09:42:00,,Late express train delay cascading in section SEC_037 (Severity Low),Low
DIS_007391,Emergency Defect,SEC_049,2024-07-23 07:36:00,,Emergency rail/OHE defect detected requiring urgent track access in SEC_049,Medium
DIS_007392,Emergency Defect,SEC_021,2024-11-21 22:31:00,SLOT_014850,Emergency rail/OHE defect detected requiring urgent track access in SEC_021,Medium
DIS_007393,Machine Breakdown,SEC_014,2024-06-16 01:53:00,SLOT_022301,Tamping/BCM machine breakdown during block operation in SEC_014,Medium
DIS_007394,Late Train,SEC_015,2024-10-28 04:58:00,,Late express train delay cascading in section SEC_015 (Severity Low),Low
DIS_007395,Emergency Defect,SEC_030,2024-05-13 15:24:00,SLOT_017185,Emergency rail/OHE defect detected requiring urgent track access in SEC_030,Low
DIS_007396,Machine Breakdown,SEC_003,2024-08-19 09:07:00,SLOT_049691,Tamping/BCM machine breakdown during block operation in SEC_003,High
DIS_007397,Emergency Defect,SEC_024,2024-03-26 14:54:00,SLOT_013936,Emergency rail/OHE defect detected requiring urgent track access in SEC_024,High
DIS_007398,Emergency Defect,SEC_002,2024-03-22 13:34:00,,Emergency rail/OHE defect detected requiring urgent track access in SEC_002,Low
DIS_007399,Late Train,SEC_002,2024-02-08 20:03:00,,Late express train delay cascading in section SEC_002 (Severity High),High
DIS_007400,Late Train,SEC_022,2024-06-04 04:06:00,SLOT_043053,Late express train delay cascading in section SEC_022 (Severity High),High
DIS_007401,Late Train,SEC_037,2024-03-08 17:31:00,,Late express train delay cascading in section SEC_037 (Severity Low),Low
DIS_007402,Late Train,SEC_044,2024-05-29 03:35:00,SLOT_007714,Late express train delay cascading in section SEC_044 (Severity Low),Low
DIS_007403,Machine Breakdown,SEC_005,2024-06-18 19:07:00,SLOT_013948,Tamping/BCM machine breakdown during block operation in SEC_005,High
DIS_007404,Late Train,SEC_012,2024-08-04 01:32:00,SLOT_040385,Late express train delay cascading in section SEC_012 (Severity Medium),Medium
DIS_007405,Emergency Defect,SEC_021,2024-02-07 01:22:00,SLOT_048327,Emergency rail/OHE defect detected requiring urgent track access in SEC_021,Medium
DIS_007406,Machine Breakdown,SEC_029,2024-05-22 16:33:00,,Tamping/BCM machine breakdown during block operation in SEC_029,High
DIS_007407,Emergency Defect,SEC_049,2024-11-26 14:58:00,,Emergency rail/OHE defect detected requiring urgent track access in SEC_049,High
DIS_007408,Late Train,SEC_034,2024-02-03 12:35:00,SLOT_028852,Late express train delay cascading in section SEC_034 (Severity Low),Low
DIS_007409,Machine Breakdown,SEC_027,2024-12-04 04:48:00,SLOT_005966,Tamping/BCM machine breakdown during block operation in SEC_027,Low
DIS_007410,Late Train,SEC_003,2024-01-16 12:15:00,,Late express train delay cascading in section SEC_003 (Severity High),High
DIS_007411,Late Train,SEC_004,2024-12-17 02:55:00,,Late express train delay cascading in section SEC_004 (Severity Low),Low
DIS_007412,Late Train,SEC_008,2024-05-28 14:39:00,SLOT_002193,Late express train delay cascading in section SEC_008 (Severity Low),Low
DIS_007413,Late Train,SEC_033,2024-09-10 02:32:00,SLOT_042862,Late express train delay cascading in section SEC_033 (Severity High),High
DIS_007414,Machine Breakdown,SEC_017,2024-11-14 11:40:00,SLOT_046429,Tamping/BCM machine breakdown during block operation in SEC_017,Medium
DIS_007415,Late Train,SEC_012,2024-10-07 18:41:00,SLOT_032553,Late express train delay cascading in section SEC_012 (Severity Low),Low
DIS_007416,Machine Breakdown,SEC_033,2024-09-15 22:46:00,,Tamping/BCM machine breakdown during block operation in SEC_033,Low
DIS_007417,Late Train,SEC_040,2024-01-26 00:29:00,SLOT_047090,Late express train delay cascading in section SEC_040 (Severity Medium),Medium
DIS_007418,Machine Breakdown,SEC_022,2024-04-21 02:55:00,,Tamping/BCM machine breakdown during block operation in SEC_022,Low
DIS_007419,Late Train,SEC_044,2024-11-13 10:48:00,SLOT_003444,Late express train delay cascading in section SEC_044 (Severity Low),Low
DIS_007420,Machine Breakdown,SEC_036,2024-12-08 15:27:00,,Tamping/BCM machine breakdown during block operation in SEC_036,High
DIS_007421,Late Train,SEC_036,2024-04-16 17:22:00,,Late express train delay cascading in section SEC_036 (Severity Medium),Medium
DIS_007422,Machine Breakdown,SEC_043,2024-08-28 07:48:00,SLOT_041833,Tamping/BCM machine breakdown during block operation in SEC_043,Low
DIS_007423,Machine Breakdown,SEC_010,2024-06-15 17:39:00,SLOT_015574,Tamping/BCM machine breakdown during block operation in SEC_010,Medium
DIS_007424,Emergency Defect,SEC_038,2024-11-03 09:34:00,SLOT_003210,Emergency rail/OHE defect detected requiring urgent track access in SEC_038,Low
DIS_007425,Late Train,SEC_047,2024-11-16 20:04:00,SLOT_027623,Late express train delay cascading in section SEC_047 (Severity Low),Low
DIS_007426,Emergency Defect,SEC_049,2024-10-28 02:18:00,,Emergency rail/OHE defect detected requiring urgent track access in SEC_049,High
DIS_007427,Emergency Defect,SEC_029,2024-10-07 23:18:00,SLOT_023532,Emergency rail/OHE defect detected requiring urgent track access in SEC_029,Medium
DIS_007428,Emergency Defect,SEC_037,2024-08-15 02:25:00,SLOT_043043,Emergency rail/OHE defect detected requiring urgent track access in SEC_037,Medium
DIS_007429,Emergency Defect,SEC_044,2024-12-30 10:38:00,,Emergency rail/OHE defect detected requiring urgent track access in SEC_044,Low
DIS_007430,Machine Breakdown,SEC_042,2024-12-09 14:15:00,,Tamping/BCM machine breakdown during block operation in SEC_042,Medium
DIS_007431,Machine Breakdown,SEC_044,2024-05-23 11:32:00,SLOT_001723,Tamping/BCM machine breakdown during block operation in SEC_044,Low
DIS_007432,Emergency Defect,SEC_041,2024-06-13 08:41:00,SLOT_006373,Emergency rail/OHE defect detected requiring urgent track access in SEC_041,Low
DIS_007433,Late Train,SEC_019,2024-05-19 18:51:00,SLOT_038968,Late express train delay cascading in section SEC_019 (Severity Medium),Medium
DIS_007434,Late Train,SEC_036,2024-10-14 00:17:00,,Late express train delay cascading in section SEC_036 (Severity Medium),Medium
DIS_007435,Emergency Defect,SEC_021,2024-11-19 21:40:00,SLOT_027154,Emergency rail/OHE defect detected requiring urgent track access in SEC_021,Medium
DIS_007436,Machine Breakdown,SEC_040,2024-03-15 01:48:00,SLOT_033750,Tamping/BCM machine breakdown during block operation in SEC_040,Low
DIS_007437,Late Train,SEC_040,2024-06-28 14:56:00,,Late express train delay cascading in section SEC_040 (Severity Medium),Medium
DIS_007438,Late Train,SEC_046,2024-12-10 03:10:00,,Late express train delay cascading in section SEC_046 (Severity Low),Low
DIS_007439,Late Train,SEC_029,2024-03-20 18:08:00,,Late express train delay cascading in section SEC_029 (Severity Medium),Medium
DIS_007440,Late Train,SEC_024,2024-09-24 23:24:00,,Late express train delay cascading in section SEC_024 (Severity High),High
DIS_007441,Machine Breakdown,SEC_009,2024-10-26 06:49:00,SLOT_046832,Tamping/BCM machine breakdown during block operation in SEC_009,Medium
DIS_007442,Emergency Defect,SEC_032,2024-04-09 19:11:00,,Emergency rail/OHE defect detected requiring urgent track access in SEC_032,Low
DIS_007443,Late Train,SEC_028,2024-03-20 20:37:00,SLOT_038212,Late express train delay cascading in section SEC_028 (Severity Medium),Medium
DIS_007444,Late Train,SEC_026,2024-08-02 02:02:00,SLOT_038084,Late express train delay cascading in section SEC_026 (Severity Low),Low
DIS_007445,Late Train,SEC_034,2024-10-25 15:54:00,SLOT_043276,Late express train delay cascading in section SEC_034 (Severity Low),Low
DIS_007446,Emergency Defect,SEC_042,2024-01-09 18:17:00,,Emergency rail/OHE defect detected requiring urgent track access in SEC_042,Low
DIS_007447,Emergency Defect,SEC_008,2024-12-22 04:54:00,SLOT_048407,Emergency rail/OHE defect detected requiring urgent track access in SEC_008,Low
DIS_007448,Late Train,SEC_022,2024-07-11 21:44:00,SLOT_008509,Late express train delay cascading in section SEC_022 (Severity Medium),Medium
DIS_007449,Late Train,SEC_036,2024-02-13 02:17:00,SLOT_044738,Late express train delay cascading in section SEC_036 (Severity Low),Low
DIS_007450,Machine Breakdown,SEC_041,2024-10-05 17:20:00,,Tamping/BCM machine breakdown during block operation in SEC_041,Medium
DIS_007451,Machine Breakdown,SEC_039,2024-07-07 08:00:00,SLOT_000734,Tamping/BCM machine breakdown during block operation in SEC_039,Low
DIS_007452,Emergency Defect,SEC_040,2024-05-13 01:14:00,,Emergency rail/OHE defect detected requiring urgent track access in SEC_040,Medium
DIS_007453,Late Train,SEC_042,2024-05-01 22:29:00,SLOT_032399,Late express train delay cascading in section SEC_042 (Severity Low),Low
DIS_007454,Machine Breakdown,SEC_048,2024-09-27 06:46:00,,Tamping/BCM machine breakdown during block operation in SEC_048,Low
DIS_007455,Emergency Defect,SEC_030,2024-06-03 02:25:00,SLOT_001301,Emergency rail/OHE defect detected requiring urgent track access in SEC_030,Medium
DIS_007456,Machine Breakdown,SEC_013,2024-09-24 20:37:00,SLOT_034547,Tamping/BCM machine breakdown during block operation in SEC_013,Low
DIS_007457,Late Train,SEC_028,2024-10-26 15:26:00,,Late express train delay cascading in section SEC_028 (Severity Low),Low
DIS_007458,Late Train,SEC_035,2024-12-07 17:38:00,,Late express train delay cascading in section SEC_035 (Severity Medium),Medium
DIS_007459,Late Train,SEC_005,2024-11-28 20:01:00,,Late express train delay cascading in section SEC_005 (Severity Low),Low
DIS_007460,Machine Breakdown,SEC_038,2024-12-17 17:23:00,SLOT_044124,Tamping/BCM machine breakdown during block operation in SEC_038,Medium
DIS_007461,Emergency Defect,SEC_027,2024-08-30 21:20:00,SLOT_021460,Emergency rail/OHE defect detected requiring urgent track access in SEC_027,Low
DIS_007462,Late Train,SEC_046,2024-03-17 14:16:00,,Late express train delay cascading in section SEC_046 (Severity Medium),Medium
DIS_007463,Machine Breakdown,SEC_011,2024-01-11 09:26:00,SLOT_011336,Tamping/BCM machine breakdown during block operation in SEC_011,Low
DIS_007464,Machine Breakdown,SEC_045,2024-04-28 16:31:00,,Tamping/BCM machine breakdown during block operation in SEC_045,High
DIS_007465,Late Train,SEC_022,2024-06-28 14:22:00,,Late express train delay cascading in section SEC_022 (Severity Low),Low
DIS_007466,Emergency Defect,SEC_029,2024-03-23 07:40:00,SLOT_025194,Emergency rail/OHE defect detected requiring urgent track access in SEC_029,High
DIS_007467,Emergency Defect,SEC_033,2024-10-10 23:43:00,SLOT_040403,Emergency rail/OHE defect detected requiring urgent track access in SEC_033,Low
DIS_007468,Late Train,SEC_029,2024-05-22 21:07:00,SLOT_020573,Late express train delay cascading in section SEC_029 (Severity Medium),Medium
DIS_007469,Emergency Defect,SEC_045,2024-12-06 07:40:00,SLOT_007095,Emergency rail/OHE defect detected requiring urgent track access in SEC_045,Low
DIS_007470,Late Train,SEC_009,2024-01-15 14:01:00,SLOT_014579,Late express train delay cascading in section SEC_009 (Severity Low),Low
DIS_007471,Machine Breakdown,SEC_036,2024-02-13 18:31:00,SLOT_023906,Tamping/BCM machine breakdown during block operation in SEC_036,Low
DIS_007472,Machine Breakdown,SEC_048,2024-06-25 23:57:00,,Tamping/BCM machine breakdown during block operation in SEC_048,Low
DIS_007473,Machine Breakdown,SEC_011,2024-04-14 12:05:00,SLOT_042796,Tamping/BCM machine breakdown during block operation in SEC_011,Low
DIS_007474,Emergency Defect,SEC_013,2024-11-20 00:56:00,SLOT_028514,Emergency rail/OHE defect detected requiring urgent track access in SEC_013,Medium
DIS_007475,Late Train,SEC_024,2024-07-04 19:33:00,,Late express train delay cascading in section SEC_024 (Severity Low),Low
DIS_007476,Late Train,SEC_036,2024-09-22 14:10:00,,Late express train delay cascading in section SEC_036 (Severity Medium),Medium
DIS_007477,Emergency Defect,SEC_047,2024-09-12 09:30:00,SLOT_046581,Emergency rail/OHE defect detected requiring urgent track access in SEC_047,Low
DIS_007478,Late Train,SEC_039,2024-07-25 17:37:00,SLOT_017598,Late express train delay cascading in section SEC_039 (Severity Medium),Medium
DIS_007479,Emergency Defect,SEC_039,2024-08-28 15:44:00,,Emergency rail/OHE defect detected requiring urgent track access in SEC_039,Medium
DIS_007480,Late Train,SEC_022,2024-04-01 22:20:00,,Late express train delay cascading in section SEC_022 (Severity Low),Low
DIS_007481,Late Train,SEC_032,2024-05-29 17:05:00,SLOT_033952,Late express train delay cascading in section SEC_032 (Severity Medium),Medium
DIS_007482,Emergency Defect,SEC_011,2024-03-31 00:39:00,,Emergency rail/OHE defect detected requiring urgent track access in SEC_011,Low
DIS_007483,Emergency Defect,SEC_023,2024-11-19 11:43:00,SLOT_033744,Emergency rail/OHE defect detected requiring urgent track access in SEC_023,Low
DIS_007484,Emergency Defect,SEC_010,2024-01-31 21:37:00,SLOT_046248,Emergency rail/OHE defect detected requiring urgent track access in SEC_010,Medium
DIS_007485,Emergency Defect,SEC_002,2024-11-10 03:22:00,SLOT_029790,Emergency rail/OHE defect detected requiring urgent track access in SEC_002,Medium
DIS_007486,Late Train,SEC_042,2024-01-31 22:33:00,SLOT_028897,Late express train delay cascading in section SEC_042 (Severity Medium),Medium
DIS_007487,Emergency Defect,SEC_040,2024-06-10 14:16:00,SLOT_020175,Emergency rail/OHE defect detected requiring urgent track access in SEC_040,Low
DIS_007488,Emergency Defect,SEC_026,2024-10-06 23:29:00,,Emergency rail/OHE defect detected requiring urgent track access in SEC_026,Medium
DIS_007489,Emergency Defect,SEC_001,2024-06-18 11:39:00,,Emergency rail/OHE defect detected requiring urgent track access in SEC_001,Medium
DIS_007490,Late Train,SEC_005,2024-12-10 17:57:00,SLOT_007674,Late express train delay cascading in section SEC_005 (Severity High),High
DIS_007491,Emergency Defect,SEC_006,2024-11-12 07:44:00,SLOT_035248,Emergency rail/OHE defect detected requiring urgent track access in SEC_006,Medium
DIS_007492,Late Train,SEC_036,2024-11-05 13:21:00,,Late express train delay cascading in section SEC_036 (Severity Low),Low
DIS_007493,Emergency Defect,SEC_010,2024-09-18 12:11:00,SLOT_027532,Emergency rail/OHE defect detected requiring urgent track access in SEC_010,Low
DIS_007494,Late Train,SEC_013,2024-12-08 22:46:00,,Late express train delay cascading in section SEC_013 (Severity Medium),Medium
DIS_007495,Machine Breakdown,SEC_043,2024-05-04 19:02:00,SLOT_016031,Tamping/BCM machine breakdown during block operation in SEC_043,Medium
DIS_007496,Machine Breakdown,SEC_043,2024-01-31 01:00:00,SLOT_005806,Tamping/BCM machine breakdown during block operation in SEC_043,Low
DIS_007497,Emergency Defect,SEC_038,2024-07-11 06:45:00,SLOT_036460,Emergency rail/OHE defect detected requiring urgent track access in SEC_038,Medium
DIS_007498,Machine Breakdown,SEC_016,2024-05-10 12:29:00,SLOT_010647,Tamping/BCM machine breakdown during block operation in SEC_016,Medium
DIS_007499,Emergency Defect,SEC_029,2024-01-27 00:13:00,SLOT_000340,Emergency rail/OHE defect detected requiring urgent track access in SEC_029,Low
DIS_007500,Late Train,SEC_010,2024-03-27 20:40:00,SLOT_007349,Late express train delay cascading in section SEC_010 (Severity Low),Low
DIS_007501,Emergency Defect,SEC_043,2024-01-21 04:08:00,,Emergency rail/OHE defect detected requiring urgent track access in SEC_043,Medium
DIS_007502,Machine Breakdown,SEC_005,2024-02-05 13:08:00,SLOT_041730,Tamping/BCM machine breakdown during block operation in SEC_005,Medium
DIS_007503,Late Train,SEC_037,2024-10-19 12:27:00,SLOT_025318,Late express train delay cascading in section SEC_037 (Severity Low),Low
DIS_007504,Late Train,SEC_026,2024-03-27 09:51:00,SLOT_040422,Late express train delay cascading in section SEC_026 (Severity Low),Low
DIS_007505,Emergency Defect,SEC_038,2024-07-16 00:43:00,,Emergency rail/OHE defect detected requiring urgent track access in SEC_038,Low
DIS_007506,Late Train,SEC_023,2024-08-22 07:49:00,,Late express train delay cascading in section SEC_023 (Severity Low),Low
DIS_007507,Emergency Defect,SEC_008,2024-04-20 03:39:00,SLOT_025720,Emergency rail/OHE defect detected requiring urgent track access in SEC_008,Medium
DIS_007508,Emergency Defect,SEC_037,2024-06-25 20:13:00,SLOT_017691,Emergency rail/OHE defect detected requiring urgent track access in SEC_037,Low
DIS_007509,Emergency Defect,SEC_031,2024-06-19 01:31:00,SLOT_027934,Emergency rail/OHE defect detected requiring urgent track access in SEC_031,Medium
DIS_007510,Late Train,SEC_023,2024-11-28 06:52:00,SLOT_029026,Late express train delay cascading in section SEC_023 (Severity Low),Low
DIS_007511,Late Train,SEC_019,2024-12-16 11:32:00,,Late express train delay cascading in section SEC_019 (Severity Medium),Medium
DIS_007512,Machine Breakdown,SEC_017,2024-02-18 17:46:00,,Tamping/BCM machine breakdown during block operation in SEC_017,High
DIS_007513,Late Train,SEC_024,2024-09-17 05:06:00,SLOT_047439,Late express train delay cascading in section SEC_024 (Severity Low),Low
DIS_007514,Emergency Defect,SEC_013,2024-09-07 14:27:00,SLOT_017173,Emergency rail/OHE defect detected requiring urgent track access in SEC_013,High
DIS_007515,Late Train,SEC_014,2024-12-12 09:35:00,SLOT_039543,Late express train delay cascading in section SEC_014 (Severity Medium),Medium
DIS_007516,Late Train,SEC_014,2024-08-03 11:53:00,SLOT_014957,Late express train delay cascading in section SEC_014 (Severity High),High
DIS_007517,Late Train,SEC_001,2024-06-08 16:06:00,SLOT_036718,Late express train delay cascading in section SEC_001 (Severity Low),Low
DIS_007518,Late Train,SEC_046,2024-09-28 07:54:00,SLOT_006497,Late express train delay cascading in section SEC_046 (Severity High),High
DIS_007519,Emergency Defect,SEC_012,2024-09-07 12:49:00,,Emergency rail/OHE defect detected requiring urgent track access in SEC_012,Low
