event_id,event_type,section_id,detected_at,affected_block_id,impact_description,severity,latitude,longitude,corridor_id,source_type,source
RB-DIS-000933,Late Train,SEC_034,2024-06-12 07:17:00,SLOT_047252,Late express train delay cascading in section SEC_013 (Severity Low),Low,11.587998,79.31587,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-000934,Emergency Defect,SEC_035,2024-08-04 06:25:00,SLOT_002136,Emergency rail/OHE defect detected requiring urgent track access in SEC_032,Low,11.527488,79.312186,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-000935,Machine Breakdown,SEC_012,2024-11-22 15:42:00,SLOT_010694,Tamping/BCM machine breakdown during block operation in SEC_022,Medium,12.90345,80.093722,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-000936,Late Train,SEC_043,2024-06-03 16:17:00,SLOT_004433,Late express train delay cascading in section SEC_047 (Severity Medium),Medium,11.081485,79.030372,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-000937,Late Train,SEC_057,2024-01-19 01:13:00,SLOT_026449,Late express train delay cascading in section SEC_008 (Severity Low),Low,10.595648,78.399484,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-000938,Late Train,SEC_022,2024-04-24 09:47:00,SLOT_043621,Late express train delay cascading in section SEC_008 (Severity High),High,12.398927,79.808908,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-000939,Late Train,SEC_005,2024-12-07 17:25:00,SLOT_006517,Late express train delay cascading in section SEC_023 (Severity Medium),Medium,12.989706,80.185925,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-000940,Late Train,SEC_045,2024-01-12 06:11:00,SLOT_019935,Late express train delay cascading in section SEC_025 (Severity Low),Low,10.950139,78.929828,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-000941,Emergency Defect,SEC_046,2024-12-13 10:46:00,SLOT_032326,Emergency rail/OHE defect detected requiring urgent track access in SEC_034,Low,10.917633,78.88596,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-000942,Late Train,SEC_065,2024-07-11 16:54:00,SLOT_014389,Late express train delay cascading in section SEC_020 (Severity Medium),Medium,9.59845,78.095023,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-000943,Late Train,SEC_052,2024-03-16 16:32:00,,Late express train delay cascading in section SEC_045 (Severity Medium),Medium,10.823168,78.689773,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-000944,Machine Breakdown,SEC_027,2024-05-05 06:32:00,,Tamping/BCM machine breakdown during block operation in SEC_024,Low,12.15473,79.597333,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-000945,Late Train,SEC_043,2024-05-09 22:28:00,SLOT_039867,Late express train delay cascading in section SEC_007 (Severity Medium),Medium,11.037262,79.01047,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-000946,Late Train,SEC_038,2024-12-03 15:11:00,SLOT_028985,Late express train delay cascading in section SEC_006 (Severity Low),Low,11.337725,79.211037,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-000947,Machine Breakdown,SEC_040,2024-10-23 18:22:00,SLOT_014155,Tamping/BCM machine breakdown during block operation in SEC_048,Low,11.223311,79.113021,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-000948,Late Train,SEC_029,2024-10-01 11:16:00,SLOT_033676,Late express train delay cascading in section SEC_007 (Severity High),High,12.039636,79.539066,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-000949,Machine Breakdown,SEC_023,2024-01-06 13:04:00,SLOT_034798,Tamping/BCM machine breakdown during block operation in SEC_047,Low,12.365584,79.781395,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-000950,Late Train,SEC_042,2024-02-01 13:23:00,,Late express train delay cascading in section SEC_014 (Severity High),High,11.104445,79.041877,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-000951,Late Train,SEC_060,2024-11-17 01:11:00,,Late express train delay cascading in section SEC_005 (Severity Low),Low,10.51214,78.220347,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-000952,Emergency Defect,SEC_005,2024-04-23 16:33:00,SLOT_001906,Emergency rail/OHE defect detected requiring urgent track access in SEC_015,Low,12.987438,80.181019,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-000953,Late Train,SEC_045,2024-03-12 21:21:00,,Late express train delay cascading in section SEC_031 (Severity Low),Low,10.947154,78.926199,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-000954,Emergency Defect,SEC_051,2024-04-05 00:18:00,,Emergency rail/OHE defect detected requiring urgent track access in SEC_021,High,10.827686,78.696765,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-000955,Late Train,SEC_041,2024-08-29 09:45:00,SLOT_022610,Late express train delay cascading in section SEC_039 (Severity Low),Low,11.183534,79.085325,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-000956,Emergency Defect,SEC_009,2024-09-07 20:33:00,,Emergency rail/OHE defect detected requiring urgent track access in SEC_030,Low,12.9443,80.135747,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-000957,Late Train,SEC_040,2024-04-11 04:06:00,,Late express train delay cascading in section SEC_020 (Severity Low),Low,11.234723,79.132486,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-000958,Emergency Defect,SEC_022,2024-07-29 20:37:00,,Emergency rail/OHE defect detected requiring urgent track access in SEC_032,Medium,12.411363,79.818923,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-000959,Emergency Defect,SEC_016,2024-10-28 20:49:00,SLOT_046941,Emergency rail/OHE defect detected requiring urgent track access in SEC_048,Low,12.803247,80.025264,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-000960,Late Train,SEC_007,2024-05-11 09:48:00,,Late express train delay cascading in section SEC_021 (Severity Low),Low,12.969179,80.153762,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-000961,Late Train,SEC_003,2024-02-18 13:18:00,,Late express train delay cascading in section SEC_008 (Severity Medium),Medium,13.003531,80.207715,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-000962,Late Train,SEC_029,2024-03-22 07:08:00,SLOT_002134,Late express train delay cascading in section SEC_021 (Severity High),High,12.02687,79.531172,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-000963,Emergency Defect,SEC_027,2024-12-25 02:38:00,SLOT_048146,Emergency rail/OHE defect detected requiring urgent track access in SEC_042,High,12.107371,79.556152,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-000964,Late Train,SEC_040,2024-06-10 01:31:00,SLOT_022701,Late express train delay cascading in section SEC_011 (Severity High),High,11.235492,79.133796,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-000965,Emergency Defect,SEC_009,2024-09-20 14:32:00,SLOT_002538,Emergency rail/OHE defect detected requiring urgent track access in SEC_047,Low,12.94151,80.13383,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-000966,Late Train,SEC_006,2024-04-01 19:12:00,SLOT_003195,Late express train delay cascading in section SEC_029 (Severity Low),Low,12.981793,80.168718,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-000967,Late Train,SEC_041,2024-11-11 06:51:00,,Late express train delay cascading in section SEC_030 (Severity Low),Low,11.183616,79.085365,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-000968,Emergency Defect,SEC_037,2024-03-10 01:10:00,,Emergency rail/OHE defect detected requiring urgent track access in SEC_016,High,11.381894,79.22002,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-000969,Late Train,SEC_048,2024-02-11 21:20:00,SLOT_035555,Late express train delay cascading in section SEC_046 (Severity Medium),Medium,10.874731,78.801532,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-000970,Late Train,SEC_068,2024-10-25 14:58:00,,Late express train delay cascading in section SEC_002 (Severity Medium),Medium,8.807629,78.135878,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-000971,Emergency Defect,SEC_053,2024-08-12 02:31:00,,Emergency rail/OHE defect detected requiring urgent track access in SEC_015,Low,10.798273,78.687912,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-000972,Emergency Defect,SEC_059,2024-12-20 16:36:00,SLOT_033837,Emergency rail/OHE defect detected requiring urgent track access in SEC_021,Low,10.540068,78.298753,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-000973,Late Train,SEC_045,2024-07-13 20:13:00,SLOT_034944,Late express train delay cascading in section SEC_024 (Severity Low),Low,10.950526,78.930298,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-000974,Late Train,SEC_015,2024-10-03 06:50:00,SLOT_018121,Late express train delay cascading in section SEC_024 (Severity Low),Low,12.839378,80.053075,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-000975,Late Train,SEC_064,2024-07-10 07:58:00,SLOT_030980,Late express train delay cascading in section SEC_008 (Severity Low),Low,9.885025,78.071763,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-000976,Emergency Defect,SEC_057,2024-01-23 20:35:00,,Emergency rail/OHE defect detected requiring urgent track access in SEC_012,Low,10.580215,78.374895,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-000977,Late Train,SEC_049,2024-05-18 08:11:00,,Late express train delay cascading in section SEC_005 (Severity Low),Low,10.867995,78.738961,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-000978,Emergency Defect,SEC_010,2024-12-09 07:11:00,SLOT_003312,Emergency rail/OHE defect detected requiring urgent track access in SEC_029,Low,12.928881,80.121456,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-000979,Emergency Defect,SEC_032,2024-12-13 15:57:00,SLOT_010487,Emergency rail/OHE defect detected requiring urgent track access in SEC_018,High,11.880258,79.442039,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-000980,Machine Breakdown,SEC_066,2024-06-15 06:53:00,SLOT_014839,Tamping/BCM machine breakdown during block operation in SEC_028,High,8.937028,78.035691,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-000981,Late Train,SEC_043,2024-11-11 18:20:00,SLOT_043618,Late express train delay cascading in section SEC_029 (Severity Medium),Medium,11.067089,79.023893,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-000982,Late Train,SEC_038,2024-04-07 06:48:00,SLOT_004071,Late express train delay cascading in section SEC_035 (Severity Medium),Medium,11.360008,79.216693,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-000983,Late Train,SEC_004,2024-04-22 00:41:00,,Late express train delay cascading in section SEC_027 (Severity Low),Low,12.993095,80.194746,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-000984,Late Train,SEC_061,2024-10-09 19:09:00,,Late express train delay cascading in section SEC_032 (Severity Low),Low,10.470336,78.14097,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-000985,Late Train,SEC_029,2024-01-25 10:53:00,,Late express train delay cascading in section SEC_029 (Severity Low),Low,12.021175,79.527651,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-000986,Machine Breakdown,SEC_028,2024-01-02 17:53:00,SLOT_043761,Tamping/BCM machine breakdown during block operation in SEC_032,Low,12.05243,79.543851,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-000987,Late Train,SEC_058,2024-03-30 22:38:00,SLOT_016203,Late express train delay cascading in section SEC_031 (Severity Medium),Medium,10.548326,78.31776,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-000988,Late Train,SEC_066,2024-01-12 00:21:00,SLOT_011208,Late express train delay cascading in section SEC_016 (Severity Low),Low,9.27953,78.074855,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-000989,Emergency Defect,SEC_063,2024-07-21 16:22:00,,Emergency rail/OHE defect detected requiring urgent track access in SEC_013,High,9.937997,78.106787,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-000990,Machine Breakdown,SEC_067,2024-10-04 23:49:00,SLOT_033892,Tamping/BCM machine breakdown during block operation in SEC_039,Medium,8.825178,78.03354,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-000991,Late Train,SEC_015,2024-08-22 12:43:00,SLOT_003530,Late express train delay cascading in section SEC_017 (Severity Low),Low,12.834346,80.04914,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-000992,Emergency Defect,SEC_058,2024-02-28 06:53:00,,Emergency rail/OHE defect detected requiring urgent track access in SEC_027,Medium,10.554189,78.328634,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-000993,Machine Breakdown,SEC_047,2024-11-05 10:08:00,,Tamping/BCM machine breakdown during block operation in SEC_010,Medium,10.892769,78.849057,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-000994,Late Train,SEC_001,2024-06-21 05:15:00,SLOT_024817,Late express train delay cascading in section SEC_022 (Severity Medium),Medium,13.050219,80.238029,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-000995,Emergency Defect,SEC_031,2024-04-21 12:40:00,,Emergency rail/OHE defect detected requiring urgent track access in SEC_026,Low,11.92103,79.478335,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-000996,Late Train,SEC_029,2024-07-11 19:57:00,SLOT_006767,Late express train delay cascading in section SEC_031 (Severity Low),Low,11.997982,79.51331,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-000997,Late Train,SEC_030,2024-02-28 02:46:00,SLOT_022192,Late express train delay cascading in section SEC_026 (Severity Medium),Medium,11.977644,79.507498,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-000998,Late Train,SEC_054,2024-12-29 06:32:00,SLOT_037756,Late express train delay cascading in section SEC_018 (Severity Medium),Medium,10.752123,78.625703,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-000999,Late Train,SEC_067,2024-06-18 08:34:00,SLOT_047661,Late express train delay cascading in section SEC_048 (Severity Low),Low,8.826672,78.027557,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-001000,Emergency Defect,SEC_066,2024-04-30 07:13:00,SLOT_014004,Emergency rail/OHE defect detected requiring urgent track access in SEC_026,High,9.431961,78.092285,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-001001,Machine Breakdown,SEC_026,2024-09-09 12:33:00,,Tamping/BCM machine breakdown during block operation in SEC_040,Low,12.212888,79.639866,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-001002,Late Train,SEC_007,2024-04-21 12:14:00,,Late express train delay cascading in section SEC_037 (Severity High),High,12.976718,80.161801,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-001003,Emergency Defect,SEC_031,2024-10-06 02:16:00,,Emergency rail/OHE defect detected requiring urgent track access in SEC_028,Low,11.925441,79.482777,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-001004,Late Train,SEC_011,2024-06-22 01:18:00,SLOT_026274,Late express train delay cascading in section SEC_044 (Severity Medium),Medium,12.9128,80.103457,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-001005,Late Train,SEC_004,2024-11-16 04:22:00,SLOT_043433,Late express train delay cascading in section SEC_007 (Severity Low),Low,12.992035,80.191809,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-001006,Emergency Defect,SEC_026,2024-06-26 01:49:00,SLOT_018049,Emergency rail/OHE defect detected requiring urgent track access in SEC_046,Medium,12.22363,79.647566,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-001007,Late Train,SEC_053,2024-08-25 03:29:00,SLOT_002466,Late express train delay cascading in section SEC_042 (Severity High),High,10.804833,78.6922,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-001008,Emergency Defect,SEC_062,2024-07-19 23:44:00,,Emergency rail/OHE defect detected requiring urgent track access in SEC_025,Low,10.108595,78.104321,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-001009,Late Train,SEC_044,2024-12-22 21:29:00,SLOT_048833,Late express train delay cascading in section SEC_036 (Severity Low),Low,11.020419,79.000545,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-001010,Machine Breakdown,SEC_044,2024-11-17 08:18:00,SLOT_011377,Tamping/BCM machine breakdown during block operation in SEC_026,High,11.020149,79.00029,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-001011,Late Train,SEC_002,2024-06-14 16:48:00,,Late express train delay cascading in section SEC_014 (Severity High),High,13.010265,80.21343,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-001012,Late Train,SEC_029,2024-09-16 16:20:00,SLOT_009624,Late express train delay cascading in section SEC_040 (Severity Medium),Medium,12.036711,79.537257,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-001013,Emergency Defect,SEC_062,2024-03-20 13:18:00,SLOT_032155,Emergency rail/OHE defect detected requiring urgent track access in SEC_013,Low,10.088254,78.104427,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-001014,Emergency Defect,SEC_007,2024-11-11 08:39:00,,Emergency rail/OHE defect detected requiring urgent track access in SEC_016,Low,12.970781,80.15547,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-001015,Late Train,SEC_062,2024-08-13 16:15:00,,Late express train delay cascading in section SEC_026 (Severity Low),Low,10.050827,78.104622,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-001016,Machine Breakdown,SEC_034,2024-05-21 07:30:00,SLOT_018381,Tamping/BCM machine breakdown during block operation in SEC_042,Medium,11.591265,79.315831,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-001017,Late Train,SEC_045,2024-11-21 18:39:00,,Late express train delay cascading in section SEC_019 (Severity Low),Low,10.942638,78.920708,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-001018,Late Train,SEC_006,2024-10-09 13:40:00,SLOT_038054,Late express train delay cascading in section SEC_025 (Severity Low),Low,12.983798,80.173116,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-001019,Late Train,SEC_018,2024-03-02 10:45:00,SLOT_039998,Late express train delay cascading in section SEC_003 (Severity High),High,12.684928,79.979882,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-001020,Emergency Defect,SEC_020,2024-12-17 23:56:00,SLOT_020098,Emergency rail/OHE defect detected requiring urgent track access in SEC_006,Medium,12.517067,79.901524,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-001021,Emergency Defect,SEC_002,2024-04-14 04:39:00,SLOT_030658,Emergency rail/OHE defect detected requiring urgent track access in SEC_003,Medium,13.025937,80.221516,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-001022,Machine Breakdown,SEC_027,2024-01-29 14:36:00,SLOT_002712,Tamping/BCM machine breakdown during block operation in SEC_004,High,12.111881,79.560074,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-001023,Emergency Defect,SEC_010,2024-05-08 20:13:00,,Emergency rail/OHE defect detected requiring urgent track access in SEC_043,Medium,12.929762,80.122464,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-001024,Late Train,SEC_011,2024-06-08 23:20:00,SLOT_029747,Late express train delay cascading in section SEC_042 (Severity Low),Low,12.908698,80.098891,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-001025,Late Train,SEC_037,2024-01-28 05:37:00,,Late express train delay cascading in section SEC_041 (Severity High),High,11.3806,79.219946,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-001026,Late Train,SEC_066,2024-08-06 08:47:00,SLOT_035871,Late express train delay cascading in section SEC_003 (Severity High),High,8.962531,78.038607,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-001027,Emergency Defect,SEC_068,2024-06-07 16:31:00,SLOT_010131,Emergency rail/OHE defect detected requiring urgent track access in SEC_004,Low,8.806675,78.147329,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-001028,Late Train,SEC_058,2024-08-02 21:44:00,,Late express train delay cascading in section SEC_014 (Severity Low),Low,10.545031,78.31165,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-001029,Emergency Defect,SEC_064,2024-07-01 08:02:00,SLOT_011570,Emergency rail/OHE defect detected requiring urgent track access in SEC_028,Low,9.893787,78.081522,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-001030,Emergency Defect,SEC_001,2024-07-06 01:50:00,SLOT_038548,Emergency rail/OHE defect detected requiring urgent track access in SEC_017,Low,13.053815,80.241063,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-001031,Emergency Defect,SEC_046,2024-02-26 20:07:00,SLOT_039831,Emergency rail/OHE defect detected requiring urgent track access in SEC_024,Low,10.920148,78.889513,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-001032,Late Train,SEC_017,2024-10-28 17:31:00,SLOT_004507,Late express train delay cascading in section SEC_009 (Severity Low),Low,12.702698,79.983249,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-001033,Late Train,SEC_016,2024-08-17 06:09:00,,Late express train delay cascading in section SEC_036 (Severity Medium),Medium,12.785122,80.014526,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-001034,Machine Breakdown,SEC_011,2024-03-18 16:08:00,SLOT_048804,Tamping/BCM machine breakdown during block operation in SEC_016,Low,12.921094,80.11269,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-001035,Emergency Defect,SEC_026,2024-02-10 20:05:00,SLOT_000837,Emergency rail/OHE defect detected requiring urgent track access in SEC_004,High,12.184234,79.619327,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-001036,Late Train,SEC_043,2024-12-19 05:44:00,SLOT_034844,Late express train delay cascading in section SEC_037 (Severity Medium),Medium,11.079062,79.029281,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-001037,Emergency Defect,SEC_046,2024-07-10 05:38:00,SLOT_000389,Emergency rail/OHE defect detected requiring urgent track access in SEC_045,Low,10.91284,78.879187,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-001038,Machine Breakdown,SEC_007,2024-10-22 13:23:00,,Tamping/BCM machine breakdown during block operation in SEC_001,Medium,12.976529,80.1616,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-001039,Late Train,SEC_050,2024-06-24 23:06:00,,Late express train delay cascading in section SEC_022 (Severity Medium),Medium,10.838805,78.700672,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-001040,Machine Breakdown,SEC_032,2024-04-17 18:03:00,SLOT_007569,Tamping/BCM machine breakdown during block operation in SEC_041,Medium,11.88342,79.44439,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-001041,Late Train,SEC_035,2024-04-17 03:13:00,SLOT_038832,Late express train delay cascading in section SEC_035 (Severity High),High,11.487312,79.282388,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-001042,Machine Breakdown,SEC_008,2024-01-12 13:01:00,SLOT_032514,Tamping/BCM machine breakdown during block operation in SEC_042,Medium,12.963847,80.149414,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-001043,Late Train,SEC_021,2024-07-19 05:11:00,SLOT_030976,Late express train delay cascading in section SEC_021 (Severity Medium),Medium,12.447306,79.847676,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-001044,Late Train,SEC_013,2024-09-20 22:05:00,,Late express train delay cascading in section SEC_019 (Severity Medium),Medium,12.871673,80.074323,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-001045,Late Train,SEC_034,2024-02-10 23:13:00,SLOT_020182,Late express train delay cascading in section SEC_035 (Severity Low),Low,11.542019,79.316419,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-001046,Machine Breakdown,SEC_037,2024-01-10 13:47:00,SLOT_041379,Tamping/BCM machine breakdown during block operation in SEC_008,Medium,11.385866,79.220246,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
