operational_event_id,event_timestamp,event_type,section_id,latitude,longitude,train_number,delay_minutes,subsequent_block_impact,corridor_id,source_type,source
RB-OPS-006809,2024-01-25 00:00:00,Speed Restriction Slowdown,SEC_053,10.795618,78.686176,16127,49,MINOR,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-006810,2024-01-26 03:00:00,Speed Restriction Slowdown,SEC_036,11.428513,79.241373,20605,27,NONE,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-006811,2024-01-27 06:00:00,Speed Restriction Slowdown,SEC_044,10.996046,78.977569,16102,35,MINOR,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-006812,2024-01-28 09:00:00,Crew Changeover Delay,SEC_005,12.98636,80.178688,20605,32,NONE,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-006813,2024-01-29 12:00:00,Precedence Crossing at Loop Line,SEC_061,10.472074,78.142957,12694,23,MINOR,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-006814,2024-01-30 15:00:00,Unscheduled Halt at Home Signal,SEC_024,12.329676,79.74544,16102,30,NONE,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-006815,2024-01-31 18:00:00,Locomotive Power Inefficiency,SEC_047,10.889175,78.84207,16128,50,MINOR,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-006816,2024-02-01 21:00:00,Crew Changeover Delay,SEC_025,12.276054,79.694483,12693,5,MINOR,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-006817,2024-02-02 00:00:00,Locomotive Power Inefficiency,SEC_054,10.779497,78.664409,16101,21,SEVERE,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-006818,2024-02-03 03:00:00,Crew Changeover Delay,SEC_034,11.542035,79.316419,16101,21,MINOR,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-006819,2024-02-04 06:00:00,Crew Changeover Delay,SEC_043,11.033198,79.008641,12694,38,MINOR,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-006820,2024-02-05 09:00:00,Precedence Crossing at Loop Line,SEC_029,12.019615,79.526686,20606,53,MINOR,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-006821,2024-02-06 12:00:00,Locomotive Power Inefficiency,SEC_014,12.852935,80.062652,16128,14,NONE,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-006822,2024-02-07 15:00:00,Locomotive Power Inefficiency,SEC_047,10.882239,78.828584,16102,48,NONE,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-006823,2024-02-08 18:00:00,Precedence Crossing at Loop Line,SEC_025,12.299941,79.716361,12693,19,MINOR,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-006824,2024-02-09 21:00:00,Speed Restriction Slowdown,SEC_062,10.089163,78.104422,20606,20,NONE,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-006825,2024-02-10 00:00:00,Unscheduled Halt at Home Signal,SEC_015,12.827763,80.043994,12693,19,NONE,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-006826,2024-02-11 03:00:00,Speed Restriction Slowdown,SEC_035,11.499074,79.291111,20605,13,MINOR,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-006827,2024-02-12 06:00:00,Locomotive Power Inefficiency,SEC_063,9.922268,78.109714,16102,13,MINOR,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-006828,2024-02-13 09:00:00,Locomotive Power Inefficiency,SEC_006,12.980833,80.16661,16102,7,NONE,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-006829,2024-02-14 12:00:00,Precedence Crossing at Loop Line,SEC_008,12.957235,80.144737,16128,5,NONE,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-006830,2024-02-15 15:00:00,Crew Changeover Delay,SEC_009,12.943528,80.135217,20605,16,NONE,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-006831,2024-02-16 18:00:00,Locomotive Power Inefficiency,SEC_037,11.37526,79.219642,20605,54,MINOR,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-006832,2024-02-17 21:00:00,Crew Changeover Delay,SEC_019,12.583767,79.947857,16101,36,MINOR,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-006833,2024-02-18 00:00:00,Unscheduled Halt at Home Signal,SEC_043,11.074795,79.027361,16127,42,NONE,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-006834,2024-02-19 03:00:00,Unscheduled Halt at Home Signal,SEC_058,10.551341,78.323352,20605,34,NONE,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-006835,2024-02-20 06:00:00,Precedence Crossing at Loop Line,SEC_018,12.657603,79.977852,16101,50,NONE,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-006836,2024-02-21 09:00:00,Precedence Crossing at Loop Line,SEC_044,10.989062,78.970986,16128,36,MODERATE,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-006837,2024-02-22 12:00:00,Precedence Crossing at Loop Line,SEC_053,10.798886,78.688313,16127,52,NONE,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-006838,2024-02-23 15:00:00,Crew Changeover Delay,SEC_046,10.923093,78.893675,20606,23,NONE,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-006839,2024-02-24 18:00:00,Crew Changeover Delay,SEC_061,10.443472,78.110251,12694,10,NONE,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-006840,2024-02-25 21:00:00,Crew Changeover Delay,SEC_042,11.125343,79.054456,16127,12,SEVERE,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-006841,2024-02-26 00:00:00,Crew Changeover Delay,SEC_066,8.96037,78.03836,20605,46,NONE,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-006842,2024-02-27 03:00:00,Unscheduled Halt at Home Signal,SEC_017,12.75012,79.997286,20606,28,SEVERE,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-006843,2024-02-28 06:00:00,Locomotive Power Inefficiency,SEC_068,8.806422,78.15036,20605,13,MINOR,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-006844,2024-02-29 09:00:00,Unscheduled Halt at Home Signal,SEC_016,12.798168,80.022255,16128,14,NONE,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-006845,2024-03-01 12:00:00,Precedence Crossing at Loop Line,SEC_017,12.750122,79.997287,16127,39,NONE,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-006846,2024-03-02 15:00:00,Unscheduled Halt at Home Signal,SEC_034,11.570969,79.316074,12694,49,NONE,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-006847,2024-03-03 18:00:00,Unscheduled Halt at Home Signal,SEC_025,12.285916,79.703515,12694,12,MINOR,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-006848,2024-03-04 21:00:00,Locomotive Power Inefficiency,SEC_018,12.628007,79.975654,16102,25,NONE,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-006849,2024-03-05 00:00:00,Unscheduled Halt at Home Signal,SEC_047,10.885634,78.835183,12693,46,NONE,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-006850,2024-03-06 03:00:00,Speed Restriction Slowdown,SEC_067,8.819817,78.055005,16102,47,NONE,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-006851,2024-03-07 06:00:00,Crew Changeover Delay,SEC_052,10.821812,78.690161,20606,28,MINOR,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-006852,2024-03-08 09:00:00,Locomotive Power Inefficiency,SEC_005,12.987391,80.180918,16128,43,MINOR,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-006853,2024-03-09 12:00:00,Crew Changeover Delay,SEC_019,12.572965,79.940259,16102,44,MINOR,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-006854,2024-03-10 15:00:00,Speed Restriction Slowdown,SEC_008,12.961619,80.147837,16127,41,NONE,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-006855,2024-03-11 18:00:00,Unscheduled Halt at Home Signal,SEC_024,12.310472,79.72642,16101,16,NONE,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-006856,2024-03-12 21:00:00,Unscheduled Halt at Home Signal,SEC_050,10.841875,78.699907,16128,12,MINOR,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-006857,2024-03-13 00:00:00,Precedence Crossing at Loop Line,SEC_053,10.798892,78.688317,16127,8,MINOR,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-006858,2024-03-14 03:00:00,Speed Restriction Slowdown,SEC_047,10.876874,78.818151,16101,42,NONE,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-006859,2024-03-15 06:00:00,Unscheduled Halt at Home Signal,SEC_056,10.689954,78.532645,16128,52,MINOR,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-006860,2024-03-16 09:00:00,Speed Restriction Slowdown,SEC_067,8.815321,78.073003,20606,51,MODERATE,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-006861,2024-03-17 12:00:00,Unscheduled Halt at Home Signal,SEC_042,11.108868,79.04454,12693,10,MODERATE,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-006862,2024-03-18 15:00:00,Precedence Crossing at Loop Line,SEC_030,11.959522,79.503289,16128,29,MODERATE,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-006863,2024-03-19 18:00:00,Speed Restriction Slowdown,SEC_054,10.761419,78.638846,12693,17,NONE,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-006864,2024-03-20 21:00:00,Speed Restriction Slowdown,SEC_015,12.828661,80.044696,20605,49,NONE,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-006865,2024-03-21 00:00:00,Locomotive Power Inefficiency,SEC_059,10.530522,78.270398,12694,8,NONE,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-006866,2024-03-22 03:00:00,Speed Restriction Slowdown,SEC_055,10.723787,78.582905,12694,13,MINOR,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-006867,2024-03-23 06:00:00,Crew Changeover Delay,SEC_023,12.362452,79.778254,12694,27,NONE,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-006868,2024-03-24 09:00:00,Precedence Crossing at Loop Line,SEC_043,11.051404,79.016834,12694,46,NONE,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-006869,2024-03-25 12:00:00,Crew Changeover Delay,SEC_013,12.870227,80.073551,16128,13,MINOR,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-006870,2024-03-26 15:00:00,Speed Restriction Slowdown,SEC_062,10.050578,78.104623,16101,53,MINOR,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-006871,2024-03-27 18:00:00,Precedence Crossing at Loop Line,SEC_005,12.98708,80.180245,16127,6,MODERATE,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-006872,2024-03-28 21:00:00,Unscheduled Halt at Home Signal,SEC_003,13.000404,80.204738,16127,39,MINOR,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-006873,2024-03-29 00:00:00,Speed Restriction Slowdown,SEC_058,10.559334,78.338174,20606,8,NONE,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-006874,2024-03-30 03:00:00,Locomotive Power Inefficiency,SEC_008,12.95398,80.142434,20606,47,MINOR,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-006875,2024-03-31 06:00:00,Unscheduled Halt at Home Signal,SEC_038,11.341534,79.212004,20605,51,MINOR,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-006876,2024-04-01 09:00:00,Precedence Crossing at Loop Line,SEC_015,12.822509,80.039886,20605,49,NONE,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-006877,2024-04-02 12:00:00,Crew Changeover Delay,SEC_025,12.278522,79.696743,16102,48,NONE,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-006878,2024-04-03 15:00:00,Precedence Crossing at Loop Line,SEC_048,10.87508,78.80852,20606,18,NONE,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-006879,2024-04-04 18:00:00,Precedence Crossing at Loop Line,SEC_051,10.828537,78.700063,12694,14,NONE,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-006880,2024-04-05 21:00:00,Speed Restriction Slowdown,SEC_056,10.665129,78.498229,16128,24,MINOR,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-006881,2024-04-06 00:00:00,Unscheduled Halt at Home Signal,SEC_054,10.759141,78.635626,20605,31,NONE,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-006882,2024-04-07 03:00:00,Unscheduled Halt at Home Signal,SEC_030,11.946432,79.500249,16102,20,NONE,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-006883,2024-04-08 06:00:00,Speed Restriction Slowdown,SEC_010,12.928675,80.121219,16128,13,MINOR,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-006884,2024-04-09 09:00:00,Locomotive Power Inefficiency,SEC_012,12.89738,80.089238,16128,27,NONE,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-006885,2024-04-10 12:00:00,Speed Restriction Slowdown,SEC_045,10.962325,78.944644,16128,29,MINOR,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-006886,2024-04-11 15:00:00,Precedence Crossing at Loop Line,SEC_038,11.366361,79.218306,12693,30,NONE,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-006887,2024-04-12 18:00:00,Locomotive Power Inefficiency,SEC_009,12.948397,80.138562,12694,47,MODERATE,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-006888,2024-04-13 21:00:00,Locomotive Power Inefficiency,SEC_009,12.944611,80.13596,16127,34,SEVERE,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-006889,2024-04-14 00:00:00,Precedence Crossing at Loop Line,SEC_062,10.047545,78.104639,16101,33,MINOR,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-006890,2024-04-15 03:00:00,Locomotive Power Inefficiency,SEC_034,11.584762,79.315909,12693,26,NONE,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-006891,2024-04-16 06:00:00,Speed Restriction Slowdown,SEC_051,10.826692,78.692915,20606,30,MODERATE,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-006892,2024-04-17 09:00:00,Precedence Crossing at Loop Line,SEC_031,11.901892,79.459061,20605,51,MINOR,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-006893,2024-04-18 12:00:00,Locomotive Power Inefficiency,SEC_030,11.975367,79.50697,16127,16,MODERATE,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-006894,2024-04-19 15:00:00,Precedence Crossing at Loop Line,SEC_048,10.874119,78.789293,20606,54,NONE,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-006895,2024-04-20 18:00:00,Unscheduled Halt at Home Signal,SEC_006,12.983543,80.172558,16128,52,MINOR,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-006896,2024-04-21 21:00:00,Speed Restriction Slowdown,SEC_013,12.874006,80.07557,16127,29,NONE,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-006897,2024-04-22 00:00:00,Speed Restriction Slowdown,SEC_020,12.519099,79.902874,16101,52,SEVERE,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-006898,2024-04-23 03:00:00,Precedence Crossing at Loop Line,SEC_020,12.509277,79.896347,16127,7,MODERATE,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-006899,2024-04-24 06:00:00,Locomotive Power Inefficiency,SEC_008,12.965299,80.150441,12694,25,NONE,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-006900,2024-04-25 09:00:00,Locomotive Power Inefficiency,SEC_050,10.855459,78.696521,12694,27,MODERATE,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-006901,2024-04-26 12:00:00,Precedence Crossing at Loop Line,SEC_051,10.828487,78.699872,20605,45,NONE,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-006902,2024-04-27 15:00:00,Speed Restriction Slowdown,SEC_031,11.931853,79.489235,12693,44,NONE,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-006903,2024-04-28 18:00:00,Unscheduled Halt at Home Signal,SEC_052,10.811963,78.692977,16128,19,NONE,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-006904,2024-04-29 21:00:00,Locomotive Power Inefficiency,SEC_016,12.797989,80.022149,16127,18,NONE,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-006905,2024-04-30 00:00:00,Unscheduled Halt at Home Signal,SEC_031,11.919681,79.476977,12694,22,NONE,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-006906,2024-05-01 03:00:00,Unscheduled Halt at Home Signal,SEC_016,12.767417,80.004035,12693,16,NONE,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-006907,2024-05-02 06:00:00,Unscheduled Halt at Home Signal,SEC_019,12.566812,79.935931,12693,15,NONE,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-006908,2024-05-03 09:00:00,Precedence Crossing at Loop Line,SEC_008,12.963641,80.149268,16128,51,MODERATE,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-006909,2024-05-04 12:00:00,Precedence Crossing at Loop Line,SEC_049,10.871799,78.754851,12693,9,NONE,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-006910,2024-05-05 15:00:00,Locomotive Power Inefficiency,SEC_064,9.88155,78.067892,16127,43,MINOR,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-006911,2024-05-06 18:00:00,Locomotive Power Inefficiency,SEC_067,8.82256,78.044021,20606,9,SEVERE,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-006912,2024-05-07 21:00:00,Locomotive Power Inefficiency,SEC_046,10.918526,78.887221,12694,25,NONE,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-006913,2024-05-08 00:00:00,Precedence Crossing at Loop Line,SEC_006,12.982195,80.1696,16102,11,MINOR,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-006914,2024-05-09 03:00:00,Locomotive Power Inefficiency,SEC_011,12.915398,80.10635,12693,36,NONE,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-006915,2024-05-10 06:00:00,Crew Changeover Delay,SEC_009,12.951311,80.140564,20606,16,NONE,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-006916,2024-05-11 09:00:00,Speed Restriction Slowdown,SEC_013,12.878213,80.077818,20605,27,NONE,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-006917,2024-05-12 12:00:00,Locomotive Power Inefficiency,SEC_042,11.145303,79.066469,12693,15,NONE,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-006918,2024-05-13 15:00:00,Speed Restriction Slowdown,SEC_020,12.515683,79.900604,20605,34,NONE,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-006919,2024-05-14 18:00:00,Speed Restriction Slowdown,SEC_014,12.86517,80.070596,16128,20,MODERATE,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-006920,2024-05-15 21:00:00,Crew Changeover Delay,SEC_038,11.334633,79.210253,20606,29,MODERATE,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-006921,2024-05-16 00:00:00,Precedence Crossing at Loop Line,SEC_049,10.869549,78.745453,20605,5,NONE,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-006922,2024-05-17 03:00:00,Unscheduled Halt at Home Signal,SEC_010,12.934614,80.128019,20605,36,NONE,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-006923,2024-05-18 06:00:00,Precedence Crossing at Loop Line,SEC_021,12.472319,79.867559,12694,53,NONE,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-006924,2024-05-19 09:00:00,Speed Restriction Slowdown,SEC_025,12.237233,79.658925,16101,49,NONE,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-006925,2024-05-20 12:00:00,Crew Changeover Delay,SEC_022,12.401487,79.810969,20605,17,NONE,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-006926,2024-05-21 15:00:00,Crew Changeover Delay,SEC_028,12.051696,79.543729,16102,33,NONE,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-006927,2024-05-22 18:00:00,Unscheduled Halt at Home Signal,SEC_062,10.3214,78.103212,12693,37,NONE,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-006928,2024-05-23 21:00:00,Unscheduled Halt at Home Signal,SEC_030,11.960687,79.50356,16128,22,MINOR,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-006929,2024-05-24 00:00:00,Crew Changeover Delay,SEC_068,8.8096,78.112244,12694,54,NONE,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-006930,2024-05-25 03:00:00,Crew Changeover Delay,SEC_039,11.26248,79.171946,16102,14,MINOR,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-006931,2024-05-26 06:00:00,Locomotive Power Inefficiency,SEC_044,10.989359,78.971266,16127,34,NONE,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-006932,2024-05-27 09:00:00,Locomotive Power Inefficiency,SEC_027,12.140672,79.585109,20606,40,NONE,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-006933,2024-05-28 12:00:00,Speed Restriction Slowdown,SEC_047,10.889178,78.842075,16127,37,MINOR,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-006934,2024-05-29 15:00:00,Precedence Crossing at Loop Line,SEC_025,12.273534,79.692175,20605,53,MINOR,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-006935,2024-05-30 18:00:00,Crew Changeover Delay,SEC_063,9.925081,78.109191,12694,52,NONE,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-006936,2023-06-01 21:00:00,Unscheduled Halt at Home Signal,SEC_053,10.801394,78.689952,12694,11,NONE,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-006937,2023-06-02 00:00:00,Unscheduled Halt at Home Signal,SEC_032,11.889958,79.449251,16101,44,NONE,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-006938,2023-06-03 03:00:00,Crew Changeover Delay,SEC_037,11.390568,79.220514,20605,11,SEVERE,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
