record_id,task_id,department,section_id,requested_window_minutes,granted_window_minutes,outcome,was_deferred
HIST_005714,SMMS_TASK_022870,Engineering,SEC_027,180,180,Fully Completed,False
HIST_005715,TDMS_TASK_021580,TRD,SEC_046,300,135,Partially Completed,True
HIST_005716,SMMS_TASK_004535,S&T,SEC_021,240,240,Fully Completed,False
HIST_005717,TMS_TASK_015986,TRD,SEC_011,300,15,Not Completed,True
HIST_005718,TDMS_TASK_004824,S&T,SEC_004,90,60,Partially Completed,False
HIST_005719,TMS_TASK_000530,S&T,SEC_043,300,150,Partially Completed,True
HIST_005720,SMMS_TASK_006632,S&T,SEC_009,240,240,Fully Completed,False
HIST_005721,TDMS_TASK_023400,TRD,SEC_021,90,90,Fully Completed,False
HIST_005722,SMMS_TASK_003155,TRD,SEC_038,180,105,Partially Completed,True
HIST_005723,SMMS_TASK_024728,TRD,SEC_009,60,15,Partially Completed,True
HIST_005724,SMMS_TASK_012023,S&T,SEC_012,120,120,Fully Completed,False
HIST_005725,TMS_TASK_017175,TRD,SEC_032,90,60,Partially Completed,True
HIST_005726,TMS_TASK_025418,Engineering,SEC_031,300,300,Fully Completed,False
HIST_005727,SMMS_TASK_011883,S&T,SEC_012,60,60,Fully Completed,False
HIST_005728,TMS_TASK_008341,S&T,SEC_027,240,240,Fully Completed,False
HIST_005729,SMMS_TASK_003192,Engineering,SEC_035,180,135,Partially Completed,False
HIST_005730,SMMS_TASK_003189,Engineering,SEC_011,240,150,Partially Completed,True
HIST_005731,TDMS_TASK_011793,TRD,SEC_022,90,75,Partially Completed,True
HIST_005732,TMS_TASK_009909,Engineering,SEC_014,60,60,Fully Completed,False
HIST_005733,TDMS_TASK_012416,S&T,SEC_047,180,75,Partially Completed,False
HIST_005734,SMMS_TASK_002836,TRD,SEC_019,90,45,Partially Completed,False
HIST_005735,SMMS_TASK_022109,TRD,SEC_042,240,165,Partially Completed,True
HIST_005736,SMMS_TASK_014555,Engineering,SEC_044,180,0,Not Completed,True
HIST_005737,TMS_TASK_023983,S&T,SEC_009,120,120,Fully Completed,False
HIST_005738,TDMS_TASK_019457,TRD,SEC_047,240,150,Partially Completed,True
HIST_005739,TMS_TASK_017958,TRD,SEC_003,90,90,Fully Completed,False
HIST_005740,TMS_TASK_002898,S&T,SEC_019,240,90,Partially Completed,True
HIST_005741,TDMS_TASK_005010,Engineering,SEC_008,180,180,Fully Completed,False
HIST_005742,SMMS_TASK_019717,TRD,SEC_003,120,120,Fully Completed,False
HIST_005743,TDMS_TASK_016244,TRD,SEC_028,180,75,Partially Completed,False
HIST_005744,SMMS_TASK_006619,S&T,SEC_030,240,180,Partially Completed,False
HIST_005745,TMS_TASK_001348,S&T,SEC_029,120,0,Not Completed,True
HIST_005746,TMS_TASK_001621,S&T,SEC_021,300,210,Partially Completed,False
HIST_005747,SMMS_TASK_004661,TRD,SEC_039,300,300,Fully Completed,False
HIST_005748,TMS_TASK_019964,S&T,SEC_025,180,30,Not Completed,True
HIST_005749,TDMS_TASK_018775,TRD,SEC_027,120,120,Fully Completed,False
HIST_005750,TMS_TASK_009479,TRD,SEC_022,60,15,Partially Completed,True
HIST_005751,TDMS_TASK_015466,Engineering,SEC_011,120,60,Partially Completed,False
HIST_005752,TMS_TASK_017344,Engineering,SEC_033,180,15,Not Completed,True
HIST_005753,TMS_TASK_009553,TRD,SEC_041,90,0,Not Completed,True
HIST_005754,TMS_TASK_021966,S&T,SEC_015,90,90,Fully Completed,False
HIST_005755,TMS_TASK_011532,Engineering,SEC_023,60,0,Not Completed,True
HIST_005756,SMMS_TASK_002105,S&T,SEC_044,120,60,Partially Completed,True
HIST_005757,TMS_TASK_026437,Engineering,SEC_011,90,30,Partially Completed,False
HIST_005758,SMMS_TASK_012324,Engineering,SEC_021,300,225,Partially Completed,False
HIST_005759,SMMS_TASK_012966,S&T,SEC_014,60,15,Not Completed,True
HIST_005760,TMS_TASK_000080,Engineering,SEC_017,300,300,Fully Completed,False
HIST_005761,TMS_TASK_009990,TRD,SEC_023,180,75,Partially Completed,True
HIST_005762,TMS_TASK_012950,TRD,SEC_046,240,135,Partially Completed,False
HIST_005763,TMS_TASK_015578,Engineering,SEC_001,240,120,Partially Completed,False
HIST_005764,TMS_TASK_007486,S&T,SEC_018,90,90,Fully Completed,False
HIST_005765,TMS_TASK_025171,S&T,SEC_043,240,30,Not Completed,True
HIST_005766,SMMS_TASK_013974,S&T,SEC_005,90,90,Fully Completed,False
HIST_005767,TMS_TASK_024712,S&T,SEC_025,90,45,Partially Completed,False
HIST_005768,TMS_TASK_026326,TRD,SEC_008,60,30,Partially Completed,False
HIST_005769,SMMS_TASK_007565,TRD,SEC_028,300,300,Fully Completed,False
HIST_005770,SMMS_TASK_013872,Engineering,SEC_036,60,30,Partially Completed,True
HIST_005771,TMS_TASK_026478,TRD,SEC_032,120,120,Fully Completed,False
HIST_005772,TMS_TASK_017746,Engineering,SEC_028,60,0,Not Completed,True
HIST_005773,SMMS_TASK_002751,S&T,SEC_037,300,15,Not Completed,True
HIST_005774,TMS_TASK_001939,S&T,SEC_027,240,75,Partially Completed,True
HIST_005775,SMMS_TASK_009406,S&T,SEC_031,180,105,Partially Completed,False
HIST_005776,TDMS_TASK_020310,TRD,SEC_005,90,45,Partially Completed,True
HIST_005777,SMMS_TASK_001835,Engineering,SEC_002,300,150,Partially Completed,False
HIST_005778,TMS_TASK_008665,S&T,SEC_009,60,45,Partially Completed,True
HIST_005779,TDMS_TASK_001567,S&T,SEC_027,120,60,Partially Completed,True
HIST_005780,TMS_TASK_010149,S&T,SEC_020,300,30,Not Completed,True
HIST_005781,TMS_TASK_015492,Engineering,SEC_018,120,60,Partially Completed,True
HIST_005782,TMS_TASK_011724,S&T,SEC_022,240,30,Not Completed,True
HIST_005783,TDMS_TASK_015694,Engineering,SEC_049,60,15,Partially Completed,False
HIST_005784,TDMS_TASK_023503,TRD,SEC_019,180,120,Partially Completed,True
HIST_005785,SMMS_TASK_015572,S&T,SEC_022,180,15,Not Completed,True
HIST_005786,SMMS_TASK_019413,S&T,SEC_025,180,180,Fully Completed,False
HIST_005787,SMMS_TASK_021637,S&T,SEC_038,180,30,Not Completed,True
HIST_005788,SMMS_TASK_018824,S&T,SEC_036,300,15,Not Completed,True
HIST_005789,SMMS_TASK_013529,TRD,SEC_048,240,90,Partially Completed,False
HIST_005790,TDMS_TASK_023936,Engineering,SEC_032,180,90,Partially Completed,False
HIST_005791,TDMS_TASK_003651,TRD,SEC_047,60,0,Not Completed,True
HIST_005792,TMS_TASK_007076,Engineering,SEC_030,60,30,Partially Completed,False
HIST_005793,SMMS_TASK_001356,Engineering,SEC_027,60,30,Partially Completed,True
HIST_005794,TDMS_TASK_022961,TRD,SEC_028,180,105,Partially Completed,False
HIST_005795,SMMS_TASK_002293,Engineering,SEC_024,180,90,Partially Completed,True
HIST_005796,TMS_TASK_016322,S&T,SEC_010,120,30,Not Completed,True
HIST_005797,TDMS_TASK_014480,S&T,SEC_018,240,180,Partially Completed,True
HIST_005798,SMMS_TASK_019846,TRD,SEC_030,300,195,Partially Completed,True
HIST_005799,SMMS_TASK_015006,TRD,SEC_030,90,90,Fully Completed,False
HIST_005800,SMMS_TASK_003607,TRD,SEC_008,120,90,Partially Completed,False
HIST_005801,TMS_TASK_009950,Engineering,SEC_040,60,30,Partially Completed,False
HIST_005802,SMMS_TASK_000717,S&T,SEC_035,240,240,Fully Completed,False
HIST_005803,SMMS_TASK_004999,Engineering,SEC_026,60,60,Fully Completed,False
HIST_005804,TDMS_TASK_019500,TRD,SEC_023,240,150,Partially Completed,True
HIST_005805,TMS_TASK_024582,Engineering,SEC_028,240,240,Fully Completed,False
HIST_005806,TMS_TASK_011939,Engineering,SEC_029,60,45,Partially Completed,True
HIST_005807,SMMS_TASK_004203,TRD,SEC_021,300,105,Partially Completed,False
HIST_005808,TDMS_TASK_024766,Engineering,SEC_043,300,300,Fully Completed,False
HIST_005809,SMMS_TASK_008577,Engineering,SEC_008,120,45,Partially Completed,True
HIST_005810,SMMS_TASK_000331,S&T,SEC_019,180,15,Not Completed,True
HIST_005811,SMMS_TASK_023351,Engineering,SEC_020,240,240,Fully Completed,False
HIST_005812,SMMS_TASK_021902,S&T,SEC_005,240,30,Not Completed,True
HIST_005813,TMS_TASK_023943,Engineering,SEC_005,60,30,Partially Completed,True
HIST_005814,TDMS_TASK_022433,Engineering,SEC_044,180,180,Fully Completed,False
HIST_005815,SMMS_TASK_017436,S&T,SEC_038,60,15,Not Completed,True
HIST_005816,TMS_TASK_004609,Engineering,SEC_018,120,120,Fully Completed,False
HIST_005817,SMMS_TASK_002606,Engineering,SEC_014,300,300,Fully Completed,False
HIST_005818,TDMS_TASK_018830,TRD,SEC_020,90,75,Partially Completed,True
HIST_005819,SMMS_TASK_001469,S&T,SEC_035,180,60,Partially Completed,False
HIST_005820,SMMS_TASK_015425,TRD,SEC_015,90,45,Partially Completed,False
HIST_005821,SMMS_TASK_019011,S&T,SEC_004,300,135,Partially Completed,False
HIST_005822,TDMS_TASK_001352,TRD,SEC_021,240,135,Partially Completed,False
HIST_005823,TDMS_TASK_014786,TRD,SEC_030,90,75,Partially Completed,True
HIST_005824,TMS_TASK_011935,Engineering,SEC_026,60,60,Fully Completed,False
HIST_005825,SMMS_TASK_011340,Engineering,SEC_009,240,240,Fully Completed,False
HIST_005826,SMMS_TASK_012671,TRD,SEC_042,90,30,Not Completed,True
HIST_005827,TMS_TASK_012192,Engineering,SEC_031,240,195,Partially Completed,True
HIST_005828,SMMS_TASK_023882,TRD,SEC_036,180,60,Partially Completed,False
HIST_005829,TMS_TASK_009453,S&T,SEC_047,300,30,Not Completed,True
HIST_005830,SMMS_TASK_006500,Engineering,SEC_026,90,90,Fully Completed,False
HIST_005831,TMS_TASK_026420,Engineering,SEC_029,90,60,Partially Completed,False
HIST_005832,TMS_TASK_012399,Engineering,SEC_038,180,180,Fully Completed,False
HIST_005833,TDMS_TASK_010786,S&T,SEC_038,300,30,Not Completed,True
HIST_005834,TMS_TASK_019530,Engineering,SEC_042,120,45,Partially Completed,False
HIST_005835,TMS_TASK_020420,Engineering,SEC_035,180,180,Fully Completed,False
HIST_005836,TDMS_TASK_013352,TRD,SEC_003,90,90,Fully Completed,False
HIST_005837,TDMS_TASK_015190,Engineering,SEC_018,240,165,Partially Completed,True
HIST_005838,TMS_TASK_002758,S&T,SEC_030,240,135,Partially Completed,False
HIST_005839,TMS_TASK_022231,Engineering,SEC_022,60,30,Partially Completed,False
HIST_005840,TDMS_TASK_001709,Engineering,SEC_003,90,60,Partially Completed,False
HIST_005841,TDMS_TASK_007252,S&T,SEC_014,180,75,Partially Completed,False
HIST_005842,TDMS_TASK_024952,Engineering,SEC_016,90,45,Partially Completed,False
HIST_005843,SMMS_TASK_014373,TRD,SEC_002,90,15,Not Completed,True
HIST_005844,TMS_TASK_000599,TRD,SEC_038,90,15,Not Completed,True
HIST_005845,TDMS_TASK_014891,TRD,SEC_019,240,240,Fully Completed,False
HIST_005846,TMS_TASK_012884,S&T,SEC_039,90,30,Partially Completed,False
HIST_005847,TMS_TASK_009664,Engineering,SEC_043,300,105,Partially Completed,True
HIST_005848,SMMS_TASK_023932,TRD,SEC_044,60,0,Not Completed,True
HIST_005849,SMMS_TASK_018306,TRD,SEC_045,90,90,Fully Completed,False
HIST_005850,TMS_TASK_004800,Engineering,SEC_025,240,75,Partially Completed,True
HIST_005851,TMS_TASK_013543,S&T,SEC_012,120,120,Fully Completed,False
HIST_005852,SMMS_TASK_017184,TRD,SEC_005,180,75,Partially Completed,False
HIST_005853,TMS_TASK_020428,TRD,SEC_031,60,60,Fully Completed,False
HIST_005854,SMMS_TASK_024721,Engineering,SEC_007,60,30,Partially Completed,False
HIST_005855,SMMS_TASK_002942,S&T,SEC_012,90,90,Fully Completed,False
HIST_005856,SMMS_TASK_017052,Engineering,SEC_012,120,30,Not Completed,True
HIST_005857,SMMS_TASK_007997,TRD,SEC_014,180,180,Fully Completed,False
HIST_005858,TMS_TASK_029215,TRD,SEC_019,300,0,Not Completed,True
HIST_005859,TMS_TASK_027393,TRD,SEC_017,60,60,Fully Completed,False
HIST_005860,TDMS_TASK_000783,Engineering,SEC_026,120,120,Fully Completed,False
HIST_005861,SMMS_TASK_011151,S&T,SEC_047,120,60,Partially Completed,False
HIST_005862,SMMS_TASK_017544,S&T,SEC_032,300,225,Partially Completed,True
HIST_005863,SMMS_TASK_016185,TRD,SEC_034,300,165,Partially Completed,True
HIST_005864,TMS_TASK_016611,S&T,SEC_008,60,30,Partially Completed,False
HIST_005865,TDMS_TASK_018059,S&T,SEC_006,180,60,Partially Completed,True
HIST_005866,SMMS_TASK_015051,TRD,SEC_010,180,15,Not Completed,True
HIST_005867,TDMS_TASK_002446,S&T,SEC_042,60,30,Partially Completed,False
HIST_005868,TDMS_TASK_015553,Engineering,SEC_009,180,15,Not Completed,True
HIST_005869,TDMS_TASK_018977,S&T,SEC_049,240,165,Partially Completed,False
HIST_005870,SMMS_TASK_023347,S&T,SEC_037,180,120,Partially Completed,False
HIST_005871,TDMS_TASK_007970,Engineering,SEC_041,180,120,Partially Completed,False
HIST_005872,SMMS_TASK_007744,Engineering,SEC_015,180,30,Not Completed,True
HIST_005873,TDMS_TASK_004024,TRD,SEC_008,300,225,Partially Completed,True
HIST_005874,TMS_TASK_025727,TRD,SEC_009,180,0,Not Completed,True
HIST_005875,TDMS_TASK_001943,TRD,SEC_043,240,105,Partially Completed,False
HIST_005876,TMS_TASK_006871,TRD,SEC_022,300,210,Partially Completed,False
HIST_005877,TDMS_TASK_018143,TRD,SEC_021,180,135,Partially Completed,False
HIST_005878,TMS_TASK_019571,TRD,SEC_013,120,15,Not Completed,True
HIST_005879,SMMS_TASK_022526,Engineering,SEC_018,240,240,Fully Completed,False
HIST_005880,TMS_TASK_000895,TRD,SEC_019,180,105,Partially Completed,False
HIST_005881,TMS_TASK_012458,S&T,SEC_037,240,135,Partially Completed,True
HIST_005882,TDMS_TASK_023931,S&T,SEC_041,90,60,Partially Completed,False
HIST_005883,TDMS_TASK_011670,TRD,SEC_023,60,15,Partially Completed,True
HIST_005884,TMS_TASK_017799,Engineering,SEC_017,120,15,Not Completed,True
HIST_005885,TMS_TASK_010468,Engineering,SEC_023,240,120,Partially Completed,True
HIST_005886,TDMS_TASK_010191,Engineering,SEC_009,180,0,Not Completed,True
HIST_005887,TDMS_TASK_024214,S&T,SEC_004,60,60,Fully Completed,False
HIST_005888,TMS_TASK_013492,TRD,SEC_012,240,120,Partially Completed,True
HIST_005889,SMMS_TASK_023116,S&T,SEC_002,180,90,Partially Completed,True
HIST_005890,TMS_TASK_022689,S&T,SEC_002,300,120,Partially Completed,False
HIST_005891,TDMS_TASK_004551,Engineering,SEC_012,120,120,Fully Completed,False
HIST_005892,SMMS_TASK_003463,Engineering,SEC_045,240,105,Partially Completed,False
HIST_005893,TMS_TASK_010029,S&T,SEC_010,300,15,Not Completed,True
HIST_005894,TMS_TASK_025953,Engineering,SEC_035,240,240,Fully Completed,False
HIST_005895,SMMS_TASK_013090,S&T,SEC_008,300,120,Partially Completed,True
HIST_005896,TDMS_TASK_008869,TRD,SEC_023,120,75,Partially Completed,False
HIST_005897,TMS_TASK_001683,S&T,SEC_030,60,45,Partially Completed,False
HIST_005898,TDMS_TASK_021616,Engineering,SEC_028,90,60,Partially Completed,False
HIST_005899,SMMS_TASK_021969,S&T,SEC_040,60,0,Not Completed,True
HIST_005900,TDMS_TASK_015024,S&T,SEC_013,240,90,Partially Completed,False
HIST_005901,TDMS_TASK_019405,TRD,SEC_037,180,120,Partially Completed,False
HIST_005902,TMS_TASK_012287,TRD,SEC_020,120,45,Partially Completed,True
HIST_005903,TMS_TASK_007499,TRD,SEC_022,120,120,Fully Completed,False
HIST_005904,TDMS_TASK_007136,S&T,SEC_016,300,15,Not Completed,True
HIST_005905,TMS_TASK_015031,Engineering,SEC_049,120,45,Partially Completed,False
HIST_005906,TMS_TASK_011836,Engineering,SEC_041,300,300,Fully Completed,False
HIST_005907,SMMS_TASK_007482,Engineering,SEC_023,90,60,Partially Completed,False
HIST_005908,TDMS_TASK_018071,S&T,SEC_037,60,60,Fully Completed,False
HIST_005909,TDMS_TASK_008649,S&T,SEC_045,90,0,Not Completed,True
HIST_005910,SMMS_TASK_011431,S&T,SEC_014,60,15,Partially Completed,False
HIST_005911,TMS_TASK_015717,TRD,SEC_016,60,30,Not Completed,True
HIST_005912,TMS_TASK_026911,Engineering,SEC_038,120,45,Partially Completed,True
HIST_005913,TDMS_TASK_000080,TRD,SEC_014,120,60,Partially Completed,False
HIST_005914,TMS_TASK_012563,S&T,SEC_005,90,75,Partially Completed,True
HIST_005915,SMMS_TASK_011953,Engineering,SEC_030,60,60,Fully Completed,False
HIST_005916,TMS_TASK_000945,TRD,SEC_010,90,45,Partially Completed,True
HIST_005917,TMS_TASK_026007,TRD,SEC_029,240,75,Partially Completed,False
HIST_005918,TMS_TASK_019836,TRD,SEC_006,120,120,Fully Completed,False
HIST_005919,SMMS_TASK_024487,S&T,SEC_024,180,180,Fully Completed,False
HIST_005920,TDMS_TASK_018122,Engineering,SEC_012,240,75,Partially Completed,False
HIST_005921,TMS_TASK_011719,TRD,SEC_026,240,240,Fully Completed,False
HIST_005922,TDMS_TASK_008781,Engineering,SEC_012,60,60,Fully Completed,False
HIST_005923,SMMS_TASK_022474,TRD,SEC_013,180,180,Fully Completed,False
HIST_005924,TDMS_TASK_022584,S&T,SEC_045,300,300,Fully Completed,False
HIST_005925,TDMS_TASK_017921,TRD,SEC_049,120,45,Partially Completed,True
HIST_005926,TMS_TASK_008061,Engineering,SEC_017,180,15,Not Completed,True
HIST_005927,TDMS_TASK_004458,Engineering,SEC_032,300,30,Not Completed,True
HIST_005928,SMMS_TASK_017375,Engineering,SEC_018,240,240,Fully Completed,False
HIST_005929,TMS_TASK_009047,TRD,SEC_009,120,0,Not Completed,True
HIST_005930,TMS_TASK_020573,Engineering,SEC_005,60,15,Partially Completed,False
HIST_005931,TDMS_TASK_019156,Engineering,SEC_044,240,75,Partially Completed,True
HIST_005932,SMMS_TASK_013436,Engineering,SEC_004,60,15,Partially Completed,False
HIST_005933,TMS_TASK_027077,Engineering,SEC_025,120,120,Fully Completed,False
HIST_005934,TMS_TASK_025637,S&T,SEC_011,90,90,Fully Completed,False
HIST_005935,TDMS_TASK_012030,S&T,SEC_038,60,60,Fully Completed,False
HIST_005936,TMS_TASK_022678,Engineering,SEC_007,300,210,Partially Completed,True
HIST_005937,TMS_TASK_012712,TRD,SEC_029,300,300,Fully Completed,False
HIST_005938,SMMS_TASK_015908,Engineering,SEC_017,300,150,Partially Completed,True
HIST_005939,TDMS_TASK_024401,Engineering,SEC_026,90,45,Partially Completed,False
HIST_005940,TMS_TASK_014666,Engineering,SEC_010,90,30,Not Completed,True
HIST_005941,TMS_TASK_020426,S&T,SEC_006,120,120,Fully Completed,False
HIST_005942,SMMS_TASK_007531,S&T,SEC_009,120,120,Fully Completed,False
HIST_005943,TMS_TASK_015986,Engineering,SEC_029,120,75,Partially Completed,True
HIST_005944,SMMS_TASK_022065,S&T,SEC_032,120,60,Partially Completed,True
HIST_005945,TMS_TASK_020290,S&T,SEC_045,240,150,Partially Completed,False
HIST_005946,TMS_TASK_010255,Engineering,SEC_047,90,15,Not Completed,True
HIST_005947,TMS_TASK_020902,S&T,SEC_037,240,195,Partially Completed,False
HIST_005948,TDMS_TASK_019448,S&T,SEC_001,300,150,Partially Completed,True
HIST_005949,TDMS_TASK_019792,TRD,SEC_035,180,30,Not Completed,True
HIST_005950,SMMS_TASK_010458,Engineering,SEC_035,240,75,Partially Completed,True
HIST_005951,SMMS_TASK_002037,Engineering,SEC_035,180,15,Not Completed,True
HIST_005952,TDMS_TASK_010563,TRD,SEC_033,120,90,Partially Completed,True
HIST_005953,TMS_TASK_015542,Engineering,SEC_034,60,60,Fully Completed,False
HIST_005954,SMMS_TASK_022313,S&T,SEC_029,60,30,Not Completed,True
HIST_005955,SMMS_TASK_024405,S&T,SEC_031,120,30,Not Completed,True
HIST_005956,TDMS_TASK_001801,S&T,SEC_034,60,30,Partially Completed,False
HIST_005957,TMS_TASK_017436,TRD,SEC_003,90,0,Not Completed,True
HIST_005958,TDMS_TASK_002291,TRD,SEC_025,180,135,Partially Completed,True
HIST_005959,SMMS_TASK_018960,TRD,SEC_007,60,30,Partially Completed,True
HIST_005960,TDMS_TASK_015008,S&T,SEC_046,240,135,Partially Completed,True
HIST_005961,TMS_TASK_013952,Engineering,SEC_049,180,120,Partially Completed,False
HIST_005962,SMMS_TASK_019089,S&T,SEC_008,180,75,Partially Completed,False
HIST_005963,TDMS_TASK_011372,Engineering,SEC_044,90,30,Not Completed,True
HIST_005964,TMS_TASK_022258,S&T,SEC_024,240,105,Partially Completed,True
HIST_005965,TDMS_TASK_004503,Engineering,SEC_033,180,135,Partially Completed,False
HIST_005966,TMS_TASK_007961,S&T,SEC_032,240,240,Fully Completed,False
HIST_005967,TDMS_TASK_002448,S&T,SEC_006,60,60,Fully Completed,False
HIST_005968,SMMS_TASK_018501,Engineering,SEC_045,240,30,Not Completed,True
HIST_005969,TMS_TASK_015405,Engineering,SEC_032,180,30,Not Completed,True
HIST_005970,TMS_TASK_005309,Engineering,SEC_024,180,180,Fully Completed,False
HIST_005971,TDMS_TASK_004640,Engineering,SEC_031,60,45,Partially Completed,False
HIST_005972,TMS_TASK_019304,S&T,SEC_048,300,105,Partially Completed,False
HIST_005973,SMMS_TASK_009796,TRD,SEC_032,60,60,Fully Completed,False
HIST_005974,TMS_TASK_004857,S&T,SEC_033,120,45,Partially Completed,False
HIST_005975,TDMS_TASK_022080,TRD,SEC_043,90,75,Partially Completed,False
HIST_005976,SMMS_TASK_013912,Engineering,SEC_035,60,45,Partially Completed,True
HIST_005977,TDMS_TASK_019527,TRD,SEC_008,300,15,Not Completed,True
HIST_005978,TMS_TASK_012828,TRD,SEC_041,240,180,Partially Completed,False
HIST_005979,TMS_TASK_016464,Engineering,SEC_045,180,0,Not Completed,True
HIST_005980,SMMS_TASK_018833,Engineering,SEC_036,90,45,Partially Completed,False
HIST_005981,SMMS_TASK_018360,S&T,SEC_008,240,150,Partially Completed,True
HIST_005982,TDMS_TASK_008270,Engineering,SEC_026,90,90,Fully Completed,False
HIST_005983,TDMS_TASK_019245,S&T,SEC_003,120,15,Not Completed,True
HIST_005984,TDMS_TASK_010751,TRD,SEC_038,180,60,Partially Completed,True
HIST_005985,TMS_TASK_011218,Engineering,SEC_047,180,75,Partially Completed,False
HIST_005986,TMS_TASK_024764,TRD,SEC_002,180,105,Partially Completed,False
HIST_005987,TDMS_TASK_018106,TRD,SEC_006,90,60,Partially Completed,True
HIST_005988,SMMS_TASK_013917,S&T,SEC_046,60,60,Fully Completed,False
HIST_005989,TDMS_TASK_014362,TRD,SEC_040,120,15,Not Completed,True
HIST_005990,SMMS_TASK_015041,S&T,SEC_041,180,30,Not Completed,True
HIST_005991,TMS_TASK_003980,TRD,SEC_011,60,0,Not Completed,True
HIST_005992,SMMS_TASK_007831,Engineering,SEC_032,90,0,Not Completed,True
HIST_005993,TDMS_TASK_010973,S&T,SEC_041,120,120,Fully Completed,False
HIST_005994,SMMS_TASK_022410,TRD,SEC_004,60,60,Fully Completed,False
HIST_005995,TMS_TASK_010623,TRD,SEC_014,300,120,Partially Completed,False
HIST_005996,TMS_TASK_016807,S&T,SEC_015,300,150,Partially Completed,False
HIST_005997,TDMS_TASK_013350,S&T,SEC_027,180,75,Partially Completed,True
HIST_005998,TDMS_TASK_023340,Engineering,SEC_013,90,30,Partially Completed,False
HIST_005999,TDMS_TASK_005232,S&T,SEC_017,300,225,Partially Completed,False
HIST_006000,TMS_TASK_007847,TRD,SEC_013,120,90,Partially Completed,True
HIST_006001,SMMS_TASK_019536,S&T,SEC_004,180,90,Partially Completed,False
HIST_006002,TDMS_TASK_011338,Engineering,SEC_033,60,30,Not Completed,True
HIST_006003,SMMS_TASK_021216,Engineering,SEC_032,90,45,Partially Completed,False
HIST_006004,SMMS_TASK_017528,S&T,SEC_043,300,300,Fully Completed,False
HIST_006005,SMMS_TASK_007389,Engineering,SEC_029,180,75,Partially Completed,False
HIST_006006,TMS_TASK_019589,S&T,SEC_034,60,0,Not Completed,True
HIST_006007,TMS_TASK_022462,TRD,SEC_018,120,75,Partially Completed,False
HIST_006008,TDMS_TASK_004655,TRD,SEC_020,60,30,Partially Completed,True
HIST_006009,TMS_TASK_005585,TRD,SEC_021,120,15,Not Completed,True
HIST_006010,TMS_TASK_006759,TRD,SEC_048,120,120,Fully Completed,False
HIST_006011,SMMS_TASK_001734,Engineering,SEC_024,180,180,Fully Completed,False
HIST_006012,TDMS_TASK_006954,S&T,SEC_043,60,60,Fully Completed,False
HIST_006013,SMMS_TASK_022563,Engineering,SEC_016,90,60,Partially Completed,True
HIST_006014,SMMS_TASK_017199,TRD,SEC_034,90,45,Partially Completed,False
HIST_006015,SMMS_TASK_012731,Engineering,SEC_014,240,180,Partially Completed,True
HIST_006016,TMS_TASK_008861,TRD,SEC_020,90,90,Fully Completed,False
HIST_006017,TMS_TASK_026544,S&T,SEC_043,240,240,Fully Completed,False
HIST_006018,TMS_TASK_006361,Engineering,SEC_034,120,15,Not Completed,True
HIST_006019,TDMS_TASK_005653,Engineering,SEC_024,120,120,Fully Completed,False
HIST_006020,TDMS_TASK_005067,S&T,SEC_020,300,0,Not Completed,True
HIST_006021,TMS_TASK_020648,S&T,SEC_040,180,0,Not Completed,True
HIST_006022,TMS_TASK_023435,TRD,SEC_008,120,45,Partially Completed,True
HIST_006023,TMS_TASK_025397,TRD,SEC_042,60,30,Partially Completed,False
HIST_006024,TDMS_TASK_016145,S&T,SEC_031,240,30,Not Completed,True
HIST_006025,SMMS_TASK_009083,TRD,SEC_017,180,120,Partially Completed,True
HIST_006026,TDMS_TASK_005966,S&T,SEC_035,300,210,Partially Completed,False
HIST_006027,SMMS_TASK_005907,S&T,SEC_049,240,75,Partially Completed,False
HIST_006028,TDMS_TASK_000856,S&T,SEC_018,300,180,Partially Completed,True
HIST_006029,SMMS_TASK_012267,Engineering,SEC_020,240,120,Partially Completed,True
HIST_006030,TMS_TASK_022289,TRD,SEC_046,300,180,Partially Completed,True
HIST_006031,TDMS_TASK_015104,TRD,SEC_017,240,180,Partially Completed,False
HIST_006032,TDMS_TASK_001716,Engineering,SEC_042,240,90,Partially Completed,False
HIST_006033,TDMS_TASK_006548,Engineering,SEC_045,240,240,Fully Completed,False
HIST_006034,TDMS_TASK_020852,Engineering,SEC_029,60,45,Partially Completed,False
HIST_006035,TMS_TASK_019902,TRD,SEC_005,90,90,Fully Completed,False
HIST_006036,TMS_TASK_007325,S&T,SEC_003,90,0,Not Completed,True
HIST_006037,SMMS_TASK_016582,S&T,SEC_014,300,90,Partially Completed,False
HIST_006038,TMS_TASK_026094,Engineering,SEC_001,90,90,Fully Completed,False
HIST_006039,SMMS_TASK_004863,Engineering,SEC_038,90,60,Partially Completed,False
HIST_006040,TMS_TASK_018774,TRD,SEC_032,240,0,Not Completed,True
HIST_006041,SMMS_TASK_001878,S&T,SEC_023,60,30,Not Completed,True
HIST_006042,SMMS_TASK_001461,Engineering,SEC_040,120,45,Partially Completed,False
HIST_006043,TMS_TASK_028045,Engineering,SEC_007,180,60,Partially Completed,True
HIST_006044,TDMS_TASK_004387,Engineering,SEC_025,180,135,Partially Completed,False
HIST_006045,SMMS_TASK_017413,TRD,SEC_017,60,30,Partially Completed,False
HIST_006046,SMMS_TASK_007940,TRD,SEC_002,240,30,Not Completed,True
HIST_006047,TMS_TASK_009018,Engineering,SEC_024,120,30,Not Completed,True
