task_id,department,section_id,location_reference_type,location_reference_id,start_km,end_km,defect_type,severity_class,logged_date,target_completion_date,deferred_count,status,overdue_days,required_resource_type,estimated_duration_minutes,gps_latitude,gps_longitude,mapped_chainage_km,spatial_mapping_method,spatial_mapping_confidence,spatial_mapping_status,spatial_error_estimate_km
SMMS_TASK_004242,S&T,SEC_012,SIGNAL,SIG_SEC_012_0047,,,Cable Fault,C,2024-01-02,2024-01-29,0,Open,337,S&T crew,120,27.974141,78.175318,61.079,SIGNAL_ASSET_REFERENCE,0.95,HIGH_CONFIDENCE,0.0
SMMS_TASK_004243,S&T,SEC_040,SIGNAL,SIG_SEC_040_0141,,,Point Machine Issue,A,2024-05-21,2024-05-26,0,Open,219,S&T crew,90,26.843839,79.7929,164.396,SIGNAL_ASSET_REFERENCE,0.95,HIGH_CONFIDENCE,0.0
SMMS_TASK_004244,S&T,SEC_002,SIGNAL,SIG_SEC_002_0006,,,Axle Counter Error,A,2024-04-19,2024-04-20,0,Open,255,S&T crew,45,28.531151,77.379845,10.185,SIGNAL_ASSET_REFERENCE,0.95,HIGH_CONFIDENCE,0.0
SMMS_TASK_004245,S&T,SEC_016,SIGNAL,SIG_SEC_016_0060,,,Interlocking Fault,B,2024-11-30,2024-12-12,0,Open,19,S&T crew,150,27.829466,78.383745,74.394,SIGNAL_ASSET_REFERENCE,0.95,HIGH_CONFIDENCE,0.0
SMMS_TASK_004246,S&T,SEC_013,SIGNAL,SIG_SEC_013_0048,,,Point Machine Issue,A,2024-09-24,2024-09-29,0,Deferred,93,S&T crew,90,27.953623,78.203154,62.918,SIGNAL_ASSET_REFERENCE,0.95,HIGH_CONFIDENCE,0.0
SMMS_TASK_004247,S&T,SEC_012,SIGNAL,SIG_SEC_012_0047,,,Track Circuit Failure,B,2024-08-29,2024-09-09,1,Deferred,113,S&T crew,60,27.974141,78.175318,61.079,SIGNAL_ASSET_REFERENCE,0.95,HIGH_CONFIDENCE,0.0
SMMS_TASK_004248,S&T,SEC_009,SIGNAL,SIG_SEC_009_0033,,,Cable Fault,B,2024-12-14,2024-12-20,0,Completed,11,S&T crew,120,28.163086,77.905517,43.804,SIGNAL_ASSET_REFERENCE,0.95,HIGH_CONFIDENCE,0.0
SMMS_TASK_004249,S&T,SEC_045,SIGNAL,SIG_SEC_045_0156,,,Point Machine Issue,B,2024-12-10,2024-12-19,0,Completed,12,S&T crew,90,26.652364,80.069695,181.957,SIGNAL_ASSET_REFERENCE,0.95,HIGH_CONFIDENCE,0.0
SMMS_TASK_004250,S&T,SEC_017,SIGNAL,SIG_SEC_017_0065,,,Point Machine Issue,A,2024-04-25,2024-04-26,0,In-Progress,249,S&T crew,90,27.816621,78.402362,75.578,SIGNAL_ASSET_REFERENCE,0.95,HIGH_CONFIDENCE,0.0
SMMS_TASK_004251,S&T,SEC_019,SIGNAL,SIG_SEC_019_0072,,,Interlocking Fault,A,2024-07-20,2024-07-23,0,Completed,161,S&T crew,150,27.684251,78.590778,87.584,SIGNAL_ASSET_REFERENCE,0.95,HIGH_CONFIDENCE,0.0
SMMS_TASK_004252,S&T,SEC_017,SIGNAL,SIG_SEC_017_0066,,,Interlocking Fault,A,2024-07-22,2024-07-23,0,Open,161,S&T crew,150,27.801138,78.423896,76.958,SIGNAL_ASSET_REFERENCE,0.95,HIGH_CONFIDENCE,0.0
SMMS_TASK_004253,S&T,SEC_048,SIGNAL,SIG_SEC_048_0167,,,Cable Fault,B,2024-01-09,2024-01-19,0,Completed,347,S&T crew,120,26.519891,80.256431,194.111,SIGNAL_ASSET_REFERENCE,0.95,HIGH_CONFIDENCE,0.0
SMMS_TASK_004254,S&T,SEC_015,SIGNAL,SIG_SEC_015_0058,,,Cable Fault,C,2024-01-16,2024-01-29,2,Deferred,337,S&T crew,120,27.830911,78.380339,74.189,SIGNAL_ASSET_REFERENCE,0.95,HIGH_CONFIDENCE,0.0
SMMS_TASK_004255,S&T,SEC_016,SIGNAL,SIG_SEC_016_0059,,,Point Machine Issue,A,2024-05-04,2024-05-05,0,Open,240,S&T crew,90,27.82931,78.383273,74.372,SIGNAL_ASSET_REFERENCE,0.95,HIGH_CONFIDENCE,0.0
SMMS_TASK_004256,S&T,SEC_015,SIGNAL,SIG_SEC_015_0056,,,Axle Counter Error,B,2024-01-01,2024-01-07,3,Deferred,359,S&T crew,45,27.836891,78.37185,73.635,SIGNAL_ASSET_REFERENCE,0.95,HIGH_CONFIDENCE,0.0
SMMS_TASK_004257,S&T,SEC_015,SIGNAL,SIG_SEC_015_0056,,,Interlocking Fault,A,2024-09-09,2024-09-11,0,Completed,111,S&T crew,150,27.836891,78.37185,73.635,SIGNAL_ASSET_REFERENCE,0.95,HIGH_CONFIDENCE,0.0
SMMS_TASK_004258,S&T,SEC_004,SIGNAL,SIG_SEC_004_0016,,,Cable Fault,B,2024-01-06,2024-01-20,0,Completed,346,S&T crew,120,28.36695,77.614768,25.232,SIGNAL_ASSET_REFERENCE,0.95,HIGH_CONFIDENCE,0.0
SMMS_TASK_004259,S&T,SEC_028,SIGNAL,SIG_SEC_028_0103,,,Cable Fault,C,2024-03-24,2024-04-22,0,Open,253,S&T crew,120,27.224033,79.247219,129.553,SIGNAL_ASSET_REFERENCE,0.95,HIGH_CONFIDENCE,0.0
SMMS_TASK_004260,S&T,SEC_001,SIGNAL,SIG_SEC_001_0005,,,Axle Counter Error,A,2024-02-05,2024-02-08,1,Open,327,S&T crew,45,28.552615,77.349421,8.25,SIGNAL_ASSET_REFERENCE,0.95,HIGH_CONFIDENCE,0.0
SMMS_TASK_004261,S&T,SEC_010,SIGNAL,SIG_SEC_010_0039,,,Cable Fault,A,2024-07-01,2024-07-02,0,Open,182,S&T crew,120,28.137778,77.938832,45.984,SIGNAL_ASSET_REFERENCE,0.95,HIGH_CONFIDENCE,0.0
SMMS_TASK_004262,S&T,SEC_010,SIGNAL,SIG_SEC_010_0035,,,Track Circuit Failure,B,2024-11-16,2024-11-22,0,Deferred,39,S&T crew,60,28.13849,77.938519,45.959,SIGNAL_ASSET_REFERENCE,0.95,HIGH_CONFIDENCE,0.0
SMMS_TASK_004263,S&T,SEC_013,SIGNAL,SIG_SEC_013_0050,,,Point Machine Issue,C,2024-01-20,2024-02-04,0,Deferred,331,S&T crew,90,27.937269,78.226989,64.433,SIGNAL_ASSET_REFERENCE,0.95,HIGH_CONFIDENCE,0.0
SMMS_TASK_004264,S&T,SEC_037,SIGNAL,SIG_SEC_037_0129,,,Interlocking Fault,A,2024-08-22,2024-08-27,3,Open,126,S&T crew,150,26.943656,79.649526,155.263,SIGNAL_ASSET_REFERENCE,0.95,HIGH_CONFIDENCE,0.0
SMMS_TASK_004265,S&T,SEC_028,SIGNAL,SIG_SEC_028_0102,,,Point Machine Issue,B,2024-07-17,2024-08-01,0,Completed,152,S&T crew,90,27.23416,79.232452,128.624,SIGNAL_ASSET_REFERENCE,0.95,HIGH_CONFIDENCE,0.0
SMMS_TASK_004266,S&T,SEC_049,SIGNAL,SIG_SEC_049_0169,,,Point Machine Issue,B,2024-11-24,2024-12-07,0,Completed,24,S&T crew,90,26.498474,80.286862,196.042,SIGNAL_ASSET_REFERENCE,0.95,HIGH_CONFIDENCE,0.0
SMMS_TASK_004267,S&T,SEC_016,SIGNAL,SIG_SEC_016_0060,,,Cable Fault,A,2024-08-06,2024-08-09,0,In-Progress,144,S&T crew,120,27.829466,78.383745,74.394,SIGNAL_ASSET_REFERENCE,0.95,HIGH_CONFIDENCE,0.0
SMMS_TASK_004268,S&T,SEC_046,SIGNAL,SIG_SEC_046_0158,,,Point Machine Issue,C,2024-11-01,2024-11-12,0,In-Progress,49,S&T crew,90,26.549151,80.213655,191.317,SIGNAL_ASSET_REFERENCE,0.95,HIGH_CONFIDENCE,0.0
SMMS_TASK_004269,S&T,SEC_002,SIGNAL,SIG_SEC_002_0008,,,Point Machine Issue,C,2024-09-10,2024-09-30,3,In-Progress,92,S&T crew,90,28.494673,77.430006,13.425,SIGNAL_ASSET_REFERENCE,0.95,HIGH_CONFIDENCE,0.0
SMMS_TASK_004270,S&T,SEC_023,SIGNAL,SIG_SEC_023_0086,,,Interlocking Fault,B,2024-10-07,2024-10-15,3,Deferred,77,S&T crew,150,27.619278,78.682953,93.59,SIGNAL_ASSET_REFERENCE,0.95,HIGH_CONFIDENCE,0.0
SMMS_TASK_004271,S&T,SEC_039,SIGNAL,SIG_SEC_039_0136,,,Axle Counter Error,C,2024-06-26,2024-07-22,0,Open,162,S&T crew,45,26.875895,79.746324,161.439,SIGNAL_ASSET_REFERENCE,0.95,HIGH_CONFIDENCE,0.0
SMMS_TASK_004272,S&T,SEC_024,SIGNAL,SIG_SEC_024_0091,,,Cable Fault,C,2024-05-09,2024-06-01,0,Open,213,S&T crew,120,27.603546,78.705911,95.013,SIGNAL_ASSET_REFERENCE,0.95,HIGH_CONFIDENCE,0.0
SMMS_TASK_004273,S&T,SEC_047,SIGNAL,SIG_SEC_047_0159,,,Point Machine Issue,A,2024-07-06,2024-07-08,0,Completed,176,S&T crew,90,26.53415,80.23485,192.691,SIGNAL_ASSET_REFERENCE,0.95,HIGH_CONFIDENCE,0.0
SMMS_TASK_004274,S&T,SEC_014,SIGNAL,SIG_SEC_014_0054,,,Cable Fault,C,2024-02-19,2024-03-03,0,Completed,303,S&T crew,120,27.864888,78.332054,71.044,SIGNAL_ASSET_REFERENCE,0.95,HIGH_CONFIDENCE,0.0
SMMS_TASK_004275,S&T,SEC_002,SIGNAL,SIG_SEC_002_0006,,,Axle Counter Error,A,2024-09-17,2024-09-19,0,Completed,103,S&T crew,45,28.531151,77.379845,10.185,SIGNAL_ASSET_REFERENCE,0.95,HIGH_CONFIDENCE,0.0
SMMS_TASK_004276,S&T,SEC_038,SIGNAL,SIG_SEC_038_0132,,,Axle Counter Error,B,2024-02-07,2024-02-14,0,In-Progress,321,S&T crew,45,26.92608,79.674299,156.875,SIGNAL_ASSET_REFERENCE,0.95,HIGH_CONFIDENCE,0.0
SMMS_TASK_004277,S&T,SEC_003,SIGNAL,SIG_SEC_003_0012,,,Interlocking Fault,A,2024-12-07,2024-12-12,0,Open,19,S&T crew,150,28.466833,77.470379,15.979,SIGNAL_ASSET_REFERENCE,0.95,HIGH_CONFIDENCE,0.0
SMMS_TASK_004278,S&T,SEC_037,SIGNAL,SIG_SEC_037_0131,,,Track Circuit Failure,A,2024-01-10,2024-01-15,0,In-Progress,351,S&T crew,60,26.937635,79.658001,155.817,SIGNAL_ASSET_REFERENCE,0.95,HIGH_CONFIDENCE,0.0
SMMS_TASK_004279,S&T,SEC_036,SIGNAL,SIG_SEC_036_0125,,,Axle Counter Error,B,2024-02-11,2024-02-20,0,Open,315,S&T crew,45,26.954518,79.636108,154.315,SIGNAL_ASSET_REFERENCE,0.95,HIGH_CONFIDENCE,0.0
SMMS_TASK_004280,S&T,SEC_041,SIGNAL,SIG_SEC_041_0144,,,Point Machine Issue,B,2024-03-06,2024-03-20,0,Open,286,S&T crew,90,26.829487,79.810853,165.61,SIGNAL_ASSET_REFERENCE,0.95,HIGH_CONFIDENCE,0.0
SMMS_TASK_004281,S&T,SEC_022,SIGNAL,SIG_SEC_022_0082,,,Point Machine Issue,A,2024-03-08,2024-03-10,0,In-Progress,296,S&T crew,90,27.654082,78.633688,90.319,SIGNAL_ASSET_REFERENCE,0.95,HIGH_CONFIDENCE,0.0
SMMS_TASK_004282,S&T,SEC_044,SIGNAL,SIG_SEC_044_0153,,,Cable Fault,B,2024-01-08,2024-01-14,0,Completed,352,S&T crew,120,26.757563,79.917411,172.321,SIGNAL_ASSET_REFERENCE,0.95,HIGH_CONFIDENCE,0.0
SMMS_TASK_004283,S&T,SEC_008,SIGNAL,SIG_SEC_008_0029,,,Interlocking Fault,A,2024-12-26,2024-12-29,0,Open,2,S&T crew,150,28.220725,77.82825,38.79,SIGNAL_ASSET_REFERENCE,0.95,HIGH_CONFIDENCE,0.0
SMMS_TASK_004284,S&T,SEC_019,SIGNAL,SIG_SEC_019_0074,,,Cable Fault,B,2024-09-08,2024-09-22,0,Open,100,S&T crew,120,27.682846,78.592731,87.688,SIGNAL_ASSET_REFERENCE,0.95,HIGH_CONFIDENCE,0.0
SMMS_TASK_004285,S&T,SEC_006,SIGNAL,SIG_SEC_006_0021,,,Axle Counter Error,B,2024-04-19,2024-04-30,0,In-Progress,245,S&T crew,45,28.343215,77.648391,27.486,SIGNAL_ASSET_REFERENCE,0.95,HIGH_CONFIDENCE,0.0
SMMS_TASK_004286,S&T,SEC_037,SIGNAL,SIG_SEC_037_0131,,,Cable Fault,B,2024-05-22,2024-05-31,4,Deferred,214,S&T crew,120,26.937635,79.658001,155.817,SIGNAL_ASSET_REFERENCE,0.95,HIGH_CONFIDENCE,0.0
SMMS_TASK_004287,S&T,SEC_034,SIGNAL,SIG_SEC_034_0122,,,Axle Counter Error,B,2024-03-23,2024-04-06,0,In-Progress,269,S&T crew,45,26.983922,79.594101,151.673,SIGNAL_ASSET_REFERENCE,0.95,HIGH_CONFIDENCE,0.0
SMMS_TASK_004288,S&T,SEC_039,SIGNAL,SIG_SEC_039_0138,,,Cable Fault,B,2024-07-12,2024-07-26,0,In-Progress,158,S&T crew,120,26.871673,79.75259,161.836,SIGNAL_ASSET_REFERENCE,0.95,HIGH_CONFIDENCE,0.0
SMMS_TASK_004289,S&T,SEC_037,SIGNAL,SIG_SEC_037_0130,,,Track Circuit Failure,A,2024-05-24,2024-05-27,0,Open,218,S&T crew,60,26.940863,79.653458,155.52,SIGNAL_ASSET_REFERENCE,0.95,HIGH_CONFIDENCE,0.0
SMMS_TASK_004290,S&T,SEC_014,SIGNAL,SIG_SEC_014_0053,,,Interlocking Fault,A,2024-06-24,2024-06-29,0,Deferred,185,S&T crew,150,27.878391,78.312468,69.814,SIGNAL_ASSET_REFERENCE,0.95,HIGH_CONFIDENCE,0.0
SMMS_TASK_004291,S&T,SEC_003,SIGNAL,SIG_SEC_003_0012,,,Track Circuit Failure,B,2024-05-26,2024-06-06,0,In-Progress,208,S&T crew,60,28.466833,77.470379,15.979,SIGNAL_ASSET_REFERENCE,0.95,HIGH_CONFIDENCE,0.0
SMMS_TASK_004292,S&T,SEC_046,SIGNAL,SIG_SEC_046_0158,,,Point Machine Issue,A,2024-04-13,2024-04-17,0,Completed,258,S&T crew,90,26.549151,80.213655,191.317,SIGNAL_ASSET_REFERENCE,0.95,HIGH_CONFIDENCE,0.0
SMMS_TASK_004293,S&T,SEC_022,SIGNAL,SIG_SEC_022_0084,,,Interlocking Fault,B,2024-07-03,2024-07-12,0,Completed,172,S&T crew,150,27.632137,78.663773,92.349,SIGNAL_ASSET_REFERENCE,0.95,HIGH_CONFIDENCE,0.0
SMMS_TASK_004294,S&T,SEC_004,SIGNAL,SIG_SEC_004_0017,,,Track Circuit Failure,A,2024-02-11,2024-02-15,0,Completed,320,S&T crew,60,28.366746,77.615061,25.251,SIGNAL_ASSET_REFERENCE,0.95,HIGH_CONFIDENCE,0.0
SMMS_TASK_004295,S&T,SEC_046,SIGNAL,SIG_SEC_046_0158,,,Track Circuit Failure,C,2024-07-22,2024-08-20,4,Open,133,S&T crew,60,26.549151,80.213655,191.317,SIGNAL_ASSET_REFERENCE,0.95,HIGH_CONFIDENCE,0.0
SMMS_TASK_004296,S&T,SEC_049,SIGNAL,SIG_SEC_049_0170,,,Point Machine Issue,A,2024-07-17,2024-07-19,0,Open,165,S&T crew,90,26.49233,80.295585,196.594,SIGNAL_ASSET_REFERENCE,0.95,HIGH_CONFIDENCE,0.0
SMMS_TASK_004297,S&T,SEC_020,SIGNAL,SIG_SEC_020_0076,,,Track Circuit Failure,B,2024-02-13,2024-02-24,0,Open,311,S&T crew,60,27.672514,78.605797,88.541,SIGNAL_ASSET_REFERENCE,0.95,HIGH_CONFIDENCE,0.0
SMMS_TASK_004298,S&T,SEC_037,SIGNAL,SIG_SEC_037_0131,,,Point Machine Issue,B,2024-11-12,2024-11-21,0,Deferred,40,S&T crew,90,26.937635,79.658001,155.817,SIGNAL_ASSET_REFERENCE,0.95,HIGH_CONFIDENCE,0.0
SMMS_TASK_004299,S&T,SEC_002,SIGNAL,SIG_SEC_002_0007,,,Point Machine Issue,C,2024-12-14,2025-01-09,0,Open,0,S&T crew,90,28.520478,77.394522,11.133,SIGNAL_ASSET_REFERENCE,0.95,HIGH_CONFIDENCE,0.0
SMMS_TASK_004300,S&T,SEC_004,SIGNAL,SIG_SEC_004_0016,,,Cable Fault,C,2024-10-01,2024-10-22,0,In-Progress,70,S&T crew,120,28.36695,77.614768,25.232,SIGNAL_ASSET_REFERENCE,0.95,HIGH_CONFIDENCE,0.0
SMMS_TASK_004301,S&T,SEC_013,SIGNAL,SIG_SEC_013_0048,,,Track Circuit Failure,A,2024-12-13,2024-12-16,0,Completed,15,S&T crew,60,27.953623,78.203154,62.918,SIGNAL_ASSET_REFERENCE,0.95,HIGH_CONFIDENCE,0.0
SMMS_TASK_004302,S&T,SEC_031,SIGNAL,SIG_SEC_031_0112,,,Axle Counter Error,A,2024-12-06,2024-12-10,0,Deferred,21,S&T crew,45,27.120103,79.399134,139.262,SIGNAL_ASSET_REFERENCE,0.95,HIGH_CONFIDENCE,0.0
SMMS_TASK_004303,S&T,SEC_006,SIGNAL,SIG_SEC_006_0023,,,Cable Fault,B,2024-09-27,2024-10-04,4,In-Progress,88,S&T crew,120,28.328893,77.669295,28.824,SIGNAL_ASSET_REFERENCE,0.95,HIGH_CONFIDENCE,0.0
SMMS_TASK_004304,S&T,SEC_002,SIGNAL,SIG_SEC_002_0006,,,Interlocking Fault,A,2024-05-10,2024-05-15,0,Completed,230,S&T crew,150,28.531151,77.379845,10.185,SIGNAL_ASSET_REFERENCE,0.95,HIGH_CONFIDENCE,0.0
SMMS_TASK_004305,S&T,SEC_032,SIGNAL,SIG_SEC_032_0114,,,Point Machine Issue,A,2024-03-17,2024-03-19,0,Completed,287,S&T crew,90,27.098726,79.426891,141.056,SIGNAL_ASSET_REFERENCE,0.95,HIGH_CONFIDENCE,0.0
SMMS_TASK_004306,S&T,SEC_037,SIGNAL,SIG_SEC_037_0131,,,Axle Counter Error,C,2024-11-05,2024-11-21,1,Open,40,S&T crew,45,26.937635,79.658001,155.817,SIGNAL_ASSET_REFERENCE,0.95,HIGH_CONFIDENCE,0.0
SMMS_TASK_004307,S&T,SEC_036,SIGNAL,SIG_SEC_036_0126,,,Point Machine Issue,B,2024-06-27,2024-07-10,0,In-Progress,174,S&T crew,90,26.950887,79.640489,154.629,SIGNAL_ASSET_REFERENCE,0.95,HIGH_CONFIDENCE,0.0
SMMS_TASK_004308,S&T,SEC_039,SIGNAL,SIG_SEC_039_0136,,,Cable Fault,A,2024-09-21,2024-09-25,2,Deferred,97,S&T crew,120,26.875895,79.746324,161.439,SIGNAL_ASSET_REFERENCE,0.95,HIGH_CONFIDENCE,0.0
SMMS_TASK_004309,S&T,SEC_039,SIGNAL,SIG_SEC_039_0137,,,Point Machine Issue,B,2024-11-21,2024-12-05,0,Completed,26,S&T crew,90,26.872503,79.751359,161.758,SIGNAL_ASSET_REFERENCE,0.95,HIGH_CONFIDENCE,0.0
SMMS_TASK_004310,S&T,SEC_028,SIGNAL,SIG_SEC_028_0103,,,Interlocking Fault,A,2024-12-11,2024-12-15,0,In-Progress,16,S&T crew,150,27.224033,79.247219,129.553,SIGNAL_ASSET_REFERENCE,0.95,HIGH_CONFIDENCE,0.0
SMMS_TASK_004311,S&T,SEC_024,SIGNAL,SIG_SEC_024_0089,,,Interlocking Fault,B,2024-09-06,2024-09-19,1,Deferred,103,S&T crew,150,27.613143,78.694195,94.232,SIGNAL_ASSET_REFERENCE,0.95,HIGH_CONFIDENCE,0.0
SMMS_TASK_004312,S&T,SEC_042,SIGNAL,SIG_SEC_042_0146,,,Interlocking Fault,A,2024-04-15,2024-04-19,0,Completed,256,S&T crew,150,26.827066,79.814244,165.816,SIGNAL_ASSET_REFERENCE,0.95,HIGH_CONFIDENCE,0.0
SMMS_TASK_004313,S&T,SEC_016,SIGNAL,SIG_SEC_016_0060,,,Point Machine Issue,B,2024-01-30,2024-02-11,0,Completed,324,S&T crew,90,27.829466,78.383745,74.394,SIGNAL_ASSET_REFERENCE,0.95,HIGH_CONFIDENCE,0.0
SMMS_TASK_004314,S&T,SEC_004,SIGNAL,SIG_SEC_004_0017,,,Point Machine Issue,A,2024-10-21,2024-10-24,0,Completed,68,S&T crew,90,28.366746,77.615061,25.251,SIGNAL_ASSET_REFERENCE,0.95,HIGH_CONFIDENCE,0.0
SMMS_TASK_004315,S&T,SEC_037,SIGNAL,SIG_SEC_037_0128,,,Point Machine Issue,C,2024-01-09,2024-02-07,2,Open,328,S&T crew,90,26.944036,79.648991,155.228,SIGNAL_ASSET_REFERENCE,0.95,HIGH_CONFIDENCE,0.0
SMMS_TASK_004316,S&T,SEC_012,SIGNAL,SIG_SEC_012_0047,,,Track Circuit Failure,A,2024-07-04,2024-07-06,0,Open,178,S&T crew,60,27.974141,78.175318,61.079,SIGNAL_ASSET_REFERENCE,0.95,HIGH_CONFIDENCE,0.0
SMMS_TASK_004317,S&T,SEC_048,SIGNAL,SIG_SEC_048_0167,,,Track Circuit Failure,B,2024-04-17,2024-05-02,0,Deferred,243,S&T crew,60,26.519891,80.256431,194.111,SIGNAL_ASSET_REFERENCE,0.95,HIGH_CONFIDENCE,0.0
SMMS_TASK_004318,S&T,SEC_018,SIGNAL,SIG_SEC_018_0071,,,Track Circuit Failure,B,2024-06-08,2024-06-15,1,Open,199,S&T crew,60,27.687538,78.58609,87.291,SIGNAL_ASSET_REFERENCE,0.95,HIGH_CONFIDENCE,0.0
SMMS_TASK_004319,S&T,SEC_042,SIGNAL,SIG_SEC_042_0145,,,Point Machine Issue,C,2024-11-17,2024-12-07,0,Completed,24,S&T crew,90,26.827158,79.814006,165.808,SIGNAL_ASSET_REFERENCE,0.95,HIGH_CONFIDENCE,0.0
SMMS_TASK_004320,S&T,SEC_002,SIGNAL,SIG_SEC_002_0008,,,Track Circuit Failure,A,2024-06-19,2024-06-21,0,Completed,193,S&T crew,60,28.494673,77.430006,13.425,SIGNAL_ASSET_REFERENCE,0.95,HIGH_CONFIDENCE,0.0
SMMS_TASK_004321,S&T,SEC_031,SIGNAL,SIG_SEC_031_0113,,,Axle Counter Error,C,2024-02-24,2024-03-16,0,In-Progress,290,S&T crew,45,27.117158,79.401835,139.445,SIGNAL_ASSET_REFERENCE,0.95,HIGH_CONFIDENCE,0.0
SMMS_TASK_004322,S&T,SEC_020,SIGNAL,SIG_SEC_020_0077,,,Cable Fault,C,2024-06-07,2024-06-25,0,Deferred,189,S&T crew,120,27.6722,78.60618,88.568,SIGNAL_ASSET_REFERENCE,0.95,HIGH_CONFIDENCE,0.0
SMMS_TASK_004323,S&T,SEC_020,SIGNAL,SIG_SEC_020_0079,,,Track Circuit Failure,A,2024-02-06,2024-02-10,0,Completed,325,S&T crew,60,27.671337,78.607229,88.642,SIGNAL_ASSET_REFERENCE,0.95,HIGH_CONFIDENCE,0.0
SMMS_TASK_004324,S&T,SEC_012,SIGNAL,SIG_SEC_012_0046,,,Axle Counter Error,A,2024-11-17,2024-11-22,0,Completed,39,S&T crew,45,27.989344,78.154748,59.718,SIGNAL_ASSET_REFERENCE,0.95,HIGH_CONFIDENCE,0.0
SMMS_TASK_004325,S&T,SEC_048,SIGNAL,SIG_SEC_048_0166,,,Cable Fault,C,2024-01-15,2024-01-30,2,Open,336,S&T crew,120,26.521385,80.25425,193.96,SIGNAL_ASSET_REFERENCE,0.95,HIGH_CONFIDENCE,0.0
SMMS_TASK_004326,S&T,SEC_018,SIGNAL,SIG_SEC_018_0067,,,Cable Fault,B,2024-12-11,2024-12-17,1,Deferred,14,S&T crew,120,27.782963,78.44956,78.597,SIGNAL_ASSET_REFERENCE,0.95,HIGH_CONFIDENCE,0.0
SMMS_TASK_004327,S&T,SEC_042,SIGNAL,SIG_SEC_042_0145,,,Interlocking Fault,B,2024-03-22,2024-04-01,0,Open,274,S&T crew,150,26.827158,79.814006,165.808,SIGNAL_ASSET_REFERENCE,0.95,HIGH_CONFIDENCE,0.0
SMMS_TASK_004328,S&T,SEC_019,SIGNAL,SIG_SEC_019_0073,,,Axle Counter Error,B,2024-08-30,2024-09-10,0,Completed,112,S&T crew,45,27.684197,78.590853,87.588,SIGNAL_ASSET_REFERENCE,0.95,HIGH_CONFIDENCE,0.0
SMMS_TASK_004329,S&T,SEC_002,SIGNAL,SIG_SEC_002_0009,,,Interlocking Fault,A,2024-11-19,2024-11-23,0,Completed,38,S&T crew,150,28.493063,77.43222,13.568,SIGNAL_ASSET_REFERENCE,0.95,HIGH_CONFIDENCE,0.0
SMMS_TASK_004330,S&T,SEC_043,SIGNAL,SIG_SEC_043_0150,,,Interlocking Fault,A,2024-03-11,2024-03-15,0,Open,291,S&T crew,150,26.78773,79.872788,169.501,SIGNAL_ASSET_REFERENCE,0.95,HIGH_CONFIDENCE,0.0
SMMS_TASK_004331,S&T,SEC_009,SIGNAL,SIG_SEC_009_0032,,,Cable Fault,B,2024-12-06,2024-12-21,0,Open,10,S&T crew,120,28.184409,77.876189,41.894,SIGNAL_ASSET_REFERENCE,0.95,HIGH_CONFIDENCE,0.0
SMMS_TASK_004332,S&T,SEC_012,SIGNAL,SIG_SEC_012_0046,,,Axle Counter Error,B,2024-06-02,2024-06-09,0,Completed,205,S&T crew,45,27.989344,78.154748,59.718,SIGNAL_ASSET_REFERENCE,0.95,HIGH_CONFIDENCE,0.0
SMMS_TASK_004333,S&T,SEC_042,SIGNAL,SIG_SEC_042_0147,,,Track Circuit Failure,B,2024-07-05,2024-07-18,0,Open,166,S&T crew,60,26.826938,79.814572,165.827,SIGNAL_ASSET_REFERENCE,0.95,HIGH_CONFIDENCE,0.0
SMMS_TASK_004334,S&T,SEC_044,SIGNAL,SIG_SEC_044_0152,,,Interlocking Fault,B,2024-05-10,2024-05-18,0,Completed,227,S&T crew,150,26.761193,79.912007,171.983,SIGNAL_ASSET_REFERENCE,0.95,HIGH_CONFIDENCE,0.0
SMMS_TASK_004335,S&T,SEC_045,SIGNAL,SIG_SEC_045_0156,,,Point Machine Issue,B,2024-12-27,2025-01-10,0,Completed,0,S&T crew,90,26.652364,80.069695,181.957,SIGNAL_ASSET_REFERENCE,0.95,HIGH_CONFIDENCE,0.0
SMMS_TASK_004336,S&T,SEC_019,SIGNAL,SIG_SEC_019_0073,,,Point Machine Issue,C,2024-09-02,2024-09-18,0,Deferred,104,S&T crew,90,27.684197,78.590853,87.588,SIGNAL_ASSET_REFERENCE,0.95,HIGH_CONFIDENCE,0.0
SMMS_TASK_004337,S&T,SEC_037,SIGNAL,SIG_SEC_037_0129,,,Point Machine Issue,A,2024-05-11,2024-05-12,0,In-Progress,233,S&T crew,90,26.943656,79.649526,155.263,SIGNAL_ASSET_REFERENCE,0.95,HIGH_CONFIDENCE,0.0
SMMS_TASK_004338,S&T,SEC_015,SIGNAL,SIG_SEC_015_0056,,,Interlocking Fault,A,2024-01-26,2024-01-31,0,In-Progress,335,S&T crew,150,27.836891,78.37185,73.635,SIGNAL_ASSET_REFERENCE,0.95,HIGH_CONFIDENCE,0.0
SMMS_TASK_004339,S&T,SEC_036,SIGNAL,SIG_SEC_036_0126,,,Interlocking Fault,A,2024-11-22,2024-11-26,4,Deferred,35,S&T crew,150,26.950887,79.640489,154.629,SIGNAL_ASSET_REFERENCE,0.95,HIGH_CONFIDENCE,0.0
