task_id,department,section_id,location_reference_type,location_reference_id,start_km,end_km,defect_type,severity_class,logged_date,target_completion_date,deferred_count,status,overdue_days,required_resource_type,estimated_duration_minutes
SMMS_TASK_006488,S&T,SEC_014,SIGNAL,SIG_SEC_014_0051,,,Cable Fault,B,2024-07-30,2024-08-10,4,Deferred,143,S&T crew,120
SMMS_TASK_006489,S&T,SEC_006,SIGNAL,SIG_SEC_006_0023,,,Axle Counter Error,B,2024-08-02,2024-08-13,0,In-Progress,140,S&T crew,45
SMMS_TASK_006490,S&T,SEC_005,SIGNAL,SIG_SEC_005_0020,,,Interlocking Fault,B,2024-08-26,2024-09-08,3,Deferred,114,S&T crew,150
SMMS_TASK_006491,S&T,SEC_043,SIGNAL,SIG_SEC_043_0150,,,Cable Fault,B,2024-06-06,2024-06-18,1,Open,196,S&T crew,120
SMMS_TASK_006492,S&T,SEC_025,SIGNAL,SIG_SEC_025_0095,,,Interlocking Fault,B,2024-02-27,2024-03-12,0,Open,294,S&T crew,150
SMMS_TASK_006493,S&T,SEC_014,SIGNAL,SIG_SEC_014_0051,,,Track Circuit Failure,C,2024-05-13,2024-06-06,4,Deferred,208,S&T crew,60
SMMS_TASK_006494,S&T,SEC_016,SIGNAL,SIG_SEC_016_0059,,,Axle Counter Error,A,2024-10-14,2024-10-16,0,In-Progress,76,S&T crew,45
SMMS_TASK_006495,S&T,SEC_013,SIGNAL,SIG_SEC_013_0048,,,Interlocking Fault,A,2024-12-31,2025-01-05,0,In-Progress,0,S&T crew,150
SMMS_TASK_006496,S&T,SEC_039,SIGNAL,SIG_SEC_039_0137,,,Cable Fault,B,2024-08-22,2024-08-27,0,Open,126,S&T crew,120
SMMS_TASK_006497,S&T,SEC_029,SIGNAL,SIG_SEC_029_0105,,,Track Circuit Failure,A,2024-10-11,2024-10-14,0,Open,78,S&T crew,60
SMMS_TASK_006498,S&T,SEC_043,SIGNAL,SIG_SEC_043_0150,,,Axle Counter Error,B,2024-03-11,2024-03-22,0,In-Progress,284,S&T crew,45
SMMS_TASK_006499,S&T,SEC_014,SIGNAL,SIG_SEC_014_0052,,,Track Circuit Failure,A,2024-10-14,2024-10-17,0,Completed,75,S&T crew,60
SMMS_TASK_006500,S&T,SEC_021,SIGNAL,SIG_SEC_021_0081,,,Track Circuit Failure,B,2024-05-31,2024-06-14,0,Open,200,S&T crew,60
SMMS_TASK_006501,S&T,SEC_006,SIGNAL,SIG_SEC_006_0021,,,Track Circuit Failure,B,2024-09-14,2024-09-23,0,Deferred,99,S&T crew,60
SMMS_TASK_006502,S&T,SEC_048,SIGNAL,SIG_SEC_048_0166,,,Interlocking Fault,B,2024-08-22,2024-09-04,0,Open,118,S&T crew,150
SMMS_TASK_006503,S&T,SEC_023,SIGNAL,SIG_SEC_023_0088,,,Interlocking Fault,A,2024-10-05,2024-10-06,0,Open,86,S&T crew,150
SMMS_TASK_006504,S&T,SEC_025,SIGNAL,SIG_SEC_025_0095,,,Cable Fault,B,2024-09-25,2024-10-09,0,Completed,83,S&T crew,120
SMMS_TASK_006505,S&T,SEC_018,SIGNAL,SIG_SEC_018_0071,,,Interlocking Fault,A,2024-08-24,2024-08-26,0,Open,127,S&T crew,150
SMMS_TASK_006506,S&T,SEC_012,SIGNAL,SIG_SEC_012_0047,,,Axle Counter Error,B,2024-06-01,2024-06-13,1,Deferred,201,S&T crew,45
SMMS_TASK_006507,S&T,SEC_047,SIGNAL,SIG_SEC_047_0162,,,Interlocking Fault,A,2024-10-24,2024-10-29,0,Open,63,S&T crew,150
SMMS_TASK_006508,S&T,SEC_022,SIGNAL,SIG_SEC_022_0084,,,Axle Counter Error,B,2024-09-21,2024-10-05,0,Completed,87,S&T crew,45
SMMS_TASK_006509,S&T,SEC_032,SIGNAL,SIG_SEC_032_0115,,,Cable Fault,C,2024-02-20,2024-03-08,0,In-Progress,298,S&T crew,120
SMMS_TASK_006510,S&T,SEC_002,SIGNAL,SIG_SEC_002_0007,,,Axle Counter Error,B,2024-04-05,2024-04-15,0,In-Progress,260,S&T crew,45
SMMS_TASK_006511,S&T,SEC_012,SIGNAL,SIG_SEC_012_0047,,,Cable Fault,A,2024-04-08,2024-04-13,0,In-Progress,262,S&T crew,120
SMMS_TASK_006512,S&T,SEC_039,SIGNAL,SIG_SEC_039_0137,,,Track Circuit Failure,A,2024-04-21,2024-04-24,0,In-Progress,251,S&T crew,60
SMMS_TASK_006513,S&T,SEC_004,SIGNAL,SIG_SEC_004_0015,,,Axle Counter Error,B,2024-09-14,2024-09-27,0,Open,95,S&T crew,45
SMMS_TASK_006514,S&T,SEC_004,SIGNAL,SIG_SEC_004_0018,,,Track Circuit Failure,A,2024-01-05,2024-01-08,0,In-Progress,358,S&T crew,60
SMMS_TASK_006515,S&T,SEC_039,SIGNAL,SIG_SEC_039_0138,,,Axle Counter Error,A,2024-04-05,2024-04-10,0,Completed,265,S&T crew,45
SMMS_TASK_006516,S&T,SEC_014,SIGNAL,SIG_SEC_014_0053,,,Interlocking Fault,A,2024-06-27,2024-06-30,0,Deferred,184,S&T crew,150
SMMS_TASK_006517,S&T,SEC_012,SIGNAL,SIG_SEC_012_0047,,,Track Circuit Failure,B,2024-03-06,2024-03-20,0,Completed,286,S&T crew,60
SMMS_TASK_006518,S&T,SEC_026,SIGNAL,SIG_SEC_026_0097,,,Cable Fault,B,2024-03-09,2024-03-20,0,Completed,286,S&T crew,120
SMMS_TASK_006519,S&T,SEC_009,SIGNAL,SIG_SEC_009_0034,,,Cable Fault,B,2024-06-06,2024-06-18,0,In-Progress,196,S&T crew,120
SMMS_TASK_006520,S&T,SEC_002,SIGNAL,SIG_SEC_002_0008,,,Track Circuit Failure,B,2024-08-08,2024-08-14,0,In-Progress,139,S&T crew,60
SMMS_TASK_006521,S&T,SEC_001,SIGNAL,SIG_SEC_001_0001,,,Track Circuit Failure,B,2024-05-02,2024-05-14,4,Deferred,231,S&T crew,60
SMMS_TASK_006522,S&T,SEC_003,SIGNAL,SIG_SEC_003_0014,,,Track Circuit Failure,A,2024-12-19,2024-12-24,0,Completed,7,S&T crew,60
SMMS_TASK_006523,S&T,SEC_007,SIGNAL,SIG_SEC_007_0027,,,Track Circuit Failure,C,2024-06-02,2024-06-29,0,In-Progress,185,S&T crew,60
SMMS_TASK_006524,S&T,SEC_034,SIGNAL,SIG_SEC_034_0119,,,Point Machine Issue,B,2024-12-31,2025-01-08,0,Open,0,S&T crew,90
SMMS_TASK_006525,S&T,SEC_014,SIGNAL,SIG_SEC_014_0051,,,Cable Fault,C,2024-07-25,2024-08-12,3,Deferred,141,S&T crew,120
SMMS_TASK_006526,S&T,SEC_003,SIGNAL,SIG_SEC_003_0013,,,Track Circuit Failure,B,2024-05-17,2024-05-26,0,Open,219,S&T crew,60
SMMS_TASK_006527,S&T,SEC_001,SIGNAL,SIG_SEC_001_0003,,,Axle Counter Error,B,2024-02-11,2024-02-17,0,In-Progress,318,S&T crew,45
SMMS_TASK_006528,S&T,SEC_022,SIGNAL,SIG_SEC_022_0082,,,Axle Counter Error,B,2024-09-25,2024-10-05,3,In-Progress,87,S&T crew,45
SMMS_TASK_006529,S&T,SEC_041,SIGNAL,SIG_SEC_041_0143,,,Axle Counter Error,A,2024-07-16,2024-07-17,0,In-Progress,167,S&T crew,45
SMMS_TASK_006530,S&T,SEC_015,SIGNAL,SIG_SEC_015_0058,,,Track Circuit Failure,C,2024-12-17,2025-01-12,4,Deferred,0,S&T crew,60
SMMS_TASK_006531,S&T,SEC_003,SIGNAL,SIG_SEC_003_0011,,,Point Machine Issue,B,2024-12-19,2024-12-24,2,Deferred,7,S&T crew,90
SMMS_TASK_006532,S&T,SEC_010,SIGNAL,SIG_SEC_010_0039,,,Track Circuit Failure,A,2024-07-10,2024-07-11,2,Deferred,173,S&T crew,60
SMMS_TASK_006533,S&T,SEC_022,SIGNAL,SIG_SEC_022_0085,,,Axle Counter Error,B,2024-03-31,2024-04-11,0,Completed,264,S&T crew,45
SMMS_TASK_006534,S&T,SEC_009,SIGNAL,SIG_SEC_009_0033,,,Interlocking Fault,B,2024-05-02,2024-05-16,0,Open,229,S&T crew,150
SMMS_TASK_006535,S&T,SEC_048,SIGNAL,SIG_SEC_048_0167,,,Axle Counter Error,A,2024-01-27,2024-01-28,0,Deferred,338,S&T crew,45
SMMS_TASK_006536,S&T,SEC_037,SIGNAL,SIG_SEC_037_0130,,,Point Machine Issue,B,2024-02-27,2024-03-12,0,Deferred,294,S&T crew,90
SMMS_TASK_006537,S&T,SEC_016,SIGNAL,SIG_SEC_016_0059,,,Point Machine Issue,C,2024-05-31,2024-06-27,0,In-Progress,187,S&T crew,90
SMMS_TASK_006538,S&T,SEC_047,SIGNAL,SIG_SEC_047_0162,,,Axle Counter Error,B,2024-03-05,2024-03-17,2,Deferred,289,S&T crew,45
SMMS_TASK_006539,S&T,SEC_015,SIGNAL,SIG_SEC_015_0056,,,Interlocking Fault,A,2024-11-09,2024-11-11,0,Completed,50,S&T crew,150
SMMS_TASK_006540,S&T,SEC_006,SIGNAL,SIG_SEC_006_0024,,,Cable Fault,A,2024-11-08,2024-11-13,0,Open,48,S&T crew,120
SMMS_TASK_006541,S&T,SEC_047,SIGNAL,SIG_SEC_047_0160,,,Cable Fault,B,2024-03-05,2024-03-14,0,In-Progress,292,S&T crew,120
SMMS_TASK_006542,S&T,SEC_048,SIGNAL,SIG_SEC_048_0164,,,Point Machine Issue,B,2024-04-04,2024-04-09,0,Completed,266,S&T crew,90
SMMS_TASK_006543,S&T,SEC_014,SIGNAL,SIG_SEC_014_0054,,,Axle Counter Error,B,2024-10-29,2024-11-07,0,Completed,54,S&T crew,45
SMMS_TASK_006544,S&T,SEC_028,SIGNAL,SIG_SEC_028_0102,,,Interlocking Fault,C,2024-04-09,2024-04-23,0,Completed,252,S&T crew,150
SMMS_TASK_006545,S&T,SEC_008,SIGNAL,SIG_SEC_008_0030,,,Point Machine Issue,A,2024-04-05,2024-04-06,0,Deferred,269,S&T crew,90
SMMS_TASK_006546,S&T,SEC_030,SIGNAL,SIG_SEC_030_0110,,,Cable Fault,A,2024-09-30,2024-10-03,0,Completed,89,S&T crew,120
SMMS_TASK_006547,S&T,SEC_034,SIGNAL,SIG_SEC_034_0118,,,Point Machine Issue,A,2024-05-26,2024-05-28,0,In-Progress,217,S&T crew,90
SMMS_TASK_006548,S&T,SEC_034,SIGNAL,SIG_SEC_034_0121,,,Interlocking Fault,A,2024-11-02,2024-11-05,0,In-Progress,56,S&T crew,150
SMMS_TASK_006549,S&T,SEC_026,SIGNAL,SIG_SEC_026_0097,,,Axle Counter Error,A,2024-07-12,2024-07-13,0,Open,171,S&T crew,45
SMMS_TASK_006550,S&T,SEC_034,SIGNAL,SIG_SEC_034_0120,,,Axle Counter Error,B,2024-03-17,2024-03-22,0,Completed,284,S&T crew,45
SMMS_TASK_006551,S&T,SEC_025,SIGNAL,SIG_SEC_025_0095,,,Track Circuit Failure,B,2024-02-26,2024-03-09,2,Deferred,297,S&T crew,60
SMMS_TASK_006552,S&T,SEC_040,SIGNAL,SIG_SEC_040_0140,,,Point Machine Issue,A,2024-09-09,2024-09-14,0,Deferred,108,S&T crew,90
SMMS_TASK_006553,S&T,SEC_009,SIGNAL,SIG_SEC_009_0031,,,Interlocking Fault,B,2024-06-12,2024-06-19,4,Deferred,195,S&T crew,150
SMMS_TASK_006554,S&T,SEC_022,SIGNAL,SIG_SEC_022_0083,,,Interlocking Fault,B,2024-06-12,2024-06-23,4,Deferred,191,S&T crew,150
SMMS_TASK_006555,S&T,SEC_018,SIGNAL,SIG_SEC_018_0071,,,Track Circuit Failure,B,2024-09-05,2024-09-10,4,Deferred,112,S&T crew,60
SMMS_TASK_006556,S&T,SEC_024,SIGNAL,SIG_SEC_024_0091,,,Point Machine Issue,C,2024-04-11,2024-04-21,4,Deferred,254,S&T crew,90
SMMS_TASK_006557,S&T,SEC_006,SIGNAL,SIG_SEC_006_0025,,,Interlocking Fault,B,2024-12-31,2025-01-10,0,In-Progress,0,S&T crew,150
SMMS_TASK_006558,S&T,SEC_015,SIGNAL,SIG_SEC_015_0056,,,Axle Counter Error,B,2024-07-09,2024-07-16,0,Completed,168,S&T crew,45
SMMS_TASK_006559,S&T,SEC_047,SIGNAL,SIG_SEC_047_0163,,,Interlocking Fault,A,2024-11-10,2024-11-11,0,Completed,50,S&T crew,150
SMMS_TASK_006560,S&T,SEC_004,SIGNAL,SIG_SEC_004_0018,,,Track Circuit Failure,A,2024-10-11,2024-10-13,0,Completed,79,S&T crew,60
SMMS_TASK_006561,S&T,SEC_030,SIGNAL,SIG_SEC_030_0109,,,Axle Counter Error,B,2024-08-10,2024-08-19,0,Deferred,134,S&T crew,45
SMMS_TASK_006562,S&T,SEC_031,SIGNAL,SIG_SEC_031_0113,,,Interlocking Fault,B,2024-02-06,2024-02-11,0,Completed,324,S&T crew,150
SMMS_TASK_006563,S&T,SEC_021,SIGNAL,SIG_SEC_021_0081,,,Track Circuit Failure,B,2024-09-26,2024-10-03,0,Deferred,89,S&T crew,60
SMMS_TASK_006564,S&T,SEC_002,SIGNAL,SIG_SEC_002_0006,,,Axle Counter Error,B,2024-01-27,2024-02-03,0,Open,332,S&T crew,45
SMMS_TASK_006565,S&T,SEC_002,SIGNAL,SIG_SEC_002_0006,,,Interlocking Fault,B,2024-09-26,2024-10-03,0,Completed,89,S&T crew,150
SMMS_TASK_006566,S&T,SEC_012,SIGNAL,SIG_SEC_012_0047,,,Axle Counter Error,C,2024-11-29,2024-12-11,0,Deferred,20,S&T crew,45
SMMS_TASK_006567,S&T,SEC_004,SIGNAL,SIG_SEC_004_0018,,,Cable Fault,A,2024-07-13,2024-07-15,0,Completed,169,S&T crew,120
SMMS_TASK_006568,S&T,SEC_004,SIGNAL,SIG_SEC_004_0017,,,Track Circuit Failure,A,2024-12-18,2024-12-22,0,Open,9,S&T crew,60
SMMS_TASK_006569,S&T,SEC_008,SIGNAL,SIG_SEC_008_0028,,,Interlocking Fault,A,2024-08-17,2024-08-19,0,Completed,134,S&T crew,150
SMMS_TASK_006570,S&T,SEC_009,SIGNAL,SIG_SEC_009_0033,,,Axle Counter Error,C,2024-07-12,2024-07-27,4,Deferred,157,S&T crew,45
SMMS_TASK_006571,S&T,SEC_041,SIGNAL,SIG_SEC_041_0143,,,Cable Fault,B,2024-07-13,2024-07-24,0,Completed,160,S&T crew,120
SMMS_TASK_006572,S&T,SEC_030,SIGNAL,SIG_SEC_030_0109,,,Interlocking Fault,A,2024-02-22,2024-02-26,0,Deferred,309,S&T crew,150
SMMS_TASK_006573,S&T,SEC_002,SIGNAL,SIG_SEC_002_0006,,,Track Circuit Failure,B,2024-01-25,2024-02-04,0,Open,331,S&T crew,60
SMMS_TASK_006574,S&T,SEC_029,SIGNAL,SIG_SEC_029_0107,,,Point Machine Issue,B,2024-01-29,2024-02-10,2,Deferred,325,S&T crew,90
SMMS_TASK_006575,S&T,SEC_006,SIGNAL,SIG_SEC_006_0024,,,Track Circuit Failure,A,2024-11-23,2024-11-24,0,In-Progress,37,S&T crew,60
SMMS_TASK_006576,S&T,SEC_019,SIGNAL,SIG_SEC_019_0072,,,Track Circuit Failure,B,2024-02-27,2024-03-08,2,In-Progress,298,S&T crew,60
SMMS_TASK_006577,S&T,SEC_002,SIGNAL,SIG_SEC_002_0007,,,Cable Fault,B,2024-08-21,2024-08-26,4,Open,127,S&T crew,120
SMMS_TASK_006578,S&T,SEC_004,SIGNAL,SIG_SEC_004_0016,,,Axle Counter Error,A,2024-04-13,2024-04-14,0,Completed,261,S&T crew,45
SMMS_TASK_006579,S&T,SEC_006,SIGNAL,SIG_SEC_006_0023,,,Track Circuit Failure,C,2024-05-20,2024-06-14,0,Completed,200,S&T crew,60
SMMS_TASK_006580,S&T,SEC_019,SIGNAL,SIG_SEC_019_0074,,,Cable Fault,A,2024-09-07,2024-09-09,0,In-Progress,113,S&T crew,120
SMMS_TASK_006581,S&T,SEC_020,SIGNAL,SIG_SEC_020_0079,,,Interlocking Fault,A,2024-11-15,2024-11-18,0,Completed,43,S&T crew,150
SMMS_TASK_006582,S&T,SEC_016,SIGNAL,SIG_SEC_016_0060,,,Cable Fault,B,2024-02-10,2024-02-22,0,Open,313,S&T crew,120
SMMS_TASK_006583,S&T,SEC_029,SIGNAL,SIG_SEC_029_0106,,,Track Circuit Failure,A,2024-07-11,2024-07-14,0,Open,170,S&T crew,60
SMMS_TASK_006584,S&T,SEC_035,SIGNAL,SIG_SEC_035_0123,,,Point Machine Issue,B,2024-02-20,2024-02-28,1,Open,307,S&T crew,90
SMMS_TASK_006585,S&T,SEC_035,SIGNAL,SIG_SEC_035_0124,,,Cable Fault,B,2024-03-14,2024-03-21,0,Open,285,S&T crew,120
SMMS_TASK_006586,S&T,SEC_027,SIGNAL,SIG_SEC_027_0099,,,Point Machine Issue,A,2024-09-17,2024-09-19,0,In-Progress,103,S&T crew,90
SMMS_TASK_006587,S&T,SEC_025,SIGNAL,SIG_SEC_025_0093,,,Interlocking Fault,C,2024-01-11,2024-01-25,0,Open,341,S&T crew,150
SMMS_TASK_006588,S&T,SEC_022,SIGNAL,SIG_SEC_022_0084,,,Interlocking Fault,A,2024-04-04,2024-04-07,0,Open,268,S&T crew,150
SMMS_TASK_006589,S&T,SEC_011,SIGNAL,SIG_SEC_011_0041,,,Point Machine Issue,B,2024-07-23,2024-08-01,0,Completed,152,S&T crew,90
SMMS_TASK_006590,S&T,SEC_022,SIGNAL,SIG_SEC_022_0083,,,Track Circuit Failure,A,2024-03-20,2024-03-25,0,Completed,281,S&T crew,60
SMMS_TASK_006591,S&T,SEC_001,SIGNAL,SIG_SEC_001_0002,,,Point Machine Issue,C,2024-05-21,2024-06-20,0,Completed,194,S&T crew,90
SMMS_TASK_006592,S&T,SEC_048,SIGNAL,SIG_SEC_048_0165,,,Cable Fault,A,2024-08-01,2024-08-03,0,Open,150,S&T crew,120
SMMS_TASK_006593,S&T,SEC_017,SIGNAL,SIG_SEC_017_0063,,,Axle Counter Error,A,2024-11-25,2024-11-30,0,Completed,31,S&T crew,45
SMMS_TASK_006594,S&T,SEC_037,SIGNAL,SIG_SEC_037_0129,,,Interlocking Fault,B,2024-01-29,2024-02-10,0,Open,325,S&T crew,150
SMMS_TASK_006595,S&T,SEC_047,SIGNAL,SIG_SEC_047_0163,,,Interlocking Fault,A,2024-07-04,2024-07-06,0,Completed,178,S&T crew,150
SMMS_TASK_006596,S&T,SEC_022,SIGNAL,SIG_SEC_022_0085,,,Cable Fault,C,2024-08-18,2024-09-15,2,Open,107,S&T crew,120
SMMS_TASK_006597,S&T,SEC_042,SIGNAL,SIG_SEC_042_0147,,,Interlocking Fault,A,2024-06-24,2024-06-29,0,In-Progress,185,S&T crew,150
SMMS_TASK_006598,S&T,SEC_022,SIGNAL,SIG_SEC_022_0082,,,Interlocking Fault,B,2024-01-08,2024-01-14,1,Deferred,352,S&T crew,150
SMMS_TASK_006599,S&T,SEC_006,SIGNAL,SIG_SEC_006_0023,,,Track Circuit Failure,A,2024-10-05,2024-10-07,0,Deferred,85,S&T crew,60
SMMS_TASK_006600,S&T,SEC_001,SIGNAL,SIG_SEC_001_0005,,,Point Machine Issue,C,2024-03-26,2024-04-23,0,In-Progress,252,S&T crew,90
SMMS_TASK_006601,S&T,SEC_006,SIGNAL,SIG_SEC_006_0024,,,Cable Fault,A,2024-02-06,2024-02-07,0,In-Progress,328,S&T crew,120
SMMS_TASK_006602,S&T,SEC_047,SIGNAL,SIG_SEC_047_0161,,,Cable Fault,A,2024-06-13,2024-06-15,0,Completed,199,S&T crew,120
SMMS_TASK_006603,S&T,SEC_021,SIGNAL,SIG_SEC_021_0081,,,Cable Fault,B,2024-03-10,2024-03-24,0,Completed,282,S&T crew,120
SMMS_TASK_006604,S&T,SEC_015,SIGNAL,SIG_SEC_015_0055,,,Axle Counter Error,A,2024-08-18,2024-08-21,0,Completed,132,S&T crew,45
SMMS_TASK_006605,S&T,SEC_020,SIGNAL,SIG_SEC_020_0076,,,Track Circuit Failure,A,2024-07-16,2024-07-21,0,Open,163,S&T crew,60
SMMS_TASK_006606,S&T,SEC_012,SIGNAL,SIG_SEC_012_0044,,,Axle Counter Error,B,2024-03-15,2024-03-28,4,Deferred,278,S&T crew,45
SMMS_TASK_006607,S&T,SEC_042,SIGNAL,SIG_SEC_042_0148,,,Axle Counter Error,A,2024-12-02,2024-12-05,0,In-Progress,26,S&T crew,45
SMMS_TASK_006608,S&T,SEC_049,SIGNAL,SIG_SEC_049_0170,,,Point Machine Issue,A,2024-11-17,2024-11-21,0,Completed,40,S&T crew,90
SMMS_TASK_006609,S&T,SEC_004,SIGNAL,SIG_SEC_004_0015,,,Point Machine Issue,B,2024-04-25,2024-05-10,0,Deferred,235,S&T crew,90
SMMS_TASK_006610,S&T,SEC_035,SIGNAL,SIG_SEC_035_0123,,,Cable Fault,B,2024-12-02,2024-12-14,2,In-Progress,17,S&T crew,120
SMMS_TASK_006611,S&T,SEC_015,SIGNAL,SIG_SEC_015_0058,,,Point Machine Issue,B,2024-04-29,2024-05-10,0,Open,235,S&T crew,90
SMMS_TASK_006612,S&T,SEC_002,SIGNAL,SIG_SEC_002_0009,,,Point Machine Issue,B,2024-06-24,2024-07-07,0,Open,177,S&T crew,90
SMMS_TASK_006613,S&T,SEC_046,SIGNAL,SIG_SEC_046_0157,,,Cable Fault,B,2024-07-26,2024-08-01,0,Open,152,S&T crew,120
SMMS_TASK_006614,S&T,SEC_003,SIGNAL,SIG_SEC_003_0011,,,Point Machine Issue,B,2024-04-09,2024-04-15,0,Deferred,260,S&T crew,90
SMMS_TASK_006615,S&T,SEC_010,SIGNAL,SIG_SEC_010_0036,,,Interlocking Fault,A,2024-08-07,2024-08-08,0,Completed,145,S&T crew,150
SMMS_TASK_006616,S&T,SEC_001,SIGNAL,SIG_SEC_001_0005,,,Interlocking Fault,A,2024-02-10,2024-02-15,0,Deferred,320,S&T crew,150
SMMS_TASK_006617,S&T,SEC_021,SIGNAL,SIG_SEC_021_0081,,,Axle Counter Error,A,2024-08-09,2024-08-12,4,Deferred,141,S&T crew,45
SMMS_TASK_006618,S&T,SEC_028,SIGNAL,SIG_SEC_028_0102,,,Interlocking Fault,A,2024-12-09,2024-12-10,0,Open,21,S&T crew,150
SMMS_TASK_006619,S&T,SEC_015,SIGNAL,SIG_SEC_015_0055,,,Track Circuit Failure,A,2024-04-28,2024-05-02,0,Completed,243,S&T crew,60
SMMS_TASK_006620,S&T,SEC_003,SIGNAL,SIG_SEC_003_0013,,,Interlocking Fault,B,2024-02-18,2024-02-27,4,In-Progress,308,S&T crew,150
SMMS_TASK_006621,S&T,SEC_005,SIGNAL,SIG_SEC_005_0020,,,Point Machine Issue,A,2024-07-30,2024-08-04,0,Completed,149,S&T crew,90
SMMS_TASK_006622,S&T,SEC_047,SIGNAL,SIG_SEC_047_0159,,,Cable Fault,A,2024-04-19,2024-04-23,0,Completed,252,S&T crew,120
SMMS_TASK_006623,S&T,SEC_039,SIGNAL,SIG_SEC_039_0138,,,Interlocking Fault,A,2024-09-28,2024-10-03,0,Deferred,89,S&T crew,150
SMMS_TASK_006624,S&T,SEC_047,SIGNAL,SIG_SEC_047_0160,,,Cable Fault,B,2024-04-30,2024-05-15,0,Deferred,230,S&T crew,120
SMMS_TASK_006625,S&T,SEC_024,SIGNAL,SIG_SEC_024_0091,,,Cable Fault,B,2024-01-23,2024-01-29,0,Open,337,S&T crew,120
SMMS_TASK_006626,S&T,SEC_025,SIGNAL,SIG_SEC_025_0093,,,Track Circuit Failure,B,2024-04-08,2024-04-20,4,In-Progress,255,S&T crew,60
SMMS_TASK_006627,S&T,SEC_038,SIGNAL,SIG_SEC_038_0134,,,Point Machine Issue,C,2024-10-29,2024-11-24,1,Deferred,37,S&T crew,90
SMMS_TASK_006628,S&T,SEC_029,SIGNAL,SIG_SEC_029_0105,,,Point Machine Issue,B,2024-01-01,2024-01-09,0,Completed,357,S&T crew,90
SMMS_TASK_006629,S&T,SEC_020,SIGNAL,SIG_SEC_020_0075,,,Point Machine Issue,A,2024-11-20,2024-11-21,0,Deferred,40,S&T crew,90
SMMS_TASK_006630,S&T,SEC_013,SIGNAL,SIG_SEC_013_0050,,,Interlocking Fault,B,2024-03-16,2024-03-31,0,Open,275,S&T crew,150
SMMS_TASK_006631,S&T,SEC_022,SIGNAL,SIG_SEC_022_0083,,,Axle Counter Error,B,2024-04-09,2024-04-21,1,Deferred,254,S&T crew,45
SMMS_TASK_006632,S&T,SEC_003,SIGNAL,SIG_SEC_003_0011,,,Cable Fault,A,2024-09-30,2024-10-02,0,In-Progress,90,S&T crew,120
SMMS_TASK_006633,S&T,SEC_009,SIGNAL,SIG_SEC_009_0033,,,Axle Counter Error,A,2024-12-07,2024-12-10,0,In-Progress,21,S&T crew,45
SMMS_TASK_006634,S&T,SEC_036,SIGNAL,SIG_SEC_036_0126,,,Axle Counter Error,B,2024-03-16,2024-03-29,0,Open,277,S&T crew,45
SMMS_TASK_006635,S&T,SEC_042,SIGNAL,SIG_SEC_042_0148,,,Track Circuit Failure,A,2024-11-29,2024-12-03,0,Completed,28,S&T crew,60
SMMS_TASK_006636,S&T,SEC_004,SIGNAL,SIG_SEC_004_0018,,,Axle Counter Error,B,2024-10-06,2024-10-13,4,Deferred,79,S&T crew,45
SMMS_TASK_006637,S&T,SEC_004,SIGNAL,SIG_SEC_004_0017,,,Cable Fault,A,2024-01-10,2024-01-15,0,In-Progress,351,S&T crew,120
SMMS_TASK_006638,S&T,SEC_004,SIGNAL,SIG_SEC_004_0015,,,Interlocking Fault,C,2024-06-01,2024-06-20,0,Open,194,S&T crew,150
SMMS_TASK_006639,S&T,SEC_039,SIGNAL,SIG_SEC_039_0135,,,Cable Fault,B,2024-04-02,2024-04-13,0,Open,262,S&T crew,120
SMMS_TASK_006640,S&T,SEC_014,SIGNAL,SIG_SEC_014_0053,,,Cable Fault,B,2024-01-30,2024-02-06,0,In-Progress,329,S&T crew,120
SMMS_TASK_006641,S&T,SEC_015,SIGNAL,SIG_SEC_015_0056,,,Interlocking Fault,A,2024-12-04,2024-12-09,0,Open,22,S&T crew,150
SMMS_TASK_006642,S&T,SEC_001,SIGNAL,SIG_SEC_001_0003,,,Cable Fault,B,2024-10-29,2024-11-07,1,Deferred,54,S&T crew,120
SMMS_TASK_006643,S&T,SEC_048,SIGNAL,SIG_SEC_048_0166,,,Axle Counter Error,C,2024-11-15,2024-12-10,0,Completed,21,S&T crew,45
SMMS_TASK_006644,S&T,SEC_019,SIGNAL,SIG_SEC_019_0074,,,Track Circuit Failure,A,2024-08-20,2024-08-22,0,Open,131,S&T crew,60
SMMS_TASK_006645,S&T,SEC_039,SIGNAL,SIG_SEC_039_0136,,,Axle Counter Error,B,2024-09-23,2024-10-07,0,Completed,85,S&T crew,45
SMMS_TASK_006646,S&T,SEC_034,SIGNAL,SIG_SEC_034_0121,,,Axle Counter Error,A,2024-08-12,2024-08-17,0,Completed,136,S&T crew,45
SMMS_TASK_006647,S&T,SEC_006,SIGNAL,SIG_SEC_006_0025,,,Track Circuit Failure,B,2024-01-18,2024-01-29,2,Deferred,337,S&T crew,60
SMMS_TASK_006648,S&T,SEC_039,SIGNAL,SIG_SEC_039_0137,,,Cable Fault,C,2024-02-24,2024-03-09,0,Completed,297,S&T crew,120
SMMS_TASK_006649,S&T,SEC_025,SIGNAL,SIG_SEC_025_0094,,,Cable Fault,B,2024-11-21,2024-11-26,3,Deferred,35,S&T crew,120
SMMS_TASK_006650,S&T,SEC_028,SIGNAL,SIG_SEC_028_0103,,,Track Circuit Failure,B,2024-08-16,2024-08-30,0,Completed,123,S&T crew,60
