date,section_id,from_station,to_station,rainfall_24h_mm,temperature_c,wind_speed_kmph,humidity_percent,weather_risk_level,source_type,source
2024-07-15,SEC_067,TIP,MVN,-4.2,25.9,14.8,59,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-07-15,SEC_068,MVN,TN,-1.4,26.7,13.6,57,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-10-15,SEC_001,MS,MBM,9.9,27.1,13.0,62,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-10-15,SEC_002,MBM,GDY,3.9,29.4,15.9,62,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-10-15,SEC_003,GDY,STM,11.9,27.9,19.5,56,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-10-15,SEC_004,STM,PZA,5.6,28.4,16.0,65,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-10-15,SEC_005,PZA,MN,17.3,26.6,18.2,58,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-10-15,SEC_006,MN,TLM,14.1,26.4,17.3,63,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-10-15,SEC_007,TLM,PV,8.2,26.2,18.5,61,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-10-15,SEC_008,PV,CMP,18.8,27.4,19.6,58,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-10-15,SEC_009,CMP,TBMS,21.1,28.5,17.8,58,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-10-15,SEC_010,TBMS,TBM,17.4,29.4,16.3,52,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-10-15,SEC_011,TBM,PRGL,8.2,26.6,17.9,61,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-10-15,SEC_012,PRGL,VDR,11.5,27.4,19.9,63,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-10-15,SEC_013,VDR,UPM,14.7,27.3,16.9,58,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-10-15,SEC_014,UPM,GI,15.4,26.5,18.5,59,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-10-15,SEC_015,GI,CTM,18.5,31.1,17.0,69,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-10-15,SEC_016,CTM,SKL,17.5,26.1,17.2,65,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-10-15,SEC_017,SKL,CGL,16.7,28.5,17.3,63,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-10-15,SEC_018,CGL,OV,14.4,26.4,16.5,56,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-10-15,SEC_019,OV,KGZ,11.2,27.3,15.7,58,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-10-15,SEC_020,KGZ,MMK,15.1,27.8,16.2,56,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-10-15,SEC_021,MMK,MLMR,12.2,30.0,19.3,65,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-10-15,SEC_022,MLMR,TZD,12.3,29.1,15.7,61,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-10-15,SEC_023,TZD,KSGL,10.0,29.6,18.6,63,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-10-15,SEC_024,KSGL,OLA,22.4,28.9,17.7,64,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-10-15,SEC_025,OLA,TMV,7.4,26.9,16.9,63,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-10-15,SEC_026,TMV,MTL,16.7,27.2,17.1,63,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-10-15,SEC_027,MTL,PEI,14.4,28.3,14.2,52,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-10-15,SEC_028,PEI,VVN,9.0,27.4,14.6,63,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-10-15,SEC_029,VVN,MYP,19.2,29.3,17.9,68,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-10-15,SEC_030,MYP,VM,9.1,27.5,18.2,60,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-10-15,SEC_031,VM,KDMD,11.6,31.0,17.2,72,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-10-15,SEC_032,KDMD,TVNL,4.6,27.3,17.8,63,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-10-15,SEC_033,TVNL,PVN,3.4,27.9,21.9,64,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-10-15,SEC_034,PVN,VRI,16.7,27.3,17.5,63,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-10-15,SEC_035,VRI,TLNR,19.3,29.9,17.8,63,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-10-15,SEC_036,TLNR,PNDM,5.3,25.7,17.2,67,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-10-15,SEC_037,PNDM,ICG,20.4,26.9,14.0,67,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-10-15,SEC_038,ICG,MTUR,9.7,25.9,16.0,60,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-10-15,SEC_039,MTUR,SNDI,20.3,29.5,15.5,70,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-10-15,SEC_040,SNDI,OTK,14.4,29.8,19.6,62,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-10-15,SEC_041,OTK,ALU,16.6,27.6,18.9,63,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-10-15,SEC_042,ALU,SLTH,18.5,30.5,18.1,62,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-10-15,SEC_043,SLTH,KLGM,13.3,23.8,15.6,67,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-10-15,SEC_044,KLGM,KKPM,18.6,27.1,17.3,62,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-10-15,SEC_045,KKPM,PMB,17.2,31.5,18.4,59,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-10-15,SEC_046,PMB,KTTR,13.3,30.3,14.2,60,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-10-15,SEC_047,KTTR,LLI,17.3,30.2,18.2,60,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-10-15,SEC_048,LLI,VLDE,16.4,28.9,17.7,62,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-10-15,SEC_049,VLDE,SRGM,14.0,26.9,22.0,64,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-10-15,SEC_050,SRGM,TPTN,16.5,27.9,18.7,56,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-10-15,SEC_051,TPTN,TP,5.0,28.2,21.1,69,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-10-15,SEC_052,TP,TPE,9.7,29.0,15.7,65,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-10-15,SEC_053,TPE,TPJ,16.2,29.6,13.9,57,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-10-15,SEC_054,TPJ,PUG,13.3,26.7,14.8,64,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-10-15,SEC_055,PUG,KLS,9.1,31.6,15.9,61,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-10-15,SEC_056,KLS,MPA,15.2,26.0,18.0,65,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-10-15,SEC_057,MPA,CII,12.0,28.6,17.8,70,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-10-15,SEC_058,CII,VPJ,26.2,26.6,14.4,63,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-10-15,SEC_059,VPJ,KFC,3.3,29.2,17.2,65,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-10-15,SEC_060,KFC,AYR,12.2,28.6,17.9,64,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-10-15,SEC_061,AYR,VDM,7.0,28.5,20.7,64,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-10-15,SEC_062,VDM,KON,14.4,30.6,15.5,67,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-10-15,SEC_063,KON,MDU,11.1,29.9,18.6,61,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-10-15,SEC_064,MDU,TDN,12.4,29.7,13.3,61,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-10-15,SEC_065,TDN,APK,16.8,27.8,17.3,53,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-10-15,SEC_066,APK,TIP,9.5,29.3,15.5,56,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-10-15,SEC_067,TIP,MVN,19.0,29.0,14.8,64,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-10-15,SEC_068,MVN,TN,8.4,28.0,17.3,59,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-11-15,SEC_001,MS,MBM,9.4,28.7,15.7,61,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-11-15,SEC_002,MBM,GDY,-1.6,29.4,15.0,54,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-11-15,SEC_003,GDY,STM,6.4,28.5,16.2,54,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-11-15,SEC_004,STM,PZA,9.5,27.2,16.1,55,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-11-15,SEC_005,PZA,MN,10.9,27.6,17.5,51,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-11-15,SEC_006,MN,TLM,-1.3,27.0,18.1,69,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-11-15,SEC_007,TLM,PV,1.3,27.4,15.5,63,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-11-15,SEC_008,PV,CMP,10.1,25.7,15.3,49,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-11-15,SEC_009,CMP,TBMS,9.7,26.8,12.7,61,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-11-15,SEC_010,TBMS,TBM,3.8,29.2,13.4,70,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-11-15,SEC_011,TBM,PRGL,10.0,29.3,13.1,68,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-11-15,SEC_012,PRGL,VDR,-0.4,27.0,17.7,62,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-11-15,SEC_013,VDR,UPM,-0.5,29.0,15.8,57,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-11-15,SEC_014,UPM,GI,-2.0,28.0,14.8,60,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-11-15,SEC_015,GI,CTM,-2.2,26.7,16.1,68,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-11-15,SEC_016,CTM,SKL,4.7,29.5,16.7,60,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-11-15,SEC_017,SKL,CGL,0.6,25.9,16.4,56,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-11-15,SEC_018,CGL,OV,2.6,27.1,14.8,63,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-11-15,SEC_019,OV,KGZ,3.2,28.5,16.0,51,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-11-15,SEC_020,KGZ,MMK,7.2,23.3,13.3,61,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-11-15,SEC_021,MMK,MLMR,5.6,24.7,12.9,46,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-11-15,SEC_022,MLMR,TZD,-1.0,28.2,14.0,60,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-11-15,SEC_023,TZD,KSGL,5.8,27.4,17.2,58,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-11-15,SEC_024,KSGL,OLA,10.2,23.6,17.4,53,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-11-15,SEC_025,OLA,TMV,0.3,26.3,17.3,55,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-11-15,SEC_026,TMV,MTL,2.4,25.9,15.7,63,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-11-15,SEC_027,MTL,PEI,14.2,30.9,16.4,61,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-11-15,SEC_028,PEI,VVN,-0.4,30.2,15.6,58,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-11-15,SEC_029,VVN,MYP,7.6,26.4,10.5,62,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-11-15,SEC_030,MYP,VM,12.4,28.2,15.1,59,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-11-15,SEC_031,VM,KDMD,6.6,27.6,15.0,59,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-11-15,SEC_032,KDMD,TVNL,13.5,28.0,15.4,62,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-11-15,SEC_033,TVNL,PVN,9.0,28.8,13.6,57,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-11-15,SEC_034,PVN,VRI,1.6,28.5,16.6,53,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-11-15,SEC_035,VRI,TLNR,7.6,29.4,14.7,61,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-11-15,SEC_036,TLNR,PNDM,9.3,25.4,15.4,65,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-11-15,SEC_037,PNDM,ICG,2.7,28.6,15.2,56,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-11-15,SEC_038,ICG,MTUR,5.2,26.6,13.4,58,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-11-15,SEC_039,MTUR,SNDI,6.0,27.1,14.6,60,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-11-15,SEC_040,SNDI,OTK,8.4,25.6,14.6,49,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-11-15,SEC_041,OTK,ALU,4.9,27.6,16.3,60,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-11-15,SEC_042,ALU,SLTH,8.4,27.4,13.8,53,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-11-15,SEC_043,SLTH,KLGM,4.4,26.2,14.9,57,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-11-15,SEC_044,KLGM,KKPM,7.8,27.4,16.0,61,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-11-15,SEC_045,KKPM,PMB,4.8,27.2,16.1,71,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-11-15,SEC_046,PMB,KTTR,0.7,27.4,12.7,59,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-11-15,SEC_047,KTTR,LLI,2.3,27.2,15.5,57,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-11-15,SEC_048,LLI,VLDE,-3.2,29.5,16.8,58,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-11-15,SEC_049,VLDE,SRGM,1.2,27.5,15.9,63,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-11-15,SEC_050,SRGM,TPTN,10.0,28.9,11.7,57,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-11-15,SEC_051,TPTN,TP,10.7,26.0,17.6,68,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-11-15,SEC_052,TP,TPE,11.6,28.3,14.2,60,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-11-15,SEC_053,TPE,TPJ,-1.0,26.2,13.7,59,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-11-15,SEC_054,TPJ,PUG,3.7,27.7,16.9,55,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-11-15,SEC_055,PUG,KLS,6.4,26.7,15.5,62,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-11-15,SEC_056,KLS,MPA,10.3,28.3,16.0,52,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-11-15,SEC_057,MPA,CII,0.3,26.1,15.9,53,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-11-15,SEC_058,CII,VPJ,7.4,27.7,11.3,54,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-11-15,SEC_059,VPJ,KFC,10.9,28.4,13.4,54,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-11-15,SEC_060,KFC,AYR,-6.6,29.5,15.2,68,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-11-15,SEC_061,AYR,VDM,4.7,27.8,16.9,67,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-11-15,SEC_062,VDM,KON,8.2,27.3,15.2,54,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-11-15,SEC_063,KON,MDU,3.8,27.4,17.9,57,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-11-15,SEC_064,MDU,TDN,11.0,27.2,17.6,62,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-11-15,SEC_065,TDN,APK,8.7,28.8,16.8,64,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-11-15,SEC_066,APK,TIP,16.4,29.8,16.1,57,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-11-15,SEC_067,TIP,MVN,7.5,24.5,16.8,54,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-11-15,SEC_068,MVN,TN,11.3,30.3,12.2,59,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-12-15,SEC_001,MS,MBM,3.4,23.0,15.2,61,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-12-15,SEC_002,MBM,GDY,12.5,25.8,12.1,58,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-12-15,SEC_003,GDY,STM,1.3,23.4,13.4,63,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-12-15,SEC_004,STM,PZA,11.5,26.1,13.7,56,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-12-15,SEC_005,PZA,MN,1.9,27.6,19.8,60,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-12-15,SEC_006,MN,TLM,12.4,25.3,12.2,53,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-12-15,SEC_007,TLM,PV,6.4,25.0,14.2,58,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-12-15,SEC_008,PV,CMP,4.5,28.8,12.7,62,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-12-15,SEC_009,CMP,TBMS,7.4,26.3,16.4,58,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-12-15,SEC_010,TBMS,TBM,3.1,25.1,15.7,58,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-12-15,SEC_011,TBM,PRGL,3.6,27.5,10.4,56,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-12-15,SEC_012,PRGL,VDR,4.1,25.9,17.4,50,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-12-15,SEC_013,VDR,UPM,20.5,25.9,16.2,50,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-12-15,SEC_014,UPM,GI,8.5,27.0,15.8,58,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-12-15,SEC_015,GI,CTM,8.5,23.5,12.6,63,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-12-15,SEC_016,CTM,SKL,13.1,27.1,13.8,57,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-12-15,SEC_017,SKL,CGL,14.9,23.7,17.7,55,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-12-15,SEC_018,CGL,OV,4.5,25.5,13.2,48,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-12-15,SEC_019,OV,KGZ,9.1,26.4,17.8,61,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-12-15,SEC_020,KGZ,MMK,18.6,27.6,16.9,60,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-12-15,SEC_021,MMK,MLMR,14.9,22.3,14.4,48,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-12-15,SEC_022,MLMR,TZD,12.0,24.5,21.4,55,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-12-15,SEC_023,TZD,KSGL,9.3,25.0,14.4,51,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-12-15,SEC_024,KSGL,OLA,2.3,22.3,16.5,55,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-12-15,SEC_025,OLA,TMV,18.4,23.7,18.4,65,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-12-15,SEC_026,TMV,MTL,15.1,25.9,14.7,64,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-12-15,SEC_027,MTL,PEI,4.8,26.0,15.3,53,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-12-15,SEC_028,PEI,VVN,10.1,26.7,13.5,60,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-12-15,SEC_029,VVN,MYP,-2.4,24.0,14.5,59,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-12-15,SEC_030,MYP,VM,13.1,25.7,16.5,57,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-12-15,SEC_031,VM,KDMD,10.8,26.1,14.4,56,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-12-15,SEC_032,KDMD,TVNL,11.7,28.3,17.8,52,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-12-15,SEC_033,TVNL,PVN,3.1,24.8,15.6,58,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-12-15,SEC_034,PVN,VRI,14.9,27.5,15.4,56,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-12-15,SEC_035,VRI,TLNR,11.3,27.2,16.5,55,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-12-15,SEC_036,TLNR,PNDM,5.7,23.9,15.8,61,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-12-15,SEC_037,PNDM,ICG,12.4,27.3,18.4,51,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-12-15,SEC_038,ICG,MTUR,10.8,26.2,15.3,53,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-12-15,SEC_039,MTUR,SNDI,16.0,24.7,11.0,58,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-12-15,SEC_040,SNDI,OTK,7.5,28.4,16.4,56,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-12-15,SEC_041,OTK,ALU,7.7,25.3,19.8,61,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-12-15,SEC_042,ALU,SLTH,1.7,25.2,15.4,52,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-12-15,SEC_043,SLTH,KLGM,-0.2,26.5,13.8,64,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-12-15,SEC_044,KLGM,KKPM,8.8,24.9,10.6,64,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-12-15,SEC_045,KKPM,PMB,10.2,24.9,13.6,65,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-12-15,SEC_046,PMB,KTTR,3.4,25.0,16.5,65,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-12-15,SEC_047,KTTR,LLI,7.7,24.5,15.2,62,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-12-15,SEC_048,LLI,VLDE,14.4,23.5,15.6,50,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-12-15,SEC_049,VLDE,SRGM,13.2,26.2,13.6,65,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-12-15,SEC_050,SRGM,TPTN,10.4,25.9,15.0,57,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-12-15,SEC_051,TPTN,TP,6.8,24.5,17.9,55,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-12-15,SEC_052,TP,TPE,6.1,25.4,18.3,63,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-12-15,SEC_053,TPE,TPJ,6.8,27.4,15.6,53,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-12-15,SEC_054,TPJ,PUG,6.4,27.6,19.6,59,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-12-15,SEC_055,PUG,KLS,5.9,25.4,13.9,54,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-12-15,SEC_056,KLS,MPA,5.2,25.5,15.6,57,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-12-15,SEC_057,MPA,CII,7.6,26.7,14.9,57,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-12-15,SEC_058,CII,VPJ,7.9,27.9,14.4,60,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-12-15,SEC_059,VPJ,KFC,5.0,26.1,16.5,63,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-12-15,SEC_060,KFC,AYR,6.8,23.9,13.8,62,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-12-15,SEC_061,AYR,VDM,19.1,26.8,12.9,62,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-12-15,SEC_062,VDM,KON,4.0,25.1,15.8,59,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-12-15,SEC_063,KON,MDU,9.1,24.7,17.5,55,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-12-15,SEC_064,MDU,TDN,15.0,23.5,15.8,51,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
2024-12-15,SEC_065,TDN,APK,4.6,24.8,18.4,64,LOW,DERIVED,RailBlock Corridor Environmental Spatial Aggregator
