slot_id,section_id,window_start,window_end,passenger_traffic_density,is_blocked
SLOT_011850,SEC_028,2024-09-10 18:30:00,2024-09-10 19:00:00,0.75,True
SLOT_011851,SEC_024,2024-12-23 13:15:00,2024-12-23 14:15:00,0.19,False
SLOT_011852,SEC_009,2024-04-10 08:45:00,2024-04-10 09:45:00,0.75,True
SLOT_011853,SEC_025,2024-08-21 10:15:00,2024-08-21 11:15:00,0.66,False
SLOT_011854,SEC_041,2024-10-26 17:45:00,2024-10-26 18:00:00,0.91,True
SLOT_011855,SEC_036,2024-01-26 22:15:00,2024-01-26 22:45:00,0.71,False
SLOT_011856,SEC_041,2024-07-23 02:30:00,2024-07-23 03:00:00,0.35,False
SLOT_011857,SEC_032,2024-12-17 23:30:00,2024-12-18 00:30:00,0.63,False
SLOT_011858,SEC_043,2024-06-21 23:15:00,2024-06-21 23:45:00,0.61,True
SLOT_011859,SEC_013,2024-10-25 05:45:00,2024-10-25 06:45:00,0.74,False
SLOT_011860,SEC_003,2024-09-28 06:15:00,2024-09-28 08:15:00,0.68,True
SLOT_011861,SEC_006,2024-04-08 21:30:00,2024-04-08 22:00:00,0.52,True
SLOT_011862,SEC_049,2024-05-16 12:00:00,2024-05-16 12:30:00,0.36,False
SLOT_011863,SEC_032,2024-06-28 18:45:00,2024-06-28 19:45:00,0.86,True
SLOT_011864,SEC_013,2024-06-06 01:15:00,2024-06-06 01:30:00,0.22,False
SLOT_011865,SEC_042,2024-08-05 01:15:00,2024-08-05 01:45:00,0.13,False
SLOT_011866,SEC_016,2024-08-26 19:30:00,2024-08-26 19:45:00,0.71,True
SLOT_011867,SEC_030,2024-05-31 06:30:00,2024-05-31 06:45:00,0.6,False
SLOT_011868,SEC_013,2024-08-22 01:30:00,2024-08-22 03:30:00,0.4,False
SLOT_011869,SEC_005,2024-08-29 21:30:00,2024-08-29 21:45:00,0.46,True
SLOT_011870,SEC_014,2024-12-21 08:00:00,2024-12-21 08:15:00,0.9,False
SLOT_011871,SEC_012,2024-10-25 09:00:00,2024-10-25 09:30:00,0.82,True
SLOT_011872,SEC_028,2024-07-25 03:45:00,2024-07-25 05:15:00,0.18,False
SLOT_011873,SEC_002,2024-03-05 06:45:00,2024-03-05 07:15:00,0.42,True
SLOT_011874,SEC_012,2024-04-27 11:00:00,2024-04-27 11:30:00,0.65,True
SLOT_011875,SEC_028,2024-05-01 10:00:00,2024-05-01 12:00:00,0.43,False
SLOT_011876,SEC_020,2024-04-15 12:30:00,2024-04-15 13:00:00,0.22,False
SLOT_011877,SEC_032,2024-12-12 03:00:00,2024-12-12 06:00:00,0.18,False
SLOT_011878,SEC_033,2024-07-14 06:45:00,2024-07-14 08:45:00,0.71,False
SLOT_011879,SEC_048,2024-12-28 22:15:00,2024-12-29 01:15:00,0.55,False
SLOT_011880,SEC_041,2024-02-13 10:30:00,2024-02-13 12:30:00,0.54,False
SLOT_011881,SEC_012,2024-09-17 23:45:00,2024-09-18 00:15:00,0.74,True
SLOT_011882,SEC_034,2024-08-03 16:00:00,2024-08-03 17:30:00,0.47,False
SLOT_011883,SEC_031,2024-10-06 17:00:00,2024-10-06 19:00:00,0.91,False
SLOT_011884,SEC_030,2024-05-22 12:00:00,2024-05-22 15:00:00,0.41,False
SLOT_011885,SEC_040,2024-07-09 03:30:00,2024-07-09 03:45:00,0.19,False
SLOT_011886,SEC_008,2024-05-08 10:45:00,2024-05-08 13:45:00,0.5,False
SLOT_011887,SEC_019,2024-09-12 23:15:00,2024-09-13 01:15:00,0.48,False
SLOT_011888,SEC_040,2024-03-11 19:15:00,2024-03-11 22:15:00,0.71,True
SLOT_011889,SEC_044,2024-08-29 05:45:00,2024-08-29 06:15:00,0.62,True
SLOT_011890,SEC_002,2024-06-30 11:30:00,2024-06-30 11:45:00,0.47,True
SLOT_011891,SEC_024,2024-10-18 06:00:00,2024-10-18 07:30:00,0.5,True
SLOT_011892,SEC_013,2024-01-14 21:15:00,2024-01-14 21:30:00,0.63,False
SLOT_011893,SEC_009,2024-03-07 08:45:00,2024-03-07 09:15:00,0.78,True
SLOT_011894,SEC_003,2024-08-10 05:30:00,2024-08-10 08:30:00,0.43,True
SLOT_011895,SEC_027,2024-05-16 16:30:00,2024-05-16 19:30:00,0.7,True
SLOT_011896,SEC_033,2024-04-14 17:15:00,2024-04-14 18:45:00,0.81,True
SLOT_011897,SEC_027,2024-12-07 07:45:00,2024-12-07 09:15:00,0.77,False
SLOT_011898,SEC_019,2024-11-27 04:15:00,2024-11-27 05:45:00,0.12,False
SLOT_011899,SEC_038,2024-02-03 03:15:00,2024-02-03 05:15:00,0.33,False
SLOT_011900,SEC_032,2024-07-11 19:15:00,2024-07-11 20:45:00,0.97,True
SLOT_011901,SEC_045,2024-09-01 02:30:00,2024-09-01 04:00:00,0.31,False
SLOT_011902,SEC_018,2024-10-12 03:45:00,2024-10-12 05:45:00,0.19,False
SLOT_011903,SEC_012,2024-03-15 16:30:00,2024-03-15 18:30:00,0.6,False
SLOT_011904,SEC_023,2024-11-07 09:30:00,2024-11-07 11:00:00,0.71,True
SLOT_011905,SEC_025,2024-08-27 21:30:00,2024-08-27 23:30:00,0.72,True
SLOT_011906,SEC_023,2024-11-17 13:00:00,2024-11-17 13:15:00,0.42,False
SLOT_011907,SEC_041,2024-09-06 09:30:00,2024-09-06 09:45:00,0.86,False
SLOT_011908,SEC_003,2024-11-14 08:00:00,2024-11-14 08:15:00,0.9,True
SLOT_011909,SEC_026,2024-01-11 00:00:00,2024-01-11 02:00:00,0.45,True
SLOT_011910,SEC_022,2024-03-23 12:00:00,2024-03-23 12:30:00,0.31,False
SLOT_011911,SEC_011,2024-07-13 16:45:00,2024-07-13 18:45:00,0.48,True
SLOT_011912,SEC_032,2024-04-21 01:15:00,2024-04-21 04:15:00,0.24,False
SLOT_011913,SEC_040,2024-03-13 15:15:00,2024-03-13 17:15:00,0.56,False
SLOT_011914,SEC_027,2024-09-16 06:30:00,2024-09-16 07:30:00,0.55,True
SLOT_011915,SEC_005,2024-12-29 02:30:00,2024-12-29 02:45:00,0.34,False
SLOT_011916,SEC_004,2024-07-15 02:30:00,2024-07-15 05:30:00,0.15,False
SLOT_011917,SEC_021,2024-08-10 23:00:00,2024-08-11 00:00:00,0.51,False
SLOT_011918,SEC_033,2024-08-11 01:30:00,2024-08-11 03:00:00,0.34,False
SLOT_011919,SEC_016,2024-06-01 21:30:00,2024-06-01 23:30:00,0.6,True
SLOT_011920,SEC_016,2024-09-05 21:45:00,2024-09-06 00:45:00,0.5,True
SLOT_011921,SEC_043,2024-10-22 06:45:00,2024-10-22 08:15:00,0.43,False
SLOT_011922,SEC_001,2024-02-11 15:00:00,2024-02-11 18:00:00,0.67,True
SLOT_011923,SEC_004,2024-04-10 07:45:00,2024-04-10 09:45:00,0.81,False
SLOT_011924,SEC_008,2024-03-02 17:15:00,2024-03-02 18:15:00,0.98,True
SLOT_011925,SEC_049,2024-10-17 01:30:00,2024-10-17 02:30:00,0.31,False
SLOT_011926,SEC_025,2024-08-21 17:00:00,2024-08-21 18:30:00,0.9,True
SLOT_011927,SEC_008,2024-09-02 09:15:00,2024-09-02 11:15:00,0.74,True
SLOT_011928,SEC_016,2024-08-16 09:30:00,2024-08-16 11:30:00,0.71,True
SLOT_011929,SEC_048,2024-07-13 04:45:00,2024-07-13 06:45:00,0.1,True
SLOT_011930,SEC_035,2024-10-26 01:15:00,2024-10-26 01:30:00,0.18,False
SLOT_011931,SEC_011,2024-02-27 14:30:00,2024-02-27 15:30:00,0.5,True
SLOT_011932,SEC_012,2024-09-10 22:00:00,2024-09-10 22:15:00,0.44,False
SLOT_011933,SEC_004,2024-11-01 23:00:00,2024-11-01 23:15:00,0.54,True
SLOT_011934,SEC_038,2024-03-17 09:45:00,2024-03-17 11:45:00,0.94,True
SLOT_011935,SEC_007,2024-09-16 23:30:00,2024-09-17 02:30:00,0.73,True
SLOT_011936,SEC_015,2024-01-26 06:45:00,2024-01-26 09:45:00,0.56,True
SLOT_011937,SEC_018,2024-02-29 23:30:00,2024-03-01 02:30:00,0.67,False
SLOT_011938,SEC_031,2024-05-23 22:15:00,2024-05-23 22:45:00,0.56,False
SLOT_011939,SEC_030,2024-12-31 17:15:00,2024-12-31 17:30:00,0.93,True
SLOT_011940,SEC_040,2024-05-15 19:00:00,2024-05-15 20:00:00,0.72,True
SLOT_011941,SEC_015,2024-06-05 21:30:00,2024-06-05 22:30:00,0.44,True
SLOT_011942,SEC_019,2024-10-07 00:15:00,2024-10-07 03:15:00,0.44,True
SLOT_011943,SEC_020,2024-10-19 23:30:00,2024-10-20 00:00:00,0.64,True
SLOT_011944,SEC_003,2024-09-02 08:15:00,2024-09-02 08:45:00,0.76,True
SLOT_011945,SEC_037,2024-01-12 10:45:00,2024-01-12 13:45:00,0.69,True
SLOT_011946,SEC_027,2024-11-15 06:00:00,2024-11-15 09:00:00,0.51,False
SLOT_011947,SEC_024,2024-04-05 13:45:00,2024-04-05 15:45:00,0.31,False
SLOT_011948,SEC_049,2024-07-03 22:15:00,2024-07-03 22:30:00,0.43,False
SLOT_011949,SEC_009,2024-09-24 07:15:00,2024-09-24 08:45:00,0.91,True
SLOT_011950,SEC_048,2024-04-15 23:15:00,2024-04-15 23:45:00,0.55,False
SLOT_011951,SEC_034,2024-09-07 17:45:00,2024-09-07 18:00:00,0.75,False
SLOT_011952,SEC_011,2024-07-03 06:30:00,2024-07-03 06:45:00,0.68,True
SLOT_011953,SEC_034,2024-02-27 00:15:00,2024-02-27 00:45:00,0.75,True
SLOT_011954,SEC_038,2024-03-19 05:00:00,2024-03-19 05:15:00,0.51,False
SLOT_011955,SEC_018,2024-10-06 00:00:00,2024-10-06 00:15:00,0.62,False
SLOT_011956,SEC_017,2024-01-23 11:15:00,2024-01-23 11:45:00,0.62,False
SLOT_011957,SEC_041,2024-05-19 04:45:00,2024-05-19 05:45:00,0.37,False
SLOT_011958,SEC_008,2024-07-01 02:00:00,2024-07-01 03:30:00,0.24,False
SLOT_011959,SEC_001,2024-05-20 23:15:00,2024-05-21 02:15:00,0.55,False
SLOT_011960,SEC_033,2024-05-31 04:30:00,2024-05-31 05:00:00,0.37,False
SLOT_011961,SEC_045,2024-12-21 13:30:00,2024-12-21 15:30:00,0.42,False
SLOT_011962,SEC_025,2024-01-12 21:00:00,2024-01-13 00:00:00,0.62,False
SLOT_011963,SEC_007,2024-12-25 18:00:00,2024-12-25 20:00:00,0.87,True
SLOT_011964,SEC_027,2024-09-20 23:00:00,2024-09-21 00:00:00,0.51,False
SLOT_011965,SEC_013,2024-12-01 09:30:00,2024-12-01 10:00:00,0.97,False
SLOT_011966,SEC_041,2024-08-23 18:00:00,2024-08-23 19:30:00,0.78,True
SLOT_011967,SEC_030,2024-12-11 20:00:00,2024-12-11 22:00:00,0.9,True
SLOT_011968,SEC_017,2024-01-28 17:30:00,2024-01-28 19:00:00,0.93,True
SLOT_011969,SEC_031,2024-09-19 16:15:00,2024-09-19 17:15:00,0.53,True
SLOT_011970,SEC_033,2024-09-16 07:45:00,2024-09-16 08:00:00,0.94,True
SLOT_011971,SEC_034,2024-12-07 23:00:00,2024-12-08 01:00:00,0.51,True
SLOT_011972,SEC_018,2024-01-31 04:45:00,2024-01-31 06:45:00,0.29,True
SLOT_011973,SEC_028,2024-07-04 17:00:00,2024-07-04 18:30:00,0.77,True
SLOT_011974,SEC_003,2024-07-08 11:30:00,2024-07-08 11:45:00,0.68,False
SLOT_011975,SEC_020,2024-02-04 12:15:00,2024-02-04 13:15:00,0.3,False
SLOT_011976,SEC_019,2024-08-15 10:30:00,2024-08-15 12:30:00,0.57,False
SLOT_011977,SEC_027,2024-06-24 17:00:00,2024-06-24 20:00:00,0.7,True
SLOT_011978,SEC_047,2024-07-01 10:45:00,2024-07-01 11:45:00,0.48,True
SLOT_011979,SEC_047,2024-09-06 11:45:00,2024-09-06 14:45:00,0.61,False
SLOT_011980,SEC_024,2024-09-30 09:15:00,2024-09-30 09:30:00,0.97,True
SLOT_011981,SEC_032,2024-08-30 03:00:00,2024-08-30 03:15:00,0.12,False
SLOT_011982,SEC_006,2024-05-21 22:15:00,2024-05-22 00:15:00,0.46,True
SLOT_011983,SEC_024,2024-12-18 22:45:00,2024-12-19 01:45:00,0.49,False
SLOT_011984,SEC_034,2024-03-18 18:15:00,2024-03-18 18:30:00,0.73,True
SLOT_011985,SEC_034,2024-05-04 23:15:00,2024-05-04 23:30:00,0.73,True
SLOT_011986,SEC_048,2024-06-27 20:15:00,2024-06-27 23:15:00,0.85,True
SLOT_011987,SEC_023,2024-04-24 01:15:00,2024-04-24 04:15:00,0.15,False
SLOT_011988,SEC_045,2024-05-05 06:15:00,2024-05-05 07:15:00,0.6,True
SLOT_011989,SEC_048,2024-12-05 15:45:00,2024-12-05 16:00:00,0.61,True
SLOT_011990,SEC_029,2024-02-25 18:15:00,2024-02-25 19:15:00,0.96,True
SLOT_011991,SEC_005,2024-07-06 07:45:00,2024-07-06 09:45:00,0.79,True
SLOT_011992,SEC_019,2024-06-21 13:45:00,2024-06-21 14:15:00,0.11,False
SLOT_011993,SEC_038,2024-02-01 05:45:00,2024-02-01 06:15:00,0.68,True
SLOT_011994,SEC_029,2024-03-14 00:45:00,2024-03-14 01:45:00,0.72,True
SLOT_011995,SEC_046,2024-04-09 10:45:00,2024-04-09 11:45:00,0.71,True
SLOT_011996,SEC_040,2024-06-21 03:30:00,2024-06-21 05:30:00,0.39,True
SLOT_011997,SEC_004,2024-06-01 15:15:00,2024-06-01 16:15:00,0.75,True
SLOT_011998,SEC_043,2024-08-04 22:00:00,2024-08-04 23:30:00,0.74,True
SLOT_011999,SEC_018,2024-05-17 05:30:00,2024-05-17 06:30:00,0.67,True
SLOT_012000,SEC_041,2024-10-13 01:30:00,2024-10-13 03:00:00,0.12,False
SLOT_012001,SEC_025,2024-05-14 15:00:00,2024-05-14 17:00:00,0.68,True
SLOT_012002,SEC_023,2024-11-08 07:15:00,2024-11-08 07:30:00,0.95,False
SLOT_012003,SEC_004,2024-12-31 04:45:00,2024-12-31 05:00:00,0.41,False
SLOT_012004,SEC_006,2024-09-01 14:30:00,2024-09-01 17:30:00,0.49,False
SLOT_012005,SEC_030,2024-02-07 06:00:00,2024-02-07 06:15:00,0.62,True
SLOT_012006,SEC_028,2024-11-23 15:15:00,2024-11-23 16:45:00,0.65,True
SLOT_012007,SEC_028,2024-10-25 15:15:00,2024-10-25 18:15:00,0.42,False
SLOT_012008,SEC_008,2024-07-23 06:30:00,2024-07-23 08:00:00,0.45,False
SLOT_012009,SEC_025,2024-05-04 18:15:00,2024-05-04 18:30:00,0.91,True
SLOT_012010,SEC_003,2024-09-17 15:30:00,2024-09-17 16:00:00,0.73,True
SLOT_012011,SEC_008,2024-08-13 11:00:00,2024-08-13 11:15:00,0.67,False
SLOT_012012,SEC_025,2024-10-08 18:30:00,2024-10-08 18:45:00,0.85,True
SLOT_012013,SEC_031,2024-08-24 16:45:00,2024-08-24 17:45:00,0.55,False
SLOT_012014,SEC_033,2024-10-28 15:15:00,2024-10-28 16:15:00,0.66,False
SLOT_012015,SEC_049,2024-12-20 23:45:00,2024-12-21 01:15:00,0.42,True
SLOT_012016,SEC_042,2024-10-02 11:45:00,2024-10-02 13:45:00,0.48,True
SLOT_012017,SEC_019,2024-04-26 13:45:00,2024-04-26 15:15:00,0.35,False
SLOT_012018,SEC_039,2024-11-26 12:30:00,2024-11-26 14:00:00,0.4,False
SLOT_012019,SEC_005,2024-10-29 01:00:00,2024-10-29 03:00:00,0.3,False
SLOT_012020,SEC_043,2024-06-22 20:15:00,2024-06-22 20:45:00,0.95,True
SLOT_012021,SEC_019,2024-01-22 08:30:00,2024-01-22 09:30:00,0.81,True
SLOT_012022,SEC_038,2024-12-14 16:00:00,2024-12-14 17:30:00,0.6,False
SLOT_012023,SEC_048,2024-07-16 11:15:00,2024-07-16 13:15:00,0.48,False
SLOT_012024,SEC_035,2024-05-26 03:45:00,2024-05-26 04:45:00,0.45,True
SLOT_012025,SEC_046,2024-08-10 04:00:00,2024-08-10 05:30:00,0.3,False
SLOT_012026,SEC_001,2024-01-26 04:45:00,2024-01-26 05:15:00,0.4,False
SLOT_012027,SEC_009,2024-10-29 22:45:00,2024-10-29 23:15:00,0.51,True
SLOT_012028,SEC_031,2024-03-07 04:15:00,2024-03-07 06:15:00,0.38,False
SLOT_012029,SEC_027,2024-04-04 10:45:00,2024-04-04 13:45:00,0.71,True
SLOT_012030,SEC_006,2024-07-23 17:45:00,2024-07-23 18:15:00,0.93,True
SLOT_012031,SEC_036,2024-08-31 06:45:00,2024-08-31 09:45:00,0.51,True
SLOT_012032,SEC_003,2024-01-06 13:00:00,2024-01-06 14:30:00,0.3,True
SLOT_012033,SEC_049,2024-07-31 19:00:00,2024-07-31 22:00:00,0.72,True
SLOT_012034,SEC_008,2024-02-27 16:00:00,2024-02-27 18:00:00,0.7,False
SLOT_012035,SEC_022,2024-12-15 13:30:00,2024-12-15 13:45:00,0.21,False
SLOT_012036,SEC_041,2024-05-16 23:15:00,2024-05-16 23:30:00,0.72,False
SLOT_012037,SEC_026,2024-06-28 08:45:00,2024-06-28 11:45:00,0.88,True
SLOT_012038,SEC_037,2024-08-16 20:00:00,2024-08-16 22:00:00,0.89,True
SLOT_012039,SEC_035,2024-02-27 20:15:00,2024-02-27 23:15:00,0.78,False
SLOT_012040,SEC_047,2024-03-01 23:30:00,2024-03-01 23:45:00,0.74,False
SLOT_012041,SEC_023,2024-12-17 16:30:00,2024-12-17 16:45:00,0.63,False
SLOT_012042,SEC_048,2024-07-29 12:45:00,2024-07-29 14:45:00,0.1,False
SLOT_012043,SEC_026,2024-03-24 07:15:00,2024-03-24 10:15:00,0.87,True
SLOT_012044,SEC_044,2024-08-30 21:45:00,2024-08-30 22:15:00,0.63,False
SLOT_012045,SEC_036,2024-11-22 07:30:00,2024-11-22 10:30:00,0.8,True
SLOT_012046,SEC_007,2024-10-06 21:00:00,2024-10-06 21:15:00,0.48,False
SLOT_012047,SEC_032,2024-05-26 23:00:00,2024-05-26 23:30:00,0.7,True
SLOT_012048,SEC_044,2024-08-29 02:00:00,2024-08-29 02:15:00,0.15,False
SLOT_012049,SEC_007,2024-11-23 20:30:00,2024-11-23 22:00:00,0.85,False
SLOT_012050,SEC_042,2024-04-01 13:45:00,2024-04-01 14:45:00,0.21,False
SLOT_012051,SEC_006,2024-10-16 09:00:00,2024-10-16 10:30:00,0.85,True
SLOT_012052,SEC_043,2024-12-31 15:15:00,2024-12-31 15:45:00,0.5,False
SLOT_012053,SEC_039,2024-05-06 11:00:00,2024-05-06 12:30:00,0.55,True
SLOT_012054,SEC_008,2024-11-21 05:15:00,2024-11-21 06:15:00,0.56,True
SLOT_012055,SEC_036,2024-01-09 05:15:00,2024-01-09 05:45:00,0.51,False
SLOT_012056,SEC_006,2024-05-16 22:15:00,2024-05-17 01:15:00,0.6,False
SLOT_012057,SEC_028,2024-04-11 09:15:00,2024-04-11 12:15:00,0.72,True
SLOT_012058,SEC_046,2024-01-11 17:15:00,2024-01-11 17:30:00,0.82,True
SLOT_012059,SEC_011,2024-08-08 14:00:00,2024-08-08 14:30:00,0.48,True
SLOT_012060,SEC_009,2024-07-12 07:30:00,2024-07-12 08:00:00,0.72,True
SLOT_012061,SEC_021,2024-05-18 12:30:00,2024-05-18 13:00:00,0.4,False
SLOT_012062,SEC_019,2024-11-12 14:00:00,2024-11-12 14:15:00,0.75,False
SLOT_012063,SEC_003,2024-03-31 16:15:00,2024-03-31 17:15:00,0.59,False
SLOT_012064,SEC_023,2024-10-27 19:15:00,2024-10-27 20:45:00,0.78,True
SLOT_012065,SEC_013,2024-08-20 07:15:00,2024-08-20 08:15:00,0.94,False
SLOT_012066,SEC_007,2024-11-24 14:15:00,2024-11-24 15:45:00,0.74,False
SLOT_012067,SEC_014,2024-01-03 16:15:00,2024-01-03 16:30:00,0.41,False
SLOT_012068,SEC_002,2024-12-20 20:00:00,2024-12-20 23:00:00,0.71,True
SLOT_012069,SEC_045,2024-01-01 14:45:00,2024-01-01 16:15:00,0.42,False
SLOT_012070,SEC_049,2024-09-17 15:30:00,2024-09-17 17:30:00,0.48,True
SLOT_012071,SEC_019,2024-10-02 09:45:00,2024-10-02 10:45:00,0.75,True
SLOT_012072,SEC_043,2024-02-29 19:00:00,2024-02-29 21:00:00,0.78,True
SLOT_012073,SEC_023,2024-01-13 03:15:00,2024-01-13 04:45:00,0.18,False
SLOT_012074,SEC_045,2024-01-14 08:15:00,2024-01-14 08:30:00,0.81,True
SLOT_012075,SEC_009,2024-02-17 15:00:00,2024-02-17 15:30:00,0.54,False
SLOT_012076,SEC_014,2024-02-25 19:00:00,2024-02-25 21:00:00,0.98,False
SLOT_012077,SEC_037,2024-12-19 13:45:00,2024-12-19 14:45:00,0.32,True
SLOT_012078,SEC_011,2024-03-14 15:30:00,2024-03-14 15:45:00,0.57,True
SLOT_012079,SEC_041,2024-10-21 22:45:00,2024-10-22 00:15:00,0.48,True
SLOT_012080,SEC_021,2024-01-23 19:45:00,2024-01-23 21:45:00,0.94,True
SLOT_012081,SEC_020,2024-08-27 16:00:00,2024-08-27 19:00:00,0.41,True
SLOT_012082,SEC_023,2024-06-14 20:30:00,2024-06-14 22:30:00,0.73,True
SLOT_012083,SEC_040,2024-07-16 23:15:00,2024-07-17 02:15:00,0.42,False
SLOT_012084,SEC_001,2024-10-13 19:45:00,2024-10-13 20:15:00,0.8,True
SLOT_012085,SEC_037,2024-03-17 03:00:00,2024-03-17 05:00:00,0.16,True
SLOT_012086,SEC_039,2024-01-02 11:45:00,2024-01-02 12:15:00,0.43,False
SLOT_012087,SEC_041,2024-03-21 00:00:00,2024-03-21 03:00:00,0.68,False
SLOT_012088,SEC_049,2024-10-21 23:30:00,2024-10-22 00:00:00,0.44,True
SLOT_012089,SEC_039,2024-08-04 05:15:00,2024-08-04 07:15:00,0.58,True
SLOT_012090,SEC_026,2024-12-04 17:45:00,2024-12-04 19:45:00,0.77,True
SLOT_012091,SEC_023,2024-11-01 20:15:00,2024-11-01 21:45:00,0.94,True
SLOT_012092,SEC_020,2024-02-25 00:45:00,2024-02-25 01:45:00,0.7,True
SLOT_012093,SEC_041,2024-01-22 15:00:00,2024-01-22 16:00:00,0.55,True
SLOT_012094,SEC_020,2024-01-08 11:00:00,2024-01-08 12:00:00,0.62,False
SLOT_012095,SEC_029,2024-03-10 10:15:00,2024-03-10 10:30:00,0.45,True
SLOT_012096,SEC_005,2024-06-24 18:30:00,2024-06-24 20:00:00,0.96,True
SLOT_012097,SEC_016,2024-01-07 23:00:00,2024-01-08 00:30:00,0.69,False
SLOT_012098,SEC_014,2024-11-13 23:30:00,2024-11-14 01:30:00,0.68,True
SLOT_012099,SEC_022,2024-06-24 22:45:00,2024-06-24 23:00:00,0.63,False
SLOT_012100,SEC_025,2024-09-26 11:15:00,2024-09-26 12:45:00,0.69,False
SLOT_012101,SEC_036,2024-11-15 20:00:00,2024-11-15 20:30:00,0.7,True
SLOT_012102,SEC_022,2024-01-13 16:15:00,2024-01-13 18:15:00,0.41,False
SLOT_012103,SEC_008,2024-06-07 23:30:00,2024-06-08 00:30:00,0.47,False
SLOT_012104,SEC_027,2024-09-03 02:00:00,2024-09-03 05:00:00,0.39,False
SLOT_012105,SEC_003,2024-12-30 21:15:00,2024-12-30 21:30:00,0.55,True
SLOT_012106,SEC_042,2024-10-26 11:30:00,2024-10-26 12:00:00,0.41,False
SLOT_012107,SEC_038,2024-03-20 06:30:00,2024-03-20 08:30:00,0.57,True
SLOT_012108,SEC_012,2024-04-09 06:15:00,2024-04-09 06:45:00,0.74,True
SLOT_012109,SEC_013,2024-10-19 21:45:00,2024-10-19 22:15:00,0.74,False
SLOT_012110,SEC_002,2024-08-27 00:30:00,2024-08-27 02:00:00,0.6,True
SLOT_012111,SEC_018,2024-04-01 15:15:00,2024-04-01 16:45:00,0.52,True
SLOT_012112,SEC_002,2024-06-29 03:00:00,2024-06-29 03:15:00,0.38,False
SLOT_012113,SEC_046,2024-12-05 03:00:00,2024-12-05 03:30:00,0.33,False
SLOT_012114,SEC_007,2024-03-16 22:15:00,2024-03-16 23:45:00,0.7,True
SLOT_012115,SEC_033,2024-04-30 15:30:00,2024-04-30 15:45:00,0.46,True
SLOT_012116,SEC_028,2024-11-25 08:00:00,2024-11-25 11:00:00,0.77,True
SLOT_012117,SEC_012,2024-09-03 13:45:00,2024-09-03 14:45:00,0.15,False
SLOT_012118,SEC_040,2024-03-22 06:00:00,2024-03-22 07:00:00,0.51,False
SLOT_012119,SEC_006,2024-04-15 18:15:00,2024-04-15 19:45:00,0.8,False
SLOT_012120,SEC_044,2024-11-03 10:15:00,2024-11-03 10:45:00,0.58,False
SLOT_012121,SEC_037,2024-04-12 11:15:00,2024-04-12 12:45:00,0.75,True
SLOT_012122,SEC_032,2024-09-13 04:00:00,2024-09-13 07:00:00,0.18,False
SLOT_012123,SEC_044,2024-06-30 09:30:00,2024-06-30 12:30:00,0.76,True
SLOT_012124,SEC_020,2024-03-21 03:15:00,2024-03-21 04:15:00,0.24,False
SLOT_012125,SEC_014,2024-05-14 21:30:00,2024-05-15 00:30:00,0.54,False
SLOT_012126,SEC_008,2024-09-17 07:00:00,2024-09-17 07:15:00,0.9,True
SLOT_012127,SEC_046,2024-10-20 01:30:00,2024-10-20 04:30:00,0.41,False
SLOT_012128,SEC_020,2024-01-10 21:15:00,2024-01-10 22:15:00,0.49,True
SLOT_012129,SEC_041,2024-11-27 19:00:00,2024-11-27 19:30:00,0.93,True
SLOT_012130,SEC_017,2024-03-27 23:00:00,2024-03-27 23:15:00,0.44,True
SLOT_012131,SEC_047,2024-08-25 08:45:00,2024-08-25 10:15:00,0.72,False
SLOT_012132,SEC_043,2024-04-14 14:45:00,2024-04-14 15:00:00,0.57,False
SLOT_012133,SEC_016,2024-04-07 09:00:00,2024-04-07 11:00:00,0.9,True
SLOT_012134,SEC_024,2024-11-21 02:00:00,2024-11-21 02:15:00,0.33,True
SLOT_012135,SEC_039,2024-09-13 06:00:00,2024-09-13 07:30:00,0.47,True
SLOT_012136,SEC_012,2024-12-01 21:45:00,2024-12-01 22:45:00,0.41,True
SLOT_012137,SEC_002,2024-01-08 16:30:00,2024-01-08 19:30:00,0.47,False
SLOT_012138,SEC_015,2024-04-09 09:15:00,2024-04-09 10:15:00,0.95,True
SLOT_012139,SEC_029,2024-01-18 11:00:00,2024-01-18 11:30:00,0.75,False
SLOT_012140,SEC_007,2024-06-22 09:15:00,2024-06-22 11:15:00,0.75,True
SLOT_012141,SEC_017,2024-06-17 08:45:00,2024-06-17 11:45:00,0.8,True
SLOT_012142,SEC_046,2024-12-25 18:15:00,2024-12-25 19:45:00,0.83,False
SLOT_012143,SEC_004,2024-03-25 09:00:00,2024-03-25 11:00:00,0.71,True
SLOT_012144,SEC_003,2024-08-31 12:30:00,2024-08-31 15:30:00,0.21,False
SLOT_012145,SEC_021,2024-12-29 22:15:00,2024-12-29 23:15:00,0.41,False
SLOT_012146,SEC_001,2024-01-26 03:00:00,2024-01-26 06:00:00,0.31,False
SLOT_012147,SEC_002,2024-06-11 13:00:00,2024-06-11 15:00:00,0.4,False
SLOT_012148,SEC_009,2024-05-23 14:45:00,2024-05-23 15:15:00,0.51,True
SLOT_012149,SEC_006,2024-01-10 19:45:00,2024-01-10 20:45:00,0.84,True
SLOT_012150,SEC_040,2024-06-03 00:45:00,2024-06-03 01:00:00,0.57,True
SLOT_012151,SEC_007,2024-04-02 20:45:00,2024-04-02 22:45:00,0.87,True
SLOT_012152,SEC_026,2024-04-22 00:15:00,2024-04-22 02:15:00,0.71,True
