section_id,forecast_date,expected_rakes,commodity_type,seasonal_factor
SEC_017,2024-12-03,7,Other,1.15
SEC_044,2024-09-20,6,Other,1.0
SEC_036,2024-03-29,15,Foodgrain,1.38
SEC_027,2024-09-16,9,Steel,0.95
SEC_027,2024-09-22,2,Coal,0.97
SEC_044,2024-09-28,10,Coal,1.06
SEC_022,2024-12-24,5,Other,1.19
SEC_012,2024-07-16,10,Cement,0.71
SEC_007,2024-01-22,13,Other,1.15
SEC_017,2024-10-26,8,Foodgrain,1.2
SEC_033,2024-01-06,14,Cement,1.23
SEC_024,2024-08-22,2,Other,0.8
SEC_021,2024-10-18,8,Steel,1.2
SEC_024,2024-02-15,8,Foodgrain,1.21
SEC_048,2024-10-18,15,Steel,1.33
SEC_049,2024-10-23,13,Foodgrain,1.2
SEC_008,2024-08-27,4,Steel,0.7
SEC_006,2024-04-28,11,Steel,0.97
SEC_012,2024-03-14,8,Steel,1.01
SEC_042,2024-09-15,12,Other,1.01
SEC_023,2024-02-27,5,Steel,1.14
SEC_043,2024-09-04,15,Cement,1.09
SEC_032,2024-03-03,15,Foodgrain,1.32
SEC_028,2024-05-02,13,Cement,1.02
SEC_014,2024-07-04,5,Coal,0.86
SEC_017,2024-02-29,7,Cement,1.24
SEC_008,2024-10-17,9,Cement,1.35
SEC_026,2024-09-11,7,Coal,1.0
SEC_014,2024-01-06,10,Steel,1.09
SEC_015,2024-11-06,6,Other,1.26
SEC_002,2024-09-19,11,Steel,1.0
SEC_040,2024-11-02,13,Foodgrain,1.31
SEC_047,2024-08-08,5,Other,0.74
SEC_025,2024-08-17,4,Other,0.71
SEC_027,2024-05-20,8,Steel,1.01
SEC_046,2024-03-24,8,Cement,0.97
SEC_026,2024-03-27,12,Other,0.96
SEC_031,2024-04-25,7,Foodgrain,1.4
SEC_021,2024-04-16,10,Other,1.1
SEC_026,2024-10-03,16,Cement,1.25
SEC_026,2024-07-10,8,Cement,0.81
SEC_035,2024-05-30,9,Cement,1.0
SEC_030,2024-09-22,3,Coal,1.08
SEC_025,2024-09-25,5,Coal,1.01
SEC_004,2024-12-08,10,Other,1.23
SEC_045,2024-04-23,6,Cement,1.03
SEC_044,2024-03-30,3,Other,1.08
SEC_010,2024-01-03,7,Foodgrain,1.24
SEC_015,2024-02-28,8,Steel,1.09
SEC_048,2024-08-08,7,Other,0.71
SEC_016,2024-10-23,8,Other,1.28
SEC_040,2024-08-07,3,Other,0.83
SEC_039,2024-12-28,9,Other,1.17
SEC_043,2024-08-17,6,Coal,0.88
SEC_001,2024-11-19,3,Other,1.37
SEC_024,2024-04-08,12,Coal,1.06
SEC_028,2024-04-28,2,Cement,0.96
SEC_042,2024-10-23,7,Coal,1.2
SEC_011,2024-08-29,10,Coal,0.78
SEC_016,2024-06-27,2,Cement,0.76
SEC_009,2024-12-15,15,Steel,1.16
SEC_038,2024-10-06,5,Other,1.18
SEC_049,2024-04-18,5,Steel,1.06
SEC_007,2024-08-11,4,Cement,0.8
SEC_012,2024-05-24,11,Cement,1.08
SEC_016,2024-06-01,4,Other,0.72
SEC_044,2024-10-21,15,Other,1.35
SEC_022,2024-09-05,11,Foodgrain,1.04
SEC_014,2024-01-05,15,Steel,1.16
SEC_016,2024-07-29,8,Foodgrain,0.77
SEC_030,2024-08-24,6,Cement,0.77
SEC_019,2024-07-05,7,Other,0.73
SEC_007,2024-04-19,2,Coal,1.04
SEC_041,2024-08-25,10,Coal,0.8
SEC_021,2024-12-12,14,Foodgrain,1.07
SEC_013,2024-02-01,12,Foodgrain,1.22
SEC_036,2024-08-08,8,Other,0.74
SEC_037,2024-11-29,11,Steel,1.2
SEC_008,2024-05-26,9,Coal,1.07
SEC_004,2024-05-02,5,Coal,1.04
SEC_003,2024-03-31,6,Other,1.04
SEC_038,2024-03-23,7,Cement,1.09
SEC_031,2024-05-23,7,Other,1.09
SEC_039,2024-10-09,7,Steel,1.24
SEC_031,2024-03-07,15,Coal,1.05
SEC_020,2024-03-25,7,Foodgrain,1.36
SEC_029,2024-12-31,2,Coal,1.05
SEC_036,2024-12-30,4,Coal,1.18
SEC_020,2024-03-24,8,Other,1.0
SEC_045,2024-06-02,3,Steel,0.89
SEC_045,2024-05-27,3,Coal,0.99
SEC_040,2024-04-18,4,Steel,1.03
SEC_049,2024-02-25,16,Steel,1.22
SEC_020,2024-01-23,14,Other,1.11
SEC_006,2024-08-12,6,Cement,0.85
SEC_024,2024-01-16,9,Foodgrain,1.17
SEC_037,2024-08-15,9,Foodgrain,0.79
SEC_039,2024-02-04,5,Cement,1.21
SEC_020,2024-02-26,10,Coal,1.16
SEC_015,2024-01-02,8,Foodgrain,1.19
SEC_022,2024-05-25,13,Steel,1.01
SEC_040,2024-04-29,13,Coal,0.97
SEC_003,2024-05-01,13,Foodgrain,0.95
SEC_017,2024-04-23,9,Cement,0.99
SEC_012,2024-12-09,6,Cement,1.07
SEC_040,2024-06-06,2,Coal,0.85
SEC_024,2024-10-23,11,Steel,1.39
SEC_005,2024-03-26,11,Steel,1.07
SEC_013,2024-06-25,10,Coal,0.87
SEC_003,2024-01-23,13,Foodgrain,1.12
SEC_024,2024-04-04,17,Foodgrain,1.3
SEC_049,2024-01-27,12,Cement,1.24
SEC_028,2024-01-08,12,Cement,1.23
SEC_043,2024-03-07,2,Other,1.09
SEC_037,2024-02-28,7,Foodgrain,1.05
SEC_044,2024-04-25,9,Steel,1.08
SEC_016,2024-09-29,9,Foodgrain,1.01
SEC_047,2024-02-24,11,Cement,1.1
SEC_012,2024-08-11,12,Steel,0.89
SEC_022,2024-05-13,2,Foodgrain,1.04
SEC_034,2024-05-27,5,Other,0.96
SEC_015,2024-12-03,2,Cement,1.1
SEC_013,2024-06-19,8,Cement,0.7
SEC_007,2024-04-05,4,Other,0.97
SEC_001,2024-03-28,15,Coal,1.09
SEC_025,2024-03-02,3,Foodgrain,1.42
SEC_049,2024-10-20,17,Steel,1.32
SEC_011,2024-08-31,9,Steel,0.77
SEC_022,2024-04-07,9,Cement,0.98
SEC_046,2024-06-28,2,Cement,0.73
SEC_038,2024-07-03,4,Foodgrain,0.8
SEC_001,2024-01-18,11,Foodgrain,1.21
SEC_025,2024-11-28,8,Foodgrain,1.35
SEC_008,2024-10-15,14,Other,1.19
SEC_013,2024-07-14,11,Coal,0.85
SEC_013,2024-09-18,2,Foodgrain,1.08
SEC_031,2024-02-09,3,Coal,1.16
SEC_010,2024-12-23,12,Other,1.17
SEC_013,2024-08-22,3,Steel,0.81
SEC_012,2024-12-09,10,Coal,1.23
SEC_018,2024-11-12,7,Other,1.24
SEC_033,2024-08-01,9,Cement,0.77
SEC_020,2024-04-15,12,Other,0.96
SEC_017,2024-09-08,6,Steel,0.97
SEC_026,2024-07-06,11,Steel,0.79
SEC_031,2024-05-29,3,Cement,1.07
SEC_001,2024-09-17,2,Other,1.04
SEC_044,2024-11-21,3,Other,1.31
SEC_045,2024-03-03,2,Steel,1.09
SEC_030,2024-07-21,2,Cement,0.77
SEC_029,2024-10-11,8,Other,1.37
SEC_035,2024-04-29,2,Cement,1.09
SEC_022,2024-05-05,4,Cement,1.1
SEC_018,2024-01-04,8,Coal,1.14
SEC_018,2024-04-28,7,Cement,1.1
SEC_008,2024-08-02,2,Coal,0.76
SEC_042,2024-12-21,3,Foodgrain,1.06
SEC_016,2024-07-11,9,Foodgrain,0.83
SEC_014,2024-04-16,11,Coal,1.08
SEC_048,2024-10-24,5,Foodgrain,1.29
SEC_025,2024-03-09,11,Steel,1.06
SEC_031,2024-03-09,5,Coal,1.08
SEC_013,2024-07-09,7,Cement,0.74
SEC_014,2024-10-25,4,Cement,1.22
SEC_036,2024-03-18,15,Other,1.07
SEC_023,2024-01-06,14,Cement,1.23
SEC_008,2024-09-21,10,Coal,1.04
SEC_041,2024-08-02,11,Coal,0.81
SEC_020,2024-09-08,2,Other,1.09
SEC_033,2024-05-25,13,Coal,1.02
SEC_017,2024-02-13,9,Steel,1.05
SEC_028,2024-05-01,14,Steel,1.02
SEC_039,2024-06-20,8,Coal,0.85
SEC_044,2024-06-07,5,Cement,0.77
SEC_011,2024-11-21,5,Cement,1.24
SEC_033,2024-03-22,6,Other,1.04
SEC_045,2024-04-24,19,Foodgrain,1.46
SEC_032,2024-03-08,13,Foodgrain,1.41
SEC_008,2024-07-27,11,Steel,0.76
SEC_010,2024-10-21,10,Coal,1.19
SEC_010,2024-11-19,17,Other,1.34
SEC_006,2024-03-24,12,Other,0.99
SEC_037,2024-06-06,4,Other,0.81
SEC_048,2024-09-26,6,Coal,1.1
SEC_026,2024-01-17,4,Foodgrain,1.11
SEC_030,2024-09-17,14,Cement,1.06
SEC_038,2024-02-19,9,Other,1.24
SEC_021,2024-01-13,13,Foodgrain,1.17
SEC_024,2024-02-11,6,Coal,1.14
SEC_029,2024-11-18,9,Other,1.15
SEC_015,2024-09-06,15,Coal,1.1
SEC_004,2024-10-15,12,Cement,1.3
SEC_028,2024-09-09,12,Steel,0.98
SEC_041,2024-10-18,8,Coal,1.2
SEC_004,2024-06-30,7,Foodgrain,0.74
SEC_011,2024-10-23,11,Steel,1.21
SEC_013,2024-01-21,9,Foodgrain,1.18
SEC_040,2024-08-01,5,Coal,0.78
SEC_025,2024-10-03,5,Cement,1.33
SEC_027,2024-12-29,11,Steel,1.13
SEC_032,2024-05-11,11,Coal,1.09
SEC_014,2024-03-06,6,Steel,1.06
SEC_035,2024-09-20,14,Coal,1.07
SEC_002,2024-01-27,5,Foodgrain,1.14
SEC_006,2024-10-11,5,Foodgrain,1.16
SEC_040,2024-09-14,6,Cement,0.99
SEC_033,2024-09-09,6,Other,1.07
SEC_009,2024-04-17,4,Coal,0.95
SEC_022,2024-02-14,2,Coal,1.05
SEC_003,2024-08-10,8,Foodgrain,0.73
SEC_033,2024-05-12,6,Coal,1.05
SEC_038,2024-05-23,4,Other,0.98
SEC_014,2024-03-09,14,Other,1.07
SEC_018,2024-05-02,10,Foodgrain,1.05
SEC_012,2024-10-31,3,Other,1.38
SEC_020,2024-11-22,18,Foodgrain,1.36
SEC_014,2024-05-07,10,Foodgrain,0.97
SEC_013,2024-02-21,5,Cement,1.25
SEC_022,2024-01-13,12,Foodgrain,1.17
SEC_043,2024-03-10,9,Cement,1.03
SEC_038,2024-01-04,14,Steel,1.2
SEC_015,2024-09-01,9,Foodgrain,0.97
SEC_047,2024-08-23,8,Other,0.72
SEC_011,2024-10-13,7,Other,1.37
SEC_045,2024-05-01,3,Coal,1.01
SEC_016,2024-10-31,17,Coal,1.29
SEC_027,2024-03-03,12,Foodgrain,1.49
SEC_010,2024-03-25,13,Coal,1.01
SEC_038,2024-12-01,13,Cement,1.16
SEC_016,2024-11-18,13,Foodgrain,1.16
SEC_043,2024-08-07,1,Other,0.73
SEC_005,2024-08-11,10,Coal,0.88
SEC_025,2024-09-13,4,Coal,1.0
SEC_008,2024-10-28,10,Steel,1.37
SEC_044,2024-03-25,14,Coal,0.99
SEC_021,2024-01-26,15,Coal,1.08
SEC_034,2024-03-08,4,Cement,0.99
SEC_044,2024-05-10,2,Cement,0.96
SEC_027,2024-03-27,8,Cement,0.99
SEC_003,2024-07-11,7,Foodgrain,0.74
SEC_011,2024-02-20,14,Steel,1.24
SEC_011,2024-07-30,5,Other,0.8
SEC_045,2024-09-17,7,Other,1.05
SEC_045,2024-02-06,4,Steel,1.19
SEC_024,2024-04-15,7,Other,0.97
SEC_044,2024-07-16,10,Cement,0.8
SEC_013,2024-01-25,2,Steel,1.07
SEC_034,2024-08-31,8,Steel,0.72
SEC_020,2024-10-02,19,Foodgrain,1.39
SEC_012,2024-05-12,7,Coal,1.01
SEC_013,2024-01-04,7,Steel,1.11
SEC_021,2024-07-02,6,Cement,0.86
SEC_017,2024-11-14,9,Foodgrain,1.28
SEC_011,2024-04-17,10,Coal,0.96
SEC_017,2024-11-06,3,Coal,1.36
SEC_007,2024-11-14,10,Cement,1.28
SEC_048,2024-04-12,4,Other,0.99
SEC_019,2024-08-07,2,Cement,0.77
SEC_006,2024-01-16,11,Coal,1.21
SEC_029,2024-07-20,7,Cement,0.75
SEC_044,2024-11-17,16,Steel,1.3
SEC_018,2024-12-11,7,Foodgrain,1.09
SEC_042,2024-03-14,17,Foodgrain,1.45
SEC_030,2024-08-31,3,Other,0.82
SEC_037,2024-01-25,4,Other,1.2
SEC_015,2024-04-12,2,Coal,1.05
SEC_002,2024-11-01,5,Coal,1.15
SEC_017,2024-08-22,9,Other,0.76
SEC_046,2024-05-23,5,Steel,0.97
SEC_039,2024-12-17,3,Coal,1.14
SEC_039,2024-10-04,10,Coal,1.22
SEC_044,2024-01-09,10,Foodgrain,1.22
SEC_019,2024-01-30,5,Other,1.07
SEC_016,2024-08-17,4,Other,0.72
SEC_046,2024-11-16,8,Cement,1.31
SEC_029,2024-02-27,12,Steel,1.22
SEC_015,2024-07-16,7,Cement,0.85
SEC_014,2024-10-25,13,Other,1.19
SEC_043,2024-11-11,8,Foodgrain,1.35
SEC_003,2024-08-22,2,Foodgrain,0.84
SEC_004,2024-12-31,17,Foodgrain,1.21
SEC_037,2024-12-08,4,Other,1.11
SEC_001,2024-11-01,13,Cement,1.21
SEC_009,2024-09-02,12,Coal,1.01
SEC_049,2024-12-26,3,Other,1.12
SEC_021,2024-01-07,10,Foodgrain,1.2
SEC_036,2024-02-02,6,Foodgrain,1.18
SEC_024,2024-07-05,10,Coal,0.89
SEC_005,2024-09-02,11,Cement,0.99
SEC_010,2024-11-26,5,Coal,1.31
SEC_038,2024-09-05,6,Coal,0.97
SEC_005,2024-03-26,11,Cement,1.09
SEC_030,2024-11-28,13,Steel,1.26
SEC_018,2024-01-31,5,Cement,1.25
SEC_019,2024-02-04,16,Steel,1.13
SEC_047,2024-09-20,3,Cement,1.01
SEC_030,2024-12-18,11,Cement,1.07
SEC_031,2024-07-02,2,Cement,0.71
SEC_018,2024-02-19,16,Cement,1.14
SEC_019,2024-01-18,8,Cement,1.2
SEC_034,2024-12-24,13,Steel,1.16
SEC_002,2024-04-12,19,Foodgrain,1.47
SEC_012,2024-08-21,5,Coal,0.73
SEC_030,2024-04-29,2,Steel,1.06
SEC_031,2024-03-19,12,Foodgrain,1.3
SEC_005,2024-09-01,7,Cement,0.96
SEC_039,2024-09-27,11,Other,1.02
SEC_027,2024-06-21,6,Cement,0.87
SEC_012,2024-07-04,2,Coal,0.83
SEC_037,2024-06-27,6,Steel,0.8
SEC_049,2024-08-04,11,Foodgrain,0.81
SEC_021,2024-10-22,5,Foodgrain,1.34
SEC_014,2024-09-17,7,Other,1.02
SEC_015,2024-04-11,10,Coal,0.95
SEC_030,2024-03-31,5,Foodgrain,1.32
SEC_003,2024-09-03,10,Cement,1.06
SEC_024,2024-08-24,7,Foodgrain,0.76
SEC_002,2024-05-14,15,Steel,1.08
SEC_002,2024-11-02,17,Coal,1.28
SEC_022,2024-06-02,8,Cement,0.82
SEC_037,2024-05-02,5,Cement,1.0
SEC_044,2024-07-22,2,Cement,0.86
SEC_005,2024-03-11,6,Other,1.02
SEC_012,2024-09-11,12,Other,1.01
SEC_021,2024-11-24,3,Coal,1.15
SEC_029,2024-12-11,3,Foodgrain,1.08
SEC_049,2024-06-12,3,Steel,0.85
SEC_034,2024-04-08,2,Other,1.07
SEC_027,2024-06-24,6,Coal,0.84
SEC_003,2024-02-07,7,Cement,1.15
SEC_004,2024-09-01,15,Steel,1.09
SEC_008,2024-06-05,2,Coal,0.77
SEC_033,2024-02-14,9,Foodgrain,1.13
SEC_017,2024-07-19,13,Steel,0.9
SEC_012,2024-09-20,8,Cement,1.08
SEC_033,2024-03-24,6,Steel,1.08
SEC_040,2024-05-28,14,Coal,1.02
SEC_022,2024-11-21,14,Coal,1.38
SEC_044,2024-09-16,5,Coal,0.99
SEC_036,2024-10-19,16,Foodgrain,1.25
SEC_036,2024-06-13,5,Steel,0.87
SEC_043,2024-06-29,7,Coal,0.75
SEC_010,2024-06-30,12,Steel,0.85
SEC_038,2024-06-13,2,Other,0.73
SEC_047,2024-02-22,3,Other,1.08
SEC_049,2024-01-15,15,Steel,1.22
SEC_029,2024-10-31,4,Foodgrain,1.29
SEC_037,2024-07-15,4,Coal,0.78
SEC_044,2024-07-13,4,Foodgrain,0.74
SEC_042,2024-08-06,2,Cement,0.87
SEC_044,2024-05-30,13,Coal,0.98
SEC_041,2024-11-22,4,Other,1.18
SEC_019,2024-06-21,8,Other,0.89
SEC_036,2024-07-02,5,Other,0.83
SEC_021,2024-07-13,8,Steel,0.71
SEC_040,2024-02-27,10,Other,1.2
SEC_040,2024-03-04,4,Coal,0.96
SEC_046,2024-03-06,5,Other,1.0
SEC_029,2024-04-02,2,Coal,1.08
SEC_024,2024-02-28,12,Steel,1.22
SEC_009,2024-03-23,4,Other,1.01
SEC_032,2024-12-09,10,Foodgrain,1.15
SEC_028,2024-05-12,11,Steel,0.99
SEC_026,2024-10-17,8,Steel,1.21
SEC_034,2024-05-23,13,Steel,0.95
SEC_042,2024-10-28,19,Other,1.39
SEC_008,2024-10-02,10,Foodgrain,1.36
SEC_022,2024-11-03,5,Coal,1.16
SEC_036,2024-04-15,4,Coal,0.98
SEC_041,2024-02-05,14,Foodgrain,1.08
SEC_039,2024-04-22,2,Coal,0.99
SEC_040,2024-09-13,10,Steel,1.02
SEC_042,2024-08-27,7,Cement,0.83
SEC_048,2024-09-14,9,Other,1.04
SEC_030,2024-12-29,4,Coal,1.22
SEC_013,2024-03-23,4,Steel,0.97
SEC_028,2024-06-11,5,Steel,0.78
SEC_035,2024-06-28,6,Other,0.8
SEC_005,2024-02-24,16,Cement,1.16
SEC_038,2024-08-30,6,Other,0.8
SEC_027,2024-01-18,16,Cement,1.24
SEC_046,2024-11-24,3,Coal,1.39
SEC_011,2024-02-02,12,Other,1.17
SEC_045,2024-02-10,2,Cement,1.06
SEC_022,2024-03-04,10,Cement,1.04
SEC_029,2024-11-22,13,Steel,1.28
SEC_033,2024-11-11,14,Cement,1.26
SEC_029,2024-12-03,6,Foodgrain,1.17
SEC_045,2024-10-31,7,Steel,1.37
SEC_009,2024-12-04,8,Steel,1.19
SEC_036,2024-06-21,8,Cement,0.7
SEC_048,2024-01-02,8,Cement,1.2
SEC_011,2024-06-09,10,Steel,0.87
SEC_013,2024-03-21,8,Steel,1.03
SEC_024,2024-03-30,9,Steel,0.97
SEC_036,2024-09-09,5,Cement,1.05
SEC_047,2024-03-02,11,Steel,1.07
SEC_039,2024-04-27,3,Cement,1.09
SEC_039,2024-05-23,2,Steel,1.09
SEC_022,2024-01-23,4,Steel,1.06
SEC_032,2024-09-13,10,Coal,1.0
SEC_011,2024-10-06,18,Coal,1.26
SEC_023,2024-07-23,8,Coal,0.76
SEC_010,2024-01-11,14,Coal,1.08
SEC_002,2024-10-15,17,Other,1.39
SEC_042,2024-06-12,9,Steel,0.78
SEC_040,2024-04-07,4,Foodgrain,1.46
SEC_026,2024-12-12,13,Other,1.17
SEC_001,2024-11-10,15,Foodgrain,1.35
SEC_005,2024-06-10,7,Steel,0.87
SEC_006,2024-06-11,8,Cement,0.86
SEC_036,2024-11-29,18,Cement,1.35
SEC_010,2024-03-10,4,Coal,1.09
SEC_013,2024-05-29,4,Other,0.99
SEC_043,2024-07-27,9,Coal,0.79
SEC_043,2024-05-06,5,Steel,1.08
SEC_038,2024-04-25,8,Other,0.98
SEC_016,2024-02-09,8,Foodgrain,1.15
SEC_029,2024-04-07,7,Foodgrain,1.47
SEC_010,2024-05-11,6,Other,1.1
SEC_043,2024-11-02,13,Foodgrain,1.22
SEC_005,2024-05-03,4,Cement,0.99
SEC_037,2024-02-28,16,Foodgrain,1.23
SEC_026,2024-11-05,3,Coal,1.16
SEC_038,2024-05-08,9,Steel,0.99
SEC_023,2024-12-02,10,Cement,1.12
SEC_008,2024-02-09,14,Steel,1.08
SEC_037,2024-01-09,7,Other,1.19
SEC_031,2024-12-03,15,Other,1.14
SEC_023,2024-02-05,11,Cement,1.24
SEC_019,2024-01-04,16,Coal,1.2
SEC_017,2024-08-23,9,Cement,0.76
SEC_024,2024-04-26,10,Other,1.03
SEC_013,2024-06-26,5,Cement,0.8
SEC_014,2024-05-29,11,Cement,0.97
SEC_014,2024-04-18,8,Cement,1.03
SEC_001,2024-06-25,6,Foodgrain,0.81
SEC_046,2024-04-05,5,Steel,0.98
SEC_012,2024-03-23,10,Foodgrain,1.37
SEC_009,2024-03-23,8,Other,1.0
SEC_008,2024-02-13,13,Coal,1.19
SEC_049,2024-07-11,6,Coal,0.72
SEC_024,2024-07-19,1,Other,0.74
SEC_017,2024-01-07,10,Other,1.16
SEC_020,2024-06-17,5,Foodgrain,0.77
SEC_005,2024-09-27,4,Steel,1.09
SEC_016,2024-01-01,15,Coal,1.14
SEC_013,2024-04-19,4,Cement,1.06
SEC_040,2024-12-17,13,Foodgrain,1.1
SEC_003,2024-06-05,4,Other,0.87
SEC_021,2024-01-07,4,Steel,1.23
SEC_039,2024-07-11,7,Cement,0.83
SEC_041,2024-05-30,6,Other,1.0
SEC_026,2024-03-18,11,Coal,1.06
SEC_011,2024-01-27,8,Cement,1.19
SEC_017,2024-11-19,2,Cement,1.17
SEC_011,2024-10-24,4,Foodgrain,1.33
SEC_033,2024-09-06,9,Steel,1.09
SEC_015,2024-01-07,3,Coal,1.07
SEC_031,2024-11-14,17,Coal,1.18
SEC_033,2024-06-22,9,Steel,0.71
SEC_047,2024-06-23,10,Foodgrain,0.8
SEC_019,2024-11-17,13,Foodgrain,1.22
SEC_048,2024-06-07,7,Other,0.78
SEC_020,2024-03-27,3,Cement,1.1
SEC_034,2024-03-27,13,Other,1.05
SEC_033,2024-12-05,4,Cement,1.11
SEC_041,2024-07-18,2,Foodgrain,0.86
SEC_023,2024-07-30,9,Other,0.71
SEC_039,2024-08-05,2,Cement,0.82
SEC_018,2024-03-21,15,Other,1.06
SEC_025,2024-06-02,6,Steel,0.82
SEC_025,2024-12-14,6,Cement,1.24
SEC_035,2024-02-23,5,Steel,1.06
SEC_031,2024-12-14,5,Steel,1.09
SEC_004,2024-04-09,7,Cement,1.07
SEC_040,2024-04-18,7,Foodgrain,1.38
SEC_038,2024-01-06,10,Cement,1.16
SEC_006,2024-08-30,2,Cement,0.8
SEC_048,2024-04-26,4,Cement,0.96
SEC_033,2024-06-17,8,Coal,0.74
SEC_005,2024-07-31,4,Coal,0.74
SEC_025,2024-08-20,6,Steel,0.74
SEC_041,2024-12-15,10,Steel,1.14
SEC_014,2024-07-22,2,Other,0.75
SEC_046,2024-03-06,5,Coal,0.97
SEC_021,2024-09-14,8,Foodgrain,1.05
SEC_012,2024-01-21,9,Cement,1.18
SEC_018,2024-11-04,2,Steel,1.24
SEC_026,2024-04-18,3,Steel,1.07
SEC_034,2024-09-21,5,Steel,0.96
SEC_046,2024-02-27,7,Foodgrain,1.17
SEC_010,2024-05-28,6,Cement,1.05
SEC_048,2024-09-11,9,Foodgrain,1.07
SEC_026,2024-08-15,2,Other,0.8
SEC_007,2024-01-03,13,Coal,1.1
SEC_046,2024-01-13,14,Steel,1.14
SEC_018,2024-12-24,2,Steel,1.17
SEC_031,2024-07-12,9,Steel,0.78
SEC_035,2024-11-09,13,Cement,1.34
SEC_001,2024-01-27,14,Coal,1.14
SEC_011,2024-06-28,8,Steel,0.85
SEC_034,2024-07-29,5,Coal,0.87
SEC_016,2024-12-03,3,Foodgrain,1.16
SEC_001,2024-09-17,2,Other,1.09
SEC_002,2024-08-17,4,Other,0.83
SEC_041,2024-04-17,7,Coal,0.99
SEC_008,2024-12-29,14,Coal,1.2
SEC_005,2024-04-29,12,Foodgrain,1.49
SEC_028,2024-04-11,11,Steel,1.02
SEC_006,2024-09-21,3,Steel,1.03
SEC_033,2024-12-30,14,Cement,1.2
SEC_027,2024-11-09,6,Steel,1.18
SEC_032,2024-03-06,7,Foodgrain,1.44
SEC_025,2024-10-25,11,Coal,1.18
SEC_039,2024-05-09,11,Other,1.08
SEC_032,2024-03-22,10,Coal,1.01
SEC_021,2024-12-08,5,Coal,1.22
SEC_001,2024-12-13,12,Foodgrain,1.15
SEC_014,2024-05-15,12,Other,0.96
SEC_007,2024-01-10,2,Cement,1.09
SEC_001,2024-03-17,3,Foodgrain,1.39
SEC_014,2024-07-17,11,Steel,0.88
SEC_011,2024-01-22,10,Steel,1.05
SEC_004,2024-03-24,11,Cement,0.95
SEC_016,2024-02-24,12,Foodgrain,1.07
SEC_025,2024-12-14,9,Cement,1.09
SEC_009,2024-05-10,11,Foodgrain,0.99
SEC_014,2024-05-19,7,Steel,1.02
SEC_001,2024-06-03,5,Coal,0.77
SEC_003,2024-01-05,3,Steel,1.1
SEC_008,2024-07-17,5,Steel,0.74
SEC_023,2024-11-29,19,Foodgrain,1.39
SEC_033,2024-10-24,8,Steel,1.33
SEC_039,2024-04-01,11,Cement,0.99
SEC_031,2024-01-05,6,Foodgrain,1.15
SEC_031,2024-10-10,8,Steel,1.33
SEC_046,2024-11-03,2,Coal,1.19
SEC_013,2024-12-03,2,Coal,1.2
SEC_040,2024-07-30,5,Coal,0.87
SEC_046,2024-06-22,8,Steel,0.73
SEC_028,2024-10-03,16,Steel,1.31
SEC_042,2024-09-09,13,Coal,0.98
SEC_007,2024-10-04,3,Cement,1.37
SEC_044,2024-04-14,15,Foodgrain,1.36
SEC_028,2024-11-26,6,Other,1.2
SEC_011,2024-01-14,3,Other,1.12
SEC_004,2024-02-04,9,Coal,1.15
SEC_036,2024-08-27,6,Cement,0.87
SEC_022,2024-07-28,3,Other,0.85
SEC_016,2024-07-21,12,Other,0.88
SEC_020,2024-11-28,3,Cement,1.34
SEC_049,2024-11-14,17,Coal,1.22
SEC_021,2024-09-20,7,Other,0.96
SEC_004,2024-03-01,12,Other,0.99
SEC_014,2024-02-05,3,Foodgrain,1.1
SEC_008,2024-02-21,3,Other,1.06
SEC_034,2024-08-12,12,Foodgrain,0.88
SEC_040,2024-09-17,10,Foodgrain,1.05
SEC_042,2024-10-19,8,Cement,1.39
SEC_032,2024-02-07,10,Cement,1.24
SEC_038,2024-04-10,17,Foodgrain,1.44
SEC_021,2024-05-03,2,Cement,1.0
SEC_031,2024-08-19,10,Other,0.8
SEC_006,2024-01-18,2,Cement,1.18
SEC_027,2024-11-03,5,Other,1.16
SEC_028,2024-01-30,15,Foodgrain,1.25
SEC_002,2024-07-10,8,Foodgrain,0.84
SEC_027,2024-12-07,14,Cement,1.06
SEC_036,2024-03-12,10,Foodgrain,1.36
SEC_019,2024-09-08,11,Coal,1.08
SEC_027,2024-07-20,6,Foodgrain,0.78
SEC_015,2024-10-27,10,Coal,1.19
SEC_014,2024-08-03,5,Cement,0.77
SEC_007,2024-11-06,16,Cement,1.35
SEC_017,2024-05-27,13,Cement,1.01
SEC_040,2024-03-01,12,Other,1.01
SEC_046,2024-09-05,14,Cement,1.01
SEC_032,2024-12-20,17,Steel,1.18
SEC_031,2024-06-07,2,Coal,0.79
SEC_031,2024-10-27,8,Coal,1.21
SEC_024,2024-11-17,6,Other,1.21
SEC_021,2024-08-24,2,Cement,0.79
SEC_031,2024-10-16,7,Steel,1.35
SEC_039,2024-07-25,9,Other,0.79
SEC_021,2024-10-21,3,Steel,1.26
SEC_028,2024-05-03,7,Cement,0.96
SEC_024,2024-07-11,2,Steel,0.73
SEC_014,2024-01-29,8,Cement,1.21
SEC_015,2024-03-12,7,Coal,0.95
SEC_004,2024-07-30,6,Cement,0.8
SEC_022,2024-09-22,4,Foodgrain,1.06
SEC_035,2024-01-11,10,Foodgrain,1.24
SEC_034,2024-01-26,4,Coal,1.11
SEC_049,2024-01-03,4,Steel,1.19
SEC_002,2024-07-08,9,Coal,0.87
SEC_038,2024-05-02,8,Cement,1.05
SEC_039,2024-01-20,5,Coal,1.22
