task_id,section_id,start_km,end_km,defect_type,severity_class,logged_date,target_completion_date,deferred_count,status
TMS_TASK_001150,SEC_042,165.824,165.865,Track Parameter Deviation,B,2024-11-18,2024-12-05,0,Completed
TMS_TASK_001151,SEC_019,87.564,87.735,Track Parameter Deviation,B,2024-12-27,2025-01-05,3,Deferred
TMS_TASK_001152,SEC_025,105.48,105.782,Weld Failure,A,2024-08-17,2024-08-21,1,Deferred
TMS_TASK_001153,SEC_022,90.44,90.962,Track Parameter Deviation,A,2024-02-11,2024-02-15,0,Open
TMS_TASK_001154,SEC_045,181.898,183.233,Ballast Issue,A,2024-07-23,2024-07-30,0,Completed
TMS_TASK_001155,SEC_015,71.4,72.732,Weld Failure,A,2024-09-13,2024-09-18,0,In-Progress
TMS_TASK_001156,SEC_029,134.945,135.452,Rail Fracture Risk,A,2024-01-05,2024-01-07,3,In-Progress
TMS_TASK_001157,SEC_006,31.345,31.51,Rail Fracture Risk,A,2024-01-27,2024-02-03,0,Completed
TMS_TASK_001158,SEC_042,165.809,165.85,Track Parameter Deviation,B,2024-11-16,2024-11-28,3,Deferred
TMS_TASK_001159,SEC_019,87.716,87.887,Weld Failure,A,2024-11-03,2024-11-09,0,Completed
TMS_TASK_001160,SEC_017,74.619,75.552,Track Parameter Deviation,A,2024-02-21,2024-02-27,3,In-Progress
TMS_TASK_001161,SEC_029,134.333,134.566,Ballast Issue,B,2024-01-21,2024-01-30,0,In-Progress
TMS_TASK_001162,SEC_025,102.947,104.191,Rail Fracture Risk,A,2024-05-06,2024-05-13,0,In-Progress
TMS_TASK_001163,SEC_042,165.817,165.858,Rail Fracture Risk,C,2024-01-25,2024-02-13,0,Open
TMS_TASK_001164,SEC_027,126.391,127.598,Weld Failure,A,2024-09-24,2024-09-29,0,Open
TMS_TASK_001165,SEC_026,111.908,112.973,Track Parameter Deviation,A,2024-10-10,2024-10-13,0,Open
TMS_TASK_001166,SEC_006,28.563,29.613,Deep Screening Overdue,C,2024-07-03,2024-07-25,2,Open
TMS_TASK_001167,SEC_002,12.059,12.595,Rail Fracture Risk,A,2024-01-06,2024-01-10,0,Open
TMS_TASK_001168,SEC_020,88.545,88.605,Rail Fracture Risk,A,2024-01-09,2024-01-13,0,Completed
TMS_TASK_001169,SEC_049,196.326,197.153,Rail Fracture Risk,B,2024-02-11,2024-02-23,4,Deferred
TMS_TASK_001170,SEC_045,179.425,180.243,Ballast Issue,C,2024-02-10,2024-02-28,4,Deferred
TMS_TASK_001171,SEC_031,139.144,139.431,Rail Fracture Risk,A,2024-04-17,2024-04-24,0,Completed
TMS_TASK_001172,SEC_031,139.302,139.589,Deep Screening Overdue,A,2024-09-27,2024-09-29,0,Open
TMS_TASK_001173,SEC_020,88.219,88.668,Track Parameter Deviation,B,2024-05-08,2024-05-20,2,Deferred
TMS_TASK_001174,SEC_009,42.781,42.948,Rail Fracture Risk,A,2024-07-08,2024-07-10,0,In-Progress
TMS_TASK_001175,SEC_001,5.309,6.379,Track Parameter Deviation,C,2024-01-10,2024-01-31,0,In-Progress
TMS_TASK_001176,SEC_017,75.629,76.671,Weld Failure,A,2024-08-04,2024-08-11,0,Completed
TMS_TASK_001177,SEC_016,74.37,74.403,Track Parameter Deviation,B,2024-03-28,2024-04-04,2,Deferred
TMS_TASK_001178,SEC_010,45.947,45.98,Rail Fracture Risk,B,2024-02-04,2024-02-20,0,Completed
TMS_TASK_001179,SEC_013,63.827,64.553,Deep Screening Overdue,C,2024-03-14,2024-04-19,0,Open
TMS_TASK_001180,SEC_002,13.112,13.271,Deep Screening Overdue,B,2024-02-25,2024-03-17,0,Completed
TMS_TASK_001181,SEC_030,136.322,137.589,Rail Fracture Risk,A,2024-02-21,2024-02-23,0,Completed
TMS_TASK_001182,SEC_046,190.163,191.517,Track Parameter Deviation,B,2024-05-01,2024-05-11,0,Open
TMS_TASK_001183,SEC_034,151.382,151.685,Deep Screening Overdue,C,2024-10-12,2024-11-05,0,Completed
TMS_TASK_001184,SEC_022,90.449,91.456,Rail Fracture Risk,B,2024-01-23,2024-02-09,0,Open
TMS_TASK_001185,SEC_021,88.875,89.157,Deep Screening Overdue,C,2024-12-10,2025-01-16,0,Completed
TMS_TASK_001186,SEC_016,74.356,74.39,Track Parameter Deviation,B,2024-08-12,2024-08-24,0,Open
TMS_TASK_001187,SEC_007,35.097,35.198,Weld Failure,A,2024-06-07,2024-06-13,0,Completed
TMS_TASK_001188,SEC_030,136.709,137.204,Track Parameter Deviation,B,2024-01-06,2024-01-18,0,Completed
TMS_TASK_001189,SEC_028,130.819,131.885,Deep Screening Overdue,B,2024-11-07,2024-11-16,0,In-Progress
TMS_TASK_001190,SEC_001,3.115,3.964,Deep Screening Overdue,B,2024-09-04,2024-09-15,3,Open
TMS_TASK_001191,SEC_021,88.901,89.591,Deep Screening Overdue,B,2024-01-26,2024-02-04,0,Open
TMS_TASK_001192,SEC_014,67.444,68.139,Rail Fracture Risk,A,2024-03-19,2024-03-22,0,Open
TMS_TASK_001193,SEC_009,40.504,41.709,Deep Screening Overdue,B,2024-01-27,2024-02-13,3,Deferred
TMS_TASK_001194,SEC_035,151.908,153.176,Rail Fracture Risk,C,2024-07-19,2024-08-24,0,In-Progress
TMS_TASK_001195,SEC_026,119.648,120.336,Deep Screening Overdue,B,2024-07-07,2024-07-14,0,In-Progress
TMS_TASK_001196,SEC_032,146.789,147.452,Weld Failure,B,2024-04-16,2024-04-29,0,Deferred
TMS_TASK_001197,SEC_035,152.764,153.748,Rail Fracture Risk,A,2024-08-22,2024-08-28,0,In-Progress
TMS_TASK_001198,SEC_049,194.754,196.082,Deep Screening Overdue,B,2024-03-04,2024-03-18,0,Completed
TMS_TASK_001199,SEC_040,164.101,164.583,Track Parameter Deviation,B,2024-01-14,2024-02-01,0,In-Progress
TMS_TASK_001200,SEC_031,139.32,139.607,Deep Screening Overdue,B,2024-10-29,2024-11-10,3,Open
TMS_TASK_001201,SEC_044,171.72,172.423,Weld Failure,B,2024-05-10,2024-05-30,3,In-Progress
TMS_TASK_001202,SEC_024,94.449,95.058,Weld Failure,A,2024-06-05,2024-06-07,2,Deferred
TMS_TASK_001203,SEC_049,195.095,195.545,Deep Screening Overdue,C,2024-03-30,2024-05-06,0,Completed
TMS_TASK_001204,SEC_038,156.99,157.245,Weld Failure,B,2024-09-06,2024-09-19,3,Deferred
TMS_TASK_001205,SEC_032,145.624,146.096,Ballast Issue,B,2024-06-18,2024-07-02,0,In-Progress
TMS_TASK_001206,SEC_045,183.029,183.493,Deep Screening Overdue,A,2024-05-21,2024-05-25,0,Completed
TMS_TASK_001207,SEC_026,121.193,121.728,Ballast Issue,B,2024-02-22,2024-03-02,0,Open
TMS_TASK_001208,SEC_036,154.302,154.659,Rail Fracture Risk,A,2024-01-18,2024-01-19,0,Completed
TMS_TASK_001209,SEC_014,68.822,69.222,Track Parameter Deviation,A,2024-08-21,2024-08-25,1,Deferred
TMS_TASK_001210,SEC_048,193.5,193.988,Track Parameter Deviation,A,2024-12-06,2024-12-11,0,Open
TMS_TASK_001211,SEC_031,139.239,139.526,Ballast Issue,C,2024-05-12,2024-06-17,4,In-Progress
TMS_TASK_001212,SEC_039,160.504,161.919,Track Parameter Deviation,B,2024-07-25,2024-08-06,1,Deferred
TMS_TASK_001213,SEC_023,93.604,93.774,Ballast Issue,C,2024-09-25,2024-10-16,0,Open
TMS_TASK_001214,SEC_043,169.313,170.526,Weld Failure,B,2024-01-26,2024-02-14,2,Deferred
TMS_TASK_001215,SEC_004,20.886,21.995,Ballast Issue,C,2024-06-06,2024-06-24,1,Open
TMS_TASK_001216,SEC_006,27.523,28.674,Track Parameter Deviation,C,2024-12-02,2025-01-16,1,Deferred
TMS_TASK_001217,SEC_025,97.56,97.632,Ballast Issue,B,2024-07-04,2024-07-11,0,Completed
TMS_TASK_001218,SEC_036,154.556,154.995,Weld Failure,B,2024-10-16,2024-10-23,1,Deferred
TMS_TASK_001219,SEC_040,164.125,164.388,Weld Failure,B,2024-02-14,2024-02-27,4,Deferred
TMS_TASK_001220,SEC_022,91.535,92.866,Track Parameter Deviation,C,2024-09-12,2024-10-11,0,Open
TMS_TASK_001221,SEC_032,147.866,148.27,Track Parameter Deviation,B,2024-06-21,2024-07-06,2,Deferred
TMS_TASK_001222,SEC_028,130.817,131.711,Rail Fracture Risk,B,2024-08-19,2024-09-05,2,Deferred
TMS_TASK_001223,SEC_048,193.555,194.043,Deep Screening Overdue,B,2024-03-14,2024-04-02,0,In-Progress
TMS_TASK_001224,SEC_033,148.516,148.948,Track Parameter Deviation,B,2024-06-16,2024-07-01,0,In-Progress
TMS_TASK_001225,SEC_021,89.123,89.813,Rail Fracture Risk,A,2024-07-11,2024-07-14,4,Deferred
TMS_TASK_001226,SEC_048,193.65,194.138,Track Parameter Deviation,B,2024-12-03,2024-12-15,2,Deferred
TMS_TASK_001227,SEC_006,29.039,29.974,Deep Screening Overdue,B,2024-08-12,2024-08-24,0,Open
TMS_TASK_001228,SEC_049,194.553,195.526,Rail Fracture Risk,A,2024-05-26,2024-05-31,0,Open
TMS_TASK_001229,SEC_008,38.851,39.363,Ballast Issue,B,2024-03-09,2024-03-28,3,Deferred
TMS_TASK_001230,SEC_015,73.033,73.847,Deep Screening Overdue,C,2024-09-26,2024-10-15,0,In-Progress
TMS_TASK_001231,SEC_041,165.313,165.535,Weld Failure,B,2024-05-23,2024-06-03,0,Completed
TMS_TASK_001232,SEC_036,154.534,154.972,Deep Screening Overdue,C,2024-11-11,2024-11-29,1,Open
TMS_TASK_001233,SEC_048,193.737,193.899,Ballast Issue,C,2024-11-22,2024-12-20,0,Open
TMS_TASK_001234,SEC_037,155.233,155.993,Ballast Issue,C,2024-08-06,2024-09-01,3,In-Progress
TMS_TASK_001235,SEC_032,143.476,144.423,Deep Screening Overdue,B,2024-12-01,2024-12-09,4,In-Progress
TMS_TASK_001236,SEC_017,75.712,76.087,Weld Failure,A,2024-06-21,2024-06-22,0,In-Progress
TMS_TASK_001237,SEC_001,5.149,5.812,Rail Fracture Risk,A,2024-01-19,2024-01-25,2,Open
TMS_TASK_001238,SEC_007,32.114,33.249,Weld Failure,A,2024-02-20,2024-02-21,3,Deferred
TMS_TASK_001239,SEC_015,73.002,73.344,Ballast Issue,C,2024-04-09,2024-05-14,2,Deferred
TMS_TASK_001240,SEC_003,17.437,17.665,Weld Failure,A,2024-09-03,2024-09-04,3,Deferred
TMS_TASK_001241,SEC_025,100.11,101.113,Weld Failure,C,2024-05-02,2024-05-30,0,In-Progress
TMS_TASK_001242,SEC_039,161.329,162.812,Ballast Issue,B,2024-05-04,2024-05-19,1,Deferred
TMS_TASK_001243,SEC_048,193.285,193.773,Weld Failure,A,2024-06-20,2024-06-24,0,Deferred
TMS_TASK_001244,SEC_024,94.323,94.932,Track Parameter Deviation,B,2024-12-28,2025-01-18,3,Deferred
TMS_TASK_001245,SEC_043,168.05,169.535,Weld Failure,A,2024-10-06,2024-10-10,0,Completed
TMS_TASK_001246,SEC_049,195.72,197.12,Weld Failure,C,2024-12-09,2024-12-30,2,Open
TMS_TASK_001247,SEC_043,166.004,166.971,Track Parameter Deviation,B,2024-11-04,2024-11-24,4,In-Progress
TMS_TASK_001248,SEC_023,93.516,93.797,Deep Screening Overdue,B,2024-04-09,2024-04-29,0,Completed
TMS_TASK_001249,SEC_016,74.368,74.401,Weld Failure,B,2024-05-14,2024-05-23,0,Open
TMS_TASK_001250,SEC_048,193.677,194.165,Rail Fracture Risk,A,2024-07-27,2024-08-01,0,In-Progress
TMS_TASK_001251,SEC_012,61.274,62.615,Deep Screening Overdue,B,2024-03-02,2024-03-18,0,Open
TMS_TASK_001252,SEC_021,89.75,90.046,Track Parameter Deviation,B,2024-03-17,2024-04-05,1,In-Progress
TMS_TASK_001253,SEC_004,24.802,25.472,Deep Screening Overdue,B,2024-12-23,2025-01-12,0,Completed
TMS_TASK_001254,SEC_039,162.194,162.982,Track Parameter Deviation,B,2024-08-31,2024-09-12,2,In-Progress
TMS_TASK_001255,SEC_032,141.286,141.7,Deep Screening Overdue,C,2024-09-06,2024-09-20,0,In-Progress
TMS_TASK_001256,SEC_005,26.392,26.571,Deep Screening Overdue,B,2024-12-20,2024-12-28,0,Completed
TMS_TASK_001257,SEC_011,46.358,47.313,Deep Screening Overdue,B,2024-08-05,2024-08-18,0,Completed
TMS_TASK_001258,SEC_028,129.805,130.145,Deep Screening Overdue,C,2024-01-27,2024-02-27,1,In-Progress
TMS_TASK_001259,SEC_027,126.321,126.616,Track Parameter Deviation,B,2024-08-27,2024-09-07,1,Open
TMS_TASK_001260,SEC_040,164.109,164.591,Weld Failure,A,2024-04-14,2024-04-17,0,Open
TMS_TASK_001261,SEC_014,67.117,67.536,Track Parameter Deviation,B,2024-03-08,2024-03-15,0,Open
TMS_TASK_001262,SEC_046,186.05,187.251,Deep Screening Overdue,B,2024-08-11,2024-08-26,1,Open
TMS_TASK_001263,SEC_022,91.695,92.849,Track Parameter Deviation,B,2024-12-23,2025-01-03,0,Deferred
TMS_TASK_001264,SEC_041,165.567,165.715,Track Parameter Deviation,B,2024-02-02,2024-02-12,0,Deferred
TMS_TASK_001265,SEC_012,61.353,62.221,Weld Failure,A,2024-08-01,2024-08-06,0,Open
TMS_TASK_001266,SEC_002,12.054,12.566,Rail Fracture Risk,B,2024-08-14,2024-08-27,0,Deferred
TMS_TASK_001267,SEC_003,15.01,15.933,Track Parameter Deviation,B,2024-07-26,2024-08-15,0,Open
TMS_TASK_001268,SEC_019,87.695,87.866,Ballast Issue,C,2024-10-24,2024-11-13,1,Deferred
TMS_TASK_001269,SEC_047,192.841,193.156,Deep Screening Overdue,B,2024-05-12,2024-05-21,3,In-Progress
TMS_TASK_001270,SEC_003,17.644,18.012,Deep Screening Overdue,B,2024-06-24,2024-07-15,0,Completed
TMS_TASK_001271,SEC_019,87.717,87.888,Deep Screening Overdue,B,2024-10-08,2024-10-21,4,In-Progress
TMS_TASK_001272,SEC_006,30.083,30.952,Ballast Issue,C,2024-02-23,2024-03-25,0,Completed
TMS_TASK_001273,SEC_046,186.967,187.277,Weld Failure,C,2024-01-05,2024-02-09,4,Open
TMS_TASK_001274,SEC_034,151.21,151.512,Deep Screening Overdue,B,2024-05-09,2024-05-17,3,In-Progress
TMS_TASK_001275,SEC_038,158.955,159.136,Rail Fracture Risk,A,2024-09-18,2024-09-24,0,Completed
TMS_TASK_001276,SEC_035,152.999,153.209,Weld Failure,B,2024-02-29,2024-03-11,0,Completed
TMS_TASK_001277,SEC_033,149.265,150.529,Rail Fracture Risk,A,2024-10-29,2024-11-02,0,Completed
TMS_TASK_001278,SEC_038,157.309,158.085,Track Parameter Deviation,C,2024-11-20,2024-12-29,3,Deferred
TMS_TASK_001279,SEC_001,0.175,0.461,Rail Fracture Risk,B,2024-02-28,2024-03-16,0,Completed
TMS_TASK_001280,SEC_043,165.989,167.2,Weld Failure,A,2024-07-24,2024-07-31,4,Deferred
TMS_TASK_001281,SEC_037,155.422,156.182,Rail Fracture Risk,B,2024-12-23,2024-12-31,0,Open
TMS_TASK_001282,SEC_037,155.239,155.999,Rail Fracture Risk,B,2024-09-23,2024-10-04,0,Open
TMS_TASK_001283,SEC_020,88.287,88.736,Track Parameter Deviation,B,2024-07-31,2024-08-20,1,Deferred
TMS_TASK_001284,SEC_040,164.381,164.863,Track Parameter Deviation,B,2024-07-22,2024-08-11,0,Completed
TMS_TASK_001285,SEC_019,87.575,87.746,Track Parameter Deviation,C,2024-08-11,2024-09-24,4,Deferred
TMS_TASK_001286,SEC_003,14.803,16.262,Weld Failure,B,2024-12-21,2025-01-06,0,Open
TMS_TASK_001287,SEC_045,180.421,180.512,Track Parameter Deviation,B,2024-11-27,2024-12-13,1,Deferred
TMS_TASK_001288,SEC_012,60.84,62.327,Rail Fracture Risk,A,2024-12-19,2024-12-23,0,Completed
TMS_TASK_001289,SEC_005,26.43,26.609,Track Parameter Deviation,C,2024-07-16,2024-08-01,3,Deferred
TMS_TASK_001290,SEC_031,139.307,139.594,Ballast Issue,C,2024-06-24,2024-07-09,0,In-Progress
TMS_TASK_001291,SEC_012,58.492,58.821,Rail Fracture Risk,A,2024-09-06,2024-09-09,0,In-Progress
TMS_TASK_001292,SEC_043,165.956,167.07,Rail Fracture Risk,B,2024-02-05,2024-02-21,0,In-Progress
TMS_TASK_001293,SEC_022,91.898,92.695,Deep Screening Overdue,B,2024-08-07,2024-08-22,1,Deferred
TMS_TASK_001294,SEC_001,4.415,5.432,Track Parameter Deviation,B,2024-09-25,2024-10-04,0,In-Progress
TMS_TASK_001295,SEC_047,192.753,193.069,Weld Failure,B,2024-11-27,2024-12-06,3,Deferred
TMS_TASK_001296,SEC_026,118.95,120.194,Deep Screening Overdue,A,2024-09-06,2024-09-08,0,Completed
TMS_TASK_001297,SEC_013,64.037,64.714,Weld Failure,A,2024-05-18,2024-05-23,0,Open
TMS_TASK_001298,SEC_034,151.164,151.467,Deep Screening Overdue,C,2024-07-02,2024-07-27,2,Deferred
TMS_TASK_001299,SEC_026,124.582,125.316,Track Parameter Deviation,B,2024-02-22,2024-03-13,0,In-Progress
TMS_TASK_001300,SEC_002,11.902,12.805,Rail Fracture Risk,A,2024-03-01,2024-03-08,0,Open
TMS_TASK_001301,SEC_038,157.886,158.889,Deep Screening Overdue,A,2024-08-04,2024-08-08,0,Open
TMS_TASK_001302,SEC_020,87.987,88.436,Deep Screening Overdue,B,2024-10-30,2024-11-17,0,Open
TMS_TASK_001303,SEC_035,153.833,153.906,Weld Failure,A,2024-12-04,2024-12-10,0,Deferred
TMS_TASK_001304,SEC_044,174.78,175.232,Deep Screening Overdue,B,2024-02-08,2024-02-27,0,Completed
TMS_TASK_001305,SEC_030,136.475,137.195,Deep Screening Overdue,C,2024-07-11,2024-08-22,3,Deferred
TMS_TASK_001306,SEC_033,150.851,150.953,Ballast Issue,C,2024-03-29,2024-05-10,4,Deferred
TMS_TASK_001307,SEC_013,63.505,64.08,Ballast Issue,C,2024-08-23,2024-09-14,0,Open
TMS_TASK_001308,SEC_012,58.102,58.275,Weld Failure,A,2024-08-09,2024-08-12,0,Open
TMS_TASK_001309,SEC_021,89.408,90.098,Ballast Issue,B,2024-12-05,2024-12-22,0,Completed
TMS_TASK_001310,SEC_042,165.806,165.847,Rail Fracture Risk,B,2024-06-21,2024-06-30,0,In-Progress
TMS_TASK_001311,SEC_026,113.198,114.148,Weld Failure,B,2024-08-27,2024-09-08,4,Deferred
TMS_TASK_001312,SEC_018,82.248,82.835,Deep Screening Overdue,C,2024-11-02,2024-12-16,0,Open
TMS_TASK_001313,SEC_039,162.876,163.861,Track Parameter Deviation,B,2024-02-22,2024-03-07,0,Completed
TMS_TASK_001314,SEC_042,165.798,165.839,Weld Failure,B,2024-11-03,2024-11-17,0,Deferred
TMS_TASK_001315,SEC_045,178.488,179.485,Rail Fracture Risk,A,2024-05-03,2024-05-10,0,Completed
TMS_TASK_001316,SEC_015,72.361,72.419,Deep Screening Overdue,B,2024-02-20,2024-02-29,4,Deferred
TMS_TASK_001317,SEC_035,152.845,152.996,Ballast Issue,C,2024-01-07,2024-02-12,3,Open
TMS_TASK_001318,SEC_029,135.498,136.022,Deep Screening Overdue,B,2024-07-25,2024-08-11,0,Open
TMS_TASK_001319,SEC_022,92.206,92.515,Track Parameter Deviation,B,2024-01-08,2024-01-26,0,Open
TMS_TASK_001320,SEC_020,88.345,88.794,Deep Screening Overdue,B,2024-01-23,2024-02-13,0,Completed
TMS_TASK_001321,SEC_006,29.913,30.788,Weld Failure,B,2024-01-19,2024-02-09,3,In-Progress
TMS_TASK_001322,SEC_014,65.883,66.442,Ballast Issue,C,2024-10-09,2024-11-09,1,In-Progress
TMS_TASK_001323,SEC_027,127.266,127.903,Rail Fracture Risk,A,2024-01-23,2024-01-26,0,Deferred
TMS_TASK_001324,SEC_044,171.892,172.311,Track Parameter Deviation,C,2024-04-23,2024-05-14,1,Deferred
TMS_TASK_001325,SEC_043,168.478,168.68,Weld Failure,A,2024-05-24,2024-05-30,0,Open
TMS_TASK_001326,SEC_010,45.953,45.985,Ballast Issue,C,2024-10-18,2024-11-27,3,Open
TMS_TASK_001327,SEC_034,151.385,151.687,Weld Failure,B,2024-10-24,2024-11-02,0,Deferred
TMS_TASK_001328,SEC_005,26.366,26.545,Deep Screening Overdue,C,2024-08-02,2024-09-01,0,Completed
TMS_TASK_001329,SEC_034,151.174,151.477,Rail Fracture Risk,B,2024-12-02,2024-12-21,2,Deferred
TMS_TASK_001330,SEC_017,74.68,76.005,Rail Fracture Risk,A,2024-08-16,2024-08-19,0,In-Progress
TMS_TASK_001331,SEC_023,93.426,93.706,Track Parameter Deviation,B,2024-09-04,2024-09-15,0,Completed
TMS_TASK_001332,SEC_036,154.26,154.698,Deep Screening Overdue,C,2024-11-15,2024-12-08,2,Deferred
TMS_TASK_001333,SEC_021,89.153,89.843,Weld Failure,B,2024-06-02,2024-06-11,0,Open
TMS_TASK_001334,SEC_040,164.382,164.864,Deep Screening Overdue,B,2024-03-10,2024-03-19,0,Completed
TMS_TASK_001335,SEC_027,126.429,127.617,Track Parameter Deviation,C,2024-08-23,2024-09-09,4,In-Progress
TMS_TASK_001336,SEC_049,195.053,195.265,Ballast Issue,B,2024-07-17,2024-07-28,0,Open
TMS_TASK_001337,SEC_032,140.695,141.745,Weld Failure,A,2024-06-08,2024-06-10,0,Completed
TMS_TASK_001338,SEC_015,71.445,71.906,Weld Failure,A,2024-01-14,2024-01-16,0,Deferred
TMS_TASK_001339,SEC_038,158.033,158.158,Ballast Issue,C,2024-09-12,2024-10-04,3,Deferred
TMS_TASK_001340,SEC_020,87.984,88.433,Weld Failure,B,2024-10-01,2024-10-14,4,Deferred
TMS_TASK_001341,SEC_027,126.804,128.011,Weld Failure,B,2024-01-05,2024-01-24,1,Deferred
TMS_TASK_001342,SEC_007,36.969,37.442,Ballast Issue,C,2024-05-18,2024-06-18,0,Open
TMS_TASK_001343,SEC_006,28.493,29.345,Ballast Issue,B,2024-09-30,2024-10-09,0,Completed
TMS_TASK_001344,SEC_029,134.167,135.306,Rail Fracture Risk,A,2024-02-20,2024-02-27,0,Open
TMS_TASK_001345,SEC_010,45.928,45.961,Ballast Issue,B,2024-10-25,2024-11-01,0,Deferred
TMS_TASK_001346,SEC_049,197.048,197.455,Deep Screening Overdue,B,2024-04-21,2024-05-07,0,Open
TMS_TASK_001347,SEC_042,165.818,165.859,Weld Failure,B,2024-11-19,2024-11-27,2,In-Progress
TMS_TASK_001348,SEC_035,152.037,153.305,Track Parameter Deviation,C,2024-11-19,2024-12-06,2,Deferred
TMS_TASK_001349,SEC_037,155.207,155.968,Weld Failure,C,2024-12-17,2025-01-31,2,Deferred
TMS_TASK_001350,SEC_030,137.41,137.748,Rail Fracture Risk,A,2024-02-19,2024-02-21,0,Completed
TMS_TASK_001351,SEC_003,13.815,14.17,Rail Fracture Risk,B,2024-07-10,2024-07-28,0,Completed
TMS_TASK_001352,SEC_020,88.081,88.53,Rail Fracture Risk,A,2024-01-05,2024-01-11,0,Open
TMS_TASK_001353,SEC_025,109.189,110.577,Track Parameter Deviation,B,2024-03-15,2024-03-30,0,In-Progress
TMS_TASK_001354,SEC_045,180.558,181.95,Ballast Issue,C,2024-08-25,2024-09-18,1,In-Progress
TMS_TASK_001355,SEC_011,57.072,57.569,Track Parameter Deviation,C,2024-07-04,2024-08-08,1,Deferred
TMS_TASK_001356,SEC_025,100.883,101.475,Rail Fracture Risk,A,2024-07-10,2024-07-11,4,Deferred
TMS_TASK_001357,SEC_017,75.897,76.868,Track Parameter Deviation,B,2024-07-22,2024-08-06,0,Open
TMS_TASK_001358,SEC_007,32.845,33.047,Deep Screening Overdue,B,2024-07-08,2024-07-25,4,Open
TMS_TASK_001359,SEC_006,27.197,27.247,Ballast Issue,B,2024-07-01,2024-07-19,0,Completed
TMS_TASK_001360,SEC_018,86.532,87.079,Deep Screening Overdue,B,2024-01-02,2024-01-13,0,In-Progress
TMS_TASK_001361,SEC_005,26.407,26.586,Weld Failure,A,2024-02-10,2024-02-15,0,Completed
TMS_TASK_001362,SEC_004,26.139,26.358,Deep Screening Overdue,C,2024-07-07,2024-08-12,1,Deferred
TMS_TASK_001363,SEC_018,82.295,83.389,Rail Fracture Risk,A,2024-10-26,2024-10-31,0,In-Progress
TMS_TASK_001364,SEC_010,45.959,45.992,Track Parameter Deviation,B,2024-07-18,2024-08-07,0,In-Progress
TMS_TASK_001365,SEC_028,131.614,131.832,Track Parameter Deviation,C,2024-06-05,2024-07-07,2,Deferred
TMS_TASK_001366,SEC_001,7.447,8.497,Rail Fracture Risk,B,2024-05-13,2024-05-26,0,Deferred
TMS_TASK_001367,SEC_015,72.815,73.588,Rail Fracture Risk,A,2024-02-15,2024-02-21,0,Completed
TMS_TASK_001368,SEC_023,93.524,93.804,Ballast Issue,B,2024-11-10,2024-11-25,0,Open
TMS_TASK_001369,SEC_048,193.302,193.79,Weld Failure,A,2024-06-06,2024-06-13,0,Completed
TMS_TASK_001370,SEC_032,143.439,144.638,Rail Fracture Risk,A,2024-01-03,2024-01-08,0,In-Progress
TMS_TASK_001371,SEC_044,175.37,176.655,Track Parameter Deviation,B,2024-03-02,2024-03-09,1,Deferred
TMS_TASK_001372,SEC_017,76.095,76.96,Weld Failure,B,2024-12-30,2025-01-14,3,Deferred
TMS_TASK_001373,SEC_023,93.506,93.787,Ballast Issue,C,2024-10-04,2024-10-22,0,Open
TMS_TASK_001374,SEC_021,89.433,90.123,Ballast Issue,B,2024-05-28,2024-06-17,1,Deferred
TMS_TASK_001375,SEC_044,174.368,174.463,Ballast Issue,B,2024-01-21,2024-01-29,4,Open
TMS_TASK_001376,SEC_048,193.474,193.734,Weld Failure,B,2024-02-08,2024-02-17,0,Completed
TMS_TASK_001377,SEC_048,193.295,193.783,Ballast Issue,C,2024-05-27,2024-06-24,0,In-Progress
TMS_TASK_001378,SEC_037,155.524,155.626,Weld Failure,B,2024-06-05,2024-06-18,0,Open
TMS_TASK_001379,SEC_025,96.743,97.923,Weld Failure,B,2024-09-22,2024-10-06,0,Open
TMS_TASK_001380,SEC_027,127.195,128.095,Ballast Issue,C,2024-06-06,2024-06-20,2,Open
TMS_TASK_001381,SEC_049,198.8,199.678,Deep Screening Overdue,B,2024-05-19,2024-06-09,0,Open
TMS_TASK_001382,SEC_014,65.912,67.06,Rail Fracture Risk,B,2024-03-23,2024-03-31,0,In-Progress
TMS_TASK_001383,SEC_017,75.52,76.811,Ballast Issue,B,2024-12-14,2024-12-26,0,Completed
TMS_TASK_001384,SEC_044,176.305,177.759,Rail Fracture Risk,A,2024-09-07,2024-09-09,0,Open
TMS_TASK_001385,SEC_019,87.598,87.769,Deep Screening Overdue,B,2024-10-30,2024-11-08,4,Deferred
TMS_TASK_001386,SEC_012,58.299,59.296,Track Parameter Deviation,C,2024-09-21,2024-10-24,0,Completed
TMS_TASK_001387,SEC_028,132.939,133.571,Rail Fracture Risk,B,2024-02-05,2024-02-18,1,In-Progress
TMS_TASK_001388,SEC_016,74.362,74.396,Deep Screening Overdue,C,2024-11-24,2024-12-27,3,Deferred
TMS_TASK_001389,SEC_044,175.89,176.21,Deep Screening Overdue,B,2024-06-20,2024-07-07,3,Open
TMS_TASK_001390,SEC_045,182.702,184.101,Ballast Issue,C,2024-11-03,2024-12-14,0,Open
TMS_TASK_001391,SEC_015,71.424,71.568,Deep Screening Overdue,B,2024-05-01,2024-05-08,0,Completed
TMS_TASK_001392,SEC_026,123.94,125.426,Deep Screening Overdue,C,2024-11-16,2024-12-11,3,Deferred
TMS_TASK_001393,SEC_049,195.252,195.62,Ballast Issue,B,2024-12-24,2025-01-08,0,Open
