train_number,train_name,from_station_code,from_station_name,to_station_code,to_station_name,depart_from,arrive_at,from_seq,to_seq,from_distance_km,to_distance_km,section_distance_km,source
12641.0,Cape- Nzm Ti,DG,Dindigul Jn,TPJ,Tiruchirappa,01:27:00,02:55:00,10.0,11.0,307.0,402.0,95.0,derived_from_OGD_timetable
12641.0,Cape- Nzm Ti,TPJ,Tiruchirappa,VRI,Vridha Chala,03:00:00,04:45:00,11.0,12.0,402.0,524.0,122.0,derived_from_OGD_timetable
12641.0,Cape- Nzm Ti,VRI,Vridha Chala,VM,Villupuram J,04:47:00,05:50:00,12.0,13.0,524.0,579.0,55.0,derived_from_OGD_timetable
12641.0,Cape- Nzm Ti,VM,Villupuram J,CGL,Chengalpattu,05:55:00,07:28:00,13.0,14.0,579.0,682.0,103.0,derived_from_OGD_timetable
12641.0,Cape- Nzm Ti,CGL,Chengalpattu,TBM,Tambaram,07:30:00,07:58:00,14.0,15.0,682.0,713.0,31.0,derived_from_OGD_timetable
12641.0,Cape- Nzm Ti,TBM,Tambaram,MS,Chennai Egmo,08:00:00,08:50:00,15.0,16.0,713.0,737.0,24.0,derived_from_OGD_timetable
12641.0,Cape- Nzm Ti,MS,Chennai Egmo,BZA,Vijaywada Jn,09:05:00,15:55:00,16.0,17.0,737.0,1172.0,435.0,derived_from_OGD_timetable
12641.0,Cape- Nzm Ti,BZA,Vijaywada Jn,BPQ,Balharshah,16:10:00,23:05:00,17.0,18.0,1172.0,1623.0,451.0,derived_from_OGD_timetable
12641.0,Cape- Nzm Ti,BPQ,Balharshah,NGP,Nagpur Jn.(C,23:15:00,02:00:00,18.0,19.0,1623.0,1835.0,212.0,derived_from_OGD_timetable
12641.0,Cape- Nzm Ti,NGP,Nagpur Jn.(C,BZU,Betul,02:10:00,04:32:00,19.0,20.0,1835.0,2025.0,190.0,derived_from_OGD_timetable
12641.0,Cape- Nzm Ti,BZU,Betul,ET,Itarsi,04:33:00,06:25:00,20.0,21.0,2025.0,2132.0,107.0,derived_from_OGD_timetable
12641.0,Cape- Nzm Ti,ET,Itarsi,BPL,Bhopal,06:30:00,08:05:00,21.0,22.0,2132.0,2224.0,92.0,derived_from_OGD_timetable
12641.0,Cape- Nzm Ti,BPL,Bhopal,JHS,Jhansi Jn,08:15:00,12:00:00,22.0,23.0,2224.0,2513.0,289.0,derived_from_OGD_timetable
12641.0,Cape- Nzm Ti,JHS,Jhansi Jn,AGC,Agra Cantt,12:10:00,15:10:00,23.0,24.0,2513.0,2717.0,204.0,derived_from_OGD_timetable
12641.0,Cape- Nzm Ti,AGC,Agra Cantt,NZM,Hazrat Nizam,15:15:00,18:00:00,24.0,25.0,2717.0,2899.0,182.0,derived_from_OGD_timetable
12642.0,Nzm-Cape Thi,NZM,Hazrat Nizam,AGC,Agra Cantt,07:10:00,10:05:00,1.0,2.0,0.0,183.0,183.0,derived_from_OGD_timetable
12642.0,Nzm-Cape Thi,AGC,Agra Cantt,JHS,Jhansi Jn,10:10:00,13:45:00,2.0,3.0,183.0,388.0,205.0,derived_from_OGD_timetable
12642.0,Nzm-Cape Thi,JHS,Jhansi Jn,BPL,Bhopal,13:55:00,17:45:00,3.0,4.0,388.0,677.0,289.0,derived_from_OGD_timetable
12642.0,Nzm-Cape Thi,BPL,Bhopal,ET,Itarsi,17:55:00,19:35:00,4.0,5.0,677.0,769.0,92.0,derived_from_OGD_timetable
12642.0,Nzm-Cape Thi,ET,Itarsi,BZU,Betul,19:40:00,21:12:00,5.0,6.0,769.0,876.0,107.0,derived_from_OGD_timetable
12642.0,Nzm-Cape Thi,BZU,Betul,NGP,Nagpur Jn.(C,21:15:00,00:05:00,6.0,7.0,876.0,1066.0,190.0,derived_from_OGD_timetable
12642.0,Nzm-Cape Thi,NGP,Nagpur Jn.(C,BPQ,Balharshah,00:15:00,03:30:00,7.0,8.0,1066.0,1277.0,211.0,derived_from_OGD_timetable
12642.0,Nzm-Cape Thi,BPQ,Balharshah,BZA,Vijaywada Jn,03:40:00,10:35:00,8.0,9.0,1277.0,1725.0,448.0,derived_from_OGD_timetable
12642.0,Nzm-Cape Thi,BZA,Vijaywada Jn,GDR,Gudur Jn.,10:50:00,15:03:00,9.0,10.0,1725.0,2018.0,293.0,derived_from_OGD_timetable
12642.0,Nzm-Cape Thi,GDR,Gudur Jn.,MS,Chennai Egmo,15:05:00,18:05:00,10.0,11.0,2018.0,2160.0,142.0,derived_from_OGD_timetable
12642.0,Nzm-Cape Thi,MS,Chennai Egmo,TBM,Tambaram,18:20:00,18:48:00,11.0,12.0,2160.0,2185.0,25.0,derived_from_OGD_timetable
12642.0,Nzm-Cape Thi,TBM,Tambaram,CGL,Chengalpattu,18:50:00,19:18:00,12.0,13.0,2185.0,2215.0,30.0,derived_from_OGD_timetable
12642.0,Nzm-Cape Thi,CGL,Chengalpattu,VM,Villupuram J,19:20:00,20:45:00,13.0,14.0,2215.0,2318.0,103.0,derived_from_OGD_timetable
12642.0,Nzm-Cape Thi,VM,Villupuram J,VRI,Vridha Chala,20:50:00,21:28:00,14.0,15.0,2318.0,2373.0,55.0,derived_from_OGD_timetable
12642.0,Nzm-Cape Thi,VRI,Vridha Chala,TPJ,Tiruchirappa,21:30:00,23:55:00,15.0,16.0,2373.0,2496.0,123.0,derived_from_OGD_timetable
12642.0,Nzm-Cape Thi,TPJ,Tiruchirappa,DG,Dindigul Jn,00:05:00,01:28:00,16.0,17.0,2496.0,2590.0,94.0,derived_from_OGD_timetable
12642.0,Nzm-Cape Thi,DG,Dindigul Jn,KQN,Kodaikkanal,01:30:00,01:49:00,17.0,18.0,2590.0,2612.0,22.0,derived_from_OGD_timetable
12642.0,Nzm-Cape Thi,KQN,Kodaikkanal,MDU,Madurai Jn,01:50:00,02:35:00,18.0,19.0,2612.0,2652.0,40.0,derived_from_OGD_timetable
12642.0,Nzm-Cape Thi,MDU,Madurai Jn,VPT,Virudunagar,02:40:00,03:18:00,19.0,20.0,2652.0,2695.0,43.0,derived_from_OGD_timetable
12642.0,Nzm-Cape Thi,VPT,Virudunagar,SRT,Satur,03:20:00,03:39:00,20.0,21.0,2695.0,2722.0,27.0,derived_from_OGD_timetable
12642.0,Nzm-Cape Thi,SRT,Satur,CVP,Kovilpatti,03:40:00,04:04:00,21.0,22.0,2722.0,2744.0,22.0,derived_from_OGD_timetable
12642.0,Nzm-Cape Thi,CVP,Kovilpatti,MEJ,Vanchi Maniy,04:05:00,04:44:00,22.0,23.0,2744.0,2780.0,36.0,derived_from_OGD_timetable
12642.0,Nzm-Cape Thi,MEJ,Vanchi Maniy,TEN,Tirunelveli,04:45:00,06:00:00,23.0,24.0,2780.0,2809.0,29.0,derived_from_OGD_timetable
12642.0,Nzm-Cape Thi,TEN,Tirunelveli,NCJ,Nagercoil Jn,06:05:00,08:05:00,24.0,25.0,2809.0,2882.0,73.0,derived_from_OGD_timetable
12642.0,Nzm-Cape Thi,NCJ,Nagercoil Jn,CAPE,Kanniyakumar,08:10:00,08:45:00,25.0,26.0,2882.0,2898.0,16.0,derived_from_OGD_timetable
12651.0,Mdu-Nzm  Exp,MDU,Madurai Jn,DG,Dindigul Jn,00:30:00,01:25:00,1.0,2.0,0.0,62.0,62.0,derived_from_OGD_timetable
12651.0,Mdu-Nzm  Exp,DG,Dindigul Jn,TPJ,Tiruchirappa,01:27:00,02:55:00,2.0,3.0,62.0,156.0,94.0,derived_from_OGD_timetable
12651.0,Mdu-Nzm  Exp,TPJ,Tiruchirappa,ALU,Ariyalur,03:00:00,03:58:00,3.0,4.0,156.0,226.0,70.0,derived_from_OGD_timetable
12651.0,Mdu-Nzm  Exp,ALU,Ariyalur,VRI,Vridha Chala,03:59:00,04:45:00,4.0,5.0,226.0,279.0,53.0,derived_from_OGD_timetable
12651.0,Mdu-Nzm  Exp,VRI,Vridha Chala,VM,Villupuram J,04:47:00,05:50:00,5.0,6.0,279.0,334.0,55.0,derived_from_OGD_timetable
12651.0,Mdu-Nzm  Exp,VM,Villupuram J,CGL,Chengalpattu,05:55:00,07:28:00,6.0,7.0,334.0,437.0,103.0,derived_from_OGD_timetable
12651.0,Mdu-Nzm  Exp,CGL,Chengalpattu,TBM,Tambaram,07:30:00,07:58:00,7.0,8.0,437.0,467.0,30.0,derived_from_OGD_timetable
12651.0,Mdu-Nzm  Exp,TBM,Tambaram,MS,Chennai Egmo,08:00:00,08:50:00,8.0,9.0,467.0,492.0,25.0,derived_from_OGD_timetable
12651.0,Mdu-Nzm  Exp,MS,Chennai Egmo,BZA,Vijaywada Jn,09:05:00,15:55:00,9.0,10.0,492.0,927.0,435.0,derived_from_OGD_timetable
12651.0,Mdu-Nzm  Exp,BZA,Vijaywada Jn,BPQ,Balharshah,16:10:00,23:05:00,10.0,11.0,927.0,1377.0,450.0,derived_from_OGD_timetable
12651.0,Mdu-Nzm  Exp,BPQ,Balharshah,NGP,Nagpur Jn.(C,23:15:00,02:00:00,11.0,12.0,1377.0,1590.0,213.0,derived_from_OGD_timetable
12651.0,Mdu-Nzm  Exp,NGP,Nagpur Jn.(C,BPL,Bhopal,02:10:00,08:05:00,12.0,13.0,1590.0,1978.0,388.0,derived_from_OGD_timetable
12651.0,Mdu-Nzm  Exp,BPL,Bhopal,JHS,Jhansi Jn,08:15:00,12:00:00,13.0,14.0,1978.0,2268.0,290.0,derived_from_OGD_timetable
12651.0,Mdu-Nzm  Exp,JHS,Jhansi Jn,NZM,Hazrat Nizam,12:10:00,18:00:00,14.0,15.0,2268.0,2653.0,385.0,derived_from_OGD_timetable
12652.0,Nzm-Mdu Exp.,NZM,Hazrat Nizam,JHS,Jhansi Jn,07:10:00,13:45:00,1.0,2.0,0.0,388.0,388.0,derived_from_OGD_timetable
12652.0,Nzm-Mdu Exp.,JHS,Jhansi Jn,BPL,Bhopal,13:55:00,17:45:00,2.0,3.0,388.0,677.0,289.0,derived_from_OGD_timetable
12652.0,Nzm-Mdu Exp.,BPL,Bhopal,NGP,Nagpur Jn.(C,17:55:00,00:05:00,3.0,4.0,677.0,1066.0,389.0,derived_from_OGD_timetable
12652.0,Nzm-Mdu Exp.,NGP,Nagpur Jn.(C,BPQ,Balharshah,00:15:00,03:30:00,4.0,5.0,1066.0,1277.0,211.0,derived_from_OGD_timetable
12652.0,Nzm-Mdu Exp.,BPQ,Balharshah,BZA,Vijaywada Jn,03:40:00,10:35:00,5.0,6.0,1277.0,1725.0,448.0,derived_from_OGD_timetable
12652.0,Nzm-Mdu Exp.,BZA,Vijaywada Jn,MS,Chennai Egmo,10:50:00,18:05:00,6.0,7.0,1725.0,2160.0,435.0,derived_from_OGD_timetable
12652.0,Nzm-Mdu Exp.,MS,Chennai Egmo,TBM,Tambaram,18:20:00,18:48:00,7.0,8.0,2160.0,2185.0,25.0,derived_from_OGD_timetable
12652.0,Nzm-Mdu Exp.,TBM,Tambaram,CGL,Chengalpattu,18:50:00,19:18:00,8.0,9.0,2185.0,2215.0,30.0,derived_from_OGD_timetable
12652.0,Nzm-Mdu Exp.,CGL,Chengalpattu,VM,Villupuram J,19:20:00,20:45:00,9.0,10.0,2215.0,2318.0,103.0,derived_from_OGD_timetable
12652.0,Nzm-Mdu Exp.,VM,Villupuram J,VRI,Vridha Chala,20:50:00,21:28:00,10.0,11.0,2318.0,2373.0,55.0,derived_from_OGD_timetable
12652.0,Nzm-Mdu Exp.,VRI,Vridha Chala,ALU,Ariyalur,21:30:00,22:07:00,11.0,12.0,2373.0,2426.0,53.0,derived_from_OGD_timetable
12652.0,Nzm-Mdu Exp.,ALU,Ariyalur,TPJ,Tiruchirappa,22:08:00,23:55:00,12.0,13.0,2426.0,2496.0,70.0,derived_from_OGD_timetable
12652.0,Nzm-Mdu Exp.,TPJ,Tiruchirappa,DG,Dindigul Jn,00:05:00,01:28:00,13.0,14.0,2496.0,2590.0,94.0,derived_from_OGD_timetable
12652.0,Nzm-Mdu Exp.,DG,Dindigul Jn,MDU,Madurai Jn,01:30:00,03:25:00,14.0,15.0,2590.0,2652.0,62.0,derived_from_OGD_timetable
12653.0,Rockfort Exp,MS,Chennai Egmo,MBM,Mambalam,23:30:00,23:41:00,1.0,2.0,0.0,7.0,7.0,derived_from_OGD_timetable
12653.0,Rockfort Exp,MBM,Mambalam,TBM,Tambaram,23:42:00,00:03:00,2.0,3.0,7.0,25.0,18.0,derived_from_OGD_timetable
12653.0,Rockfort Exp,TBM,Tambaram,CGL,Chengalpattu,00:05:00,00:33:00,3.0,4.0,25.0,55.0,30.0,derived_from_OGD_timetable
12653.0,Rockfort Exp,CGL,Chengalpattu,TMV,Tindivanam,00:35:00,01:18:00,4.0,5.0,55.0,121.0,66.0,derived_from_OGD_timetable
12653.0,Rockfort Exp,TMV,Tindivanam,VM,Villupuram J,01:20:00,02:05:00,5.0,6.0,121.0,158.0,37.0,derived_from_OGD_timetable
12653.0,Rockfort Exp,VM,Villupuram J,VRI,Vridha Chala,02:10:00,02:53:00,6.0,7.0,158.0,213.0,55.0,derived_from_OGD_timetable
12653.0,Rockfort Exp,VRI,Vridha Chala,ALU,Ariyalur,02:55:00,03:23:00,7.0,8.0,213.0,266.0,53.0,derived_from_OGD_timetable
12653.0,Rockfort Exp,ALU,Ariyalur,KKPM,Kallakkudi-P,03:25:00,03:41:00,8.0,9.0,266.0,291.0,25.0,derived_from_OGD_timetable
12653.0,Rockfort Exp,KKPM,Kallakkudi-P,LLI,Lalgudi,03:42:00,03:54:00,9.0,10.0,291.0,309.0,18.0,derived_from_OGD_timetable
12653.0,Rockfort Exp,LLI,Lalgudi,SRGM,Srirangam,03:55:00,04:08:00,10.0,11.0,309.0,324.0,15.0,derived_from_OGD_timetable
12653.0,Rockfort Exp,SRGM,Srirangam,TPTN,Tiruchirappa,04:10:00,04:14:00,11.0,12.0,324.0,329.0,5.0,derived_from_OGD_timetable
12653.0,Rockfort Exp,TPTN,Tiruchirappa,GOC,Ponmalai (Go,04:15:00,04:23:00,12.0,13.0,329.0,333.0,4.0,derived_from_OGD_timetable
12653.0,Rockfort Exp,GOC,Ponmalai (Go,TPJ,Tiruchirappa,04:25:00,05:15:00,13.0,14.0,333.0,336.0,3.0,derived_from_OGD_timetable
12654.0,Rockfort Exp,TPJ,Tiruchirappa,GOC,Ponmalai (Go,22:40:00,22:47:00,1.0,2.0,0.0,2.0,2.0,derived_from_OGD_timetable
12654.0,Rockfort Exp,GOC,Ponmalai (Go,TPTN,Tiruchirappa,22:48:00,22:54:00,2.0,3.0,2.0,7.0,5.0,derived_from_OGD_timetable
12654.0,Rockfort Exp,TPTN,Tiruchirappa,SRGM,Srirangam,22:55:00,23:00:00,3.0,4.0,7.0,11.0,4.0,derived_from_OGD_timetable
12654.0,Rockfort Exp,SRGM,Srirangam,LLI,Lalgudi,23:02:00,23:17:00,4.0,5.0,11.0,26.0,15.0,derived_from_OGD_timetable
12654.0,Rockfort Exp,LLI,Lalgudi,KKPM,Kallakkudi-P,23:18:00,23:29:00,5.0,6.0,26.0,45.0,19.0,derived_from_OGD_timetable
12654.0,Rockfort Exp,KKPM,Kallakkudi-P,ALU,Ariyalur,23:30:00,23:48:00,6.0,7.0,45.0,69.0,24.0,derived_from_OGD_timetable
12654.0,Rockfort Exp,ALU,Ariyalur,PNDM,Pennadam,23:50:00,00:10:00,7.0,8.0,69.0,104.0,35.0,derived_from_OGD_timetable
12654.0,Rockfort Exp,PNDM,Pennadam,VRI,Vridha Chala,00:11:00,00:23:00,8.0,9.0,104.0,122.0,18.0,derived_from_OGD_timetable
12654.0,Rockfort Exp,VRI,Vridha Chala,VM,Villupuram J,00:25:00,01:25:00,9.0,10.0,122.0,177.0,55.0,derived_from_OGD_timetable
12654.0,Rockfort Exp,VM,Villupuram J,TMV,Tindivanam,01:30:00,02:03:00,10.0,11.0,177.0,214.0,37.0,derived_from_OGD_timetable
12654.0,Rockfort Exp,TMV,Tindivanam,CGL,Chengalpattu,02:05:00,03:03:00,11.0,12.0,214.0,280.0,66.0,derived_from_OGD_timetable
12654.0,Rockfort Exp,CGL,Chengalpattu,TBM,Tambaram,03:05:00,03:33:00,12.0,13.0,280.0,311.0,31.0,derived_from_OGD_timetable
12654.0,Rockfort Exp,TBM,Tambaram,MBM,Mambalam,03:35:00,03:54:00,13.0,14.0,311.0,329.0,18.0,derived_from_OGD_timetable
12654.0,Rockfort Exp,MBM,Mambalam,MS,Chennai Egmo,03:55:00,04:40:00,14.0,15.0,329.0,335.0,6.0,derived_from_OGD_timetable
12661.0,Ms-Sct Pothi,MS,Chennai Egmo,TBM,Tambaram,21:05:00,21:33:00,1.0,2.0,0.0,24.0,24.0,derived_from_OGD_timetable
12661.0,Ms-Sct Pothi,TBM,Tambaram,CGL,Chengalpattu,21:35:00,22:03:00,2.0,3.0,24.0,55.0,31.0,derived_from_OGD_timetable
12661.0,Ms-Sct Pothi,CGL,Chengalpattu,VM,Villupuram J,22:05:00,23:25:00,3.0,4.0,55.0,158.0,103.0,derived_from_OGD_timetable
12661.0,Ms-Sct Pothi,VM,Villupuram J,VRI,Vridha Chala,23:30:00,00:03:00,4.0,5.0,158.0,212.0,54.0,derived_from_OGD_timetable
12661.0,Ms-Sct Pothi,VRI,Vridha Chala,TPJ,Tiruchirappa,00:05:00,02:15:00,5.0,6.0,212.0,335.0,123.0,derived_from_OGD_timetable
12661.0,Ms-Sct Pothi,TPJ,Tiruchirappa,DG,Dindigul Jn,02:20:00,03:38:00,6.0,7.0,335.0,429.0,94.0,derived_from_OGD_timetable
12661.0,Ms-Sct Pothi,DG,Dindigul Jn,MDU,Madurai Jn,03:40:00,05:00:00,7.0,8.0,429.0,492.0,63.0,derived_from_OGD_timetable
12661.0,Ms-Sct Pothi,MDU,Madurai Jn,VPT,Virudunagar,05:05:00,05:48:00,8.0,9.0,492.0,535.0,43.0,derived_from_OGD_timetable
12661.0,Ms-Sct Pothi,VPT,Virudunagar,TTL,Tiruttangal,05:50:00,06:07:00,9.0,10.0,535.0,557.0,22.0,derived_from_OGD_timetable
12661.0,Ms-Sct Pothi,TTL,Tiruttangal,SVKS,Sivakasi,06:08:00,06:12:00,10.0,11.0,557.0,559.0,2.0,derived_from_OGD_timetable
12661.0,Ms-Sct Pothi,SVKS,Sivakasi,SVPR,Srivilliputt,06:13:00,06:27:00,11.0,12.0,559.0,576.0,17.0,derived_from_OGD_timetable
12661.0,Ms-Sct Pothi,SVPR,Srivilliputt,RJPM,Rajapalayam,06:28:00,06:39:00,12.0,13.0,576.0,588.0,12.0,derived_from_OGD_timetable
12661.0,Ms-Sct Pothi,RJPM,Rajapalayam,SNKL,Sankarankovi,06:40:00,07:01:00,13.0,14.0,588.0,620.0,32.0,derived_from_OGD_timetable
12661.0,Ms-Sct Pothi,SNKL,Sankarankovi,PBKS,Pambakovil S,07:02:00,07:12:00,14.0,15.0,620.0,632.0,12.0,derived_from_OGD_timetable
12661.0,Ms-Sct Pothi,PBKS,Pambakovil S,KDNL,Kadayanallur,07:13:00,07:23:00,15.0,16.0,632.0,641.0,9.0,derived_from_OGD_timetable
12661.0,Ms-Sct Pothi,KDNL,Kadayanallur,TSI,Tenkasi,07:24:00,07:39:00,16.0,17.0,641.0,657.0,16.0,derived_from_OGD_timetable
12661.0,Ms-Sct Pothi,TSI,Tenkasi,SCT,Sengottai Jn,07:40:00,08:50:00,17.0,18.0,657.0,665.0,8.0,derived_from_OGD_timetable
12662.0,Sct-Ms Pothi,SCT,Sengottai Jn,TSI,Tenkasi,18:15:00,18:28:00,1.0,2.0,0.0,7.0,7.0,derived_from_OGD_timetable
12662.0,Sct-Ms Pothi,TSI,Tenkasi,KDNL,Kadayanallur,18:30:00,18:43:00,2.0,3.0,7.0,23.0,16.0,derived_from_OGD_timetable
12662.0,Sct-Ms Pothi,KDNL,Kadayanallur,PBKS,Pambakovil S,18:45:00,18:57:00,3.0,4.0,23.0,32.0,9.0,derived_from_OGD_timetable
12662.0,Sct-Ms Pothi,PBKS,Pambakovil S,SNKL,Sankarankovi,18:58:00,19:09:00,4.0,5.0,32.0,44.0,12.0,derived_from_OGD_timetable
12662.0,Sct-Ms Pothi,SNKL,Sankarankovi,RJPM,Rajapalayam,19:10:00,19:34:00,5.0,6.0,44.0,77.0,33.0,derived_from_OGD_timetable
12662.0,Sct-Ms Pothi,RJPM,Rajapalayam,SVPR,Srivilliputt,19:35:00,19:45:00,6.0,7.0,77.0,88.0,11.0,derived_from_OGD_timetable
12662.0,Sct-Ms Pothi,SVPR,Srivilliputt,SVKS,Sivakasi,19:46:00,19:59:00,7.0,8.0,88.0,105.0,17.0,derived_from_OGD_timetable
12662.0,Sct-Ms Pothi,SVKS,Sivakasi,TTL,Tiruttangal,20:00:00,20:05:00,8.0,9.0,105.0,108.0,3.0,derived_from_OGD_timetable
12662.0,Sct-Ms Pothi,TTL,Tiruttangal,VPT,Virudunagar,20:06:00,20:25:00,9.0,10.0,108.0,129.0,21.0,derived_from_OGD_timetable
12662.0,Sct-Ms Pothi,VPT,Virudunagar,MDU,Madurai Jn,20:27:00,21:35:00,10.0,11.0,129.0,173.0,44.0,derived_from_OGD_timetable
12662.0,Sct-Ms Pothi,MDU,Madurai Jn,DG,Dindigul Jn,21:40:00,22:38:00,11.0,12.0,173.0,235.0,62.0,derived_from_OGD_timetable
12662.0,Sct-Ms Pothi,DG,Dindigul Jn,TPJ,Tiruchirappa,22:40:00,00:05:00,12.0,13.0,235.0,329.0,94.0,derived_from_OGD_timetable
12662.0,Sct-Ms Pothi,TPJ,Tiruchirappa,VRI,Vridha Chala,00:10:00,02:00:00,13.0,14.0,329.0,452.0,123.0,derived_from_OGD_timetable
12662.0,Sct-Ms Pothi,VRI,Vridha Chala,VM,Villupuram J,02:02:00,02:50:00,14.0,15.0,452.0,507.0,55.0,derived_from_OGD_timetable
12662.0,Sct-Ms Pothi,VM,Villupuram J,CGL,Chengalpattu,02:55:00,04:28:00,15.0,16.0,507.0,610.0,103.0,derived_from_OGD_timetable
12662.0,Sct-Ms Pothi,CGL,Chengalpattu,TBM,Tambaram,04:30:00,04:58:00,16.0,17.0,610.0,641.0,31.0,derived_from_OGD_timetable
12662.0,Sct-Ms Pothi,TBM,Tambaram,MS,Chennai Egmo,05:00:00,05:55:00,17.0,18.0,641.0,665.0,24.0,derived_from_OGD_timetable
12663.0,Hwh-Tpj Expr,HWH,Howrah Jn.,KGP,Kharagpur,16:10:00,17:55:00,1.0,2.0,0.0,116.0,116.0,derived_from_OGD_timetable
12663.0,Hwh-Tpj Expr,KGP,Kharagpur,BLS,Balasore,18:00:00,19:24:00,2.0,3.0,116.0,237.0,121.0,derived_from_OGD_timetable
12663.0,Hwh-Tpj Expr,BLS,Balasore,BHC,Bhadrakh,19:26:00,20:23:00,3.0,4.0,237.0,299.0,62.0,derived_from_OGD_timetable
12663.0,Hwh-Tpj Expr,BHC,Bhadrakh,CTC,Cuttack Jn.,20:25:00,21:50:00,4.0,5.0,299.0,415.0,116.0,derived_from_OGD_timetable
12663.0,Hwh-Tpj Expr,CTC,Cuttack Jn.,BBS,Bhubaneswar,21:55:00,22:30:00,5.0,6.0,415.0,442.0,27.0,derived_from_OGD_timetable
12663.0,Hwh-Tpj Expr,BBS,Bhubaneswar,KUR,Khurda Road,22:35:00,23:10:00,6.0,7.0,442.0,460.0,18.0,derived_from_OGD_timetable
12663.0,Hwh-Tpj Expr,KUR,Khurda Road,BAM,Berhampur,23:25:00,01:20:00,7.0,8.0,460.0,607.0,147.0,derived_from_OGD_timetable
12663.0,Hwh-Tpj Expr,BAM,Berhampur,VZM,Vizianagaram,01:25:00,04:30:00,8.0,9.0,607.0,823.0,216.0,derived_from_OGD_timetable
12663.0,Hwh-Tpj Expr,VZM,Vizianagaram,VSKP,Visakhapatna,04:32:00,05:35:00,9.0,10.0,823.0,884.0,61.0,derived_from_OGD_timetable
12663.0,Hwh-Tpj Expr,VSKP,Visakhapatna,RJY,Rajahmundry,05:55:00,08:50:00,10.0,11.0,884.0,1085.0,201.0,derived_from_OGD_timetable
12663.0,Hwh-Tpj Expr,RJY,Rajahmundry,EE,Eluru,08:52:00,09:59:00,11.0,12.0,1085.0,1175.0,90.0,derived_from_OGD_timetable
12663.0,Hwh-Tpj Expr,EE,Eluru,BZA,Vijaywada Jn,10:00:00,11:30:00,12.0,13.0,1175.0,1234.0,59.0,derived_from_OGD_timetable
12663.0,Hwh-Tpj Expr,BZA,Vijaywada Jn,OGL,Ongole,11:45:00,14:08:00,13.0,14.0,1234.0,1373.0,139.0,derived_from_OGD_timetable
12663.0,Hwh-Tpj Expr,OGL,Ongole,NLR,Nellore,14:09:00,15:59:00,14.0,15.0,1373.0,1489.0,116.0,derived_from_OGD_timetable
12663.0,Hwh-Tpj Expr,NLR,Nellore,MS,Chennai Egmo,16:00:00,19:55:00,15.0,16.0,1489.0,1669.0,180.0,derived_from_OGD_timetable
12663.0,Hwh-Tpj Expr,MS,Chennai Egmo,TBM,Tambaram,20:20:00,20:48:00,16.0,17.0,1669.0,1694.0,25.0,derived_from_OGD_timetable
12663.0,Hwh-Tpj Expr,TBM,Tambaram,CGL,Chengalpattu,20:50:00,21:18:00,17.0,18.0,1694.0,1724.0,30.0,derived_from_OGD_timetable
12663.0,Hwh-Tpj Expr,CGL,Chengalpattu,MLMR,Melmaruvathu,21:20:00,21:43:00,18.0,19.0,1724.0,1760.0,36.0,derived_from_OGD_timetable
12663.0,Hwh-Tpj Expr,MLMR,Melmaruvathu,VM,Villupuram J,21:45:00,22:50:00,19.0,20.0,1760.0,1827.0,67.0,derived_from_OGD_timetable
12663.0,Hwh-Tpj Expr,VM,Villupuram J,VRI,Vridha Chala,22:55:00,23:40:00,20.0,21.0,1827.0,1882.0,55.0,derived_from_OGD_timetable
12663.0,Hwh-Tpj Expr,VRI,Vridha Chala,ALU,Ariyalur,23:42:00,00:29:00,21.0,22.0,1882.0,1935.0,53.0,derived_from_OGD_timetable
12663.0,Hwh-Tpj Expr,ALU,Ariyalur,SRGM,Srirangam,00:30:00,01:28:00,22.0,23.0,1935.0,1993.0,58.0,derived_from_OGD_timetable
12663.0,Hwh-Tpj Expr,SRGM,Srirangam,TPJ,Tiruchirappa,01:30:00,03:30:00,23.0,24.0,1993.0,2005.0,12.0,derived_from_OGD_timetable
12664.0,Tpj-Hwh Exp,TPJ,Tiruchirappa,SRGM,Srirangam,16:20:00,16:36:00,1.0,2.0,0.0,11.0,11.0,derived_from_OGD_timetable
12664.0,Tpj-Hwh Exp,SRGM,Srirangam,ALU,Ariyalur,16:37:00,17:04:00,2.0,3.0,11.0,69.0,58.0,derived_from_OGD_timetable
12664.0,Tpj-Hwh Exp,ALU,Ariyalur,VRI,Vridha Chala,17:05:00,17:50:00,3.0,4.0,69.0,122.0,53.0,derived_from_OGD_timetable
12664.0,Tpj-Hwh Exp,VRI,Vridha Chala,VM,Villupuram J,17:52:00,19:10:00,4.0,5.0,122.0,177.0,55.0,derived_from_OGD_timetable
12664.0,Tpj-Hwh Exp,VM,Villupuram J,MLMR,Melmaruvathu,19:15:00,20:13:00,5.0,6.0,177.0,244.0,67.0,derived_from_OGD_timetable
12664.0,Tpj-Hwh Exp,MLMR,Melmaruvathu,CGL,Chengalpattu,20:15:00,20:53:00,6.0,7.0,244.0,280.0,36.0,derived_from_OGD_timetable
12664.0,Tpj-Hwh Exp,CGL,Chengalpattu,TBM,Tambaram,20:55:00,21:23:00,7.0,8.0,280.0,311.0,31.0,derived_from_OGD_timetable
12664.0,Tpj-Hwh Exp,TBM,Tambaram,MS,Chennai Egmo,21:25:00,22:05:00,8.0,9.0,311.0,335.0,24.0,derived_from_OGD_timetable
