train_number,train_name,station_code,station_name,arrival_time,departure_time,day,sequence,distance_km,source_station_code,source_station_name,destination_station_code,destination_station_name,source,source_url
12663.0,Hwh-Tpj Expr,BHC,Bhadrakh,20:23:00,20:25:00,,4.0,299.0,HWH,Howrah Jn.,TPJ,Tiruchirappalli Jn.,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
12663.0,Hwh-Tpj Expr,CTC,Cuttack Jn.,21:50:00,21:55:00,,5.0,415.0,HWH,Howrah Jn.,TPJ,Tiruchirappalli Jn.,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
12663.0,Hwh-Tpj Expr,BBS,Bhubaneswar,22:30:00,22:35:00,,6.0,442.0,HWH,Howrah Jn.,TPJ,Tiruchirappalli Jn.,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
12663.0,Hwh-Tpj Expr,KUR,Khurda Road,23:10:00,23:25:00,,7.0,460.0,HWH,Howrah Jn.,TPJ,Tiruchirappalli Jn.,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
12663.0,Hwh-Tpj Expr,BAM,Berhampur,01:20:00,01:25:00,,8.0,607.0,HWH,Howrah Jn.,TPJ,Tiruchirappalli Jn.,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
12663.0,Hwh-Tpj Expr,VZM,Vizianagaram,04:30:00,04:32:00,,9.0,823.0,HWH,Howrah Jn.,TPJ,Tiruchirappalli Jn.,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
12663.0,Hwh-Tpj Expr,VSKP,Visakhapatna,05:35:00,05:55:00,,10.0,884.0,HWH,Howrah Jn.,TPJ,Tiruchirappalli Jn.,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
12663.0,Hwh-Tpj Expr,RJY,Rajahmundry,08:50:00,08:52:00,,11.0,1085.0,HWH,Howrah Jn.,TPJ,Tiruchirappalli Jn.,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
12663.0,Hwh-Tpj Expr,EE,Eluru,09:59:00,10:00:00,,12.0,1175.0,HWH,Howrah Jn.,TPJ,Tiruchirappalli Jn.,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
12663.0,Hwh-Tpj Expr,BZA,Vijaywada Jn,11:30:00,11:45:00,,13.0,1234.0,HWH,Howrah Jn.,TPJ,Tiruchirappalli Jn.,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
12663.0,Hwh-Tpj Expr,OGL,Ongole,14:08:00,14:09:00,,14.0,1373.0,HWH,Howrah Jn.,TPJ,Tiruchirappalli Jn.,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
12663.0,Hwh-Tpj Expr,NLR,Nellore,15:59:00,16:00:00,,15.0,1489.0,HWH,Howrah Jn.,TPJ,Tiruchirappalli Jn.,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
12663.0,Hwh-Tpj Expr,MS,Chennai Egmo,19:55:00,20:20:00,,16.0,1669.0,HWH,Howrah Jn.,TPJ,Tiruchirappalli Jn.,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
12663.0,Hwh-Tpj Expr,TBM,Tambaram,20:48:00,20:50:00,,17.0,1694.0,HWH,Howrah Jn.,TPJ,Tiruchirappalli Jn.,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
12663.0,Hwh-Tpj Expr,CGL,Chengalpattu,21:18:00,21:20:00,,18.0,1724.0,HWH,Howrah Jn.,TPJ,Tiruchirappalli Jn.,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
12663.0,Hwh-Tpj Expr,MLMR,Melmaruvathu,21:43:00,21:45:00,,19.0,1760.0,HWH,Howrah Jn.,TPJ,Tiruchirappalli Jn.,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
12663.0,Hwh-Tpj Expr,VM,Villupuram J,22:50:00,22:55:00,,20.0,1827.0,HWH,Howrah Jn.,TPJ,Tiruchirappalli Jn.,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
12663.0,Hwh-Tpj Expr,VRI,Vridha Chala,23:40:00,23:42:00,,21.0,1882.0,HWH,Howrah Jn.,TPJ,Tiruchirappalli Jn.,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
12663.0,Hwh-Tpj Expr,ALU,Ariyalur,00:29:00,00:30:00,,22.0,1935.0,HWH,Howrah Jn.,TPJ,Tiruchirappalli Jn.,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
12663.0,Hwh-Tpj Expr,SRGM,Srirangam,01:28:00,01:30:00,,23.0,1993.0,HWH,Howrah Jn.,TPJ,Tiruchirappalli Jn.,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
12663.0,Hwh-Tpj Expr,TPJ,Tiruchirappa,03:30:00,03:30:00,,24.0,2005.0,HWH,Howrah Jn.,TPJ,Tiruchirappalli Jn.,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
12664.0,Tpj-Hwh Exp,TPJ,Tiruchirappa,16:20:00,16:20:00,,1.0,0.0,TPJ,Tiruchirappalli Jn.,HWH,Howrah Jn.,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
12664.0,Tpj-Hwh Exp,SRGM,Srirangam,16:36:00,16:37:00,,2.0,11.0,TPJ,Tiruchirappalli Jn.,HWH,Howrah Jn.,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
12664.0,Tpj-Hwh Exp,ALU,Ariyalur,17:04:00,17:05:00,,3.0,69.0,TPJ,Tiruchirappalli Jn.,HWH,Howrah Jn.,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
12664.0,Tpj-Hwh Exp,VRI,Vridha Chala,17:50:00,17:52:00,,4.0,122.0,TPJ,Tiruchirappalli Jn.,HWH,Howrah Jn.,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
12664.0,Tpj-Hwh Exp,VM,Villupuram J,19:10:00,19:15:00,,5.0,177.0,TPJ,Tiruchirappalli Jn.,HWH,Howrah Jn.,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
12664.0,Tpj-Hwh Exp,MLMR,Melmaruvathu,20:13:00,20:15:00,,6.0,244.0,TPJ,Tiruchirappalli Jn.,HWH,Howrah Jn.,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
12664.0,Tpj-Hwh Exp,CGL,Chengalpattu,20:53:00,20:55:00,,7.0,280.0,TPJ,Tiruchirappalli Jn.,HWH,Howrah Jn.,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
12664.0,Tpj-Hwh Exp,TBM,Tambaram,21:23:00,21:25:00,,8.0,311.0,TPJ,Tiruchirappalli Jn.,HWH,Howrah Jn.,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
12664.0,Tpj-Hwh Exp,MS,Chennai Egmo,22:05:00,22:30:00,,9.0,335.0,TPJ,Tiruchirappalli Jn.,HWH,Howrah Jn.,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
12664.0,Tpj-Hwh Exp,NLR,Nellore,01:42:00,01:43:00,,10.0,516.0,TPJ,Tiruchirappalli Jn.,HWH,Howrah Jn.,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
12664.0,Tpj-Hwh Exp,OGL,Ongole,03:09:00,03:10:00,,11.0,632.0,TPJ,Tiruchirappalli Jn.,HWH,Howrah Jn.,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
12664.0,Tpj-Hwh Exp,BZA,Vijaywada Jn,05:30:00,05:40:00,,12.0,770.0,TPJ,Tiruchirappalli Jn.,HWH,Howrah Jn.,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
12664.0,Tpj-Hwh Exp,EE,Eluru,06:26:00,06:27:00,,13.0,830.0,TPJ,Tiruchirappalli Jn.,HWH,Howrah Jn.,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
12664.0,Tpj-Hwh Exp,RJY,Rajahmundry,07:51:00,07:53:00,,14.0,920.0,TPJ,Tiruchirappalli Jn.,HWH,Howrah Jn.,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
12664.0,Tpj-Hwh Exp,VSKP,Visakhapatna,11:40:00,12:00:00,,15.0,1120.0,TPJ,Tiruchirappalli Jn.,HWH,Howrah Jn.,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
12664.0,Tpj-Hwh Exp,VZM,Vizianagaram,12:55:00,12:57:00,,16.0,1181.0,TPJ,Tiruchirappalli Jn.,HWH,Howrah Jn.,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
12664.0,Tpj-Hwh Exp,BAM,Berhampur,15:51:00,15:53:00,,17.0,1397.0,TPJ,Tiruchirappalli Jn.,HWH,Howrah Jn.,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
12664.0,Tpj-Hwh Exp,KUR,Khurda Road,18:10:00,18:30:00,,18.0,1544.0,TPJ,Tiruchirappalli Jn.,HWH,Howrah Jn.,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
12664.0,Tpj-Hwh Exp,BBS,Bhubaneswar,18:50:00,18:55:00,,19.0,1563.0,TPJ,Tiruchirappalli Jn.,HWH,Howrah Jn.,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
12664.0,Tpj-Hwh Exp,CTC,Cuttack Jn.,19:25:00,19:30:00,,20.0,1590.0,TPJ,Tiruchirappalli Jn.,HWH,Howrah Jn.,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
12664.0,Tpj-Hwh Exp,BHC,Bhadrakh,22:00:00,22:02:00,,21.0,1706.0,TPJ,Tiruchirappalli Jn.,HWH,Howrah Jn.,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
12664.0,Tpj-Hwh Exp,BLS,Balasore,22:46:00,22:48:00,,22.0,1768.0,TPJ,Tiruchirappalli Jn.,HWH,Howrah Jn.,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
12664.0,Tpj-Hwh Exp,KGP,Kharagpur,00:30:00,01:00:00,,23.0,1889.0,TPJ,Tiruchirappalli Jn.,HWH,Howrah Jn.,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
12664.0,Tpj-Hwh Exp,HWH,Howrah Jn.,03:10:00,03:10:00,,24.0,2004.0,TPJ,Tiruchirappalli Jn.,HWH,Howrah Jn.,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
12665.0,Hwh-Cape Exp,HWH,Howrah Jn.,16:10:00,16:10:00,,1.0,0.0,HWH,Howrah Jn.,CAPE,Kanniyakumari,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
12665.0,Hwh-Cape Exp,KGP,Kharagpur,17:55:00,18:00:00,,2.0,116.0,HWH,Howrah Jn.,CAPE,Kanniyakumari,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
12665.0,Hwh-Cape Exp,BLS,Balasore,19:24:00,19:26:00,,3.0,237.0,HWH,Howrah Jn.,CAPE,Kanniyakumari,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
12665.0,Hwh-Cape Exp,CTC,Cuttack Jn.,21:50:00,21:55:00,,4.0,415.0,HWH,Howrah Jn.,CAPE,Kanniyakumari,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
12665.0,Hwh-Cape Exp,BBS,Bhubaneswar,22:30:00,22:35:00,,5.0,442.0,HWH,Howrah Jn.,CAPE,Kanniyakumari,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
12665.0,Hwh-Cape Exp,KUR,Khurda Road,23:10:00,23:25:00,,6.0,460.0,HWH,Howrah Jn.,CAPE,Kanniyakumari,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
12665.0,Hwh-Cape Exp,BAM,Berhampur,01:20:00,01:25:00,,7.0,607.0,HWH,Howrah Jn.,CAPE,Kanniyakumari,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
12665.0,Hwh-Cape Exp,VSKP,Visakhapatna,05:35:00,05:55:00,,8.0,884.0,HWH,Howrah Jn.,CAPE,Kanniyakumari,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
12665.0,Hwh-Cape Exp,RJY,Rajahmundry,08:50:00,08:52:00,,9.0,1085.0,HWH,Howrah Jn.,CAPE,Kanniyakumari,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
12665.0,Hwh-Cape Exp,EE,Eluru,09:59:00,10:00:00,,10.0,1175.0,HWH,Howrah Jn.,CAPE,Kanniyakumari,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
12665.0,Hwh-Cape Exp,BZA,Vijaywada Jn,11:40:00,11:55:00,,11.0,1234.0,HWH,Howrah Jn.,CAPE,Kanniyakumari,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
12665.0,Hwh-Cape Exp,OGL,Ongole,14:08:00,14:09:00,,12.0,1373.0,HWH,Howrah Jn.,CAPE,Kanniyakumari,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
12665.0,Hwh-Cape Exp,NLR,Nellore,15:59:00,16:00:00,,13.0,1489.0,HWH,Howrah Jn.,CAPE,Kanniyakumari,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
12665.0,Hwh-Cape Exp,MS,Chennai Egmo,19:55:00,20:20:00,,14.0,1669.0,HWH,Howrah Jn.,CAPE,Kanniyakumari,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
12665.0,Hwh-Cape Exp,TBM,Tambaram,20:48:00,20:50:00,,15.0,1694.0,HWH,Howrah Jn.,CAPE,Kanniyakumari,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
12665.0,Hwh-Cape Exp,CGL,Chengalpattu,21:18:00,21:20:00,,16.0,1724.0,HWH,Howrah Jn.,CAPE,Kanniyakumari,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
12665.0,Hwh-Cape Exp,MLMR,Melmaruvathu,21:48:00,21:50:00,,17.0,1760.0,HWH,Howrah Jn.,CAPE,Kanniyakumari,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
12665.0,Hwh-Cape Exp,VM,Villupuram J,22:50:00,22:55:00,,18.0,1827.0,HWH,Howrah Jn.,CAPE,Kanniyakumari,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
12665.0,Hwh-Cape Exp,VRI,Vridha Chala,23:40:00,23:42:00,,19.0,1882.0,HWH,Howrah Jn.,CAPE,Kanniyakumari,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
12665.0,Hwh-Cape Exp,ALU,Ariyalur,00:29:00,00:30:00,,20.0,1935.0,HWH,Howrah Jn.,CAPE,Kanniyakumari,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
12665.0,Hwh-Cape Exp,SRGM,Srirangam,01:28:00,01:30:00,,21.0,1993.0,HWH,Howrah Jn.,CAPE,Kanniyakumari,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
12665.0,Hwh-Cape Exp,TPJ,Tiruchirappa,01:50:00,01:55:00,,22.0,2005.0,HWH,Howrah Jn.,CAPE,Kanniyakumari,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
12665.0,Hwh-Cape Exp,DG,Dindigul Jn,03:13:00,03:15:00,,23.0,2099.0,HWH,Howrah Jn.,CAPE,Kanniyakumari,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
12665.0,Hwh-Cape Exp,KQN,Kodaikkanal,03:34:00,03:35:00,,24.0,2121.0,HWH,Howrah Jn.,CAPE,Kanniyakumari,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
12665.0,Hwh-Cape Exp,MDU,Madurai Jn,04:20:00,04:25:00,,25.0,2161.0,HWH,Howrah Jn.,CAPE,Kanniyakumari,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
12665.0,Hwh-Cape Exp,VPT,Virudunagar,05:14:00,05:15:00,,26.0,2204.0,HWH,Howrah Jn.,CAPE,Kanniyakumari,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
12665.0,Hwh-Cape Exp,SRT,Satur,05:34:00,05:35:00,,27.0,2231.0,HWH,Howrah Jn.,CAPE,Kanniyakumari,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
12665.0,Hwh-Cape Exp,CVP,Kovilpatti,05:59:00,06:00:00,,28.0,2253.0,HWH,Howrah Jn.,CAPE,Kanniyakumari,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
12665.0,Hwh-Cape Exp,MEJ,Vanchi Maniy,06:34:00,06:35:00,,29.0,2289.0,HWH,Howrah Jn.,CAPE,Kanniyakumari,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
12665.0,Hwh-Cape Exp,TEN,Tirunelveli,08:20:00,08:25:00,,30.0,2318.0,HWH,Howrah Jn.,CAPE,Kanniyakumari,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
12665.0,Hwh-Cape Exp,NCJ,Nagercoil Jn,09:55:00,10:00:00,,31.0,2391.0,HWH,Howrah Jn.,CAPE,Kanniyakumari,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
12665.0,Hwh-Cape Exp,CAPE,Kanniyakumar,10:25:00,10:25:00,,32.0,2407.0,HWH,Howrah Jn.,CAPE,Kanniyakumari,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
12666.0,Cape Hwh Exp,CAPE,Kanniyakumar,07:50:00,07:50:00,,1.0,0.0,CAPE,Kanniyakumari,HWH,Howrah Jn.,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
12666.0,Cape Hwh Exp,NCJ,Nagercoil Jn,08:05:00,08:10:00,,2.0,15.0,CAPE,Kanniyakumari,HWH,Howrah Jn.,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
12666.0,Cape Hwh Exp,TEN,Tirunelveli,09:35:00,09:40:00,,3.0,88.0,CAPE,Kanniyakumari,HWH,Howrah Jn.,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
12666.0,Cape Hwh Exp,MEJ,Vanchi Maniy,10:13:00,10:15:00,,4.0,117.0,CAPE,Kanniyakumari,HWH,Howrah Jn.,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
12666.0,Cape Hwh Exp,CVP,Kovilpatti,10:39:00,10:40:00,,5.0,153.0,CAPE,Kanniyakumari,HWH,Howrah Jn.,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
12666.0,Cape Hwh Exp,SRT,Satur,10:59:00,11:00:00,,6.0,175.0,CAPE,Kanniyakumari,HWH,Howrah Jn.,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
12666.0,Cape Hwh Exp,VPT,Virudunagar,11:33:00,11:35:00,,7.0,202.0,CAPE,Kanniyakumari,HWH,Howrah Jn.,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
12666.0,Cape Hwh Exp,MDU,Madurai Jn,12:45:00,12:50:00,,8.0,245.0,CAPE,Kanniyakumari,HWH,Howrah Jn.,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
12666.0,Cape Hwh Exp,KQN,Kodaikkanal,13:20:00,13:22:00,,9.0,285.0,CAPE,Kanniyakumari,HWH,Howrah Jn.,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
12666.0,Cape Hwh Exp,DG,Dindigul Jn,13:49:00,13:50:00,,10.0,307.0,CAPE,Kanniyakumari,HWH,Howrah Jn.,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
12666.0,Cape Hwh Exp,TPJ,Tiruchirappa,15:40:00,16:20:00,,11.0,402.0,CAPE,Kanniyakumari,HWH,Howrah Jn.,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
12666.0,Cape Hwh Exp,SRGM,Srirangam,16:35:00,16:37:00,,12.0,413.0,CAPE,Kanniyakumari,HWH,Howrah Jn.,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
12666.0,Cape Hwh Exp,ALU,Ariyalur,17:19:00,17:20:00,,13.0,471.0,CAPE,Kanniyakumari,HWH,Howrah Jn.,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
12666.0,Cape Hwh Exp,VRI,Vridha Chala,17:50:00,17:52:00,,14.0,524.0,CAPE,Kanniyakumari,HWH,Howrah Jn.,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
12666.0,Cape Hwh Exp,VM,Villupuram J,19:10:00,19:15:00,,15.0,579.0,CAPE,Kanniyakumari,HWH,Howrah Jn.,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
12666.0,Cape Hwh Exp,MLMR,Melmaruvathu,20:13:00,20:15:00,,16.0,646.0,CAPE,Kanniyakumari,HWH,Howrah Jn.,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
12666.0,Cape Hwh Exp,CGL,Chengalpattu,20:53:00,20:55:00,,17.0,682.0,CAPE,Kanniyakumari,HWH,Howrah Jn.,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
12666.0,Cape Hwh Exp,TBM,Tambaram,21:23:00,21:25:00,,18.0,713.0,CAPE,Kanniyakumari,HWH,Howrah Jn.,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
12666.0,Cape Hwh Exp,MS,Chennai Egmo,22:05:00,22:30:00,,19.0,737.0,CAPE,Kanniyakumari,HWH,Howrah Jn.,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
12666.0,Cape Hwh Exp,NLR,Nellore,01:42:00,01:43:00,,20.0,918.0,CAPE,Kanniyakumari,HWH,Howrah Jn.,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
12666.0,Cape Hwh Exp,OGL,Ongole,03:09:00,03:10:00,,21.0,1034.0,CAPE,Kanniyakumari,HWH,Howrah Jn.,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
12666.0,Cape Hwh Exp,BZA,Vijaywada Jn,05:30:00,05:40:00,,22.0,1172.0,CAPE,Kanniyakumari,HWH,Howrah Jn.,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
12666.0,Cape Hwh Exp,EE,Eluru,06:26:00,06:27:00,,23.0,1232.0,CAPE,Kanniyakumari,HWH,Howrah Jn.,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
12666.0,Cape Hwh Exp,RJY,Rajahmundry,07:51:00,07:53:00,,24.0,1322.0,CAPE,Kanniyakumari,HWH,Howrah Jn.,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
12666.0,Cape Hwh Exp,VSKP,Visakhapatna,11:40:00,12:00:00,,25.0,1523.0,CAPE,Kanniyakumari,HWH,Howrah Jn.,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
12666.0,Cape Hwh Exp,BAM,Berhampur,15:51:00,15:53:00,,26.0,1799.0,CAPE,Kanniyakumari,HWH,Howrah Jn.,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
12666.0,Cape Hwh Exp,KUR,Khurda Road,18:10:00,18:30:00,,27.0,1946.0,CAPE,Kanniyakumari,HWH,Howrah Jn.,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
12666.0,Cape Hwh Exp,BBS,Bhubaneswar,18:50:00,18:55:00,,28.0,1965.0,CAPE,Kanniyakumari,HWH,Howrah Jn.,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
12666.0,Cape Hwh Exp,CTC,Cuttack Jn.,19:25:00,19:30:00,,29.0,1992.0,CAPE,Kanniyakumari,HWH,Howrah Jn.,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
12666.0,Cape Hwh Exp,BLS,Balasore,22:46:00,22:48:00,,30.0,2170.0,CAPE,Kanniyakumari,HWH,Howrah Jn.,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
12666.0,Cape Hwh Exp,KGP,Kharagpur,00:30:00,01:00:00,,31.0,2291.0,CAPE,Kanniyakumari,HWH,Howrah Jn.,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
12666.0,Cape Hwh Exp,HWH,Howrah Jn.,03:10:00,03:10:00,,32.0,2406.0,CAPE,Kanniyakumari,HWH,Howrah Jn.,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
12667.0,Ms-Ncj Exp.,MS,Chennai Egmo,18:55:00,18:55:00,,1.0,0.0,MS,Chennai Egmore,NCJ,Nagercoil Jn.,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
12667.0,Ms-Ncj Exp.,CGL,Chengalpattu,19:48:00,19:50:00,,2.0,55.0,MS,Chennai Egmore,NCJ,Nagercoil Jn.,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
12667.0,Ms-Ncj Exp.,VM,Villupuram J,21:10:00,21:15:00,,3.0,158.0,MS,Chennai Egmore,NCJ,Nagercoil Jn.,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
12667.0,Ms-Ncj Exp.,VRI,Vridha Chala,21:53:00,21:55:00,,4.0,212.0,MS,Chennai Egmore,NCJ,Nagercoil Jn.,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
12667.0,Ms-Ncj Exp.,TPJ,Tiruchirappa,23:55:00,00:05:00,,5.0,335.0,MS,Chennai Egmore,NCJ,Nagercoil Jn.,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
12667.0,Ms-Ncj Exp.,DG,Dindigul Jn,01:25:00,01:30:00,,6.0,429.0,MS,Chennai Egmore,NCJ,Nagercoil Jn.,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
12667.0,Ms-Ncj Exp.,MDU,Madurai Jn,02:35:00,02:40:00,,7.0,492.0,MS,Chennai Egmore,NCJ,Nagercoil Jn.,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
12667.0,Ms-Ncj Exp.,VPT,Virudunagar,03:19:00,03:20:00,,8.0,535.0,MS,Chennai Egmore,NCJ,Nagercoil Jn.,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
12667.0,Ms-Ncj Exp.,SRT,Satur,03:39:00,03:40:00,,9.0,562.0,MS,Chennai Egmore,NCJ,Nagercoil Jn.,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
12667.0,Ms-Ncj Exp.,TEN,Tirunelveli,06:00:00,06:05:00,,10.0,649.0,MS,Chennai Egmore,NCJ,Nagercoil Jn.,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
12667.0,Ms-Ncj Exp.,NCJ,Nagercoil Jn,08:10:00,08:10:00,,11.0,722.0,MS,Chennai Egmore,NCJ,Nagercoil Jn.,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
12668.0,Ncj-Ms Exp.,NCJ,Nagercoil Jn,17:05:00,17:05:00,,1.0,0.0,NCJ,Nagercoil Jn.,MS,Chennai Egmore,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
12668.0,Ncj-Ms Exp.,TEN,Tirunelveli,18:15:00,18:20:00,,2.0,73.0,NCJ,Nagercoil Jn.,MS,Chennai Egmore,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
12668.0,Ncj-Ms Exp.,SRT,Satur,19:44:00,19:45:00,,3.0,159.0,NCJ,Nagercoil Jn.,MS,Chennai Egmore,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
12668.0,Ncj-Ms Exp.,VPT,Virudunagar,20:16:00,20:17:00,,4.0,186.0,NCJ,Nagercoil Jn.,MS,Chennai Egmore,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
12668.0,Ncj-Ms Exp.,MDU,Madurai Jn,21:10:00,21:15:00,,5.0,229.0,NCJ,Nagercoil Jn.,MS,Chennai Egmore,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
12668.0,Ncj-Ms Exp.,DG,Dindigul Jn,22:10:00,22:12:00,,6.0,292.0,NCJ,Nagercoil Jn.,MS,Chennai Egmore,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
12668.0,Ncj-Ms Exp.,TPJ,Tiruchirappa,23:40:00,23:50:00,,7.0,386.0,NCJ,Nagercoil Jn.,MS,Chennai Egmore,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
12668.0,Ncj-Ms Exp.,VRI,Vridha Chala,01:33:00,01:35:00,,8.0,509.0,NCJ,Nagercoil Jn.,MS,Chennai Egmore,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
