mast_number,section_id,equivalent_km
OHE_SEC_006_0608,SEC_006,30.471
OHE_SEC_006_0609,SEC_006,30.522
OHE_SEC_006_0610,SEC_006,30.572
OHE_SEC_006_0611,SEC_006,30.622
OHE_SEC_006_0612,SEC_006,30.673
OHE_SEC_006_0613,SEC_006,30.723
OHE_SEC_006_0614,SEC_006,30.773
OHE_SEC_006_0615,SEC_006,30.824
OHE_SEC_006_0616,SEC_006,30.874
OHE_SEC_006_0617,SEC_006,30.925
OHE_SEC_006_0618,SEC_006,30.975
OHE_SEC_006_0619,SEC_006,31.025
OHE_SEC_006_0620,SEC_006,31.076
OHE_SEC_006_0621,SEC_006,31.126
OHE_SEC_006_0622,SEC_006,31.176
OHE_SEC_006_0623,SEC_006,31.227
OHE_SEC_006_0624,SEC_006,31.277
OHE_SEC_006_0625,SEC_006,31.328
OHE_SEC_006_0626,SEC_006,31.378
OHE_SEC_006_0627,SEC_006,31.428
OHE_SEC_006_0628,SEC_006,31.479
OHE_SEC_006_0629,SEC_006,31.529
OHE_SEC_007_0630,SEC_007,31.569
OHE_SEC_007_0631,SEC_007,31.619
OHE_SEC_007_0632,SEC_007,31.669
OHE_SEC_007_0633,SEC_007,31.72
OHE_SEC_007_0634,SEC_007,31.77
OHE_SEC_007_0635,SEC_007,31.82
OHE_SEC_007_0636,SEC_007,31.87
OHE_SEC_007_0637,SEC_007,31.92
OHE_SEC_007_0638,SEC_007,31.971
OHE_SEC_007_0639,SEC_007,32.021
OHE_SEC_007_0640,SEC_007,32.071
OHE_SEC_007_0641,SEC_007,32.121
OHE_SEC_007_0642,SEC_007,32.171
OHE_SEC_007_0643,SEC_007,32.221
OHE_SEC_007_0644,SEC_007,32.272
OHE_SEC_007_0645,SEC_007,32.322
OHE_SEC_007_0646,SEC_007,32.372
OHE_SEC_007_0647,SEC_007,32.422
OHE_SEC_007_0648,SEC_007,32.472
OHE_SEC_007_0649,SEC_007,32.523
OHE_SEC_007_0650,SEC_007,32.573
OHE_SEC_007_0651,SEC_007,32.623
OHE_SEC_007_0652,SEC_007,32.673
OHE_SEC_007_0653,SEC_007,32.723
OHE_SEC_007_0654,SEC_007,32.774
OHE_SEC_007_0655,SEC_007,32.824
OHE_SEC_007_0656,SEC_007,32.874
OHE_SEC_007_0657,SEC_007,32.924
OHE_SEC_007_0658,SEC_007,32.974
OHE_SEC_007_0659,SEC_007,33.024
OHE_SEC_007_0660,SEC_007,33.075
OHE_SEC_007_0661,SEC_007,33.125
OHE_SEC_007_0662,SEC_007,33.175
OHE_SEC_007_0663,SEC_007,33.225
OHE_SEC_007_0664,SEC_007,33.275
OHE_SEC_007_0665,SEC_007,33.326
OHE_SEC_007_0666,SEC_007,33.376
OHE_SEC_007_0667,SEC_007,33.426
OHE_SEC_007_0668,SEC_007,33.476
OHE_SEC_007_0669,SEC_007,33.526
OHE_SEC_007_0670,SEC_007,33.577
OHE_SEC_007_0671,SEC_007,33.627
OHE_SEC_007_0672,SEC_007,33.677
OHE_SEC_007_0673,SEC_007,33.727
OHE_SEC_007_0674,SEC_007,33.777
OHE_SEC_007_0675,SEC_007,33.827
OHE_SEC_007_0676,SEC_007,33.878
OHE_SEC_007_0677,SEC_007,33.928
OHE_SEC_007_0678,SEC_007,33.978
OHE_SEC_007_0679,SEC_007,34.028
OHE_SEC_007_0680,SEC_007,34.078
OHE_SEC_007_0681,SEC_007,34.129
OHE_SEC_007_0682,SEC_007,34.179
OHE_SEC_007_0683,SEC_007,34.229
OHE_SEC_007_0684,SEC_007,34.279
OHE_SEC_007_0685,SEC_007,34.329
OHE_SEC_007_0686,SEC_007,34.38
OHE_SEC_007_0687,SEC_007,34.43
OHE_SEC_007_0688,SEC_007,34.48
OHE_SEC_007_0689,SEC_007,34.53
OHE_SEC_007_0690,SEC_007,34.58
OHE_SEC_007_0691,SEC_007,34.63
OHE_SEC_007_0692,SEC_007,34.681
OHE_SEC_007_0693,SEC_007,34.731
OHE_SEC_007_0694,SEC_007,34.781
OHE_SEC_007_0695,SEC_007,34.831
OHE_SEC_007_0696,SEC_007,34.881
OHE_SEC_007_0697,SEC_007,34.932
OHE_SEC_007_0698,SEC_007,34.982
OHE_SEC_007_0699,SEC_007,35.032
OHE_SEC_007_0700,SEC_007,35.082
OHE_SEC_007_0701,SEC_007,35.132
OHE_SEC_007_0702,SEC_007,35.183
OHE_SEC_007_0703,SEC_007,35.233
OHE_SEC_007_0704,SEC_007,35.283
OHE_SEC_007_0705,SEC_007,35.333
OHE_SEC_007_0706,SEC_007,35.383
OHE_SEC_007_0707,SEC_007,35.434
OHE_SEC_007_0708,SEC_007,35.484
OHE_SEC_007_0709,SEC_007,35.534
OHE_SEC_007_0710,SEC_007,35.584
OHE_SEC_007_0711,SEC_007,35.634
OHE_SEC_007_0712,SEC_007,35.684
OHE_SEC_007_0713,SEC_007,35.735
OHE_SEC_007_0714,SEC_007,35.785
OHE_SEC_007_0715,SEC_007,35.835
OHE_SEC_007_0716,SEC_007,35.885
OHE_SEC_007_0717,SEC_007,35.935
OHE_SEC_007_0718,SEC_007,35.986
OHE_SEC_007_0719,SEC_007,36.036
OHE_SEC_007_0720,SEC_007,36.086
OHE_SEC_007_0721,SEC_007,36.136
OHE_SEC_007_0722,SEC_007,36.186
OHE_SEC_007_0723,SEC_007,36.237
OHE_SEC_007_0724,SEC_007,36.287
OHE_SEC_007_0725,SEC_007,36.337
OHE_SEC_007_0726,SEC_007,36.387
OHE_SEC_007_0727,SEC_007,36.437
OHE_SEC_007_0728,SEC_007,36.487
OHE_SEC_007_0729,SEC_007,36.538
OHE_SEC_007_0730,SEC_007,36.588
OHE_SEC_007_0731,SEC_007,36.638
OHE_SEC_007_0732,SEC_007,36.688
OHE_SEC_007_0733,SEC_007,36.738
OHE_SEC_007_0734,SEC_007,36.789
OHE_SEC_007_0735,SEC_007,36.839
OHE_SEC_007_0736,SEC_007,36.889
OHE_SEC_007_0737,SEC_007,36.939
OHE_SEC_007_0738,SEC_007,36.989
OHE_SEC_007_0739,SEC_007,37.04
OHE_SEC_007_0740,SEC_007,37.09
OHE_SEC_007_0741,SEC_007,37.14
OHE_SEC_007_0742,SEC_007,37.19
OHE_SEC_007_0743,SEC_007,37.24
OHE_SEC_007_0744,SEC_007,37.29
OHE_SEC_007_0745,SEC_007,37.341
OHE_SEC_007_0746,SEC_007,37.391
OHE_SEC_007_0747,SEC_007,37.441
OHE_SEC_007_0748,SEC_007,37.491
OHE_SEC_007_0749,SEC_007,37.541
OHE_SEC_007_0750,SEC_007,37.592
OHE_SEC_007_0751,SEC_007,37.642
OHE_SEC_007_0752,SEC_007,37.692
OHE_SEC_007_0753,SEC_007,37.742
OHE_SEC_007_0754,SEC_007,37.792
OHE_SEC_007_0755,SEC_007,37.843
OHE_SEC_007_0756,SEC_007,37.893
OHE_SEC_007_0757,SEC_007,37.943
OHE_SEC_007_0758,SEC_007,37.993
OHE_SEC_007_0759,SEC_007,38.043
OHE_SEC_007_0760,SEC_007,38.093
OHE_SEC_007_0761,SEC_007,38.144
OHE_SEC_007_0762,SEC_007,38.194
OHE_SEC_007_0763,SEC_007,38.244
OHE_SEC_007_0764,SEC_007,38.294
OHE_SEC_007_0765,SEC_007,38.344
OHE_SEC_007_0766,SEC_007,38.395
OHE_SEC_007_0767,SEC_007,38.445
OHE_SEC_007_0768,SEC_007,38.495
OHE_SEC_008_0769,SEC_008,38.535
OHE_SEC_008_0770,SEC_008,38.587
OHE_SEC_008_0771,SEC_008,38.638
OHE_SEC_008_0772,SEC_008,38.69
OHE_SEC_008_0773,SEC_008,38.742
OHE_SEC_008_0774,SEC_008,38.794
OHE_SEC_008_0775,SEC_008,38.845
OHE_SEC_008_0776,SEC_008,38.897
OHE_SEC_008_0777,SEC_008,38.949
OHE_SEC_008_0778,SEC_008,39.001
OHE_SEC_008_0779,SEC_008,39.052
OHE_SEC_008_0780,SEC_008,39.104
OHE_SEC_008_0781,SEC_008,39.156
OHE_SEC_008_0782,SEC_008,39.208
OHE_SEC_008_0783,SEC_008,39.259
OHE_SEC_008_0784,SEC_008,39.311
OHE_SEC_008_0785,SEC_008,39.363
OHE_SEC_008_0786,SEC_008,39.415
OHE_SEC_008_0787,SEC_008,39.466
OHE_SEC_008_0788,SEC_008,39.518
OHE_SEC_009_0789,SEC_009,39.558
OHE_SEC_009_0790,SEC_009,39.608
OHE_SEC_009_0791,SEC_009,39.659
OHE_SEC_009_0792,SEC_009,39.709
OHE_SEC_009_0793,SEC_009,39.76
OHE_SEC_009_0794,SEC_009,39.81
OHE_SEC_009_0795,SEC_009,39.86
OHE_SEC_009_0796,SEC_009,39.911
OHE_SEC_009_0797,SEC_009,39.961
OHE_SEC_009_0798,SEC_009,40.012
OHE_SEC_009_0799,SEC_009,40.062
OHE_SEC_009_0800,SEC_009,40.112
OHE_SEC_009_0801,SEC_009,40.163
OHE_SEC_009_0802,SEC_009,40.213
OHE_SEC_009_0803,SEC_009,40.264
OHE_SEC_009_0804,SEC_009,40.314
OHE_SEC_009_0805,SEC_009,40.364
OHE_SEC_009_0806,SEC_009,40.415
OHE_SEC_009_0807,SEC_009,40.465
OHE_SEC_009_0808,SEC_009,40.516
OHE_SEC_009_0809,SEC_009,40.566
OHE_SEC_009_0810,SEC_009,40.616
OHE_SEC_009_0811,SEC_009,40.667
OHE_SEC_009_0812,SEC_009,40.717
OHE_SEC_009_0813,SEC_009,40.768
OHE_SEC_009_0814,SEC_009,40.818
OHE_SEC_009_0815,SEC_009,40.868
OHE_SEC_009_0816,SEC_009,40.919
OHE_SEC_009_0817,SEC_009,40.969
OHE_SEC_009_0818,SEC_009,41.02
OHE_SEC_009_0819,SEC_009,41.07
OHE_SEC_009_0820,SEC_009,41.12
OHE_SEC_009_0821,SEC_009,41.171
OHE_SEC_009_0822,SEC_009,41.221
OHE_SEC_009_0823,SEC_009,41.271
OHE_SEC_009_0824,SEC_009,41.322
OHE_SEC_009_0825,SEC_009,41.372
OHE_SEC_009_0826,SEC_009,41.423
OHE_SEC_009_0827,SEC_009,41.473
OHE_SEC_009_0828,SEC_009,41.523
OHE_SEC_009_0829,SEC_009,41.574
OHE_SEC_009_0830,SEC_009,41.624
OHE_SEC_009_0831,SEC_009,41.675
OHE_SEC_009_0832,SEC_009,41.725
OHE_SEC_009_0833,SEC_009,41.775
OHE_SEC_009_0834,SEC_009,41.826
OHE_SEC_009_0835,SEC_009,41.876
OHE_SEC_009_0836,SEC_009,41.927
OHE_SEC_009_0837,SEC_009,41.977
OHE_SEC_009_0838,SEC_009,42.027
OHE_SEC_009_0839,SEC_009,42.078
OHE_SEC_009_0840,SEC_009,42.128
OHE_SEC_009_0841,SEC_009,42.179
OHE_SEC_009_0842,SEC_009,42.229
OHE_SEC_009_0843,SEC_009,42.279
OHE_SEC_009_0844,SEC_009,42.33
OHE_SEC_009_0845,SEC_009,42.38
OHE_SEC_009_0846,SEC_009,42.431
OHE_SEC_009_0847,SEC_009,42.481
OHE_SEC_009_0848,SEC_009,42.531
OHE_SEC_009_0849,SEC_009,42.582
OHE_SEC_009_0850,SEC_009,42.632
OHE_SEC_009_0851,SEC_009,42.683
OHE_SEC_009_0852,SEC_009,42.733
OHE_SEC_009_0853,SEC_009,42.783
OHE_SEC_009_0854,SEC_009,42.834
OHE_SEC_009_0855,SEC_009,42.884
OHE_SEC_009_0856,SEC_009,42.935
OHE_SEC_009_0857,SEC_009,42.985
OHE_SEC_009_0858,SEC_009,43.035
OHE_SEC_009_0859,SEC_009,43.086
OHE_SEC_009_0860,SEC_009,43.136
OHE_SEC_009_0861,SEC_009,43.187
OHE_SEC_009_0862,SEC_009,43.237
OHE_SEC_009_0863,SEC_009,43.287
OHE_SEC_009_0864,SEC_009,43.338
OHE_SEC_009_0865,SEC_009,43.388
OHE_SEC_009_0866,SEC_009,43.439
OHE_SEC_009_0867,SEC_009,43.489
OHE_SEC_009_0868,SEC_009,43.539
OHE_SEC_009_0869,SEC_009,43.59
OHE_SEC_009_0870,SEC_009,43.64
OHE_SEC_009_0871,SEC_009,43.691
OHE_SEC_009_0872,SEC_009,43.741
OHE_SEC_009_0873,SEC_009,43.791
OHE_SEC_009_0874,SEC_009,43.842
OHE_SEC_009_0875,SEC_009,43.892
OHE_SEC_009_0876,SEC_009,43.943
OHE_SEC_009_0877,SEC_009,43.993
OHE_SEC_009_0878,SEC_009,44.043
OHE_SEC_009_0879,SEC_009,44.094
OHE_SEC_009_0880,SEC_009,44.144
OHE_SEC_009_0881,SEC_009,44.195
OHE_SEC_009_0882,SEC_009,44.245
OHE_SEC_009_0883,SEC_009,44.295
OHE_SEC_009_0884,SEC_009,44.346
OHE_SEC_009_0885,SEC_009,44.396
OHE_SEC_009_0886,SEC_009,44.446
OHE_SEC_009_0887,SEC_009,44.497
OHE_SEC_009_0888,SEC_009,44.547
OHE_SEC_009_0889,SEC_009,44.598
OHE_SEC_009_0890,SEC_009,44.648
OHE_SEC_009_0891,SEC_009,44.698
OHE_SEC_009_0892,SEC_009,44.749
OHE_SEC_009_0893,SEC_009,44.799
OHE_SEC_009_0894,SEC_009,44.85
OHE_SEC_009_0895,SEC_009,44.9
OHE_SEC_009_0896,SEC_009,44.95
OHE_SEC_009_0897,SEC_009,45.001
OHE_SEC_009_0898,SEC_009,45.051
OHE_SEC_009_0899,SEC_009,45.102
OHE_SEC_009_0900,SEC_009,45.152
OHE_SEC_009_0901,SEC_009,45.202
OHE_SEC_009_0902,SEC_009,45.253
OHE_SEC_009_0903,SEC_009,45.303
OHE_SEC_009_0904,SEC_009,45.354
OHE_SEC_009_0905,SEC_009,45.404
OHE_SEC_009_0906,SEC_009,45.454
OHE_SEC_009_0907,SEC_009,45.505
OHE_SEC_009_0908,SEC_009,45.555
OHE_SEC_009_0909,SEC_009,45.606
OHE_SEC_009_0910,SEC_009,45.656
OHE_SEC_009_0911,SEC_009,45.706
OHE_SEC_009_0912,SEC_009,45.757
OHE_SEC_009_0913,SEC_009,45.807
OHE_SEC_009_0914,SEC_009,45.858
OHE_SEC_009_0915,SEC_009,45.908
OHE_SEC_010_0916,SEC_010,45.948
OHE_SEC_010_0917,SEC_010,45.973
OHE_SEC_011_0918,SEC_011,46.013
OHE_SEC_011_0919,SEC_011,46.063
OHE_SEC_011_0920,SEC_011,46.113
OHE_SEC_011_0921,SEC_011,46.164
OHE_SEC_011_0922,SEC_011,46.214
OHE_SEC_011_0923,SEC_011,46.264
OHE_SEC_011_0924,SEC_011,46.314
OHE_SEC_011_0925,SEC_011,46.365
OHE_SEC_011_0926,SEC_011,46.415
OHE_SEC_011_0927,SEC_011,46.465
OHE_SEC_011_0928,SEC_011,46.515
OHE_SEC_011_0929,SEC_011,46.566
OHE_SEC_011_0930,SEC_011,46.616
OHE_SEC_011_0931,SEC_011,46.666
OHE_SEC_011_0932,SEC_011,46.716
OHE_SEC_011_0933,SEC_011,46.767
OHE_SEC_011_0934,SEC_011,46.817
OHE_SEC_011_0935,SEC_011,46.867
OHE_SEC_011_0936,SEC_011,46.917
OHE_SEC_011_0937,SEC_011,46.967
OHE_SEC_011_0938,SEC_011,47.018
OHE_SEC_011_0939,SEC_011,47.068
OHE_SEC_011_0940,SEC_011,47.118
OHE_SEC_011_0941,SEC_011,47.168
OHE_SEC_011_0942,SEC_011,47.219
OHE_SEC_011_0943,SEC_011,47.269
OHE_SEC_011_0944,SEC_011,47.319
OHE_SEC_011_0945,SEC_011,47.369
OHE_SEC_011_0946,SEC_011,47.42
OHE_SEC_011_0947,SEC_011,47.47
OHE_SEC_011_0948,SEC_011,47.52
OHE_SEC_011_0949,SEC_011,47.57
OHE_SEC_011_0950,SEC_011,47.62
OHE_SEC_011_0951,SEC_011,47.671
OHE_SEC_011_0952,SEC_011,47.721
OHE_SEC_011_0953,SEC_011,47.771
OHE_SEC_011_0954,SEC_011,47.821
OHE_SEC_011_0955,SEC_011,47.872
OHE_SEC_011_0956,SEC_011,47.922
OHE_SEC_011_0957,SEC_011,47.972
OHE_SEC_011_0958,SEC_011,48.022
OHE_SEC_011_0959,SEC_011,48.073
OHE_SEC_011_0960,SEC_011,48.123
OHE_SEC_011_0961,SEC_011,48.173
OHE_SEC_011_0962,SEC_011,48.223
OHE_SEC_011_0963,SEC_011,48.274
OHE_SEC_011_0964,SEC_011,48.324
OHE_SEC_011_0965,SEC_011,48.374
OHE_SEC_011_0966,SEC_011,48.424
OHE_SEC_011_0967,SEC_011,48.474
OHE_SEC_011_0968,SEC_011,48.525
OHE_SEC_011_0969,SEC_011,48.575
OHE_SEC_011_0970,SEC_011,48.625
OHE_SEC_011_0971,SEC_011,48.675
OHE_SEC_011_0972,SEC_011,48.726
OHE_SEC_011_0973,SEC_011,48.776
OHE_SEC_011_0974,SEC_011,48.826
OHE_SEC_011_0975,SEC_011,48.876
OHE_SEC_011_0976,SEC_011,48.927
OHE_SEC_011_0977,SEC_011,48.977
OHE_SEC_011_0978,SEC_011,49.027
OHE_SEC_011_0979,SEC_011,49.077
OHE_SEC_011_0980,SEC_011,49.127
OHE_SEC_011_0981,SEC_011,49.178
OHE_SEC_011_0982,SEC_011,49.228
OHE_SEC_011_0983,SEC_011,49.278
OHE_SEC_011_0984,SEC_011,49.328
OHE_SEC_011_0985,SEC_011,49.379
OHE_SEC_011_0986,SEC_011,49.429
OHE_SEC_011_0987,SEC_011,49.479
OHE_SEC_011_0988,SEC_011,49.529
OHE_SEC_011_0989,SEC_011,49.58
OHE_SEC_011_0990,SEC_011,49.63
OHE_SEC_011_0991,SEC_011,49.68
OHE_SEC_011_0992,SEC_011,49.73
OHE_SEC_011_0993,SEC_011,49.78
OHE_SEC_011_0994,SEC_011,49.831
OHE_SEC_011_0995,SEC_011,49.881
OHE_SEC_011_0996,SEC_011,49.931
OHE_SEC_011_0997,SEC_011,49.981
OHE_SEC_011_0998,SEC_011,50.032
OHE_SEC_011_0999,SEC_011,50.082
OHE_SEC_011_1000,SEC_011,50.132
OHE_SEC_011_1001,SEC_011,50.182
OHE_SEC_011_1002,SEC_011,50.233
OHE_SEC_011_1003,SEC_011,50.283
OHE_SEC_011_1004,SEC_011,50.333
OHE_SEC_011_1005,SEC_011,50.383
OHE_SEC_011_1006,SEC_011,50.434
OHE_SEC_011_1007,SEC_011,50.484
OHE_SEC_011_1008,SEC_011,50.534
OHE_SEC_011_1009,SEC_011,50.584
OHE_SEC_011_1010,SEC_011,50.634
OHE_SEC_011_1011,SEC_011,50.685
OHE_SEC_011_1012,SEC_011,50.735
OHE_SEC_011_1013,SEC_011,50.785
OHE_SEC_011_1014,SEC_011,50.835
OHE_SEC_011_1015,SEC_011,50.886
OHE_SEC_011_1016,SEC_011,50.936
OHE_SEC_011_1017,SEC_011,50.986
OHE_SEC_011_1018,SEC_011,51.036
OHE_SEC_011_1019,SEC_011,51.087
OHE_SEC_011_1020,SEC_011,51.137
OHE_SEC_011_1021,SEC_011,51.187
OHE_SEC_011_1022,SEC_011,51.237
OHE_SEC_011_1023,SEC_011,51.288
OHE_SEC_011_1024,SEC_011,51.338
OHE_SEC_011_1025,SEC_011,51.388
OHE_SEC_011_1026,SEC_011,51.438
OHE_SEC_011_1027,SEC_011,51.488
OHE_SEC_011_1028,SEC_011,51.539
OHE_SEC_011_1029,SEC_011,51.589
OHE_SEC_011_1030,SEC_011,51.639
OHE_SEC_011_1031,SEC_011,51.689
OHE_SEC_011_1032,SEC_011,51.74
OHE_SEC_011_1033,SEC_011,51.79
OHE_SEC_011_1034,SEC_011,51.84
OHE_SEC_011_1035,SEC_011,51.89
OHE_SEC_011_1036,SEC_011,51.941
OHE_SEC_011_1037,SEC_011,51.991
OHE_SEC_011_1038,SEC_011,52.041
OHE_SEC_011_1039,SEC_011,52.091
OHE_SEC_011_1040,SEC_011,52.141
OHE_SEC_011_1041,SEC_011,52.192
OHE_SEC_011_1042,SEC_011,52.242
OHE_SEC_011_1043,SEC_011,52.292
OHE_SEC_011_1044,SEC_011,52.342
OHE_SEC_011_1045,SEC_011,52.393
OHE_SEC_011_1046,SEC_011,52.443
OHE_SEC_011_1047,SEC_011,52.493
OHE_SEC_011_1048,SEC_011,52.543
OHE_SEC_011_1049,SEC_011,52.594
OHE_SEC_011_1050,SEC_011,52.644
OHE_SEC_011_1051,SEC_011,52.694
OHE_SEC_011_1052,SEC_011,52.744
OHE_SEC_011_1053,SEC_011,52.794
OHE_SEC_011_1054,SEC_011,52.845
OHE_SEC_011_1055,SEC_011,52.895
OHE_SEC_011_1056,SEC_011,52.945
OHE_SEC_011_1057,SEC_011,52.995
OHE_SEC_011_1058,SEC_011,53.046
OHE_SEC_011_1059,SEC_011,53.096
OHE_SEC_011_1060,SEC_011,53.146
OHE_SEC_011_1061,SEC_011,53.196
OHE_SEC_011_1062,SEC_011,53.247
OHE_SEC_011_1063,SEC_011,53.297
OHE_SEC_011_1064,SEC_011,53.347
OHE_SEC_011_1065,SEC_011,53.397
OHE_SEC_011_1066,SEC_011,53.448
OHE_SEC_011_1067,SEC_011,53.498
OHE_SEC_011_1068,SEC_011,53.548
OHE_SEC_011_1069,SEC_011,53.598
OHE_SEC_011_1070,SEC_011,53.648
OHE_SEC_011_1071,SEC_011,53.699
OHE_SEC_011_1072,SEC_011,53.749
OHE_SEC_011_1073,SEC_011,53.799
OHE_SEC_011_1074,SEC_011,53.849
OHE_SEC_011_1075,SEC_011,53.9
OHE_SEC_011_1076,SEC_011,53.95
OHE_SEC_011_1077,SEC_011,54.0
OHE_SEC_011_1078,SEC_011,54.05
OHE_SEC_011_1079,SEC_011,54.101
OHE_SEC_011_1080,SEC_011,54.151
OHE_SEC_011_1081,SEC_011,54.201
OHE_SEC_011_1082,SEC_011,54.251
OHE_SEC_011_1083,SEC_011,54.302
OHE_SEC_011_1084,SEC_011,54.352
OHE_SEC_011_1085,SEC_011,54.402
OHE_SEC_011_1086,SEC_011,54.452
OHE_SEC_011_1087,SEC_011,54.502
OHE_SEC_011_1088,SEC_011,54.553
OHE_SEC_011_1089,SEC_011,54.603
OHE_SEC_011_1090,SEC_011,54.653
OHE_SEC_011_1091,SEC_011,54.703
OHE_SEC_011_1092,SEC_011,54.754
OHE_SEC_011_1093,SEC_011,54.804
OHE_SEC_011_1094,SEC_011,54.854
OHE_SEC_011_1095,SEC_011,54.904
OHE_SEC_011_1096,SEC_011,54.955
OHE_SEC_011_1097,SEC_011,55.005
OHE_SEC_011_1098,SEC_011,55.055
OHE_SEC_011_1099,SEC_011,55.105
OHE_SEC_011_1100,SEC_011,55.155
OHE_SEC_011_1101,SEC_011,55.206
OHE_SEC_011_1102,SEC_011,55.256
OHE_SEC_011_1103,SEC_011,55.306
OHE_SEC_011_1104,SEC_011,55.356
OHE_SEC_011_1105,SEC_011,55.407
OHE_SEC_011_1106,SEC_011,55.457
OHE_SEC_011_1107,SEC_011,55.507
OHE_SEC_011_1108,SEC_011,55.557
OHE_SEC_011_1109,SEC_011,55.608
OHE_SEC_011_1110,SEC_011,55.658
OHE_SEC_011_1111,SEC_011,55.708
OHE_SEC_011_1112,SEC_011,55.758
OHE_SEC_011_1113,SEC_011,55.808
OHE_SEC_011_1114,SEC_011,55.859
OHE_SEC_011_1115,SEC_011,55.909
OHE_SEC_011_1116,SEC_011,55.959
OHE_SEC_011_1117,SEC_011,56.009
OHE_SEC_011_1118,SEC_011,56.06
OHE_SEC_011_1119,SEC_011,56.11
OHE_SEC_011_1120,SEC_011,56.16
OHE_SEC_011_1121,SEC_011,56.21
OHE_SEC_011_1122,SEC_011,56.261
OHE_SEC_011_1123,SEC_011,56.311
OHE_SEC_011_1124,SEC_011,56.361
OHE_SEC_011_1125,SEC_011,56.411
OHE_SEC_011_1126,SEC_011,56.462
OHE_SEC_011_1127,SEC_011,56.512
OHE_SEC_011_1128,SEC_011,56.562
OHE_SEC_011_1129,SEC_011,56.612
OHE_SEC_011_1130,SEC_011,56.662
OHE_SEC_011_1131,SEC_011,56.713
OHE_SEC_011_1132,SEC_011,56.763
OHE_SEC_011_1133,SEC_011,56.813
OHE_SEC_011_1134,SEC_011,56.863
OHE_SEC_011_1135,SEC_011,56.914
OHE_SEC_011_1136,SEC_011,56.964
OHE_SEC_011_1137,SEC_011,57.014
OHE_SEC_011_1138,SEC_011,57.064
OHE_SEC_011_1139,SEC_011,57.115
OHE_SEC_011_1140,SEC_011,57.165
OHE_SEC_011_1141,SEC_011,57.215
OHE_SEC_011_1142,SEC_011,57.265
OHE_SEC_011_1143,SEC_011,57.315
OHE_SEC_011_1144,SEC_011,57.366
OHE_SEC_011_1145,SEC_011,57.416
OHE_SEC_011_1146,SEC_011,57.466
OHE_SEC_011_1147,SEC_011,57.516
OHE_SEC_011_1148,SEC_011,57.567
OHE_SEC_011_1149,SEC_011,57.617
OHE_SEC_011_1150,SEC_011,57.667
OHE_SEC_011_1151,SEC_011,57.717
OHE_SEC_011_1152,SEC_011,57.768
OHE_SEC_011_1153,SEC_011,57.818
OHE_SEC_011_1154,SEC_011,57.868
OHE_SEC_011_1155,SEC_011,57.918
OHE_SEC_011_1156,SEC_011,57.969
OHE_SEC_011_1157,SEC_011,58.019
OHE_SEC_011_1158,SEC_011,58.069
OHE_SEC_012_1159,SEC_012,58.109
OHE_SEC_012_1160,SEC_012,58.159
OHE_SEC_012_1161,SEC_012,58.209
OHE_SEC_012_1162,SEC_012,58.26
OHE_SEC_012_1163,SEC_012,58.31
OHE_SEC_012_1164,SEC_012,58.36
OHE_SEC_012_1165,SEC_012,58.41
OHE_SEC_012_1166,SEC_012,58.46
OHE_SEC_012_1167,SEC_012,58.511
OHE_SEC_012_1168,SEC_012,58.561
OHE_SEC_012_1169,SEC_012,58.611
OHE_SEC_012_1170,SEC_012,58.661
OHE_SEC_012_1171,SEC_012,58.712
OHE_SEC_012_1172,SEC_012,58.762
OHE_SEC_012_1173,SEC_012,58.812
OHE_SEC_012_1174,SEC_012,58.862
OHE_SEC_012_1175,SEC_012,58.912
OHE_SEC_012_1176,SEC_012,58.963
OHE_SEC_012_1177,SEC_012,59.013
OHE_SEC_012_1178,SEC_012,59.063
OHE_SEC_012_1179,SEC_012,59.113
OHE_SEC_012_1180,SEC_012,59.163
OHE_SEC_012_1181,SEC_012,59.214
OHE_SEC_012_1182,SEC_012,59.264
OHE_SEC_012_1183,SEC_012,59.314
OHE_SEC_012_1184,SEC_012,59.364
OHE_SEC_012_1185,SEC_012,59.415
OHE_SEC_012_1186,SEC_012,59.465
OHE_SEC_012_1187,SEC_012,59.515
OHE_SEC_012_1188,SEC_012,59.565
OHE_SEC_012_1189,SEC_012,59.615
OHE_SEC_012_1190,SEC_012,59.666
OHE_SEC_012_1191,SEC_012,59.716
OHE_SEC_012_1192,SEC_012,59.766
OHE_SEC_012_1193,SEC_012,59.816
OHE_SEC_012_1194,SEC_012,59.866
OHE_SEC_012_1195,SEC_012,59.917
OHE_SEC_012_1196,SEC_012,59.967
OHE_SEC_012_1197,SEC_012,60.017
OHE_SEC_012_1198,SEC_012,60.067
OHE_SEC_012_1199,SEC_012,60.118
OHE_SEC_012_1200,SEC_012,60.168
OHE_SEC_012_1201,SEC_012,60.218
OHE_SEC_012_1202,SEC_012,60.268
OHE_SEC_012_1203,SEC_012,60.318
OHE_SEC_012_1204,SEC_012,60.369
OHE_SEC_012_1205,SEC_012,60.419
OHE_SEC_012_1206,SEC_012,60.469
OHE_SEC_012_1207,SEC_012,60.519
OHE_SEC_012_1208,SEC_012,60.569
OHE_SEC_012_1209,SEC_012,60.62
OHE_SEC_012_1210,SEC_012,60.67
OHE_SEC_012_1211,SEC_012,60.72
OHE_SEC_012_1212,SEC_012,60.77
OHE_SEC_012_1213,SEC_012,60.82
OHE_SEC_012_1214,SEC_012,60.871
OHE_SEC_012_1215,SEC_012,60.921
